run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4
490b1800-6484-4f2c-827d-af46d1517671,michalewicz,value,logei,10,exact,True,none,0.0,0,50,0,1,2,3.409690555775156,3.3807704294431087,4.66695073724587,376.9317301601203,7.538634603202406,303.50057052763987,6.19388919444163,4.66695073724587,303.50057052763987,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
490b1800-6484-4f2c-827d-af46d1517671,michalewicz,value,logei,10,exact,True,none,0.0,20,50,0,21,22,2.36113289605348,3.3807704294431087,4.66695073724587,376.9317301601203,7.538634603202406,303.50057052763987,5.294948039413902,4.66695073724587,303.50057052763987,"x0,x1,x2,x3,x4",-1.8870846310410396,-0.5152571183347763,1.2954148250950914,-0.21780011959026302,0.1511085336778184
919c6d66-1691-4ee4-aadd-805a54458e44,michalewicz,value,logei,10,exact,False,misclick,0.01,0,50,0,1,2,3.409690555775156,3.3807704294431087,4.66695073724587,376.9317301601203,7.538634603202406,303.50057052763987,6.19388919444163,4.66695073724587,303.50057052763987,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
2d6275be-1039-41a1-ab9b-7bf690f2134a,michalewicz,value,logei,10,exact,False,misclick,0.05,0,50,0,1,2,3.409690555775156,3.3807704294431087,4.66695073724587,376.9317301601203,7.538634603202406,303.50057052763987,6.19388919444163,4.66695073724587,303.50057052763987,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
95b5814c-e75b-456c-8660-a45bf9f604e1,michalewicz,value,logei,10,exact,False,misclick,0.15,0,50,0,1,2,3.409690555775156,4.08491584871425,3.9628053179747287,371.9212442021844,7.438424884043688,294.31949750059727,6.006520357155046,3.9628053179747287,313.80578929559357,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
28dd3041-fa5a-4160-9fbf-e4e11e7cc4a4,michalewicz,value,logei,10,exact,False,misclick,0.4,0,50,0,1,2,3.409690555775156,3.1691648670569923,4.878556299631986,397.6749742753241,7.953499485506483,273.24252954409263,5.576378153961074,8.930324008233082,417.47885740082035,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926
85a9e8c0-6c02-4a51-98ea-154118939ba6,michalewicz,value,logei,10,exact,False,misclick,0.01,20,50,0,21,22,2.36113289605348,3.3807704294431087,4.66695073724587,380.95451031845886,7.619090206369177,303.50057052763987,5.294948039413902,4.66695073724587,303.50057052763987,"x0,x1,x2,x3,x4",-1.8870846310410396,-0.5152571183347763,1.2954148250950914,-0.21780011959026302,0.1511085336778184
1ab5ceea-7110-4e07-af0d-654caa889807,michalewicz,value,logei,10,exact,False,misclick,0.05,20,50,0,21,22,2.36113289605348,3.3807704294431087,4.66695073724587,381.8072226197179,7.636144452394358,303.50057052763987,5.294948039413902,4.66695073724587,303.50057052763987,"x0,x1,x2,x3,x4",-1.8870846310410396,-0.5152571183347763,1.2954148250950914,-0.21780011959026302,0.1511085336778184
c35bc533-61ce-49e1-a896-6906d15c806e,michalewicz,value,logei,10,exact,False,misclick,0.15,20,50,0,21,22,2.36113289605348,1.9776681266164204,6.070053040072558,391.7798352099314,7.835596704198629,333.6994746101541,6.3362895595006,6.070053040072558,333.6994746101541,"x0,x1,x2,x3,x4",-1.8870846310410396,-0.5152571183347763,1.2954148250950914,-0.21780011959026302,0.1511085336778184
f10f7e88-a527-4419-99d2-79867d513055,michalewicz,value,logei,10,exact,False,misclick,0.4,20,50,0,21,22,2.36113289605348,3.0795562860980508,4.968164880590928,395.8197897149243,7.916395794298486,313.2638522615182,5.631612926789018,4.968164880590928,313.2638522615182,"x0,x1,x2,x3,x4",-1.8870846310410396,-0.5152571183347763,1.2954148250950914,-0.21780011959026302,0.1511085336778184
af3bb19c-b6e0-4600-9f0e-a82840213bcc,michalewicz,value,logei,11,exact,True,none,0.0,0,50,0,1,2,4.57017014560389,6.121414361454377,1.926306805234601,368.4076698809958,7.368153397619916,228.78683005385668,4.6691189806909525,1.926306805234601,228.78683005385668,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305
af3bb19c-b6e0-4600-9f0e-a82840213bcc,michalewicz,value,logei,11,exact,True,none,0.0,20,50,0,21,22,0.6345685673614433,6.121414361454377,1.926306805234601,368.4076698809958,7.368153397619916,228.78683005385668,3.4917654053501868,1.926306805234601,228.78683005385668,"x0,x1,x2,x3,x4",0.09694080745290856,0.32437562586897917,-0.08841729812499222,0.25489338039088016,-0.4639740789104787
61393525-10d7-442f-8c26-416505f70f74,michalewicz,value,logei,11,exact,False,misclick,0.01,0,50,0,1,2,4.57017014560389,4.687525776576103,3.3601953901128754,330.2846680869471,6.6056933617389415,250.78711087104628,5.118104303490741,3.3601953901128754,250.78711087104628,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305
47f832ee-3eb7-4113-b798-fd2d5728c5e7,michalewicz,value,logei,11,exact,False,misclick,0.05,0,50,0,1,2,4.57017014560389,5.03250186895618,3.0152192977327985,325.24625605914144,6.504925121182829,222.01125505130022,4.530841939822453,3.0152192977327985,222.01125505130022,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305
39474100-2b02-4a1e-a962-4fa11d6df865,michalewicz,value,logei,11,exact,False,misclick,0.15,0,50,0,1,2,4.57017014560389,5.154013592643696,2.8937075740452824,310.14372646767896,6.202874529353579,195.32143263705697,3.9861516864705506,2.8937075740452824,195.32143263705697,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305
b306d497-b4c1-489c-a58a-df7a045bc950,michalewicz,value,logei,11,exact,False,misclick,0.4,0,50,0,1,2,4.57017014560389,4.060533237609984,3.987187929078994,374.7133664554697,7.494267329109395,262.0329867973651,5.34761197545643,6.368209187723575,308.4629013409344,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305
bd8b47a7-a87b-4505-920f-9b4ba6786b4f,michalewicz,value,logei,11,exact,False,misclick,0.01,20,50,0,21,22,0.6345685673614433,6.121414361454377,1.926306805234601,368.4076698809958,7.368153397619916,228.78683005385668,3.4917654053501868,1.926306805234601,228.78683005385668,"x0,x1,x2,x3,x4",0.09694080745290856,0.32437562586897917,-0.08841729812499222,0.25489338039088016,-0.4639740789104787
2f487860-a1f6-44d9-9b4a-df73c97ee004,michalewicz,value,logei,11,exact,False,misclick,0.05,20,50,0,21,22,0.6345685673614433,2.57874311957217,5.468978047116808,376.2387753850877,7.524775507701753,290.1897630945713,5.609107923995521,5.468978047116808,290.1897630945713,"x0,x1,x2,x3,x4",0.09694080745290856,0.32437562586897917,-0.08841729812499222,0.25489338039088016,-0.4639740789104787
d20bdddf-dae1-42df-a793-8929be963b20,michalewicz,value,logei,11,exact,False,misclick,0.15,20,50,0,21,22,0.6345685673614433,3.6502575236581833,4.397463643030796,356.0691166219498,7.121382332438995,279.36273291807544,5.235762055840489,4.397463643030796,279.36273291807544,"x0,x1,x2,x3,x4",0.09694080745290856,0.32437562586897917,-0.08841729812499222,0.25489338039088016,-0.4639740789104787
2dba2818-3430-46f8-8bf5-1309e96cbb1c,michalewicz,value,logei,11,exact,False,misclick,0.4,20,50,0,21,22,0.35484143185696165,2.475638104176874,5.572083062512105,378.0875137186657,7.561750274373314,297.7202477352766,5.868779808157767,9.101659398369582,299.48503590320536,"x0,x1,x2,x3,x4",0.06378670259973918,0.2004812904039679,-0.1438892421589424,0.1478525746291819,-0.19770294053998927
6455408f-65df-482d-9074-d5006fa13d9b,michalewicz,value,logei,7,exact,True,none,0.0,0,50,0,1,2,3.462243739646996,4.366788859255146,3.680932307433833,343.43958575647537,6.868791715129508,254.68460309531142,5.1976449611288045,3.680932307433833,254.68460309531142,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729
6455408f-65df-482d-9074-d5006fa13d9b,michalewicz,value,logei,7,exact,True,none,0.0,20,50,0,21,22,1.2919851005633474,4.366788859255146,3.680932307433833,343.43958575647537,6.868791715129508,254.68460309531142,4.414182525820723,3.680932307433833,254.68460309531142,"x0,x1,x2,x3,x4",0.16444641454918552,0.0,-1.214113380607568,0.0,0.4100141166463216
087714c1-0b69-42e2-8881-594ef89e2767,michalewicz,value,logei,7,exact,False,misclick,0.01,0,50,0,1,2,3.462243739646996,4.366788859255146,3.680932307433833,343.43958575647537,6.868791715129508,254.68460309531142,5.1976449611288045,3.680932307433833,254.68460309531142,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729
469261d4-44bd-4259-85aa-207260168737,michalewicz,value,logei,7,exact,False,misclick,0.05,0,50,0,1,2,3.462243739646996,3.955366257876967,4.092354908812012,316.1273480972205,6.3225469619444095,235.46649122156572,4.805438596358484,4.092354908812012,235.46649122156572,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729
adb7e0d6-5653-4964-9f8c-90ea9394e485,michalewicz,value,logei,7,exact,False,misclick,0.15,0,50,0,1,2,3.462243739646996,4.911526731340604,3.136194435348375,336.7769073123831,6.735538146247662,213.8234327822716,4.3637435261688085,3.136194435348375,213.8234327822716,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729
799f1419-7c42-4212-8708-fdc0e9314151,michalewicz,value,logei,7,exact,False,misclick,0.4,0,50,0,1,2,3.462243739646996,2.388064826992365,5.659656339696613,429.4681260993945,8.58936252198789,304.3049386974643,6.210304871376823,5.659656339696613,310.1169860358295,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729
a4396503-495d-40f2-ae8c-d554e8750316,michalewicz,value,logei,7,exact,False,misclick,0.01,20,50,0,21,22,1.2919851005633474,3.297231965848201,4.750489200840777,370.3590017178629,7.407180034357257,264.437496670893,4.750489200840777,4.750489200840777,264.437496670893,"x0,x1,x2,x3,x4",0.16444641454918552,0.0,-1.214113380607568,0.0,0.4100141166463216
a81df44b-9e09-4246-a49b-a79913d38de5,michalewicz,value,logei,7,exact,False,misclick,0.05,20,50,0,21,22,1.2919851005633474,3.297231965848201,4.750489200840777,374.4685813045677,7.489371626091354,264.437496670893,4.750489200840777,4.750489200840777,264.437496670893,"x0,x1,x2,x3,x4",0.16444641454918552,0.0,-1.214113380607568,0.0,0.4100141166463216
8d212566-de0b-496d-bb5b-c5d3cc0058e0,michalewicz,value,logei,7,exact,False,misclick,0.15,20,50,0,21,22,1.8122426396925726,2.739541560842856,5.308179605846123,364.8869721184179,7.297739442368357,280.8893636185507,5.308179605846124,5.308179605846123,280.8893636185507,"x0,x1,x2,x3,x4",0.06652119115655841,0.0,-1.3236301449811927,1.2230295402583695,0.1788862744860109
874c1cff-4e5f-4313-acd6-23638b3f4157,michalewicz,value,logei,7,exact,False,misclick,0.4,20,50,0,21,22,1.92965111712848,3.7553453046859535,4.292375862003025,367.65356767339296,7.353071353467859,259.5891672035801,4.573690074295409,4.292375862003025,259.5891672035801,"x0,x1,x2,x3,x4",0.0810048184879486,0.0,-1.3236301449811927,1.3920255936353183,0.16510493383976144
17040757-f1d5-4a40-b7fd-405ebbc54388,michalewicz,value,logei,8,exact,True,none,0.0,0,50,0,1,2,3.023551846861266,3.119350904274683,4.928370262414296,382.0363957243968,7.640727914487936,307.1963285671092,6.269312827900188,4.928370262414296,307.1963285671092,"x0,x1,x2,x3,x4",0.20141545304255803,-1.7259752023470254,0.16976558677362275,-2.141294910814377,-1.2281461384073296
17040757-f1d5-4a40-b7fd-405ebbc54388,michalewicz,value,logei,8,exact,True,none,0.0,20,50,0,21,22,0.5684379328935273,3.119350904274683,4.928370262414296,382.0363957243968,7.640727914487936,307.1963285671092,5.956076478822274,4.928370262414296,307.1963285671092,"x0,x1,x2,x3,x4",-0.18266955071792346,0.0,-0.26833871824873956,0.46663460124748757,0.0
59aaebea-2ba4-4ed8-8c61-7bacee656de5,michalewicz,value,logei,8,exact,False,misclick,0.01,0,50,0,1,2,3.023551846861266,3.119350904274683,4.928370262414296,382.0363957243968,7.640727914487936,307.1963285671092,6.269312827900188,4.928370262414296,307.1963285671092,"x0,x1,x2,x3,x4",0.20141545304255803,-1.7259752023470254,0.16976558677362275,-2.141294910814377,-1.2281461384073296
8e38df73-49bd-42d2-ab78-677dc405b33d,michalewicz,value,logei,8,exact,False,misclick,0.05,0,50,0,1,2,3.023551846861266,3.4539921734518395,4.593728993237139,382.9792678016267,7.659585356032534,295.8994947042895,6.0387651980467245,7.278347086330935,318.7187484955868,"x0,x1,x2,x3,x4",0.20141545304255803,-1.7259752023470254,0.16976558677362275,-2.141294910814377,-1.2281461384073296
2046df3e-47f3-49c3-ab77-7264b5cb9ff9,michalewicz,value,logei,8,exact,False,misclick,0.15,0,50,0,1,2,3.023551846861266,4.081602697446246,3.966118469242733,333.8600928323953,6.6772018566479066,236.25354055967398,4.821500827748449,3.966118469242733,236.25354055967398,"x0,x1,x2,x3,x4",0.20141545304255803,-1.7259752023470254,0.16976558677362275,-2.141294910814377,-1.2281461384073296
9f3e8901-99a6-4106-bb96-4358c64b50f5,michalewicz,value,logei,8,exact,False,misclick,0.4,0,50,0,1,2,3.023551846861266,2.1999814601510725,5.847739706537906,416.7651547272426,8.335303094544852,298.35556889547894,6.088889161132223,5.847739706537906,319.4194955642317,"x0,x1,x2,x3,x4",0.20141545304255803,-1.7259752023470254,0.16976558677362275,-2.141294910814377,-1.2281461384073296
