iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,9.560017096289753,2.076818100791469,8.284448852745307,1.4928212308202027,0.715257817365798,0.33965667807084443,True,-0.37560113929495353,logei,0.0,False,1.6667,10,8909d010-fe9c-455d-a8b5-135e2cf32e50,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3",56.774074038018384,0.715257817365798,56.05881622065259,56.05881622065259,56.05881622065259,56.05881622065259,0.715257817365798,56.05881622065259,shekel
2,5.1280461643656485,1.3591960402050662,6.890364797811311,8.41747724312279,-0.48337812269730146,-1.1202127423091324,True,-0.6368346196118309,logei,0.0,False,1.6667,10,8909d010-fe9c-455d-a8b5-135e2cf32e50,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3",56.774074038018384,0.715257817365798,57.25745216071569,113.31626838136827,56.05881622065259,56.65813419068414,0.715257817365798,56.05881622065259,shekel
3,4.255089974049766,9.569260034533663,8.253329063847982,3.38215312471576,-0.6379940207411289,-2.6131548846162063,True,-1.9751608638750775,logei,0.0,False,1.6667,10,8909d010-fe9c-455d-a8b5-135e2cf32e50,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3",56.774074038018384,0.715257817365798,57.412068058759516,170.7283364401278,56.05881622065259,56.9094454800426,0.715257817365798,56.05881622065259,shekel
4,5.757605479445136,7.533018647084769,8.271039370247955,9.334384708515813,0.011918311980180278,-0.09046578981589248,True,-0.10238410179607277,logei,0.0,False,1.6667,10,8909d010-fe9c-455d-a8b5-135e2cf32e50,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3",56.774074038018384,0.715257817365798,56.7621557260382,227.490492166166,56.05881622065259,56.8726230415415,0.715257817365798,56.05881622065259,shekel
5,1.449946949362273,7.455802110439374,1.3935139386782236,9.065287561129269,0.9169438576862018,1.9009131680693256,True,0.9839693103831239,logei,0.0,False,1.6667,10,8909d010-fe9c-455d-a8b5-135e2cf32e50,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3",56.774074038018384,0.9169438576862018,55.857130180332184,283.3476223464982,55.857130180332184,56.669524469299645,0.9169438576862018,55.857130180332184,shekel
6,2.7510087749095598,8.859113794653993,0.44759531212428455,10.0,0.22479547849661144,-0.5650913691120409,True,-0.7898868476086524,logei,0.340719000028912,False,1.6667,10,8909d010-fe9c-455d-a8b5-135e2cf32e50,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3",56.774074038018384,0.9169438576862018,56.549278559521774,339.89690090602,55.857130180332184,56.64948348433666,0.9169438576862018,55.857130180332184,shekel
7,0.8397508405620137,6.867034868521586,0.8236762208066088,9.560383602001393,-0.21385221904821478,0.263838366875194,True,0.4776905859234088,logei,0.39073830004781485,False,1.6667,10,8909d010-fe9c-455d-a8b5-135e2cf32e50,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3",56.774074038018384,0.9169438576862018,56.9879262570666,396.8848271630866,55.857130180332184,56.69783245186951,0.9169438576862018,55.857130180332184,shekel
8,1.6124921564594032,8.277924973709387,1.5396492940447508,8.719007996158844,3.0009276590223104,2.0023987096756413,True,-0.9985289493466691,logei,0.39471429999684915,False,1.6667,10,8909d010-fe9c-455d-a8b5-135e2cf32e50,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3",56.774074038018384,3.0009276590223104,53.773146378996074,450.6579735420827,53.773146378996074,56.332246692760336,3.0009276590223104,53.773146378996074,shekel
9,1.7153835326039013,5.696416592827181,1.8714515006764973,9.298514254476409,-0.05924847631044404,-0.7555484183754497,True,-0.6962999420650057,logei,0.434782299969811,False,1.6667,10,8909d010-fe9c-455d-a8b5-135e2cf32e50,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3",56.774074038018384,3.0009276590223104,56.83332251432883,507.4912960564115,53.773146378996074,56.38792178404572,3.0009276590223104,53.773146378996074,shekel
10,0.0,7.672994344059048,1.5542697779879866,8.660292919463037,-0.011910541969793142,0.5905862147493017,True,0.6024967567190949,logei,0.35191059997305274,False,1.6667,10,8909d010-fe9c-455d-a8b5-135e2cf32e50,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3",56.774074038018384,3.0009276590223104,56.785984579988174,564.2772806363997,53.773146378996074,56.427728063639975,3.0009276590223104,53.773146378996074,shekel
