iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625412229054223,0.9733764714297123,0.5946601922698806,0.5896457052090538,0.6749446202979787,0.615270623294953,0.8352228713863923,0.5575396910617237,0.9481546868523403,4.409207820767199,4.391756690902774,True,-0.01745112986442532,qnei,0.0,False,12,6103e5d7-eeee-4c06-bf2a-0acb2ec86928,gaussian,0.018236,0,extra_trees,composite,learned,0.000332551696,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,4.409207820767199,0.9907921792328578,0.9907921792328578,0.9907921792328578,0.9907921792328578,4.409207820767199,0.9907921792328578,ehmi
2,0.9290652445419545,0.50141351609331,0.7707330808593971,0.55342563701187,0.6289774793804952,0.7084480203165513,0.7268080609266383,0.7340732954719503,0.9637583504361631,4.405402502204608,4.4134150246265085,True,0.008012522421900314,qnei,0.0,False,12,6103e5d7-eeee-4c06-bf2a-0acb2ec86928,gaussian,0.018236,0,extra_trees,composite,learned,0.000332551696,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,4.409207820767199,0.994597497795449,1.9853896770283068,0.9907921792328578,0.9926948385141534,4.405402502204608,0.994597497795449,ehmi
3,0.6293855447110752,0.593945105392269,0.8352552370272501,0.9733093516759889,0.9614054377218757,0.9401249999617368,0.5321778479618073,0.9683480624645668,0.8246201845272376,4.698104563492065,4.707622496757445,True,0.009517933265379419,qnei,0.0,False,12,6103e5d7-eeee-4c06-bf2a-0acb2ec86928,gaussian,0.018236,0,extra_trees,composite,learned,0.000332551696,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,4.698104563492065,0.7018954365079919,2.6872851135362987,0.7018954365079919,0.8957617045120996,4.698104563492065,0.7018954365079919,ehmi
4,0.9357779227626482,0.7040492340279921,0.6096949672541692,0.8964850384473466,0.8308172354958918,0.8894200460110361,0.600672348950885,0.5671758686491963,0.8818125448188356,5.013199266975311,5.0486501094703025,True,0.035450842494991086,qnei,0.0,False,12,6103e5d7-eeee-4c06-bf2a-0acb2ec86928,gaussian,0.018236,0,extra_trees,composite,learned,0.000332551696,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.013199266975311,0.3868007330247458,3.0740858465610446,0.3868007330247458,0.7685214616402611,5.013199266975311,0.3868007330247458,ehmi
5,0.5101143618550432,0.972800340649303,0.5675439312546328,0.8000551427648005,0.7095035240057341,0.661947526067038,0.5851231357818023,0.8901914006465523,0.9572622936277961,4.706618694885369,4.713599136282513,True,0.006980441397143267,qnei,0.0,False,12,6103e5d7-eeee-4c06-bf2a-0acb2ec86928,gaussian,0.018236,0,extra_trees,composite,learned,0.000332551696,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.013199266975311,0.6933813051146878,3.7674671516757323,0.3868007330247458,0.7534934303351465,5.013199266975311,0.3868007330247458,ehmi
6,1.0,0.8515861739203443,0.5,0.9516854763878198,0.7475385157076883,0.8760143184953211,0.5510880484575537,0.5,0.929504972526858,5.231548611111129,5.257659162541294,True,0.02611055143016472,qnei,0.5333447000011802,False,12,6103e5d7-eeee-4c06-bf2a-0acb2ec86928,gaussian,0.018236,0,extra_trees,composite,learned,0.000332551696,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.231548611111129,0.1684513888889283,3.9359185405646606,0.1684513888889283,0.6559864234274434,5.231548611111129,0.1684513888889283,ehmi
7,1.0,0.8515861739203443,0.5,0.9516854763878198,0.7475385157076883,0.8760143184953211,0.5510880484575537,0.5,0.929504972526858,5.231548611111129,5.233821952935219,True,0.0022733418240896697,qnei,0.0,False,12,6103e5d7-eeee-4c06-bf2a-0acb2ec86928,gaussian,0.018236,0,extra_trees,composite,learned,0.000332551696,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.231548611111129,0.1684513888889283,4.104369929453589,0.1684513888889283,0.5863385613505127,5.231548611111129,0.1684513888889283,ehmi
8,1.0,1.0,0.5,1.0,0.5573189237623173,1.0,0.5,0.5,0.9841334159283502,5.352010416666709,5.342111965308293,True,-0.00989845135841616,qnei,0.5701039000123274,False,12,6103e5d7-eeee-4c06-bf2a-0acb2ec86928,gaussian,0.018236,0,extra_trees,composite,learned,0.000332551696,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.352010416666709,0.04798958333334813,4.152359512786937,0.04798958333334813,0.5190449390983671,5.352010416666709,0.04798958333334813,ehmi
9,1.0,1.0,0.5,1.0,0.5573189237623173,1.0,0.5,0.5,0.9841334159283502,5.352010416666709,5.345409711919987,True,-0.00660070474672203,qnei,0.0,False,12,6103e5d7-eeee-4c06-bf2a-0acb2ec86928,gaussian,0.018236,0,extra_trees,composite,learned,0.000332551696,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.352010416666709,0.04798958333334813,4.200349096120285,0.04798958333334813,0.46670545512447614,5.352010416666709,0.04798958333334813,ehmi
10,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.6877754267082203,5.295791666666687,5.268220001889422,True,-0.02757166477726436,qnei,0.5573954999999842,False,12,6103e5d7-eeee-4c06-bf2a-0acb2ec86928,gaussian,0.018236,0,extra_trees,composite,learned,0.000332551696,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.352010416666709,0.10420833333337054,4.304557429453656,0.04798958333334813,0.4304557429453656,5.352010416666709,0.04798958333334813,ehmi
