iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9323987935082932,0.9276512574660295,0.905511699392171,0.6307231807082383,0.5385997288592107,0.9732328902230316,0.8068958455235509,0.5013153768131499,0.9552035890329189,4.661320885942765,4.661320885942765,False,0.0,logei,0.0,False,13,97efea75-89c1-4a75-a142-0229ba6a020e,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,4.661320885942765,0.7386791140572919,0.7386791140572919,0.7386791140572919,0.7386791140572919,4.661320885942765,0.7386791140572919,ehmi
2,0.9924017376187777,0.6431483020830853,0.9068305615194898,0.5412039719406541,0.7191400236517107,0.9088518873724037,0.7043666663448869,0.7588748535934886,0.5585199417375332,4.288146257716056,4.288146257716056,False,0.0,logei,0.0,False,13,97efea75-89c1-4a75-a142-0229ba6a020e,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,4.661320885942765,1.1118537422840014,1.8505328563412933,0.7386791140572919,0.9252664281706466,4.661320885942765,0.7386791140572919,ehmi
3,0.9070032596250559,0.748933704166256,0.6241395974433359,0.8883430780004342,0.9896141445947813,0.7691716170381451,0.8685751113103918,0.9963803444241813,0.515063748187662,5.210691666666678,5.210691666666678,False,0.0,logei,0.0,False,13,97efea75-89c1-4a75-a142-0229ba6a020e,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.210691666666678,0.18930833333337915,2.0398411896746724,0.18930833333337915,0.6799470632248908,5.210691666666678,0.18930833333337915,ehmi
4,0.7994888261833857,0.9836476388957933,0.5586682869216584,0.6115507474969601,0.7751141944916864,0.861163655359898,0.7763762076974147,0.7738508978211831,0.5257694147371808,4.698691743827169,4.698691743827169,False,0.0,logei,0.0,False,13,97efea75-89c1-4a75-a142-0229ba6a020e,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.210691666666678,0.7013082561728883,2.7411494458475607,0.18930833333337915,0.6852873614618902,5.210691666666678,0.18930833333337915,ehmi
5,0.8696148560973717,0.6603507549614094,0.5369809368957026,0.9792341597063235,0.8298356604246457,0.7278914800396327,0.8663257334235883,0.7389450154509717,0.5623606666529557,5.071565972222236,5.071565972222236,False,0.0,logei,0.0,False,13,97efea75-89c1-4a75-a142-0229ba6a020e,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.210691666666678,0.3284340277778215,3.069583473625382,0.18930833333337915,0.6139166947250765,5.210691666666678,0.18930833333337915,ehmi
6,0.8737651759945159,1.0,0.545963165431243,0.9261950027012763,1.0,0.767482815562091,0.9854052722738902,1.0,0.5,5.170496626984154,5.170496626984154,False,0.0,logei,0.4330002000060631,False,13,97efea75-89c1-4a75-a142-0229ba6a020e,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.210691666666678,0.22950337301590285,3.299086846641285,0.18930833333337915,0.5498478077735475,5.210691666666678,0.18930833333337915,ehmi
7,0.8737651759945159,1.0,0.545963165431243,0.9261950027012763,1.0,0.767482815562091,0.9854052722738902,1.0,0.5,5.170496626984154,5.170496626984154,False,0.0,logei,0.0,False,13,97efea75-89c1-4a75-a142-0229ba6a020e,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.210691666666678,0.22950337301590285,3.528590219657188,0.18930833333337915,0.504084317093884,5.210691666666678,0.18930833333337915,ehmi
8,0.7987687830787719,0.9717495082959239,0.5,0.8824252457474338,1.0,0.6967214811167981,0.543409091883019,1.0,0.5,5.039668055555588,5.039668055555588,False,0.0,logei,0.6832308999873931,False,13,97efea75-89c1-4a75-a142-0229ba6a020e,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.210691666666678,0.3603319444444688,3.8889221641016567,0.18930833333337915,0.4861152705127071,5.210691666666678,0.18930833333337915,ehmi
9,0.7987687830787719,0.9717495082959239,0.5,0.8824252457474338,1.0,0.6967214811167981,0.543409091883019,1.0,0.5,5.039668055555588,5.039668055555588,False,0.0,logei,0.0,False,13,97efea75-89c1-4a75-a142-0229ba6a020e,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.210691666666678,0.3603319444444688,4.2492541085461255,0.18930833333337915,0.4721393453940139,5.210691666666678,0.18930833333337915,ehmi
10,0.9923728219050534,0.5,0.5465807034994988,0.9182675700053538,1.0,0.9452737423970249,0.9860627931499275,1.0,0.5,5.288108101851867,5.288108101851867,False,0.0,logei,0.6805252000049222,False,13,97efea75-89c1-4a75-a142-0229ba6a020e,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.288108101851867,0.11189189814819045,4.361146006694316,0.11189189814819045,0.4361146006694316,5.288108101851867,0.11189189814819045,ehmi
