delta_verticalPosition,delta_verticalWidth,delta_horizontalWidth,delta_r,delta_g,delta_b,delta_a,delta_blinkFrequency,delta_volume,delta_l2_norm,iteration,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,final_inference_simple_regret_true,auc_simple_regret_true,auc_inference_simple_regret_true,acq_opt_failures,acquisition,objective,jitter_std,jitter_iteration,iterations,seed,run_id,error_model,oracle_model,baseline,xi,kappa,runtime_sec,y_opt,dataset,param_columns
-0.07858025688047299,-0.29709068707513087,-0.24863003907221015,0.014831198831766423,0.07245501048571057,-0.1845025932191543,0.27411602375445887,0.0871359325258132,-0.002203754769146693,0.5277335038693947,0.0,5.397500000000056,0.002500000000001279,12.189532892417645,0.2437906578483529,0.002500000000001279,4.1718806327165705,4.1718806327165705,0.0,logei,composite,0.0,0,50,7,d6a19aea-23a9-4d56-b221-588f80304205,none,extra_trees,True,0.01,2.0,47.058896400005324,5.400000000000057,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume"
-0.5,-0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.2126936550664722,1.0223691069792433,20.0,5.397500000000056,0.002500000000001279,12.189532892417645,0.2437906578483529,0.002500000000001279,4.1718806327165705,4.1718806327165705,0.0,logei,composite,0.0,20,50,7,d6a19aea-23a9-4d56-b221-588f80304205,none,extra_trees,True,0.01,2.0,47.058896400005324,5.400000000000057,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume"
-0.07858025688047299,-0.29709068707513087,-0.24863003907221015,0.014831198831766423,0.07245501048571057,-0.1845025932191543,0.27411602375445887,0.0871359325258132,-0.002203754769146693,0.5277335038693947,0.0,5.397802777777833,0.0021972222222244042,13.48582395006764,0.2697164790013528,0.0021972222222244042,4.198720987654961,4.230370987654946,0.0,logei,composite,0.018236,0,50,7,ff1d83d5-9af2-4cb3-82b2-ea6f2bd16811,gaussian,extra_trees,False,0.01,2.0,36.13598569999158,5.400000000000057,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume"
0.0,-0.5,0.21710038287022904,0.0,-0.16502434694474744,0.0,0.0,0.5,-0.13870594454346985,0.7704576239992934,20.0,5.398555555555612,0.0014444444444450255,14.47487332727254,0.28949746654545083,0.0014444444444450255,4.140929243827668,4.140929243827668,0.0,logei,composite,0.018236,20,50,7,fb00c1cb-7eb5-44e5-98a7-e81f1606d921,gaussian,extra_trees,False,0.01,2.0,89.5379219000024,5.400000000000057,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume"
-0.07858025688047299,-0.29709068707513087,-0.24863003907221015,0.014831198831766423,0.07245501048571057,-0.1845025932191543,0.27411602375445887,0.0871359325258132,-0.002203754769146693,0.5277335038693947,0.0,5.363388888888932,0.03661111111112536,9.708653147047439,0.19417306294094877,0.04983888888891208,4.826894984568971,6.308890933643378,0.0,logei,composite,0.091178,0,50,7,0ce32a2e-d2ef-4b4e-9759-b49355ec9bdc,gaussian,extra_trees,False,0.01,2.0,44.82507069999701,5.400000000000057,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume"
0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,0.12300887539333483,0.7177263987241468,20.0,5.399916666666723,8.333333333432336e-05,9.684271547069315,0.1936854309413863,0.004615972222228315,4.12270702160545,4.202919868827768,0.0,logei,composite,0.091178,20,50,7,843b1077-fe8f-4906-94e4-acc84e900f5e,gaussian,extra_trees,False,0.01,2.0,138.05945630000497,5.400000000000057,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume"
-0.07858025688047299,-0.29709068707513087,-0.24863003907221015,0.014831198831766423,0.07245501048571057,-0.1845025932191543,0.27411602375445887,0.0871359325258132,-0.002203754769146693,0.5277335038693947,0.0,5.150866898148162,0.2491331018518954,24.873506795637223,0.49747013591274447,0.36405497685189037,17.35493854166894,24.871049616955432,0.0,logei,composite,0.364713,0,50,7,70a61a47-c64d-4861-9837-a706799f52fb,gaussian,extra_trees,False,0.01,2.0,26.015656699993997,5.400000000000057,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume"
-0.5,-0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.2126936550664722,1.0223691069792433,20.0,5.398222222222279,0.001777777777777878,11.687762913361365,0.2337552582672273,0.1906458333333605,4.1516653549387685,8.59101604938385,0.0,logei,composite,0.364713,20,50,7,0ce2242b-f9d7-40a0-9d8c-e99b902f056f,gaussian,extra_trees,False,0.01,2.0,28.51234279999335,5.400000000000057,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume"
-0.07858025688047299,-0.29709068707513087,-0.24863003907221015,0.014831198831766423,0.07245501048571057,-0.1845025932191543,0.27411602375445887,0.0871359325258132,-0.002203754769146693,0.5277335038693947,0.0,5.091872916666677,0.30812708333338,34.273326948305176,0.6854665389661035,1.0246022376543733,21.6031719907433,40.92793692129903,0.0,logei,composite,1.823566,0,50,7,02f70198-78ed-4d31-a3f6-5035a34f9dfa,gaussian,extra_trees,False,0.01,2.0,22.391366800002288,5.400000000000057,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2873063449335278,0.2873063449335278,20.0,5.39727083333339,0.0027291666666675596,10.97540157628082,0.2195080315256164,0.16687361111119348,4.174974382716566,9.234304938274594,0.0,logei,composite,1.823566,20,50,7,045bf75f-0211-4331-9347-3c3f06a86835,gaussian,extra_trees,False,0.01,2.0,26.725503599998774,5.400000000000057,ehmi,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume"
