dataset,objective,acquisition,error_model,jitter_iteration,jitter_std,oracle_model,delta_excess_l2_norm_mean,final_simple_regret_excess_true_mean,final_cum_regret_excess_true_mean,final_avg_regret_excess_true_mean,auc_simple_regret_excess_true_mean,delta_excess_l2_norm_std,final_simple_regret_excess_true_std,final_cum_regret_excess_true_std,final_avg_regret_excess_true_std,auc_simple_regret_excess_true_std,runs
ehmi,composite,logei,gaussian,0,0.018236,extra_trees,0.0,0.005797564484132422,-0.6413278317437833,-0.012826556634875658,0.5534429203902373,0.0,0.006536125052561737,1.563219000317124,0.031264380006342476,1.3479906354660391,10
ehmi,composite,logei,gaussian,0,0.091178,extra_trees,0.0,0.05017517971614005,-1.8213565094702084,-0.03642713018940417,2.044163256296779,0.0,0.038348233273222815,2.615390528350183,0.05230781056700367,2.5527013578847164,10
ehmi,composite,logei,gaussian,0,0.364713,extra_trees,0.0,0.06904130774320327,3.334528813382067,0.06669057626764135,3.5675394578208532,0.0,0.0807683558797557,5.9628446641789,0.11925689328357801,4.253948420035728,10
ehmi,composite,logei,gaussian,0,1.823566,extra_trees,0.0,0.20547856646829743,19.288674282435,0.38577348564869995,9.176027289713952,0.0,0.09235209544858451,9.371870645766988,0.18743741291533975,4.588418763547857,10
ehmi,composite,logei,gaussian,20,0.018236,extra_trees,0.33616450377811496,0.003123702876987533,-0.4120469462751572,-0.00824093892550314,0.18033541730554697,0.2940843551964802,0.012284180534185452,1.9199947343163688,0.03839989468632738,0.47145117618186816,10
ehmi,composite,logei,gaussian,20,0.091178,extra_trees,0.3520656387008191,0.028548162202389805,-1.7328280257666484,-0.03465656051533297,0.5940392152553858,0.34042726108210325,0.0465983361395606,2.7222407781759426,0.05444481556351885,0.9449587287333833,10
ehmi,composite,logei,gaussian,20,0.364713,extra_trees,0.43605153418831105,0.03478308606904248,-2.1531925009557114,-0.043063850019114225,0.6291293817644312,0.24176530479909206,0.04993095400072059,3.441218606434277,0.06882437212868553,0.9514953767473002,10
ehmi,composite,logei,gaussian,20,1.823566,extra_trees,0.6603154137234261,0.03591752976191929,1.4493970796701605,0.02898794159340321,0.6524021353418435,0.2854735302597211,0.05150716481113413,4.886619230574479,0.09773238461148959,1.338786714554008,10
ehmi,composite,qnei,gaussian,0,0.018236,extra_trees,0.0,-0.020212045304236793,-1.2401731264260738,-0.024803462528521475,-0.42469729457088834,0.0,0.04249476957433761,1.9396093885657,0.038792187771314005,1.3325003026523905,10
ehmi,composite,qnei,gaussian,0,0.091178,extra_trees,0.0,-0.016138002645509263,-3.8751586204903807,-0.07750317240980761,-1.0250702446283213,0.0,0.03287916723189257,3.67479595640112,0.0734959191280224,1.6184309679430156,10
