iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.5642851013845998,0.7496389312200575,0.8007491788116787,0.5143445041859722,0.573963042288728,0.9641055114801848,0.5352102880770984,0.564886974699649,0.9741642266458875,4.655901157407416,5.637930253282708,True,0.9820290958752915,logei,0.0,False,11,850cbacb-d415-4ae6-8ca2-61cd6fe54ccf,gaussian,1.823566,0,extra_trees,composite,learned,3.325392956356,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,4.655901157407416,0.7440988425926411,0.7440988425926411,0.7440988425926411,0.7440988425926411,4.655901157407416,0.7440988425926411,ehmi
2,0.8109417963981914,0.6844965618648955,0.7556950109016314,0.8314214762583996,0.6376544078805646,0.5689840364334777,0.8940197972519959,0.8351802920512419,0.7561911567415802,4.856858140432101,2.981650028794864,True,-1.8752081116372374,logei,0.0,False,11,850cbacb-d415-4ae6-8ca2-61cd6fe54ccf,gaussian,1.823566,0,extra_trees,composite,learned,3.325392956356,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,4.856858140432101,0.5431418595679558,1.287240702160597,0.5431418595679558,0.6436203510802985,4.655901157407416,0.7440988425926411,ehmi
3,0.908368217984829,0.7745376344350132,0.9904568196486527,0.6022547306650224,0.776865181432614,0.7418123484616939,0.676637427530224,0.7957976519745218,0.6176506158337902,4.176033680555563,2.2563522437293697,True,-1.9196814368261936,logei,0.0,False,11,850cbacb-d415-4ae6-8ca2-61cd6fe54ccf,gaussian,1.823566,0,extra_trees,composite,learned,3.325392956356,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,4.856858140432101,1.2239663194444939,2.511207021605091,0.5431418595679558,0.837069007201697,4.655901157407416,0.7440988425926411,ehmi
4,0.9011013418892417,0.9336667759212074,0.5643798356139256,0.7335366033691355,0.6385724462668522,0.5415584988676212,0.9479721541251838,0.7149743460239177,0.573845649981047,5.000106051587305,7.066196006149266,True,2.066089954561961,logei,0.0,False,11,850cbacb-d415-4ae6-8ca2-61cd6fe54ccf,gaussian,1.823566,0,extra_trees,composite,learned,3.325392956356,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.000106051587305,0.3998939484127524,2.911100970017843,0.3998939484127524,0.7277752425044608,5.000106051587305,0.3998939484127524,ehmi
5,0.8366811786379553,0.601108013894019,0.9507155393440885,0.6085741287092641,0.5165373436887144,0.6003844770806097,0.6728739368778198,0.7344540817112424,0.9530671694477804,4.262769097222228,6.525232127585942,True,2.2624630303637137,logei,0.0,False,11,850cbacb-d415-4ae6-8ca2-61cd6fe54ccf,gaussian,1.823566,0,extra_trees,composite,learned,3.325392956356,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.000106051587305,1.1372309027778291,4.048331872795672,0.3998939484127524,0.8096663745591345,5.000106051587305,0.3998939484127524,ehmi
6,0.9331079637579638,1.0,0.5,0.7318147035814392,0.6016934895140946,0.5,1.0,0.6478927817339671,0.5,5.18763155864197,4.977256906442819,True,-0.21037465219915052,logei,0.4301740999944741,False,11,850cbacb-d415-4ae6-8ca2-61cd6fe54ccf,gaussian,1.823566,0,extra_trees,composite,learned,3.325392956356,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.18763155864197,0.21236844135808752,4.26070031415376,0.21236844135808752,0.7101167190256267,5.000106051587305,0.3998939484127524,ehmi
7,0.9331079637579638,1.0,0.5,0.7318147035814392,0.6016934895140946,0.5,1.0,0.6478927817339671,0.5,5.18763155864197,3.744121276645043,True,-1.4435102819969265,logei,0.0,False,11,850cbacb-d415-4ae6-8ca2-61cd6fe54ccf,gaussian,1.823566,0,extra_trees,composite,learned,3.325392956356,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.18763155864197,0.21236844135808752,4.473068755511847,0.21236844135808752,0.6390098222159782,5.000106051587305,0.3998939484127524,ehmi
8,0.8824725366170052,0.934235678965178,0.5235747849781723,0.7442542071663075,0.6492352281123109,0.54181676517304,0.954003496710763,0.7469555390157667,0.6098809837944786,4.924748798500895,4.78482074541991,True,-0.13992805308098522,logei,0.5302001000090968,False,11,850cbacb-d415-4ae6-8ca2-61cd6fe54ccf,gaussian,1.823566,0,extra_trees,composite,learned,3.325392956356,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.18763155864197,0.47525120149916233,4.94831995701101,0.21236844135808752,0.6185399946263762,5.000106051587305,0.3998939484127524,ehmi
9,0.8824725366170052,0.934235678965178,0.5235747849781723,0.7442542071663075,0.6492352281123109,0.54181676517304,0.954003496710763,0.7469555390157667,0.6098809837944786,4.924748798500895,6.880326761823805,True,1.9555779633229102,logei,0.0,False,11,850cbacb-d415-4ae6-8ca2-61cd6fe54ccf,gaussian,1.823566,0,extra_trees,composite,learned,3.325392956356,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.18763155864197,0.47525120149916233,5.423571158510172,0.21236844135808752,0.6026190176122413,5.000106051587305,0.3998939484127524,ehmi
10,0.8864851115745357,0.9088117750044762,0.5952846204428415,0.7240038094694884,0.6668558785716259,0.5709162504843766,0.9131229789264343,0.7529762358980834,0.6104517168711407,4.8617121858465735,6.2147498986508936,True,1.35303771280432,logei,0.5197526999982074,False,11,850cbacb-d415-4ae6-8ca2-61cd6fe54ccf,gaussian,1.823566,0,extra_trees,composite,learned,3.325392956356,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.18763155864197,0.5382878141534837,5.961858972663656,0.21236844135808752,0.5961858972663656,5.000106051587305,0.3998939484127524,ehmi
11,0.8864851115745357,0.9088117750044762,0.5952846204428415,0.7240038094694884,0.6668558785716259,0.5709162504843766,0.9131229789264343,0.7529762358980834,0.6104517168711407,4.8617121858465735,7.043293289194558,True,2.181581103347985,logei,0.0,False,11,850cbacb-d415-4ae6-8ca2-61cd6fe54ccf,gaussian,1.823566,0,extra_trees,composite,learned,3.325392956356,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.18763155864197,0.5382878141534837,6.500146786817139,0.21236844135808752,0.5909224351651945,5.000106051587305,0.3998939484127524,ehmi
12,0.9259060208291634,0.902594553403279,0.6470585251719774,0.7425613121447643,0.5965878095401606,0.5231368456535733,0.954905736758587,0.6530820533683429,0.5200813914511979,4.928610609567905,8.382986414946203,True,3.454375805378297,logei,0.4877840999979526,False,11,850cbacb-d415-4ae6-8ca2-61cd6fe54ccf,gaussian,1.823566,0,extra_trees,composite,learned,3.325392956356,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.18763155864197,0.4713893904321518,6.971536177249291,0.21236844135808752,0.5809613481041076,4.928610609567905,0.4713893904321518,ehmi
13,0.9259060208291634,0.902594553403279,0.6470585251719774,0.7425613121447643,0.5965878095401606,0.5231368456535733,0.954905736758587,0.6530820533683429,0.5200813914511979,4.928610609567905,5.644895758376655,True,0.7162851488087494,logei,0.0,False,11,850cbacb-d415-4ae6-8ca2-61cd6fe54ccf,gaussian,1.823566,0,extra_trees,composite,learned,3.325392956356,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.18763155864197,0.4713893904321518,7.442925567681443,0.21236844135808752,0.5725327359754956,5.000106051587305,0.3998939484127524,ehmi
