iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9351246019850423,0.6434086045437777,0.8015740750257809,0.8887670414600894,0.8580373148017826,0.9576900602452538,0.9301968245914423,0.9591188145243812,0.5132938672337986,5.114791666666667,5.114791666666667,False,0.0,logei,0.0,False,9,b9554969-5269-4d5c-8a47-2a0762e0e087,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.114791666666667,0.28520833333339013,0.28520833333339013,0.28520833333339013,0.28520833333339013,5.114791666666667,0.28520833333339013,ehmi
2,0.7186240000647544,0.742472163488644,0.5325770986850538,0.5028130253396965,0.9153107184856285,0.9916511221430877,0.8923049263363398,0.6578017449891366,0.8526668522947269,4.311951107804239,4.311951107804239,False,0.0,logei,0.0,False,9,b9554969-5269-4d5c-8a47-2a0762e0e087,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.114791666666667,1.0880488921958182,1.3732572255292084,0.28520833333339013,0.6866286127646042,5.114791666666667,0.28520833333339013,ehmi
3,0.6495905365991234,0.8703742414378743,0.6398736098741435,0.8912954576640657,0.9938703734472883,0.9931192746401192,0.9414312834983378,0.956405025891959,0.8541034570515862,4.632275694444458,4.632275694444458,False,0.0,logei,0.0,False,9,b9554969-5269-4d5c-8a47-2a0762e0e087,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.114791666666667,0.7677243055555989,2.1409815310848073,0.28520833333339013,0.7136605103616024,5.114791666666667,0.28520833333339013,ehmi
4,0.7772484386317544,0.9616191040351103,0.5448653899271563,0.6850657725700038,0.8029694717546314,0.7388649484593428,0.8964289402486141,0.5975431967395233,0.5311267487083318,4.601003819444447,4.601003819444447,False,0.0,logei,0.0,False,9,b9554969-5269-4d5c-8a47-2a0762e0e087,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.114791666666667,0.7989961805556103,2.9399777116404175,0.28520833333339013,0.7349944279101044,5.114791666666667,0.28520833333339013,ehmi
5,0.5632592036199591,0.9813907924585814,0.5663872686147152,0.6130491636815857,0.6885281854781093,0.811710820670398,0.8910480653346513,0.5393244468846405,0.9656187265715176,4.605470122354506,4.605470122354506,False,0.0,logei,0.0,False,9,b9554969-5269-4d5c-8a47-2a0762e0e087,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.114791666666667,0.7945298776455516,3.734507589285969,0.28520833333339013,0.7469015178571938,5.114791666666667,0.28520833333339013,ehmi
6,1.0,0.6256027580038876,0.8862192387298835,1.0,0.8191751676592107,0.925039461220676,0.9400948986103367,1.0,0.5,4.679122222222219,4.679122222222219,False,0.0,logei,18.62069060000067,False,9,b9554969-5269-4d5c-8a47-2a0762e0e087,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.114791666666667,0.7208777777778383,4.4553853670638075,0.28520833333339013,0.7425642278439679,5.114791666666667,0.28520833333339013,ehmi
7,1.0,0.6256027580038876,0.8862192387298835,1.0,0.8191751676592107,0.925039461220676,0.9400948986103367,1.0,0.5,4.679122222222219,4.679122222222219,False,0.0,logei,0.0,False,9,b9554969-5269-4d5c-8a47-2a0762e0e087,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.114791666666667,0.7208777777778383,5.176263144841646,0.28520833333339013,0.7394661635488066,5.114791666666667,0.28520833333339013,ehmi
8,0.9714869603245385,0.5987226933858477,0.8071300899366315,0.8502614995717522,0.8458843629225784,0.9663126658256261,0.9248019155926352,0.9504973121045128,0.5,5.095265277777772,5.095265277777772,False,0.0,logei,1.910074400002486,False,9,b9554969-5269-4d5c-8a47-2a0762e0e087,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.114791666666667,0.30473472222228537,5.480997867063931,0.28520833333339013,0.6851247333829914,5.114791666666667,0.28520833333339013,ehmi
9,0.9714869603245385,0.5987226933858477,0.8071300899366315,0.8502614995717522,0.8458843629225784,0.9663126658256261,0.9248019155926352,0.9504973121045128,0.5,5.095265277777772,5.095265277777772,False,0.0,logei,0.0,False,9,b9554969-5269-4d5c-8a47-2a0762e0e087,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.114791666666667,0.30473472222228537,5.785732589286217,0.28520833333339013,0.6428591765873574,5.114791666666667,0.28520833333339013,ehmi
10,0.9541974758607971,0.6198827970692282,0.7622545442661152,0.7808299535635868,0.8319898137392573,0.9493046442362484,0.9150306588009514,0.8972924890664751,0.5,5.112757495590826,5.112757495590826,False,0.0,logei,3.8391139000013936,False,9,b9554969-5269-4d5c-8a47-2a0762e0e087,none,0.0,0,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.114791666666667,0.2872425044092308,6.072975093695447,0.28520833333339013,0.6072975093695447,5.114791666666667,0.28520833333339013,ehmi
