dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_verticalPosition,delta_excess_verticalWidth,delta_excess_horizontalWidth,delta_excess_r,delta_excess_g,delta_excess_b,delta_excess_a,delta_excess_blinkFrequency,delta_excess_volume,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
ehmi,composite,logei,extra_trees,gaussian,0.091178,0,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008786734330503698,-1.9454009640820669,-0.03890801928164134,-0.11191504756754878
ehmi,composite,logei,extra_trees,gaussian,0.091178,20,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",-0.00019633546868580432,0.0,0.0033542133463874135,0.0,0.0,0.2816788131892517,0.0,-0.3690713742875117,0.04024226083080584,0.4660336489672627,0.08882847222223322,2.509277518738937,0.05018555037477873,2.51833981481518
ehmi,composite,logei,extra_trees,gaussian,0.364713,0,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1295469025573448,2.6352700782630727,0.052705401565261434,1.5900538745592732
ehmi,composite,logei,extra_trees,gaussian,0.364713,20,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",-0.0049700687619886885,0.0,0.003694617939375533,0.0,0.0,0.2816788131892517,0.0,-0.4071004030696642,0.06592165081983081,0.4994574134110104,0.11867129629633322,1.509178284832796,0.030183565696655923,2.5687164351860208
ehmi,composite,logei,extra_trees,gaussian,1.823566,0,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20877777777783102,23.568335251323173,0.4713667050264635,7.18532175926074
ehmi,composite,logei,extra_trees,gaussian,1.823566,20,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.011903026267323424,0.0,-0.05205100769604831,-0.06614250797098054,0.5,0.05364087983057564,-0.04416070576919817,-0.4071004030696642,0.0,0.6540520399017963,0.16294444444448253,5.458133344356849,0.10916266688713694,3.6371898148157396
ehmi,composite,qnei,extra_trees,gaussian,0.018236,0,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12361064814816292,-2.7809633377429837,-0.055619266754859675,-4.061959915124112
ehmi,composite,qnei,extra_trees,gaussian,0.018236,20,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.16307245789753944,0.0998647120404107,0.001464780694378165,0.1121974684651984,0.16502418599504165,0.0,0.13061752343125943,0.0,0.0,0.3056958032730944,-0.1179415509259556,-2.5882942405207974,-0.051765884810415996,-2.956094805446254
ehmi,composite,qnei,extra_trees,gaussian,0.091178,0,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08789432870372149,0.8210516424157959,0.01642103284831592,-3.6810083967160834
ehmi,composite,qnei,extra_trees,gaussian,0.091178,20,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.15944449121835658,-0.032921868485547456,0.0013646666287789877,0.1121974684651984,0.1714526118368107,0.0,0.15607998443118665,0.0,0.03997445788354714,0.30732954036059434,0.031244560185198722,0.036592024911957566,0.0007318404982391002,-0.16238855544536968
ehmi,composite,qnei,extra_trees,gaussian,0.364713,0,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1466984953704049,3.0208424266125107,0.06041684853225021,-6.482825338744108
ehmi,composite,qnei,extra_trees,gaussian,0.364713,20,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.1551681852275828,-0.055692992368774785,0.0025813110562957764,0.1121974684651984,0.1714526118368107,0.0,0.16746042553142204,0.0,0.06264280538715972,0.31802031931023056,0.004447337962965925,1.3873077711640782,0.027746155423281516,-0.2912010554454909
ehmi,composite,qnei,extra_trees,gaussian,1.823566,0,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06103877314816408,10.41665492724842,0.20833309854496834,0.08869443066558524
ehmi,composite,qnei,extra_trees,gaussian,1.823566,20,9,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.18403299754935531,0.12387846632827171,-0.08855572886815777,-0.0119225949757229,-0.11473256787795305,-0.08737499060564946,0.0440617713979764,-0.4145760247819854,0.0,0.5018076873974122,-0.09705684205839393,3.4874359792596543,0.06974871958519308,-2.9075907923581106
ehmi,composite,logei,extra_trees,gaussian,0.018236,0,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069072833994976435,0.4723753858027564,0.009447507716055181,2.28224370728714
ehmi,composite,logei,extra_trees,gaussian,0.018236,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,-0.14385633965214106,0.005965870685642138,0.0323191136467218,-0.2627010326856004,0.0,0.0,0.0,0.0,0.30130814086602536,0.0012409722222308517,0.387697759590214,0.007753955191804329,0.10203164682554089
ehmi,composite,logei,extra_trees,gaussian,0.091178,0,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01930071097884767,2.007422236000778,0.04014844472001561,4.150638031856689
ehmi,composite,logei,extra_trees,gaussian,0.091178,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,-0.03664569523860173,0.0061956232182383,0.03204597680130772,-0.24122305350316964,0.0,0.0,0.0,0.0,0.24616417062018967,0.014742063492072965,-1.2172273145643295,-0.024344546291286573,0.08197643849215908
ehmi,composite,logei,extra_trees,gaussian,0.364713,0,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006451388888891962,0.7193138310186526,0.014386276620373062,-0.4638594962523177
ehmi,composite,logei,extra_trees,gaussian,0.364713,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,-0.14385633965214106,-0.01926800279357621,0.02664268888822019,-0.3437045024205696,0.0,0.12117928960754865,0.0,0.0,0.39318308772748783,0.01773263888890142,-2.2374207043149923,-0.044748414086299815,0.520477395983896
ehmi,composite,logei,extra_trees,gaussian,1.823566,0,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11474282407410641,17.43207659556935,0.348641531911387,13.198569477514365
ehmi,composite,logei,extra_trees,gaussian,1.823566,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,-0.09062407523391347,-0.01926800279357621,0.14970279317658963,-0.3437045024205696,0.0,0.4756244747677364,0.0,0.0,0.6126551486854448,0.049937500000019064,6.003137728725932,0.12006275457451865,0.9442646329368394
ehmi,composite,qnei,extra_trees,gaussian,0.018236,0,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014185085978850154,2.8143972943725757,0.05628794588745151,0.6037619874343765
ehmi,composite,qnei,extra_trees,gaussian,0.018236,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,-0.01041845842567135,0.0,0.0,0.0,0.0,0.0,0.0,0.01041845842567135,0.00038343253967898505,1.443715850468969,0.02887431700937937,-0.2638638392857615
ehmi,composite,qnei,extra_trees,gaussian,0.091178,0,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018087566137577227,-0.1109216595518383,-0.0022184331910367616,1.3513427689597304
ehmi,composite,qnei,extra_trees,gaussian,0.091178,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,-0.07954080621347526,-0.08623733771826914,0.0,0.0,0.0,0.0,0.0,0.11731844812229843,-0.004797123015877425,-1.9332052308804002,-0.038664104617608,0.16365472507837886
ehmi,composite,qnei,extra_trees,gaussian,0.364713,0,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07228775352735273,18.69125508758254,0.37382510175165085,11.682698627646284
ehmi,composite,qnei,extra_trees,gaussian,0.364713,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.036273825221924794,0.0,-0.5,0.0,0.5,0.0,0.0,0.7080365741938976,-0.0007693452380985732,-2.7488385521889676,-0.05497677104377935,0.6081164847885123
ehmi,composite,qnei,extra_trees,gaussian,1.823566,0,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34948543871254056,30.2809441638615,0.60561888327723,24.180630131174105
ehmi,composite,qnei,extra_trees,gaussian,1.823566,20,8,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,-0.04360770187343077,0.0,-0.5,0.0,0.5,0.0,0.0,0.708450161735236,0.024487764550282343,1.142084612494152,0.022841692249883028,0.5830719246036882
ehmi,composite,logei,extra_trees,gaussian,0.018236,0,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006411111111130907,-0.47805461860674114,-0.009561092372134816,0.19832546296342102
ehmi,composite,logei,extra_trees,gaussian,0.018236,20,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.033881005470076775,0.0,-0.044600321097737705,0.0,0.09225311461223162,0.06188589365946173,0.0,0.0,0.12440905177426773,-0.009101041666687237,-3.5940169918433647,-0.07188033983686729,-0.09318107638907236
ehmi,composite,logei,extra_trees,gaussian,0.091178,0,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110669791666683,1.9319731867295964,0.03863946373459193,6.68335464892059
ehmi,composite,logei,extra_trees,gaussian,0.091178,20,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.02952890749580228,0.0,-0.22031811005666813,0.0,0.09225311461223162,0.0,0.0,0.0,0.24067127612678527,0.008269791666672077,-3.487837918871401,-0.06975675837742801,0.17365156250012426
ehmi,composite,logei,extra_trees,gaussian,0.364713,0,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008107043650785961,-3.448110762886932,-0.06896221525773863,0.5969984983764309
ehmi,composite,logei,extra_trees,gaussian,0.364713,20,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.033881005470076775,0.0,0.0,0.0,-0.4077468853877684,0.5,0.0,0.0,0.6460692262250921,0.007562152777768283,-3.270211182760324,-0.06540422365520648,0.1605602430554045
ehmi,composite,logei,extra_trees,gaussian,1.823566,0,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1971887731481683,14.7032108906532,0.294064217813064,12.365299192571284
ehmi,composite,logei,extra_trees,gaussian,1.823566,20,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,-0.4661189945299232,0.0,-0.4011739644508511,0.0,0.09225311461223162,0.0,0.5,-0.5,0.9416571053045035,-0.014399652777800753,-4.294736155203179,-0.08589472310406357,-0.31374149305604115
ehmi,composite,qnei,extra_trees,gaussian,0.018236,0,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00502857142856783,-0.258432186948756,-0.005168643738975132,-0.17529345238077454
ehmi,composite,qnei,extra_trees,gaussian,0.018236,20,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.025792639439143117,0.0,0.0,0.0,0.01567434058141881,0.026299325198244072,0.0,0.0,0.04003248315784257,0.02043379629628994,-5.705781668871197,-0.11411563337742392,0.4597604166665237
ehmi,composite,qnei,extra_trees,gaussian,0.091178,0,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011180208333353647,-7.494915438111072,-0.14989830876222143,-0.5207960926227244
ehmi,composite,qnei,extra_trees,gaussian,0.091178,20,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,-0.008919120325905805,0.0,0.0,0.0,0.06664514563572543,-0.0039382037528848945,0.0,0.0,0.06735455139034241,-0.011367708333353654,-11.577769759099368,-0.23155539518198737,-0.13288443287068308
ehmi,composite,qnei,extra_trees,gaussian,0.364713,0,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016359722222225592,2.4930994137810494,0.049861988275620994,3.8577369047624
ehmi,composite,qnei,extra_trees,gaussian,0.364713,20,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,-0.18915581629862044,0.0,0.0,0.0,0.09924909262370829,0.008746766567772957,0.0,-0.5,0.5437893076841599,0.0015347222222228396,-9.185707942019498,-0.18371415884038994,-0.041065046296254515
ehmi,composite,qnei,extra_trees,gaussian,1.823566,0,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039097376543208995,7.89241918490524,0.15784838369810478,5.13990068342195
ehmi,composite,qnei,extra_trees,gaussian,1.823566,20,10,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,-0.18915581629862044,0.0,0.0,0.42032714206858623,0.09924909262370829,0.1435932804898492,0.0,-0.5,0.7020856370754275,0.02043379629628994,-6.714214985669948,-0.13428429971339895,0.4597604166665237
ehmi,composite,logei,extra_trees,gaussian,0.018236,0,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008681655092598106,-0.8170318486297727,-0.016340636972595413,0.11019187663288754
ehmi,composite,logei,extra_trees,gaussian,0.018236,20,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.030845898490135526,0.0,0.0,0.0,-0.13812831392975344,0.0,0.0,-0.24360242758725625,0.0,0.2817322191179857,-0.007408333333335904,-0.45403030881174544,-0.009080606176234907,-0.1710833333334012
ehmi,composite,logei,extra_trees,gaussian,0.091178,0,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1134331018518786,1.0334033331639922,0.02066806666327986,5.164751791226594
ehmi,composite,logei,extra_trees,gaussian,0.091178,20,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.030845898490135526,0.0,0.0,0.0,-0.13812831392975344,0.0,-0.032423983897952646,-0.29050458898497056,-0.06359420289773166,0.33093708489391077,0.005934375000016701,-1.934619690976568,-0.03869239381953132,0.4823828125004024
ehmi,composite,logei,extra_trees,gaussian,0.364713,0,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005334722222221977,9.406144674654207,0.1881228934930842,6.550725628307767
ehmi,composite,logei,extra_trees,gaussian,0.364713,20,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.030845898490135526,0.0,0.0,0.0,-0.09307851499338626,0.0,0.0,-0.22120056269069244,0.0,0.24196026190619965,-0.007352777777779984,-3.9593372312102133,-0.07918674462420425,-0.11117361111113411
ehmi,composite,logei,extra_trees,gaussian,1.823566,0,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20496010802475162,13.713902914293161,0.2742780582858632,6.543807236554166
ehmi,composite,logei,extra_trees,gaussian,1.823566,20,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.030845898490135526,0.17943076007832703,0.16507106737853738,0.0,-0.13812831392975344,0.0,0.0,0.0,-0.5,0.5739989159489033,0.04195000000001414,2.975738308913648,0.059514766178273004,0.899533333333645
ehmi,composite,qnei,extra_trees,gaussian,0.018236,0,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005776041666685217,-1.9621575454253026,-0.03924315090850605,0.1205873827748789
ehmi,composite,qnei,extra_trees,gaussian,0.018236,20,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.003679924026157466,0.0,0.0,0.003679924026157466,0.0,-0.580521788936391,-0.011610435778727779,0.0
ehmi,composite,qnei,extra_trees,gaussian,0.091178,0,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00577083333335171,-5.55394746154704,-0.11107894923094075,-0.6636232032633069
ehmi,composite,qnei,extra_trees,gaussian,0.091178,20,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,-0.037988195457758445,-0.039958562671372544,0.0,0.05513428810548719,-0.0052760416666846055,-3.806558790784891,-0.07613117581569778,-0.07122656250024306
ehmi,composite,qnei,extra_trees,gaussian,0.364713,0,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1684184027777924,5.18736368157354,0.10374727363147085,10.192994353506178
ehmi,composite,qnei,extra_trees,gaussian,0.364713,20,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.5,-0.5,0.032861356054176505,0.0,-0.5,0.8666486420238131,0.0,-1.4197478560406473,-0.028394957120812914,0.0
ehmi,composite,qnei,extra_trees,gaussian,1.823566,0,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12716435185189567,18.60784431980139,0.37215688639602784,6.816008002647212
ehmi,composite,qnei,extra_trees,gaussian,1.823566,20,11,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.5,0.0,0.0,0.5,0.0,0.032861356054176505,-0.5,0.0,0.8666486420238131,-0.0034670138889039137,-0.29579219915883215,-0.005915843983176627,-0.09880989583376198
ehmi,composite,logei,extra_trees,gaussian,0.018236,0,12,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.3333333332547e-05,-0.7001708030203613,-0.014003416060407253,-0.06156511017921762
ehmi,composite,logei,extra_trees,gaussian,0.018236,20,12,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.02178343452403364,0.0,0.0,0.0,0.0,0.0,-0.21197373242080186,0.0,0.0,0.21309007779826017,0.0020572916666683483,-2.1504040261243116,-0.04300808052248625,0.05758192189746758
ehmi,composite,logei,extra_trees,gaussian,0.091178,0,12,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002447916666667993,-5.239164572812103,-0.1047832914562421,-0.40830097853574454
ehmi,composite,logei,extra_trees,gaussian,0.091178,20,12,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",-0.07687985584173451,0.0,0.0,0.0,0.0,0.0,0.28802626757919814,0.0,0.0,0.2981101189994223,0.008480902777781907,0.7488234946190531,0.01497646989238105,0.1857687274530675
