error_model,jitter_std,jitter_iteration,n_benchmarks,mean_reference,mean_treatment,mean_delta,median_delta,share_removed,cohens_dz,wilcoxon_p,wilcoxon_p_fdr
gaussian,0.05,0,3,-0.02756140956573803,-0.017668712055031188,0.009892697510706842,-0.0013913818351667813,,0.13212347494875754,1.0,1.0
gaussian,0.05,20,3,-0.03548580573817637,-0.011916061086907946,0.02356974465126842,0.00038827404218278323,,0.5665606308218466,0.75,1.0
gaussian,0.25,0,3,-0.0003551409381151588,-0.010547759299099643,-0.010192618360984484,-0.003234218201051739,,-0.606207897540775,0.5,1.0
gaussian,0.25,20,3,-0.0282006379038187,0.01418303152484212,0.04238366942866082,0.021093478229991657,,0.8412707467920242,0.25,0.6666666666666666
gaussian,1.0,0,3,0.09659535958766012,0.11537245122619073,0.018777091638530616,-0.017562626703699756,-0.19438916857585098,0.23201698825201789,1.0,1.0
gaussian,1.0,20,3,0.017129998596193293,0.003657743440751785,-0.013472255155441508,0.008479614934196755,0.7864714687387875,-0.23632503582232767,1.0,1.0
gaussian,5.0,0,3,0.21695266218937626,0.1866183448027746,-0.030334317386601677,-0.01682104134041526,0.13981998229698178,-0.8836268833750411,0.25,0.6666666666666666
gaussian,5.0,20,3,0.03311447501180301,0.06100370040530539,0.027889225393502377,0.03030042597842808,-0.8422064786943417,1.4027061869911817,0.25,0.6666666666666666
