dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_x0,delta_excess_x1,delta_excess_x2,delta_excess_x3,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
iso_ackley,composite,logei,extra_trees,gaussian,0.240448,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.7121571770613215,-117.83221633379128,-2.356644326675827,22.212384161802333
iso_ackley,composite,logei,extra_trees,gaussian,0.96179,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.69592505018176,7.35390162386966,0.14707803247739193,135.59872731799697
iso_ackley,composite,logei,extra_trees,gaussian,4.808951,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,11.74208254761485,168.05587802723994,3.3611175605447983,309.3942551816026
iso_ackley,composite,qnei,extra_trees,gaussian,0.240448,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.047392534834749256,-4.672678732691679,-0.09345357465383408,9.59104610570381
iso_ackley,composite,qnei,extra_trees,gaussian,0.96179,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.40382689810028083,-11.210015581655455,-0.22420031163311016,17.220449170301265
iso_ackley,composite,qnei,extra_trees,gaussian,4.808951,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,12.491597154706646,226.95825440964938,4.539165088192988,349.09671526589597
iso_ackley,composite,ucb,extra_trees,gaussian,0.240448,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.3179955084515118,-1.0789565457726553,-0.021579130915453604,21.513973971057226
iso_ackley,composite,ucb,extra_trees,gaussian,0.96179,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.4202761183685926,49.16178924282843,0.9832357848565696,143.78295387235926
iso_ackley,composite,ucb,extra_trees,gaussian,4.808951,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,13.14950950980543,278.8102020099988,5.576204040199977,378.3204573793637
iso_ackley,composite,ei,extra_trees,gaussian,0.240448,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.2390278882362864,114.75206726844891,2.295041345368979,230.02973061049192
iso_ackley,composite,ei,extra_trees,gaussian,0.96179,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,13.284640035458514,290.0793572077043,5.801587144154086,386.164513580713
iso_ackley,composite,ei,extra_trees,gaussian,4.808951,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,13.284640035458514,305.2013810331976,6.1040276206639525,386.164513580713
iso_ackley,composite,random,extra_trees,gaussian,0.240448,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_ackley,composite,random,extra_trees,gaussian,0.96179,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_ackley,composite,random,extra_trees,gaussian,4.808951,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_ackley,composite,sobol,extra_trees,gaussian,0.240448,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_ackley,composite,sobol,extra_trees,gaussian,0.96179,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_ackley,composite,sobol,extra_trees,gaussian,4.808951,0,9,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_ackley,composite,logei,extra_trees,gaussian,0.240448,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.2922285186154632,-69.8024998208038,-1.3960499964160746,-141.47950013910057
iso_ackley,composite,logei,extra_trees,gaussian,0.96179,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.5161730779833515,-149.45648249527034,-2.989129649905406,-130.38032007564786
iso_ackley,composite,logei,extra_trees,gaussian,4.808951,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,12.261521875924878,246.20701197894908,4.924140239578982,301.0699934418692
iso_ackley,composite,qnei,extra_trees,gaussian,0.240448,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.15343026953791572,4.701383818016666,0.0940276763603336,-22.000920680368466
