dataset,objective,acquisition,error_model,jitter_iteration,jitter_std,oracle_model,delta_excess_l2_norm_mean,final_simple_regret_excess_true_mean,final_cum_regret_excess_true_mean,final_avg_regret_excess_true_mean,auc_simple_regret_excess_true_mean,delta_excess_l2_norm_std,final_simple_regret_excess_true_std,final_cum_regret_excess_true_std,final_avg_regret_excess_true_std,auc_simple_regret_excess_true_std,runs
iso_ackley,composite,ei,gaussian,0,0.240448,extra_trees,0.0,-0.8397835571764798,-65.6961261231657,-1.3139225224633138,-42.80201169764183,0.0,1.8510516931162542,128.9072905911104,2.5781458118222087,188.52969491050706,5
iso_ackley,composite,ei,gaussian,0,0.96179,extra_trees,0.0,3.729291515556229,14.388354445739491,0.2877670889147893,73.87757547697163,0.0,7.037274332813352,205.98487512681803,4.1196975025363605,255.4096522050349,5
iso_ackley,composite,ei,gaussian,0,4.808951,extra_trees,0.0,9.577706627045881,190.32888266208138,3.8065776532416273,232.2909597135058,0.0,3.457329602407821,82.71011641932243,1.6542023283864489,157.71276319557455,5
iso_ackley,composite,logei,gaussian,0,0.240448,extra_trees,0.0,-1.2208616760309692,-87.80809338218148,-1.75616186764363,-95.83651521432716,0.0,2.8273117350904218,93.00749527211215,1.8601499054422435,124.07016165185635,5
iso_ackley,composite,logei,gaussian,0,0.96179,extra_trees,0.0,-0.989213409761248,-64.80642888914582,-1.2961285777829163,-85.04217594865686,0.0,3.0397939364064075,101.84692395789462,2.0369384791578917,126.05240351656525,5
iso_ackley,composite,logei,gaussian,0,4.808951,extra_trees,0.0,9.081086533801045,150.0298089460535,3.00059617892107,193.7313028987365,0.0,5.107832892225684,99.15402052172527,1.9830804104345052,144.77049315880868,5
iso_ackley,composite,qnei,gaussian,0,0.240448,extra_trees,0.0,-0.03649383523831808,2.93576395386134,0.05871527907722651,-33.35936448916157,0.0,0.11815310981328044,14.515127771148384,0.29030255542296785,85.26060450120937,5
iso_ackley,composite,qnei,gaussian,0,0.96179,extra_trees,0.0,4.147832187920601,76.53691413080973,1.5307382826161944,85.25037440917586,0.0,5.589927802262738,82.23819031353693,1.6447638062707395,128.4131314151516,5
iso_ackley,composite,qnei,gaussian,0,4.808951,extra_trees,0.0,12.2207379475457,230.8696094284549,4.617392188569097,316.33478176498784,0.0,0.7209964203777163,32.31477541125484,0.6462955082250963,70.07219137284262,5
iso_ackley,composite,random,gaussian,0,0.240448,extra_trees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_ackley,composite,random,gaussian,0,0.96179,extra_trees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_ackley,composite,random,gaussian,0,4.808951,extra_trees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_ackley,composite,sobol,gaussian,0,0.240448,extra_trees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_ackley,composite,sobol,gaussian,0,0.96179,extra_trees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_ackley,composite,sobol,gaussian,0,4.808951,extra_trees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_ackley,composite,ucb,gaussian,0,0.240448,extra_trees,0.0,-0.4519791216522616,-3.2427735865578713,-0.06485547173115798,14.665276647294416,0.0,0.44804154791754564,72.64418608780524,1.4528837217561044,70.88378035765882,5
iso_ackley,composite,ucb,gaussian,0,0.96179,extra_trees,0.0,6.777024462504331,161.2808287145388,3.2256165742907768,213.43672856166967,0.0,6.391007209863221,155.96470362784896,3.119294072556979,158.00926193221034,5
iso_ackley,composite,ucb,gaussian,0,4.808951,extra_trees,0.0,11.580700847005108,288.0349524646979,5.760699049293957,317.64146704614353,0.0,2.6716204833390793,11.998206828002932,0.23996413656005847,57.188809736672916,5
all,composite,ei,gaussian,0,0.240448,extra_trees,0.0,-0.8397835571764798,-65.6961261231657,-1.3139225224633138,-42.80201169764183,0.0,1.8510516931162542,128.9072905911104,2.5781458118222087,188.52969491050706,5
all,composite,ei,gaussian,0,0.96179,extra_trees,0.0,3.729291515556229,14.388354445739491,0.2877670889147893,73.87757547697163,0.0,7.037274332813352,205.98487512681803,4.1196975025363605,255.4096522050349,5
all,composite,ei,gaussian,0,4.808951,extra_trees,0.0,9.577706627045881,190.32888266208138,3.8065776532416273,232.2909597135058,0.0,3.457329602407821,82.71011641932243,1.6542023283864489,157.71276319557455,5
all,composite,logei,gaussian,0,0.240448,extra_trees,0.0,-1.2208616760309692,-87.80809338218148,-1.75616186764363,-95.83651521432716,0.0,2.8273117350904218,93.00749527211215,1.8601499054422435,124.07016165185635,5
all,composite,logei,gaussian,0,0.96179,extra_trees,0.0,-0.989213409761248,-64.80642888914582,-1.2961285777829163,-85.04217594865686,0.0,3.0397939364064075,101.84692395789462,2.0369384791578917,126.05240351656525,5
all,composite,logei,gaussian,0,4.808951,extra_trees,0.0,9.081086533801045,150.0298089460535,3.00059617892107,193.7313028987365,0.0,5.107832892225684,99.15402052172527,1.9830804104345052,144.77049315880868,5
all,composite,qnei,gaussian,0,0.240448,extra_trees,0.0,-0.03649383523831808,2.93576395386134,0.05871527907722651,-33.35936448916157,0.0,0.11815310981328044,14.515127771148384,0.29030255542296785,85.26060450120937,5
all,composite,qnei,gaussian,0,0.96179,extra_trees,0.0,4.147832187920601,76.53691413080973,1.5307382826161944,85.25037440917586,0.0,5.589927802262738,82.23819031353693,1.6447638062707395,128.4131314151516,5
all,composite,qnei,gaussian,0,4.808951,extra_trees,0.0,12.2207379475457,230.8696094284549,4.617392188569097,316.33478176498784,0.0,0.7209964203777163,32.31477541125484,0.6462955082250963,70.07219137284262,5
all,composite,random,gaussian,0,0.240448,extra_trees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,random,gaussian,0,0.96179,extra_trees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,random,gaussian,0,4.808951,extra_trees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,sobol,gaussian,0,0.240448,extra_trees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,sobol,gaussian,0,0.96179,extra_trees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,sobol,gaussian,0,4.808951,extra_trees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,ucb,gaussian,0,0.240448,extra_trees,0.0,-0.4519791216522616,-3.2427735865578713,-0.06485547173115798,14.665276647294416,0.0,0.44804154791754564,72.64418608780524,1.4528837217561044,70.88378035765882,5
all,composite,ucb,gaussian,0,0.96179,extra_trees,0.0,6.777024462504331,161.2808287145388,3.2256165742907768,213.43672856166967,0.0,6.391007209863221,155.96470362784896,3.119294072556979,158.00926193221034,5
all,composite,ucb,gaussian,0,4.808951,extra_trees,0.0,11.580700847005108,288.0349524646979,5.760699049293957,317.64146704614353,0.0,2.6716204833390793,11.998206828002932,0.23996413656005847,57.188809736672916,5
