dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,mean_response_l2_excess,median_response_l2_excess,mean_final_simple_regret_excess_true,median_final_simple_regret_excess_true,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,std_auc_simple_regret_excess_true,ci95_low_auc_simple_regret_excess_true,ci95_high_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_final_inference_simple_regret_excess_true,acq_opt_failures
griewank,value,exact,misclick,0,0.01,studenttrbf,logei,5,0.0,0.0,0.00023457663573972013,0.0,0.06511879701869461,0.0,0.1456100567468118,0.0,0.19535639105608382,0.0013289550411978435,20.8745170689317,0.00023457663573972013,0
griewank,value,exact,misclick,0,0.01,studenttrbf,qnei,5,0.0,0.0,-0.00554352811446872,0.0,-0.19018068643541852,0.0,0.425256942877168,-0.5705420593062556,0.0,-0.003881238498682005,25.726881241754946,-0.00554352811446872,0
griewank,value,exact,misclick,0,0.05,studenttrbf,logei,5,0.0,0.0,0.0035375679753175413,0.0019401252433613007,6.480418298971239,0.5127222431197751,10.564832229694844,0.18298593200327035,16.18879669264441,0.13225343467288242,27.289816570884238,0.0035375679753175413,0
griewank,value,exact,misclick,0,0.05,studenttrbf,qnei,5,0.0,0.0,0.025876304950926066,0.0,0.6569222788412986,0.0,1.7326218818269248,-0.23878734057161638,2.2217646595717673,0.013406577119210172,26.573984207031664,0.025876304950926066,0
griewank,value,exact,misclick,0,0.15,studenttrbf,logei,5,0.0,0.0,0.0578352868820002,0.029522702263719204,9.645923452868413,9.01278641066029,8.011372194357456,3.5314398408363004,15.838931468264542,0.1968555806707839,30.45532172478142,0.0578352868820002,0
griewank,value,exact,misclick,0,0.15,studenttrbf,qnei,5,0.0,0.0,0.13571224035601664,0.078120325546156,13.74835274357881,8.790494712099331,15.847001739943329,4.506354927879923,27.850058313099918,0.28057862741997563,39.66541467176917,0.13571224035601664,0
griewank,value,exact,misclick,0,0.4,studenttrbf,logei,5,0.0,0.0,0.6270400496948594,0.6880237804982308,31.85907033715382,31.44585425580533,12.436112387503103,23.605734292151528,42.09365452309043,0.6501851089215066,52.66846860906683,2.234366089189277,0
griewank,value,exact,misclick,0,0.4,studenttrbf,qnei,5,0.0,0.0,0.2697438906229087,0.2589011989626614,23.623314221065193,26.44013010478382,15.49661071631796,11.68915248884549,35.11162556879629,0.48210845349112647,49.54037614925555,0.2697438906229087,0
griewank,value,exact,misclick,20,0.01,studenttrbf,logei,5,0.0,0.0,-1.9089163893967754e-07,0.0,0.0052947481935405,0.0,0.011839416884500771,0.0,0.015884244580621498,0.00018257752391516655,20.814693020106546,-1.9089163893967754e-07,0
griewank,value,exact,misclick,20,0.01,studenttrbf,qnei,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.91706192819036,0.0,0
griewank,value,exact,misclick,20,0.05,studenttrbf,logei,5,0.0,0.0,0.00209036384579084,0.0,0.0625865858474377,0.0,0.09651166393121775,-0.00016868095579525288,0.15015356539481176,0.002158158132670287,20.87198485776044,0.00209036384579084,0
griewank,value,exact,misclick,20,0.05,studenttrbf,qnei,5,-24.30951314385976,0.0,0.001625829576257678,0.0,0.10584936052775759,0.0,0.3376960722563443,-0.13858087204785646,0.37669400913462,0.0036499779492330945,26.02291128871812,0.001625829576257678,0
griewank,value,exact,misclick,20,0.15,studenttrbf,logei,5,69.5492044253629,0.0,0.015248300142060581,0.012623649742833799,0.8006080551696115,0.470825812236388,0.6383439980379773,0.32570255903823764,1.2879845898260143,0.027607174316193472,21.610006327082615,0.015248300142060581,0
griewank,value,exact,misclick,20,0.15,studenttrbf,qnei,5,0.0,0.0,0.007167949865358099,0.0,0.20649161135629016,0.0,0.2828849658151561,0.0,0.4179206214859363,0.007120400391596246,26.123553539546652,0.007167949865358099,0
griewank,value,exact,misclick,20,0.4,studenttrbf,logei,5,292.2463951038638,0.0,0.05321519567280936,0.0301217630312416,1.3808442327318882,0.8909010862953082,1.0469616376076367,0.6516968181700137,2.3104625612619354,0.047615318370065086,22.190242504644893,0.05321519567280936,0
griewank,value,exact,misclick,20,0.4,studenttrbf,qnei,5,-55.34059277875883,0.0,0.05966134779069192,0.037517790396045296,1.749761304879827,1.597640066759773,1.4931606191109317,0.7597533537765898,3.0409596916526693,0.06033659671999414,27.666823233070186,0.05966134779069192,0
