dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,mean_response_l2_excess,median_response_l2_excess,mean_final_simple_regret_excess_true,median_final_simple_regret_excess_true,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,std_auc_simple_regret_excess_true,ci95_low_auc_simple_regret_excess_true,ci95_high_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_final_inference_simple_regret_excess_true,acq_opt_failures
hicks_law,value,exact,spike,0,0.25,sp0.05-20,logei,5,0.0,0.0,0.0,0.0,2.8904710868155825,-0.9949026834570915,10.049504875656561,-2.16319388193097,11.944188741240712,0.05898920585337926,29.991749330960978,0.9842509795873973,0
hicks_law,value,exact,spike,0,0.25,sp0.05-20,qnei,5,0.0,0.0,0.0,0.0,0.5604111067686084,-0.3998994409004055,4.774016845010346,-2.8744515266379294,4.893294428570259,0.011436961362624698,27.695923196183895,1.770965152846196,0
hicks_law,value,exact,spike,0,0.25,sp0.05-5,logei,5,0.0,0.0,0.0,0.0,-0.27385922774306054,-0.9949026834570915,3.04673746906852,-2.092822011621281,2.451197797564783,-0.005588963831491012,26.82741901640233,0.588709690267567,0
hicks_law,value,exact,spike,0,0.25,sp0.05-5,qnei,5,0.0,0.0,0.0,0.0,0.5604111067686084,-0.3998994409004055,4.774016845010346,-2.79042742517654,4.811370929645394,0.011436961362624698,27.695923196183895,0.7910825786396609,0
hicks_law,value,exact,spike,0,0.25,sp0.15-20,logei,5,0.0,0.0,0.8146074870546214,0.0,40.87672483941068,-0.8196234300110099,59.02952329782622,-1.2500651705511168,90.30482443416011,0.8342188742736871,67.97800308355606,3.1930910224302784,0
hicks_law,value,exact,spike,0,0.25,sp0.15-20,qnei,5,0.0,0.0,0.0,0.0,26.162196297244265,21.26541878449187,19.754111052166657,11.699450199306884,40.564611350129205,0.5339223734131482,53.29770838665955,4.336203312008372,0
hicks_law,value,exact,spike,0,0.25,sp0.15-5,logei,5,0.0,0.0,0.0,0.0,8.141005809266488,-0.9949026834570915,24.53021518189439,-4.900017841920176,30.502988738892327,0.16614297569931613,35.242284053411886,0.560832189341603,0
hicks_law,value,exact,spike,0,0.25,sp0.15-5,qnei,5,0.0,0.0,0.0,0.0,15.391073464831809,19.58123132514356,10.033684998967418,6.774084916367427,22.403163979176675,0.3141035400986083,42.52658555424709,1.5086093112501078,0
