iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,9.560017096289753,2.076818100791469,1.2331847136995135,1.9209453730011763,True,0.6877606593016627,logei,0.0,False,0,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.016870752200555117,0.016870752200555117,0.016870752200555117,0.016870752200555117,1.2331847136995135,0.016870752200555117,branin
2,8.284448852745307,1.4928212308202027,0.980580217349636,-0.2168781196770126,True,-1.1974583370266485,logei,0.0,False,1,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.2694752485504327,0.2863460007509878,0.016870752200555117,0.1431730003754939,1.2331847136995135,0.016870752200555117,branin
3,5.1280461643656485,1.3591960402050662,0.6042195728302557,-3.3821363776316966,True,-3.9863559504619523,logei,0.0,False,2,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.6458358930698129,0.9321818938208007,0.016870752200555117,0.31072729794026693,1.2331847136995135,0.016870752200555117,branin
4,6.890364797811311,8.41747724312279,-2.1028324465741894,0.9924662568828864,True,3.095298703457076,logei,0.0,False,3,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,3.352887912474258,4.285069806295058,0.016870752200555117,1.0712674515737646,1.2331847136995135,0.016870752200555117,branin
5,4.255089974049766,9.569260034533663,-2.071428512488231,0.2602204998697297,True,2.3316490123579605,logei,0.0,False,4,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,3.3214839783883,7.606553784683358,0.016870752200555117,1.5213107569366717,1.2331847136995135,0.016870752200555117,branin
6,10.0,3.8706298732990025,1.1400708558322032,1.292985617131545,True,0.15291476129934178,logei,0.4669008000055328,False,0,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.10998461006786542,7.716538394751224,0.016870752200555117,1.2860897324585372,1.2331847136995135,0.016870752200555117,branin
7,10.0,1.6235598899757482,1.085039157512207,1.3264410621942775,True,0.24140190468207057,logei,0.56044849997852,False,1,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.16501630838786174,7.881554703139085,0.016870752200555117,1.1259363861627265,1.2331847136995135,0.016870752200555117,branin
8,9.305233949803807,10.0,-1.5350238461787988,-4.260540808325594,True,-2.725516962146795,logei,0.7100681999581866,False,2,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,2.7850793120788673,10.666634015217952,0.016870752200555117,1.333329251902244,1.2331847136995135,0.016870752200555117,branin
9,5.903399103439093,10.0,-3.4216042608938917,-1.0930552776224611,True,2.3285489832714306,logei,0.4875772999948822,False,3,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,4.67165972679396,15.338293742011912,0.016870752200555117,1.7042548602235457,1.2331847136995135,0.016870752200555117,branin
10,10.0,2.685865542823132,1.171289579404158,3.0104547178719185,True,1.8391651384677605,logei,0.5266550000524148,False,4,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.07876588649591065,15.417059628507822,0.016870752200555117,1.541705962850782,1.171289579404158,0.07876588649591065,branin
11,4.359204902273543,7.280297114796274,-0.6402161682320129,1.3751589119133834,True,2.0153750801453962,logei,0.4802522000391036,False,0,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,1.8902716341320815,17.307331262639902,0.016870752200555117,1.573393751149082,1.171289579404158,0.07876588649591065,branin
12,8.196200220277243,6.901331515080206,-0.3832770800835608,-1.5108028489675989,True,-1.127525768884038,logei,0.6258987999754027,False,1,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,1.6333325459836294,18.940663808623533,0.016870752200555117,1.5783886507186278,1.171289579404158,0.07876588649591065,branin
13,10.0,2.8222866095306376,1.174539429720767,0.504304619909999,True,-0.670234809810768,logei,0.5303748999722302,False,2,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.0755160361793017,19.016179844802835,0.016870752200555117,1.4627830649848335,1.171289579404158,0.07876588649591065,branin
14,10.0,2.477730838002489,1.1628992119715915,3.8131483529296126,True,2.650249140958021,logei,0.5172167999553494,False,3,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.08715625392847715,19.10333609873131,0.016870752200555117,1.3645240070522366,1.1628992119715915,0.08715625392847715,branin
15,1.080676874238225,7.983057610741511,-0.029677666011115485,1.177382184905022,True,1.2070598509161374,logei,0.5691032000468113,False,4,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,1.2797331319111842,20.383069230642494,0.016870752200555117,1.358871282042833,1.1628992119715915,0.08715625392847715,branin
16,10.0,2.5968372647822173,1.1682081399531674,-0.8530682562610146,True,-2.0212763962141818,logei,0.4082812999840826,False,0,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.08184732594690125,20.464916556589394,0.016870752200555117,1.2790572847868371,1.1628992119715915,0.08715625392847715,branin
17,3.552705049602969,6.378743186943346,0.28415885406663993,2.4634080605544377,True,2.179249206487798,logei,0.48175709997303784,False,1,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.9658966118334287,21.430813168422823,0.016870752200555117,1.2606360687307543,0.28415885406663993,0.9658966118334287,branin
18,3.3711220375160713,6.180350157803629,0.44228649905973416,-0.9284306084589038,True,-1.370717107518638,logei,0.410491099988576,False,2,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.8077689668403345,22.238582135263158,0.016870752200555117,1.2354767852923976,1.1628992119715915,0.08715625392847715,branin
19,10.0,2.9749717114844345,1.1760641361439763,5.689245857680557,True,4.513181721536581,logei,0.3079649999854155,False,3,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.07399132975609235,22.312573465019252,0.016870752200555117,1.1743459718431186,1.1760641361439763,0.07399132975609235,branin
20,10.0,3.3857157724818996,1.1690900964876911,2.100839471915543,True,0.9317493754278521,logei,0.32214180001756176,False,4,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.08096536941237753,22.39353883443163,0.016870752200555117,1.1196769417215815,1.1760641361439763,0.07399132975609235,branin
21,10.0,3.25878863941099,1.1729692628185744,1.4540727162399323,True,0.2811034534213579,logei,0.4191772000049241,False,0,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.07708620308149428,22.470625037513123,0.016870752200555117,1.0700297636911011,1.1760641361439763,0.07399132975609235,branin
22,10.0,3.225942429267512,1.1737219536177705,-1.1512217652900996,True,-2.3249437189078703,logei,0.370000800001435,False,1,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.07633351228229812,22.54695854979542,0.016870752200555117,1.0248617522634282,1.1760641361439763,0.07399132975609235,branin
23,10.0,0.7422098070229274,0.9314968877483137,-0.8142741583498936,True,-1.7457710460982074,logei,0.4244376000133343,False,2,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.3185585781517549,22.865517127947175,0.016870752200555117,0.9941529186063989,1.1760641361439763,0.07399132975609235,branin
24,3.535656948638077,6.289905748374618,0.3290374731781238,4.945348194321369,True,4.616310721143245,logei,0.3446667999960482,False,3,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.9210179927219448,23.78653512066912,0.016870752200555117,0.9911056300278801,1.1760641361439763,0.07399132975609235,branin
25,3.920953088115117,5.988486482686694,0.25588799739166396,2.0186255141474025,True,1.7627375167557386,logei,0.5617834000149742,False,4,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.9941674685084048,24.780702589177526,0.016870752200555117,0.991228103567101,1.1760641361439763,0.07399132975609235,branin
26,3.042015282293699,6.541706469063198,0.4084611074633779,1.9305704865361486,True,1.5221093790727707,logei,0.3635636999970302,False,0,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.8415943584366907,25.622296947614217,0.016870752200555117,0.9854729595236237,1.1760641361439763,0.07399132975609235,branin
27,2.9263879389081655,6.4900774553086436,0.4578349433212539,0.8590430422013782,True,0.40120809888012426,logei,0.47856890002731234,False,1,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.7922205225788148,26.414517470193033,0.016870752200555117,0.9783154618590012,1.1760641361439763,0.07399132975609235,branin
28,3.3406160417400796,6.541955786630627,0.3072452459316559,-0.2741593448108297,True,-0.5814045907424856,logei,0.44867140002315864,False,2,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.9428102199684127,27.357327690161444,0.016870752200555117,0.9770474175057658,1.1760641361439763,0.07399132975609235,branin
29,3.9457510943044856,6.0668289405754745,0.20975925751948094,3.938123359955688,True,3.728364102436207,logei,0.45184600003995,False,3,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,1.0402962083805878,28.397623898542033,0.016870752200555117,0.9792284102945529,1.1760641361439763,0.07399132975609235,branin
30,3.1719109524399096,6.445638060124142,0.40796138267112625,1.713023181272206,True,1.3050617986010797,logei,0.6051904000341892,False,4,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.8420940832289424,29.239717981770976,0.016870752200555117,0.9746572660590326,1.1760641361439763,0.07399132975609235,branin
31,4.387504573272273,5.924297789741295,0.002040444878296454,1.7975837446469165,True,1.79554329976862,logei,0.7644172000000253,False,0,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,1.2480150210217722,30.487733002792748,0.016870752200555117,0.9834752581546048,1.1760641361439763,0.07399132975609235,branin
32,4.4314222214761205,5.84255739703066,0.008776425069962996,-0.562456757288694,True,-0.571233182358657,logei,0.4595260000205599,False,1,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,1.2412790408301058,31.729012043622852,0.016870752200555117,0.9915316263632141,1.1760641361439763,0.07399132975609235,branin
33,2.770122246390002,6.671362136048158,0.4185802592766284,-2.0171344265097417,True,-2.4357146857863703,logei,0.32783480000216514,False,2,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.8314752066234403,32.56048725024629,0.016870752200555117,0.9866814318256452,1.1760641361439763,0.07399132975609235,branin
34,10.0,1.9179175328911517,1.119757087573105,2.5931840894448372,True,1.4734270018717321,logei,0.44120260002091527,False,3,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.13029837832696356,32.69078562857325,0.016870752200555117,0.9614936949580368,1.1760641361439763,0.07399132975609235,branin
35,2.92413077883504,5.657099203701783,0.7471967434350174,2.1106112399018375,True,1.3634144964668202,logei,0.4600625000311993,False,4,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.5028587224650513,33.1936443510383,0.016870752200555117,0.9483898386010944,1.1760641361439763,0.07399132975609235,branin
36,3.799368610440477,6.017401621940388,0.31015454252651564,2.0652503699567895,True,1.755095827430274,logei,0.38726170000154525,False,0,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.939900923373553,34.13354527441185,0.016870752200555117,0.9481540354003292,1.1760641361439763,0.07399132975609235,branin
37,3.8173025729030985,5.8732971369810585,0.3577533387120411,-0.3355679938048739,True,-0.693321332516915,logei,0.34577810001792386,False,1,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.8923021271880276,35.025847401599876,0.016870752200555117,0.9466445243675642,1.1760641361439763,0.07399132975609235,branin
38,3.402760540728415,6.451895292600938,0.31978335585516704,-2.1263135673835123,True,-2.446096923238679,logei,0.4381472999812104,False,2,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.9302721100449016,35.95611951164478,0.016870752200555117,0.9462136713590731,1.1760641361439763,0.07399132975609235,branin
39,10.0,1.9947559642143127,1.1274547428136397,4.821341854736249,True,3.6938871119226095,logei,0.4431917000329122,False,3,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.122600723086429,36.07872023473121,0.016870752200555117,0.9250953906341335,1.1760641361439763,0.07399132975609235,branin
40,10.0,1.643963981152156,1.087713231697114,2.6373483902500485,True,1.5496351585529344,logei,0.39362750004511327,False,4,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.16234223420295457,36.24106246893416,0.016870752200555117,0.906026561723354,1.1760641361439763,0.07399132975609235,branin
41,10.0,1.5229379644065464,1.0712692548698552,1.6883090024764476,True,0.6170397476065923,logei,0.4389052999904379,False,0,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.17878621103021342,36.419848679964375,0.016870752200555117,0.8882889921942531,1.1760641361439763,0.07399132975609235,branin
42,10.0,1.5657516228287616,1.0772466650937818,-0.19752140118955436,True,-1.274768066283336,logei,0.419334499980323,False,1,10,3302efef-68bc-4581-9e49-bbb042cccbbc,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2331847136995135,0.1728088008062869,36.59265748077066,0.016870752200555117,0.8712537495421586,1.1760641361439763,0.07399132975609235,branin
