dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,mean_response_l2_excess,median_response_l2_excess,mean_final_simple_regret_excess_true,median_final_simple_regret_excess_true,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,std_auc_simple_regret_excess_true,ci95_low_auc_simple_regret_excess_true,ci95_high_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_final_inference_simple_regret_excess_true,acq_opt_failures
hartmann_6,value,exact,bias,0,0.05,bias0.05_anchored,logei,5,0.0,0.0,0.1219640977830971,0.030466093460301397,22.367544235971557,16.49723310981029,46.223044545020464,-12.491672824186951,57.22676129613008,0.4564804946116646,113.65472397530884,0.14426363563758277,0
hartmann_6,value,exact,bias,0,0.05,bias0.05_anchored,qnei,5,0.0,0.0,0.656614081430161,0.03360654963472601,69.52659590716482,47.9402258199478,69.19592928497917,25.28373535947015,130.9696043416245,1.4189101205543841,152.1893875057081,0.656614081430161,0
hartmann_6,value,exact,bias,0,0.25,bias0.25_anchored,logei,5,0.0,0.0,2.2761815958308262,0.2015315962221145,120.25322825721646,73.05189445306092,129.83147943558896,28.389625615665487,226.20356108100015,2.454147515453397,211.5404079965537,2.4686124755835372,0
hartmann_6,value,exact,bias,0,0.25,bias0.25_anchored,qnei,5,0.0,0.0,0.7848758569877148,0.0809168292173972,90.45794180647661,95.22214670086402,44.420588470689985,58.426578058926204,125.31639809058417,1.846080445030135,173.12073340501996,0.8094867086455793,0
hartmann_6,value,exact,bias,0,1.0,bias1_anchored,logei,5,0.0,0.0,1.2853144150809181,1.2795272113732503,102.01234844328621,113.20887493922045,39.860174623718954,73.21233784689429,130.8566279124841,2.081884662107882,193.2995281826235,1.6323418637983103,0
hartmann_6,value,exact,bias,0,1.0,bias1_anchored,qnei,5,0.0,0.0,3.3609490423907387,1.2531265741417954,159.85258569485575,124.34508220738077,104.5809432336995,81.41333779518372,242.92369095445082,3.262297667241954,242.51537729339907,4.6936175399563895,0
hartmann_6,value,exact,bias,0,5.0,bias5_anchored,logei,5,0.0,0.0,4.745697100098668,4.918769608642924,186.75132755833596,185.19285681586697,30.868479196299706,163.25972469975838,211.81144031742915,3.811251582823183,278.0385072976732,7.608310579626587,0
hartmann_6,value,exact,bias,0,5.0,bias5_anchored,qnei,5,0.0,0.0,5.243933752279041,6.360957488819771,237.33572570929437,234.43225152244707,51.25393071037758,195.7243263017633,274.05072771454536,4.843586238965191,319.9985173078377,8.100049513080535,0
hartmann_6,value,exact,bias,20,0.05,bias0.05_anchored,logei,5,-0.1252651926519462,0.004652529323421806,-0.16662172177888174,-0.004703863263868499,-3.556846563954616,-0.6334333604548164,7.567220561572338,-10.360632201573006,0.19799369193561062,-0.12264988151567635,87.73033317538267,-0.14972432793783577,0
hartmann_6,value,exact,bias,20,0.05,bias0.05_anchored,qnei,5,0.003419028002838989,0.003371293211285098,0.024894553958102993,0.014584558884333632,0.5412499784616699,0.46793878682990453,0.325028944146853,0.3257896912241961,0.8121248519474819,0.01866379236074723,83.20404157700499,0.036012242936758594,0
hartmann_6,value,exact,bias,20,0.25,bias0.25_anchored,logei,5,0.023764497168778605,0.02095829092945481,0.16334892692646208,-0.005446387706791098,3.701831233486709,1.858616240141501,6.197876678449577,0.18252472554508756,9.282419569929326,0.12764935287885223,94.98901097282399,0.19867280199523646,0
hartmann_6,value,exact,bias,20,0.25,bias0.25_anchored,qnei,5,-0.01498642862849823,-0.01128737147018194,0.03498629234203412,0.019880903319096532,1.437965035708514,0.5514035682539102,1.9668754108318205,0.22990469253300178,3.2088537103259456,0.049585001231328,84.10075663425184,0.11093969541934076,0
hartmann_6,value,exact,bias,20,1.0,bias1_anchored,logei,5,-0.44446552328585087,0.020975838527799162,0.20036321265107748,0.12251122355009252,4.27750355095588,2.974829483399766,13.463095553727289,-6.616667432119213,15.510513552559122,0.14750012244675473,95.56468329029315,0.5210280547513857,0
hartmann_6,value,exact,bias,20,1.0,bias1_anchored,qnei,5,0.008547318629864112,0.006466146609726664,0.16442727065796758,0.10317731655448803,4.501088500689851,1.0833618238221305,5.361235446734275,0.5695708677040955,8.829152275041654,0.15520994829964996,87.16388009923318,0.8623558884051248,0
hartmann_6,value,exact,bias,20,5.0,bias5_anchored,logei,5,-0.35575767171467954,0.0037113787822206923,0.46197180308439095,0.12251122355009252,11.172587335124023,2.974829483399766,13.506183674216112,1.4201371848683906,22.262378785268318,0.38526163224565607,102.4597670744613,2.0544310825284073,0
hartmann_6,value,exact,bias,20,5.0,bias5_anchored,qnei,5,-0.12844557852335367,-0.07579582807670154,0.3705659181369471,0.3307856647301852,8.452529706064848,6.469856880698856,9.896215685185366,2.0542691840838314,16.900719842934215,0.2914665415884427,91.11532130460816,4.728904221519753,0
hartmann_6,value,exact,drift,0,0.05,anchored,logei,5,0.0,0.0,-0.055942566133344175,-0.004929912106344803,50.70554418740749,47.405535254030525,27.453472678071407,28.69402831026955,73.91409769793742,1.034807024232806,141.9927239267448,-0.040912247081990524,0
