iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.3071663307112894,-0.17773750402295269,True,-0.4849038347342421,logei,0.0,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,0.0024244425482368576,"x0,x1,x2",3.0549009421557276,0.3071663307112894,2.747734611444438,2.747734611444438,2.747734611444438,2.747734611444438,0.3071663307112894,2.747734611444438,hartmann_3
2,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.8703311095386822,-1.6924892896788142,True,-0.822158180140132,logei,0.0,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,0.0009272393675090854,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.92523205169441,6.672966663138848,2.747734611444438,3.336483331569424,0.3071663307112894,2.747734611444438,hartmann_3
3,0.6890364797811311,0.841747724312279,0.4255089974049766,-0.2909134329371896,-2.8408606426497442,True,-2.549947209712555,logei,0.0,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,3.9375167609362496,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.345814375092917,10.018781038231765,2.747734611444438,3.3395936794105885,0.3071663307112894,2.747734611444438,hartmann_3
4,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.8973733195280779,-1.0295519483520712,True,-0.13217862882399334,logei,0.0,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,0.001491178137868821,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.9522742616838054,13.97105529991557,2.747734611444438,3.4927638249788924,0.3071663307112894,2.747734611444438,hartmann_3
5,0.5757605479445136,0.7533018647084769,0.8271039370247955,1.6562044985234257,2.926516118880097,True,1.2703116203566716,logei,0.0,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,0.06287256869020635,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.398696443632302,15.369751743547871,1.398696443632302,3.073950348709574,1.6562044985234257,1.398696443632302,hartmann_3
6,0.4765108121928349,0.8331905770076974,0.9345787377130998,0.6470889355777749,-0.3726607971587881,True,-1.019749732736563,logei,0.18874429998686537,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,0.21864553925748317,"x0,x1,x2",3.0549009421557276,1.6562044985234257,2.4078120065779527,17.777563750125825,1.398696443632302,2.9629272916876377,1.6562044985234257,1.398696443632302,hartmann_3
7,0.5861069821562612,0.7646863771968138,0.7818981160290427,1.311233467619433,1.9279355291880202,True,0.6167020615685872,logei,0.22802079998655245,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,0.593697791971452,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.7436674745362946,19.52123122466212,1.398696443632302,2.788747317808874,1.6562044985234257,1.398696443632302,hartmann_3
8,0.790020544713266,0.7961230329376385,0.8323854436909611,1.123952031340855,-0.16515619005654258,True,-1.2891082213973977,logei,0.21952689997851849,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,0.6685417976509527,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.9309489108148725,21.452180135476993,1.398696443632302,2.681522516934624,1.6562044985234257,1.398696443632302,hartmann_3
9,0.5783488571795657,0.5619419330117748,0.8343138524615644,2.8876815395495368,1.988753190539898,True,-0.8989283490096387,logei,0.2467602000106126,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,1.4869647352694724,"x0,x1,x2",3.0549009421557276,2.8876815395495368,0.16721940260619084,21.619399538083183,0.16721940260619084,2.4021555042314646,1.6562044985234257,1.398696443632302,hartmann_3
10,0.5804214491300966,0.855654183527365,0.9328379687739446,0.4502417183927841,1.2280694648592554,True,0.7778277464664713,logei,0.23541670001577586,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,0.037708858524631475,"x0,x1,x2",3.0549009421557276,2.8876815395495368,2.6046592237629436,24.224058761846127,0.16721940260619084,2.422405876184613,1.6562044985234257,1.398696443632302,hartmann_3
11,0.5998863815864588,0.9670261194236657,0.8319226868482635,-0.15461798939453497,0.6880925967149566,True,0.8427105861094916,logei,0.32245590002276003,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,0.00018066752638409936,"x0,x1,x2",3.0549009421557276,2.8876815395495368,3.209518931550263,27.43357769339639,0.16721940260619084,2.493961608490581,1.6562044985234257,1.398696443632302,hartmann_3
12,0.6061804503869803,0.6823500492720076,0.8455799736519412,2.335932667679125,1.5837070556816035,True,-0.7522256119975215,logei,0.20216919999802485,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,0.0006159728803563412,"x0,x1,x2",3.0549009421557276,2.8876815395495368,0.7189682744766026,28.152545967872992,0.16721940260619084,2.3460454973227494,1.6562044985234257,1.398696443632302,hartmann_3
13,0.5549292332833548,0.6976085130592016,0.7908377246848121,1.9342834620444995,2.700457392983129,True,0.7661739309386293,logei,0.21468800003640354,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,0.08705530813506313,"x0,x1,x2",3.0549009421557276,2.8876815395495368,1.120617480111228,29.27316344798422,0.16721940260619084,2.251781803691094,1.6562044985234257,1.398696443632302,hartmann_3
14,0.5598837862946596,0.7103738151764849,0.8237790045097191,2.046873614049407,1.4696454227263587,True,-0.5772281913230484,logei,0.2834411000367254,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,1.0049868438534326,"x0,x1,x2",3.0549009421557276,2.8876815395495368,1.0080273281063206,30.28119077609054,0.16721940260619084,2.1629421982921815,1.6562044985234257,1.398696443632302,hartmann_3
15,0.5642877930927495,0.7512970918432771,0.7441986006656585,1.1952086976274436,1.340931156542292,True,0.14572245891484825,logei,0.2589265000424348,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,0.0018887585813770634,"x0,x1,x2",3.0549009421557276,2.8876815395495368,1.859692244528284,32.14088302061882,0.16721940260619084,2.1427255347079215,1.6562044985234257,1.398696443632302,hartmann_3
16,0.5523802568367798,0.7111258824371491,0.8472119256185743,2.1230195743436706,-1.0709213159064164,True,-3.193940890250087,logei,0.25690470001427457,False,10,72c73506-0d4b-4e4b-97bf-f3e146824004,gaussian,1.0,0,exact,value,self_report,0.5626839561915475,"x0,x1,x2",3.0549009421557276,2.8876815395495368,0.931881367812057,33.07276438843088,0.16721940260619084,2.06704777427693,1.6562044985234257,1.398696443632302,hartmann_3
