iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.3071663307112894,0.10501378853253565,True,-0.20215254217875375,logei,0.0,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.3071663307112894,2.747734611444438,2.747734611444438,2.747734611444438,2.747734611444438,0.3071663307112894,2.747734611444438,hartmann_3
2,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.8703311095386822,-0.5682746521733619,True,0.3020564573653203,logei,0.0,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.92523205169441,6.672966663138848,2.747734611444438,3.336483331569424,0.3071663307112894,2.747734611444438,hartmann_3
3,0.6890364797811311,0.841747724312279,0.4255089974049766,-0.2909134329371896,-0.015804089664471332,True,0.27510934327271824,logei,0.0,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.345814375092917,10.018781038231765,2.747734611444438,3.3395936794105885,0.3071663307112894,2.747734611444438,hartmann_3
4,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.8973733195280779,-0.9800569491637726,True,-0.08268362963569476,logei,0.0,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.9522742616838054,13.97105529991557,2.747734611444438,3.4927638249788924,0.3071663307112894,2.747734611444438,hartmann_3
5,0.5757605479445136,0.7533018647084769,0.8271039370247955,1.6562044985234257,2.1849600065365062,True,0.5287555080130806,logei,0.0,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.398696443632302,15.369751743547871,1.398696443632302,3.073950348709574,1.6562044985234257,1.398696443632302,hartmann_3
6,0.31964127959411304,0.859545349217152,0.8187964022641124,0.8049735524548629,0.7824247820278156,True,-0.022548770427047282,logei,0.2110664999927394,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.6562044985234257,2.249927389700865,17.619679133248738,1.398696443632302,2.9366131888747895,1.6562044985234257,1.398696443632302,hartmann_3
7,0.31964127959411304,0.859545349217152,0.8187964022641124,0.8049735524548629,1.032366127212616,True,0.22739257475775299,logei,0.0,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.6562044985234257,2.249927389700865,19.869606522949603,1.398696443632302,2.838515217564229,1.6562044985234257,1.398696443632302,hartmann_3
8,0.6637780746405313,0.788329331099151,0.9233329938867315,1.079312649309854,1.2294801914534164,True,0.15016754214356243,logei,0.294548300007591,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.9755882928458737,21.845194815795477,1.398696443632302,2.7306493519744346,1.6562044985234257,1.398696443632302,hartmann_3
9,0.6637780746405313,0.788329331099151,0.9233329938867315,1.079312649309854,1.2135505101697717,True,0.13423786085991773,logei,0.0,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.9755882928458737,23.82078310864135,1.398696443632302,2.646753678737928,1.6562044985234257,1.398696443632302,hartmann_3
10,0.5749006515281738,0.7023423921910354,0.7520141185142453,1.535990595885944,1.3767187584379896,True,-0.15927183744795448,logei,0.2173425000073621,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.5189103462697835,25.339693454911135,1.398696443632302,2.5339693454911134,1.6562044985234257,1.398696443632302,hartmann_3
11,0.5749006515281738,0.7023423921910354,0.7520141185142453,1.535990595885944,1.1861347593468936,True,-0.3498558365390505,logei,0.0,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.5189103462697835,26.85860380118092,1.398696443632302,2.441691254652811,1.6562044985234257,1.398696443632302,hartmann_3
12,0.5539494249107737,0.6204878104040871,0.8478061513827535,2.7720603078501895,2.5247004826983903,True,-0.24735982515179922,logei,0.2646741999924416,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.7720603078501895,0.2828406343055381,27.141444435486456,0.2828406343055381,2.261787036290538,2.7720603078501895,0.2828406343055381,hartmann_3
13,0.5539494249107737,0.6204878104040871,0.8478061513827535,2.7720603078501895,2.6173316894012664,True,-0.15472861844892316,logei,0.0,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.7720603078501895,0.2828406343055381,27.424285069791992,0.2828406343055381,2.1095603899839994,2.7720603078501895,0.2828406343055381,hartmann_3
14,0.5077082021310125,0.46580226328603885,0.870694969847611,2.657755370116331,2.79241701571223,True,0.13466164559589933,logei,0.2991035000013653,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.7720603078501895,0.3971455720393968,27.821430641831387,0.2828406343055381,1.9872450458450992,2.657755370116331,0.3971455720393968,hartmann_3
15,0.5077082021310125,0.46580226328603885,0.870694969847611,2.657755370116331,2.825309404178258,True,0.16755403406192704,logei,0.0,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.7720603078501895,0.3971455720393968,28.218576213870783,0.2828406343055381,1.8812384142580523,2.657755370116331,0.3971455720393968,hartmann_3
16,0.5309383009832818,0.0,0.8694470828914048,-0.7589098415480928,-0.5727281969023418,True,0.18618164464575104,logei,0.28759409999474883,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.7720603078501895,3.81381078370382,32.032386997574605,0.2828406343055381,2.002024187348413,2.657755370116331,0.3971455720393968,hartmann_3
17,0.5309383009832818,0.0,0.8694470828914048,-0.7589098415480928,-0.8419903899919758,True,-0.08308054844388302,logei,0.0,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.7720603078501895,3.81381078370382,35.84619778127843,0.2828406343055381,2.1085998694869663,2.657755370116331,0.3971455720393968,hartmann_3
18,0.3760218231120012,0.5008970617943045,0.8913667706506103,2.744745879151242,2.4240243753738886,True,-0.3207215037773534,logei,0.2258023000031244,False,10,aec4c41b-ac3c-407d-b188-a73e1d3461ad,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.7720603078501895,0.3101550630044856,36.156352844282914,0.2828406343055381,2.0086862691268283,2.657755370116331,0.3971455720393968,hartmann_3
