error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
slip,rec-actual,0.01,0,10,0.0,50,600,20,6.6800000000000015,4.766500000000001,9.052166666666663,3.0,4.381882770870337,1.6680000000000001,0.06166666666666667
slip,rec-actual,0.01,0,10,0.01,50,600,20,3.28,2.1532916666666666,4.588666666666665,0.0,2.4846938775510203,1.3279999999999998,0.02
slip,rec-actual,0.01,0,25,0.0,50,600,20,12.25,9.721541666666667,15.008375000000001,8.0,4.552752293577981,1.49,0.2733333333333333
slip,rec-actual,0.01,0,25,0.01,50,600,20,4.755000000000001,2.994666666666667,6.705249999999999,1.0,2.119047619047619,1.1902,0.09
slip,rec-actual,0.01,20,10,0.0,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,rec-actual,0.01,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,rec-actual,0.01,20,25,0.0,50,600,20,3.6599999999999993,2.6115833333333334,4.641791666666666,0.0,1.924731182795699,1.1464,0.07
slip,rec-actual,0.01,20,25,0.01,50,600,20,1.4033333333333333,0.625,2.383375,0.0,0.7986348122866894,1.0561333333333334,0.023333333333333334
slip,rec-actual,0.05,0,10,0.0,50,600,20,9.17,6.996666666666668,11.445374999999995,3.0,5.136448598130841,1.917,0.10833333333333334
slip,rec-actual,0.05,0,10,0.01,50,600,20,6.376666666666667,4.752791666666666,8.163458333333331,2.0,4.330985915492958,1.6376666666666666,0.05333333333333334
slip,rec-actual,0.05,0,25,0.0,50,600,20,17.128333333333337,14.966624999999999,19.46,24.0,5.08256880733945,1.6851333333333334,0.455
slip,rec-actual,0.05,0,25,0.01,50,600,20,10.176666666666668,7.924958333333335,12.346833333333333,6.0,3.967741935483871,1.4070666666666667,0.225
slip,rec-actual,0.05,20,10,0.0,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,rec-actual,0.05,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,rec-actual,0.05,20,25,0.0,50,600,20,7.458333333333333,5.521625,9.413583333333333,0.0,2.33615221987315,1.2983333333333333,0.21166666666666667
slip,rec-actual,0.05,20,25,0.01,50,600,20,3.621666666666667,2.133041666666667,5.178416666666666,0.0,1.4963636363636363,1.1448666666666667,0.08333333333333333
slip,rec-actual,0.15,0,10,0.0,50,600,20,11.488333333333333,9.428166666666666,13.768375,5.0,6.896749521988528,2.148833333333333,0.12833333333333333
slip,rec-actual,0.15,0,10,0.01,50,600,20,9.608333333333334,7.599875,12.00729166666666,4.0,6.139963167587477,1.9608333333333334,0.095
slip,rec-actual,0.15,0,25,0.0,50,600,20,19.481666666666662,17.64816666666667,21.297166666666662,25.0,4.9147286821705425,1.7792666666666666,0.57
slip,rec-actual,0.15,0,25,0.01,50,600,20,17.07333333333333,14.391333333333332,19.463375,22.0,6.7277936962750715,1.6829333333333334,0.41833333333333333
slip,rec-actual,0.15,20,10,0.0,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,rec-actual,0.15,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,rec-actual,0.15,20,25,0.0,50,600,20,10.531666666666666,7.843166666666667,13.21754166666666,0.0,2.220812182741117,1.4212666666666667,0.3433333333333333
slip,rec-actual,0.15,20,25,0.01,50,600,20,6.903333333333334,4.248125,9.571666666666667,0.0,1.6371308016877637,1.2761333333333333,0.21
slip,rec-actual,0.4,0,10,0.0,50,600,20,19.883333333333333,16.45925,23.84179166666667,16.0,9.860911270983214,2.9883333333333333,0.305
slip,rec-actual,0.4,0,10,0.01,50,600,20,18.155,14.272750000000002,22.001916666666663,14.0,9.88,2.8155,0.25
slip,rec-actual,0.4,0,25,0.0,50,600,20,23.458333333333336,21.424708333333335,25.355125000000005,26.0,7.546511627906977,1.9383333333333332,0.7133333333333334
slip,rec-actual,0.4,0,25,0.01,50,600,20,22.336666666666666,19.32645833333333,25.325333333333326,27.0,8.574468085106384,1.8934666666666666,0.6083333333333333
slip,rec-actual,0.4,20,10,0.0,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,rec-actual,0.4,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,rec-actual,0.4,20,25,0.0,50,600,20,12.434999999999999,9.243875,15.510958333333324,0.0,1.054380664652568,1.4974,0.4483333333333333
slip,rec-actual,0.4,20,25,0.01,50,600,20,8.498333333333335,5.375875000000001,11.663458333333331,0.0,0.4988009592326139,1.3399333333333334,0.305
