model,term,coefficient,ci_low,ci_high,p_bootstrap,bootstrap_reps_used,r_squared,n_cells,n_clusters
mediator_only,const,0.32563357592526976,0.09214465481184593,0.6411288077204493,0.0005,2000,0.11794277184522484,40,20
mediator_only,frag_at_c,-0.28293679813633715,-0.7432258208690821,-0.028637368411164085,0.01,2000,0.11794277184522484,40,20
mediator_only,onset_20,0.018888982827035883,-0.07500445179142416,0.14146544193113259,0.852,2000,0.11794277184522484,40,20
descriptors_only,const,0.32563357592526904,,,,0,0.7232928062348195,40,20
descriptors_only,log_noise,-1.457189800401197e-17,,,,0,0.7232928062348195,40,20
descriptors_only,dim,-0.06774887199590059,,,,0,0.7232928062348195,40,20
descriptors_only,log_opt_z,0.7206886884680348,,,,0,0.7232928062348195,40,20
descriptors_only,ruggedness,-0.1321126918450347,,,,0,0.7232928062348195,40,20
descriptors_only,log_tail_ratio,0.12113784317540913,,,,0,0.7232928062348195,40,20
descriptors_only,onset_20,0.018888982827036827,,,,0,0.7232928062348195,40,20
both,const,0.3256335759252693,,,,0,0.7599171943436823,40,20
both,frag_at_c,0.25173234017488133,,,,0,0.7599171943436823,40,20
both,log_noise,-1.7748444432793929e-16,,,,0,0.7599171943436823,40,20
both,dim,0.029545503521928758,,,,0,0.7599171943436823,40,20
both,log_opt_z,0.8877368408890874,,,,0,0.7599171943436823,40,20
both,ruggedness,-0.16347475768239833,,,,0,0.7599171943436823,40,20
both,log_tail_ratio,0.06503904624442097,,,,0,0.7599171943436823,40,20
both,onset_20,0.018888982827036216,,,,0,0.7599171943436823,40,20
