error_model,jitter_std,jitter_iteration,acquisition,mean_rank_fragility,mean_fragility,median_fragility,mean_absolute_loss,n_benchmarks
slip,0.01,0,pi,3.05,0.000768284720822145,0.0032669045494276186,0.27101712611074424,20
slip,0.01,0,qucb,3.25,-0.006230376649392369,0.0011454690184610219,0.27654560432746467,20
slip,0.01,0,logei,3.5,0.010184964547270048,0.0006060777223696115,0.259848640823137,20
slip,0.01,0,ei,3.5,0.01055728435877048,0.003252340543144817,0.2600187354404683,20
slip,0.01,0,ucb,3.6,0.008504342807533235,0.004419767615430845,0.28632345043113255,20
slip,0.01,0,qnei,4.1,0.01832126319725797,0.016769702988035984,0.2692680783573297,20
slip,0.01,20,pi,2.5,-0.0041855495396883,-0.0006175006602987532,0.15729955341870633,20
slip,0.01,20,logei,3.025,-0.0025463948029954245,0.0,0.1387194668472279,20
slip,0.01,20,ucb,3.575,0.00018125216779537391,0.00011261086005099512,0.16936980657275966,20
slip,0.01,20,qnei,3.9,0.004152792641720138,0.0001973981204475263,0.14792716055954758,20
slip,0.01,20,qucb,3.925,0.0034961623699990537,0.00047740867263631803,0.17828340157719888,20
slip,0.01,20,ei,4.075,0.009110383429718826,0.00015874683330011053,0.14929106738733675,20
slip,0.05,0,qucb,2.65,0.0077114495148816655,0.003388953797166208,0.29048743049173864,20
slip,0.05,0,pi,3.2,0.019170330551628343,0.005817809878490019,0.28941917194155037,20
slip,0.05,0,logei,3.35,0.03455545488047088,0.004028594717171177,0.2842191311563379,20
slip,0.05,0,ucb,3.55,0.029090689060808462,0.022668498570543545,0.30690979668440777,20
slip,0.05,0,ei,4.1,0.033997070219223595,0.01906629088531686,0.2834585213009214,20
slip,0.05,0,qnei,4.15,0.04213050153355486,0.023032679798716697,0.29307731669362663,20
slip,0.05,20,ucb,3.125,0.013460822009983216,0.0023907292963365355,0.18264937641494747,20
slip,0.05,20,logei,3.225,0.019879794141165717,0.0011527368633781762,0.1611456557913891,20
slip,0.05,20,qucb,3.375,0.017940073299947023,0.001418008077025017,0.19272731250714686,20
slip,0.05,20,qnei,3.55,0.027481431429089775,0.006553368726019561,0.17125579934691723,20
slip,0.05,20,pi,3.6,0.013824241641052368,0.0010059148048784515,0.17530934459944703,20
slip,0.05,20,ei,4.125,0.029085397920605126,0.0013741284175144653,0.1692660818782231,20
slip,0.15,0,qucb,3.05,0.05711848370046746,0.04175358508360119,0.33989446467732454,20
slip,0.15,0,pi,3.15,0.06195687393521049,0.03842494389496222,0.33220571532513254,20
slip,0.15,0,qnei,3.4,0.07518017129485961,0.061248918268927435,0.3261269864549313,20
slip,0.15,0,ucb,3.45,0.06795366545353221,0.04213529468793061,0.34577277307713156,20
slip,0.15,0,logei,3.55,0.07841125080751202,0.05574397629905216,0.3280749270833791,20
slip,0.15,0,ei,4.4,0.0862615811846022,0.07474412183455804,0.33572303226630007,20
slip,0.15,20,qnei,3.1,0.045588579337964626,0.007907665934730416,0.18936294725579206,20
slip,0.15,20,logei,3.275,0.045024157457182634,0.007470927591330922,0.18629001910740595,20
slip,0.15,20,pi,3.5,0.03752872092348415,0.01431048118294577,0.19901382388187877,20
slip,0.15,20,ei,3.625,0.04835411794069048,0.0205078549399337,0.18853480189830843,20
slip,0.15,20,ucb,3.725,0.04287862324277934,0.004608277014215128,0.21206717764774363,20
slip,0.15,20,qucb,3.775,0.05112694500763938,0.01430204914596273,0.2259141842148392,20
slip,0.4,0,qucb,2.9,0.18169564758488993,0.10649900760401598,0.4644716285617469,20
slip,0.4,0,ucb,3.0,0.18696555603443796,0.11164655457690728,0.4647846636580374,20
slip,0.4,0,qnei,3.4,0.1974166652564749,0.12856847010940903,0.4483634804165468,20
slip,0.4,0,ei,3.5,0.1916786124298251,0.1980964329501727,0.441140063511523,20
slip,0.4,0,pi,4.05,0.206691853032621,0.16192147238182497,0.47694069442254305,20
slip,0.4,0,logei,4.15,0.21036639625756073,0.17464240410354664,0.46003007253342776,20
slip,0.4,20,qnei,2.75,0.055505336572599616,0.008427597956500504,0.19927970449042706,20
slip,0.4,20,logei,3.075,0.05509530712327413,0.011918739721914786,0.1963611687734975,20
slip,0.4,20,qucb,3.425,0.06455405911938296,0.007946149633620028,0.23934129832658274,20
slip,0.4,20,ei,3.625,0.06467353061946,0.04738744337821385,0.20485421457707792,20
slip,0.4,20,ucb,3.675,0.06580070994286909,0.012175636563561973,0.23498926434783335,20
slip,0.4,20,pi,4.45,0.0719132317352511,0.06525306104521207,0.23339833469364576,20
