dataset,acquisition,error_model,jitter_std,jitter_iteration,n_seeds
griewank,sobol,slip,0.01,0,5
griewank,sobol,slip,0.01,20,5
griewank,sobol,slip,0.05,0,5
griewank,sobol,slip,0.05,20,5
griewank,sobol,slip,0.15,0,5
griewank,sobol,slip,0.15,20,5
griewank,sobol,slip,0.4,0,5
griewank,sobol,slip,0.4,20,5
griewank,ucb,slip,0.01,0,5
griewank,ucb,slip,0.01,20,5
griewank,ucb,slip,0.05,0,5
griewank,ucb,slip,0.05,20,5
griewank,ucb,slip,0.15,0,5
griewank,ucb,slip,0.15,20,5
griewank,ucb,slip,0.4,0,5
griewank,ucb,slip,0.4,20,5
hartmann_3,ei,slip,0.01,0,5
hartmann_3,ei,slip,0.01,20,5
hartmann_3,ei,slip,0.05,0,5
hartmann_3,ei,slip,0.05,20,5
hartmann_3,ei,slip,0.15,0,5
hartmann_3,ei,slip,0.15,20,5
hartmann_3,ei,slip,0.4,0,5
hartmann_3,ei,slip,0.4,20,5
hartmann_3,logei,slip,0.01,0,5
hartmann_3,logei,slip,0.01,20,5
hartmann_3,logei,slip,0.05,0,5
hartmann_3,logei,slip,0.05,20,5
hartmann_3,logei,slip,0.15,0,5
hartmann_3,logei,slip,0.15,20,5
hartmann_3,logei,slip,0.4,0,5
hartmann_3,logei,slip,0.4,20,5
hartmann_3,pi,slip,0.01,0,5
hartmann_3,pi,slip,0.01,20,5
hartmann_3,pi,slip,0.05,0,5
hartmann_3,pi,slip,0.05,20,5
hartmann_3,pi,slip,0.15,0,5
hartmann_3,pi,slip,0.15,20,5
hartmann_3,pi,slip,0.4,0,5
hartmann_3,pi,slip,0.4,20,5
hartmann_3,qnei,slip,0.01,0,5
hartmann_3,qnei,slip,0.01,20,5
hartmann_3,qnei,slip,0.05,0,5
hartmann_3,qnei,slip,0.05,20,5
hartmann_3,qnei,slip,0.15,0,5
hartmann_3,qnei,slip,0.15,20,5
hartmann_3,qnei,slip,0.4,0,5
hartmann_3,qnei,slip,0.4,20,5
hartmann_3,qucb,slip,0.01,0,5
hartmann_3,qucb,slip,0.01,20,5
hartmann_3,qucb,slip,0.05,0,5
hartmann_3,qucb,slip,0.05,20,5
hartmann_3,qucb,slip,0.15,0,5
hartmann_3,qucb,slip,0.15,20,5
hartmann_3,qucb,slip,0.4,0,5
hartmann_3,qucb,slip,0.4,20,5
hartmann_3,random,slip,0.01,0,5
hartmann_3,random,slip,0.01,20,5
hartmann_3,random,slip,0.05,0,5
hartmann_3,random,slip,0.05,20,5
hartmann_3,random,slip,0.15,0,5
hartmann_3,random,slip,0.15,20,5
hartmann_3,random,slip,0.4,0,5
hartmann_3,random,slip,0.4,20,5
hartmann_3,sobol,slip,0.01,0,5
hartmann_3,sobol,slip,0.01,20,5
hartmann_3,sobol,slip,0.05,0,5
hartmann_3,sobol,slip,0.05,20,5
hartmann_3,sobol,slip,0.15,0,5
hartmann_3,sobol,slip,0.15,20,5
hartmann_3,sobol,slip,0.4,0,5
hartmann_3,sobol,slip,0.4,20,5
hartmann_3,ucb,slip,0.01,0,5
hartmann_3,ucb,slip,0.01,20,5
hartmann_3,ucb,slip,0.05,0,5
hartmann_3,ucb,slip,0.05,20,5
hartmann_3,ucb,slip,0.15,0,5
hartmann_3,ucb,slip,0.15,20,5
hartmann_3,ucb,slip,0.4,0,5
hartmann_3,ucb,slip,0.4,20,5
hartmann_6,ei,slip,0.01,0,5
hartmann_6,ei,slip,0.01,20,5
hartmann_6,ei,slip,0.05,0,5
hartmann_6,ei,slip,0.05,20,5
hartmann_6,ei,slip,0.15,0,5
hartmann_6,ei,slip,0.15,20,5
hartmann_6,ei,slip,0.4,0,5
hartmann_6,ei,slip,0.4,20,5
hartmann_6,logei,slip,0.01,0,5
hartmann_6,logei,slip,0.01,20,5
hartmann_6,logei,slip,0.05,0,5
hartmann_6,logei,slip,0.05,20,5
hartmann_6,logei,slip,0.15,0,5
hartmann_6,logei,slip,0.15,20,5
hartmann_6,logei,slip,0.4,0,5
hartmann_6,logei,slip,0.4,20,5
hartmann_6,pi,slip,0.01,0,5
hartmann_6,pi,slip,0.01,20,5
hartmann_6,pi,slip,0.05,0,5
hartmann_6,pi,slip,0.05,20,5
hartmann_6,pi,slip,0.15,0,5
hartmann_6,pi,slip,0.15,20,5
hartmann_6,pi,slip,0.4,0,5
hartmann_6,pi,slip,0.4,20,5
hartmann_6,qnei,slip,0.01,0,5
hartmann_6,qnei,slip,0.01,20,5
hartmann_6,qnei,slip,0.05,0,5
hartmann_6,qnei,slip,0.05,20,5
hartmann_6,qnei,slip,0.15,0,5
hartmann_6,qnei,slip,0.15,20,5
hartmann_6,qnei,slip,0.4,0,5
hartmann_6,qnei,slip,0.4,20,5
hartmann_6,qucb,slip,0.01,0,5
hartmann_6,qucb,slip,0.01,20,5
hartmann_6,qucb,slip,0.05,0,5
hartmann_6,qucb,slip,0.05,20,5
hartmann_6,qucb,slip,0.15,0,5
hartmann_6,qucb,slip,0.15,20,5
hartmann_6,qucb,slip,0.4,0,5
hartmann_6,qucb,slip,0.4,20,5
hartmann_6,random,slip,0.01,0,5
hartmann_6,random,slip,0.01,20,5
hartmann_6,random,slip,0.05,0,5
hartmann_6,random,slip,0.05,20,5
hartmann_6,random,slip,0.15,0,5
hartmann_6,random,slip,0.15,20,5
hartmann_6,random,slip,0.4,0,5
hartmann_6,random,slip,0.4,20,5
hartmann_6,sobol,slip,0.01,0,5
hartmann_6,sobol,slip,0.01,20,5
hartmann_6,sobol,slip,0.05,0,5
hartmann_6,sobol,slip,0.05,20,5
hartmann_6,sobol,slip,0.15,0,5
hartmann_6,sobol,slip,0.15,20,5
hartmann_6,sobol,slip,0.4,0,5
hartmann_6,sobol,slip,0.4,20,5
hartmann_6,ucb,slip,0.01,0,5
hartmann_6,ucb,slip,0.01,20,5
hartmann_6,ucb,slip,0.05,0,5
hartmann_6,ucb,slip,0.05,20,5
hartmann_6,ucb,slip,0.15,0,5
hartmann_6,ucb,slip,0.15,20,5
hartmann_6,ucb,slip,0.4,0,5
hartmann_6,ucb,slip,0.4,20,5
hicks_law,ei,slip,0.01,0,5
hicks_law,ei,slip,0.01,20,5
hicks_law,ei,slip,0.05,0,5
hicks_law,ei,slip,0.05,20,5
hicks_law,ei,slip,0.15,0,5
hicks_law,ei,slip,0.15,20,5
hicks_law,ei,slip,0.4,0,5
hicks_law,ei,slip,0.4,20,5
hicks_law,logei,slip,0.01,0,5
hicks_law,logei,slip,0.01,20,5
hicks_law,logei,slip,0.05,0,5
hicks_law,logei,slip,0.05,20,5
hicks_law,logei,slip,0.15,0,5
hicks_law,logei,slip,0.15,20,5
hicks_law,logei,slip,0.4,0,5
hicks_law,logei,slip,0.4,20,5
hicks_law,pi,slip,0.01,0,5
hicks_law,pi,slip,0.01,20,5
hicks_law,pi,slip,0.05,0,5
hicks_law,pi,slip,0.05,20,5
hicks_law,pi,slip,0.15,0,5
hicks_law,pi,slip,0.15,20,5
hicks_law,pi,slip,0.4,0,5
hicks_law,pi,slip,0.4,20,5
hicks_law,qnei,slip,0.01,0,5
hicks_law,qnei,slip,0.01,20,5
hicks_law,qnei,slip,0.05,0,5
hicks_law,qnei,slip,0.05,20,5
hicks_law,qnei,slip,0.15,0,5
hicks_law,qnei,slip,0.15,20,5
hicks_law,qnei,slip,0.4,0,5
hicks_law,qnei,slip,0.4,20,5
hicks_law,qucb,slip,0.01,0,5
hicks_law,qucb,slip,0.01,20,5
hicks_law,qucb,slip,0.05,0,5
hicks_law,qucb,slip,0.05,20,5
hicks_law,qucb,slip,0.15,0,5
hicks_law,qucb,slip,0.15,20,5
hicks_law,qucb,slip,0.4,0,5
hicks_law,qucb,slip,0.4,20,5
hicks_law,random,slip,0.01,0,5
hicks_law,random,slip,0.01,20,5
hicks_law,random,slip,0.05,0,5
hicks_law,random,slip,0.05,20,5
hicks_law,random,slip,0.15,0,5
hicks_law,random,slip,0.15,20,5
hicks_law,random,slip,0.4,0,5
hicks_law,random,slip,0.4,20,5
hicks_law,sobol,slip,0.01,0,5
hicks_law,sobol,slip,0.01,20,5
hicks_law,sobol,slip,0.05,0,5
hicks_law,sobol,slip,0.05,20,5
hicks_law,sobol,slip,0.15,0,5
hicks_law,sobol,slip,0.15,20,5
hicks_law,sobol,slip,0.4,0,5
hicks_law,sobol,slip,0.4,20,5
hicks_law,ucb,slip,0.01,0,5
hicks_law,ucb,slip,0.01,20,5
hicks_law,ucb,slip,0.05,0,5
hicks_law,ucb,slip,0.05,20,5
hicks_law,ucb,slip,0.15,0,5
hicks_law,ucb,slip,0.15,20,5
hicks_law,ucb,slip,0.4,0,5
hicks_law,ucb,slip,0.4,20,5
levy_10,ei,slip,0.01,0,5
levy_10,ei,slip,0.01,20,5
levy_10,ei,slip,0.05,0,5
levy_10,ei,slip,0.05,20,5
levy_10,ei,slip,0.15,0,5
levy_10,ei,slip,0.15,20,5
levy_10,ei,slip,0.4,0,5
levy_10,ei,slip,0.4,20,5
levy_10,logei,slip,0.01,0,5
levy_10,logei,slip,0.01,20,5
levy_10,logei,slip,0.05,0,5
levy_10,logei,slip,0.05,20,5
levy_10,logei,slip,0.15,0,5
levy_10,logei,slip,0.15,20,5
levy_10,logei,slip,0.4,0,5
levy_10,logei,slip,0.4,20,5
levy_10,pi,slip,0.01,0,5
levy_10,pi,slip,0.01,20,5
levy_10,pi,slip,0.05,0,5
levy_10,pi,slip,0.05,20,5
levy_10,pi,slip,0.15,0,5
levy_10,pi,slip,0.15,20,5
levy_10,pi,slip,0.4,0,5
levy_10,pi,slip,0.4,20,5
levy_10,qnei,slip,0.01,0,5
levy_10,qnei,slip,0.01,20,5
levy_10,qnei,slip,0.05,0,5
levy_10,qnei,slip,0.05,20,5
levy_10,qnei,slip,0.15,0,5
levy_10,qnei,slip,0.15,20,5
levy_10,qnei,slip,0.4,0,5
levy_10,qnei,slip,0.4,20,5
levy_10,qucb,slip,0.01,0,5
levy_10,qucb,slip,0.01,20,5
levy_10,qucb,slip,0.05,0,5
levy_10,qucb,slip,0.05,20,5
levy_10,qucb,slip,0.15,0,5
levy_10,qucb,slip,0.15,20,5
levy_10,qucb,slip,0.4,0,5
levy_10,qucb,slip,0.4,20,5
levy_10,random,slip,0.01,0,5
levy_10,random,slip,0.01,20,5
levy_10,random,slip,0.05,0,5
levy_10,random,slip,0.05,20,5
levy_10,random,slip,0.15,0,5
levy_10,random,slip,0.15,20,5
levy_10,random,slip,0.4,0,5
levy_10,random,slip,0.4,20,5
levy_10,sobol,slip,0.01,0,5
levy_10,sobol,slip,0.01,20,5
levy_10,sobol,slip,0.05,0,5
levy_10,sobol,slip,0.05,20,5
levy_10,sobol,slip,0.15,0,5
levy_10,sobol,slip,0.15,20,5
levy_10,sobol,slip,0.4,0,5
levy_10,sobol,slip,0.4,20,5
levy_10,ucb,slip,0.01,0,5
levy_10,ucb,slip,0.01,20,5
levy_10,ucb,slip,0.05,0,5
levy_10,ucb,slip,0.05,20,5
levy_10,ucb,slip,0.15,0,5
levy_10,ucb,slip,0.15,20,5
levy_10,ucb,slip,0.4,0,5
levy_10,ucb,slip,0.4,20,5
michalewicz,ei,slip,0.01,0,5
michalewicz,ei,slip,0.01,20,5
michalewicz,ei,slip,0.05,0,5
michalewicz,ei,slip,0.05,20,5
michalewicz,ei,slip,0.15,0,5
michalewicz,ei,slip,0.15,20,5
michalewicz,ei,slip,0.4,0,5
michalewicz,ei,slip,0.4,20,5
michalewicz,logei,slip,0.01,0,5
michalewicz,logei,slip,0.01,20,5
michalewicz,logei,slip,0.05,0,5
michalewicz,logei,slip,0.05,20,5
michalewicz,logei,slip,0.15,0,5
michalewicz,logei,slip,0.15,20,5
michalewicz,logei,slip,0.4,0,5
michalewicz,logei,slip,0.4,20,5
michalewicz,pi,slip,0.01,0,5
michalewicz,pi,slip,0.01,20,5
michalewicz,pi,slip,0.05,0,5
michalewicz,pi,slip,0.05,20,5
michalewicz,pi,slip,0.15,0,5
michalewicz,pi,slip,0.15,20,5
michalewicz,pi,slip,0.4,0,5
michalewicz,pi,slip,0.4,20,5
michalewicz,qnei,slip,0.01,0,5
michalewicz,qnei,slip,0.01,20,5
michalewicz,qnei,slip,0.05,0,5
michalewicz,qnei,slip,0.05,20,5
michalewicz,qnei,slip,0.15,0,5
michalewicz,qnei,slip,0.15,20,5
michalewicz,qnei,slip,0.4,0,5
michalewicz,qnei,slip,0.4,20,5
michalewicz,qucb,slip,0.01,0,5
michalewicz,qucb,slip,0.01,20,5
michalewicz,qucb,slip,0.05,0,5
michalewicz,qucb,slip,0.05,20,5
michalewicz,qucb,slip,0.15,0,5
michalewicz,qucb,slip,0.15,20,5
michalewicz,qucb,slip,0.4,0,5
michalewicz,qucb,slip,0.4,20,5
michalewicz,random,slip,0.01,0,5
michalewicz,random,slip,0.01,20,5
michalewicz,random,slip,0.05,0,5
michalewicz,random,slip,0.05,20,5
michalewicz,random,slip,0.15,0,5
michalewicz,random,slip,0.15,20,5
michalewicz,random,slip,0.4,0,5
michalewicz,random,slip,0.4,20,5
michalewicz,sobol,slip,0.01,0,5
michalewicz,sobol,slip,0.01,20,5
michalewicz,sobol,slip,0.05,0,5
michalewicz,sobol,slip,0.05,20,5
michalewicz,sobol,slip,0.15,0,5
michalewicz,sobol,slip,0.15,20,5
michalewicz,sobol,slip,0.4,0,5
michalewicz,sobol,slip,0.4,20,5
michalewicz,ucb,slip,0.01,0,5
michalewicz,ucb,slip,0.01,20,5
michalewicz,ucb,slip,0.05,0,5
michalewicz,ucb,slip,0.05,20,5
michalewicz,ucb,slip,0.15,0,5
michalewicz,ucb,slip,0.15,20,5
michalewicz,ucb,slip,0.4,0,5
michalewicz,ucb,slip,0.4,20,5
moving_peaks,ei,slip,0.01,0,5
moving_peaks,ei,slip,0.01,20,5
moving_peaks,ei,slip,0.05,0,5
moving_peaks,ei,slip,0.05,20,5
moving_peaks,ei,slip,0.15,0,5
moving_peaks,ei,slip,0.15,20,5
moving_peaks,ei,slip,0.4,0,5
moving_peaks,ei,slip,0.4,20,5
moving_peaks,logei,slip,0.01,0,5
moving_peaks,logei,slip,0.01,20,5
moving_peaks,logei,slip,0.05,0,5
moving_peaks,logei,slip,0.05,20,5
moving_peaks,logei,slip,0.15,0,5
moving_peaks,logei,slip,0.15,20,5
moving_peaks,logei,slip,0.4,0,5
moving_peaks,logei,slip,0.4,20,5
moving_peaks,pi,slip,0.01,0,5
moving_peaks,pi,slip,0.01,20,5
moving_peaks,pi,slip,0.05,0,5
moving_peaks,pi,slip,0.05,20,5
moving_peaks,pi,slip,0.15,0,5
moving_peaks,pi,slip,0.15,20,5
moving_peaks,pi,slip,0.4,0,5
moving_peaks,pi,slip,0.4,20,5
moving_peaks,qnei,slip,0.01,0,5
moving_peaks,qnei,slip,0.01,20,5
moving_peaks,qnei,slip,0.05,0,5
moving_peaks,qnei,slip,0.05,20,5
moving_peaks,qnei,slip,0.15,0,5
moving_peaks,qnei,slip,0.15,20,5
moving_peaks,qnei,slip,0.4,0,5
moving_peaks,qnei,slip,0.4,20,5
moving_peaks,qucb,slip,0.01,0,5
moving_peaks,qucb,slip,0.01,20,5
moving_peaks,qucb,slip,0.05,0,5
moving_peaks,qucb,slip,0.05,20,5
moving_peaks,qucb,slip,0.15,0,5
moving_peaks,qucb,slip,0.15,20,5
moving_peaks,qucb,slip,0.4,0,5
moving_peaks,qucb,slip,0.4,20,5
moving_peaks,random,slip,0.01,0,5
moving_peaks,random,slip,0.01,20,5
moving_peaks,random,slip,0.05,0,5
moving_peaks,random,slip,0.05,20,5
moving_peaks,random,slip,0.15,0,5
moving_peaks,random,slip,0.15,20,5
moving_peaks,random,slip,0.4,0,5
moving_peaks,random,slip,0.4,20,5
moving_peaks,sobol,slip,0.01,0,5
moving_peaks,sobol,slip,0.01,20,5
moving_peaks,sobol,slip,0.05,0,5
moving_peaks,sobol,slip,0.05,20,5
moving_peaks,sobol,slip,0.15,0,5
moving_peaks,sobol,slip,0.15,20,5
moving_peaks,sobol,slip,0.4,0,5
moving_peaks,sobol,slip,0.4,20,5
moving_peaks,ucb,slip,0.01,0,5
moving_peaks,ucb,slip,0.01,20,5
moving_peaks,ucb,slip,0.05,0,5
moving_peaks,ucb,slip,0.05,20,5
moving_peaks,ucb,slip,0.15,0,5
moving_peaks,ucb,slip,0.15,20,5
moving_peaks,ucb,slip,0.4,0,5
moving_peaks,ucb,slip,0.4,20,5
powell,ei,slip,0.01,0,5
powell,ei,slip,0.01,20,5
powell,ei,slip,0.05,0,5
powell,ei,slip,0.05,20,5
powell,ei,slip,0.15,0,5
powell,ei,slip,0.15,20,5
powell,ei,slip,0.4,0,5
powell,ei,slip,0.4,20,5
powell,logei,slip,0.01,0,5
powell,logei,slip,0.01,20,5
powell,logei,slip,0.05,0,5
powell,logei,slip,0.05,20,5
powell,logei,slip,0.15,0,5
powell,logei,slip,0.15,20,5
powell,logei,slip,0.4,0,5
powell,logei,slip,0.4,20,5
powell,pi,slip,0.01,0,5
powell,pi,slip,0.01,20,5
powell,pi,slip,0.05,0,5
powell,pi,slip,0.05,20,5
powell,pi,slip,0.15,0,5
powell,pi,slip,0.15,20,5
powell,pi,slip,0.4,0,5
powell,pi,slip,0.4,20,5
powell,qnei,slip,0.01,0,5
powell,qnei,slip,0.01,20,5
powell,qnei,slip,0.05,0,5
powell,qnei,slip,0.05,20,5
powell,qnei,slip,0.15,0,5
powell,qnei,slip,0.15,20,5
powell,qnei,slip,0.4,0,5
powell,qnei,slip,0.4,20,5
powell,qucb,slip,0.01,0,5
powell,qucb,slip,0.01,20,5
powell,qucb,slip,0.05,0,5
powell,qucb,slip,0.05,20,5
powell,qucb,slip,0.15,0,5
powell,qucb,slip,0.15,20,5
powell,qucb,slip,0.4,0,5
powell,qucb,slip,0.4,20,5
powell,random,slip,0.01,0,5
powell,random,slip,0.01,20,5
powell,random,slip,0.05,0,5
powell,random,slip,0.05,20,5
powell,random,slip,0.15,0,5
powell,random,slip,0.15,20,5
powell,random,slip,0.4,0,5
powell,random,slip,0.4,20,5
powell,sobol,slip,0.01,0,5
powell,sobol,slip,0.01,20,5
powell,sobol,slip,0.05,0,5
powell,sobol,slip,0.05,20,5
powell,sobol,slip,0.15,0,5
powell,sobol,slip,0.15,20,5
powell,sobol,slip,0.4,0,5
powell,sobol,slip,0.4,20,5
powell,ucb,slip,0.01,0,5
powell,ucb,slip,0.01,20,5
powell,ucb,slip,0.05,0,5
powell,ucb,slip,0.05,20,5
powell,ucb,slip,0.15,0,5
powell,ucb,slip,0.15,20,5
powell,ucb,slip,0.4,0,5
powell,ucb,slip,0.4,20,5
power_law_practice,ei,slip,0.01,0,5
power_law_practice,ei,slip,0.01,20,5
power_law_practice,ei,slip,0.05,0,5
power_law_practice,ei,slip,0.05,20,5
power_law_practice,ei,slip,0.15,0,5
power_law_practice,ei,slip,0.15,20,5
power_law_practice,ei,slip,0.4,0,5
