dataset,acquisition,error_model,jitter_std,jitter_iteration,n_seeds
power_law_practice,ei,slip,0.4,20,5
power_law_practice,logei,slip,0.01,0,5
power_law_practice,logei,slip,0.01,20,5
power_law_practice,logei,slip,0.05,0,5
power_law_practice,logei,slip,0.05,20,5
power_law_practice,logei,slip,0.15,0,5
power_law_practice,logei,slip,0.15,20,5
power_law_practice,logei,slip,0.4,0,5
power_law_practice,logei,slip,0.4,20,5
power_law_practice,pi,slip,0.01,0,5
power_law_practice,pi,slip,0.01,20,5
power_law_practice,pi,slip,0.05,0,5
power_law_practice,pi,slip,0.05,20,5
power_law_practice,pi,slip,0.15,0,5
power_law_practice,pi,slip,0.15,20,5
power_law_practice,pi,slip,0.4,0,5
power_law_practice,pi,slip,0.4,20,5
power_law_practice,qnei,slip,0.01,0,5
power_law_practice,qnei,slip,0.01,20,5
power_law_practice,qnei,slip,0.05,0,5
power_law_practice,qnei,slip,0.05,20,5
power_law_practice,qnei,slip,0.15,0,5
power_law_practice,qnei,slip,0.15,20,5
power_law_practice,qnei,slip,0.4,0,5
power_law_practice,qnei,slip,0.4,20,5
power_law_practice,qucb,slip,0.01,0,5
power_law_practice,qucb,slip,0.01,20,5
power_law_practice,qucb,slip,0.05,0,5
power_law_practice,qucb,slip,0.05,20,5
power_law_practice,qucb,slip,0.15,0,5
power_law_practice,qucb,slip,0.15,20,5
power_law_practice,qucb,slip,0.4,0,5
power_law_practice,qucb,slip,0.4,20,5
power_law_practice,random,slip,0.01,0,5
power_law_practice,random,slip,0.01,20,5
power_law_practice,random,slip,0.05,0,5
power_law_practice,random,slip,0.05,20,5
power_law_practice,random,slip,0.15,0,5
power_law_practice,random,slip,0.15,20,5
power_law_practice,random,slip,0.4,0,5
power_law_practice,random,slip,0.4,20,5
power_law_practice,sobol,slip,0.01,0,5
power_law_practice,sobol,slip,0.01,20,5
power_law_practice,sobol,slip,0.05,0,5
power_law_practice,sobol,slip,0.05,20,5
power_law_practice,sobol,slip,0.15,0,5
power_law_practice,sobol,slip,0.15,20,5
power_law_practice,sobol,slip,0.4,0,5
power_law_practice,sobol,slip,0.4,20,5
power_law_practice,ucb,slip,0.01,0,5
power_law_practice,ucb,slip,0.01,20,5
power_law_practice,ucb,slip,0.05,0,5
power_law_practice,ucb,slip,0.05,20,5
power_law_practice,ucb,slip,0.15,0,5
power_law_practice,ucb,slip,0.15,20,5
power_law_practice,ucb,slip,0.4,0,5
power_law_practice,ucb,slip,0.4,20,5
rastrigin,ei,slip,0.01,0,5
rastrigin,ei,slip,0.01,20,5
rastrigin,ei,slip,0.05,0,5
rastrigin,ei,slip,0.05,20,5
rastrigin,ei,slip,0.15,0,5
rastrigin,ei,slip,0.15,20,5
rastrigin,ei,slip,0.4,0,5
rastrigin,ei,slip,0.4,20,5
rastrigin,logei,slip,0.01,0,5
rastrigin,logei,slip,0.01,20,5
rastrigin,logei,slip,0.05,0,5
rastrigin,logei,slip,0.05,20,5
rastrigin,logei,slip,0.15,0,5
rastrigin,logei,slip,0.15,20,5
rastrigin,logei,slip,0.4,0,5
rastrigin,logei,slip,0.4,20,5
rastrigin,pi,slip,0.01,0,5
rastrigin,pi,slip,0.01,20,5
rastrigin,pi,slip,0.05,0,5
rastrigin,pi,slip,0.05,20,5
rastrigin,pi,slip,0.15,0,5
rastrigin,pi,slip,0.15,20,5
rastrigin,pi,slip,0.4,0,5
rastrigin,pi,slip,0.4,20,5
rastrigin,qnei,slip,0.01,0,5
rastrigin,qnei,slip,0.01,20,5
rastrigin,qnei,slip,0.05,0,5
rastrigin,qnei,slip,0.05,20,5
rastrigin,qnei,slip,0.15,0,5
rastrigin,qnei,slip,0.15,20,5
rastrigin,qnei,slip,0.4,0,5
rastrigin,qnei,slip,0.4,20,5
rastrigin,qucb,slip,0.01,0,5
rastrigin,qucb,slip,0.01,20,5
rastrigin,qucb,slip,0.05,0,5
rastrigin,qucb,slip,0.05,20,5
rastrigin,qucb,slip,0.15,0,5
rastrigin,qucb,slip,0.15,20,5
rastrigin,qucb,slip,0.4,0,5
rastrigin,qucb,slip,0.4,20,5
rastrigin,random,slip,0.01,0,5
rastrigin,random,slip,0.01,20,5
rastrigin,random,slip,0.05,0,5
rastrigin,random,slip,0.05,20,5
rastrigin,random,slip,0.15,0,5
rastrigin,random,slip,0.15,20,5
rastrigin,random,slip,0.4,0,5
rastrigin,random,slip,0.4,20,5
rastrigin,sobol,slip,0.01,0,5
rastrigin,sobol,slip,0.01,20,5
rastrigin,sobol,slip,0.05,0,5
rastrigin,sobol,slip,0.05,20,5
rastrigin,sobol,slip,0.15,0,5
rastrigin,sobol,slip,0.15,20,5
rastrigin,sobol,slip,0.4,0,5
rastrigin,sobol,slip,0.4,20,5
rastrigin,ucb,slip,0.01,0,5
rastrigin,ucb,slip,0.01,20,5
rastrigin,ucb,slip,0.05,0,5
rastrigin,ucb,slip,0.05,20,5
rastrigin,ucb,slip,0.15,0,5
rastrigin,ucb,slip,0.15,20,5
rastrigin,ucb,slip,0.4,0,5
rastrigin,ucb,slip,0.4,20,5
rosenbrock,ei,slip,0.01,0,5
rosenbrock,ei,slip,0.01,20,5
rosenbrock,ei,slip,0.05,0,5
rosenbrock,ei,slip,0.05,20,5
rosenbrock,ei,slip,0.15,0,5
rosenbrock,ei,slip,0.15,20,5
rosenbrock,ei,slip,0.4,0,5
rosenbrock,ei,slip,0.4,20,5
rosenbrock,logei,slip,0.01,0,5
rosenbrock,logei,slip,0.01,20,5
rosenbrock,logei,slip,0.05,0,5
rosenbrock,logei,slip,0.05,20,5
rosenbrock,logei,slip,0.15,0,5
rosenbrock,logei,slip,0.15,20,5
rosenbrock,logei,slip,0.4,0,5
rosenbrock,logei,slip,0.4,20,5
rosenbrock,pi,slip,0.01,0,5
rosenbrock,pi,slip,0.01,20,5
rosenbrock,pi,slip,0.05,0,5
rosenbrock,pi,slip,0.05,20,5
rosenbrock,pi,slip,0.15,0,5
rosenbrock,pi,slip,0.15,20,5
rosenbrock,pi,slip,0.4,0,5
rosenbrock,pi,slip,0.4,20,5
rosenbrock,qnei,slip,0.01,0,5
rosenbrock,qnei,slip,0.01,20,5
rosenbrock,qnei,slip,0.05,0,5
rosenbrock,qnei,slip,0.05,20,5
rosenbrock,qnei,slip,0.15,0,5
rosenbrock,qnei,slip,0.15,20,5
rosenbrock,qnei,slip,0.4,0,5
rosenbrock,qnei,slip,0.4,20,5
rosenbrock,qucb,slip,0.01,0,5
rosenbrock,qucb,slip,0.01,20,5
rosenbrock,qucb,slip,0.05,0,5
rosenbrock,qucb,slip,0.05,20,5
rosenbrock,qucb,slip,0.15,0,5
rosenbrock,qucb,slip,0.15,20,5
rosenbrock,qucb,slip,0.4,0,5
rosenbrock,qucb,slip,0.4,20,5
rosenbrock,random,slip,0.01,0,5
rosenbrock,random,slip,0.01,20,5
rosenbrock,random,slip,0.05,0,5
rosenbrock,random,slip,0.05,20,5
rosenbrock,random,slip,0.15,0,5
rosenbrock,random,slip,0.15,20,5
rosenbrock,random,slip,0.4,0,5
rosenbrock,random,slip,0.4,20,5
rosenbrock,sobol,slip,0.01,0,5
rosenbrock,sobol,slip,0.01,20,5
rosenbrock,sobol,slip,0.05,0,5
rosenbrock,sobol,slip,0.05,20,5
rosenbrock,sobol,slip,0.15,0,5
rosenbrock,sobol,slip,0.15,20,5
rosenbrock,sobol,slip,0.4,0,5
rosenbrock,sobol,slip,0.4,20,5
rosenbrock,ucb,slip,0.01,0,5
rosenbrock,ucb,slip,0.01,20,5
rosenbrock,ucb,slip,0.05,0,5
rosenbrock,ucb,slip,0.05,20,5
rosenbrock,ucb,slip,0.15,0,5
rosenbrock,ucb,slip,0.15,20,5
rosenbrock,ucb,slip,0.4,0,5
rosenbrock,ucb,slip,0.4,20,5
schwefel,ei,slip,0.01,0,5
schwefel,ei,slip,0.01,20,5
schwefel,ei,slip,0.05,0,5
schwefel,ei,slip,0.05,20,5
schwefel,ei,slip,0.15,0,5
schwefel,ei,slip,0.15,20,5
schwefel,ei,slip,0.4,0,5
schwefel,ei,slip,0.4,20,5
schwefel,logei,slip,0.01,0,5
schwefel,logei,slip,0.01,20,5
schwefel,logei,slip,0.05,0,5
schwefel,logei,slip,0.05,20,5
schwefel,logei,slip,0.15,0,5
schwefel,logei,slip,0.15,20,5
schwefel,logei,slip,0.4,0,5
schwefel,logei,slip,0.4,20,5
schwefel,pi,slip,0.01,0,5
schwefel,pi,slip,0.01,20,5
schwefel,pi,slip,0.05,0,5
schwefel,pi,slip,0.05,20,5
schwefel,pi,slip,0.15,0,5
schwefel,pi,slip,0.15,20,5
schwefel,pi,slip,0.4,0,5
schwefel,pi,slip,0.4,20,5
schwefel,qnei,slip,0.01,0,5
schwefel,qnei,slip,0.01,20,5
schwefel,qnei,slip,0.05,0,5
schwefel,qnei,slip,0.05,20,5
schwefel,qnei,slip,0.15,0,5
schwefel,qnei,slip,0.15,20,5
schwefel,qnei,slip,0.4,0,5
schwefel,qnei,slip,0.4,20,5
schwefel,qucb,slip,0.01,0,5
schwefel,qucb,slip,0.01,20,5
schwefel,qucb,slip,0.05,0,5
schwefel,qucb,slip,0.05,20,5
schwefel,qucb,slip,0.15,0,5
schwefel,qucb,slip,0.15,20,5
schwefel,qucb,slip,0.4,0,5
schwefel,qucb,slip,0.4,20,5
schwefel,random,slip,0.01,0,5
schwefel,random,slip,0.01,20,5
schwefel,random,slip,0.05,0,5
schwefel,random,slip,0.05,20,5
schwefel,random,slip,0.15,0,5
schwefel,random,slip,0.15,20,5
schwefel,random,slip,0.4,0,5
schwefel,random,slip,0.4,20,5
schwefel,sobol,slip,0.01,0,5
schwefel,sobol,slip,0.01,20,5
schwefel,sobol,slip,0.05,0,5
schwefel,sobol,slip,0.05,20,5
schwefel,sobol,slip,0.15,0,5
schwefel,sobol,slip,0.15,20,5
schwefel,sobol,slip,0.4,0,5
schwefel,sobol,slip,0.4,20,5
schwefel,ucb,slip,0.01,0,5
schwefel,ucb,slip,0.01,20,5
schwefel,ucb,slip,0.05,0,5
schwefel,ucb,slip,0.05,20,5
schwefel,ucb,slip,0.15,0,5
schwefel,ucb,slip,0.15,20,5
schwefel,ucb,slip,0.4,0,5
schwefel,ucb,slip,0.4,20,5
shekel,ei,slip,0.01,0,5
shekel,ei,slip,0.01,20,5
shekel,ei,slip,0.05,0,5
shekel,ei,slip,0.05,20,5
shekel,ei,slip,0.15,0,5
shekel,ei,slip,0.15,20,5
shekel,ei,slip,0.4,0,5
shekel,ei,slip,0.4,20,5
shekel,logei,slip,0.01,0,5
shekel,logei,slip,0.01,20,5
shekel,logei,slip,0.05,0,5
shekel,logei,slip,0.05,20,5
shekel,logei,slip,0.15,0,5
shekel,logei,slip,0.15,20,5
shekel,logei,slip,0.4,0,5
shekel,logei,slip,0.4,20,5
shekel,pi,slip,0.01,0,5
shekel,pi,slip,0.01,20,5
shekel,pi,slip,0.05,0,5
shekel,pi,slip,0.05,20,5
shekel,pi,slip,0.15,0,5
shekel,pi,slip,0.15,20,5
shekel,pi,slip,0.4,0,5
shekel,pi,slip,0.4,20,5
shekel,qnei,slip,0.01,0,5
shekel,qnei,slip,0.01,20,5
shekel,qnei,slip,0.05,0,5
shekel,qnei,slip,0.05,20,5
shekel,qnei,slip,0.15,0,5
shekel,qnei,slip,0.15,20,5
shekel,qnei,slip,0.4,0,5
shekel,qnei,slip,0.4,20,5
shekel,qucb,slip,0.01,0,5
shekel,qucb,slip,0.01,20,5
shekel,qucb,slip,0.05,0,5
shekel,qucb,slip,0.05,20,5
shekel,qucb,slip,0.15,0,5
shekel,qucb,slip,0.15,20,5
shekel,qucb,slip,0.4,0,5
shekel,qucb,slip,0.4,20,5
shekel,random,slip,0.01,0,5
shekel,random,slip,0.01,20,5
shekel,random,slip,0.05,0,5
shekel,random,slip,0.05,20,5
shekel,random,slip,0.15,0,5
shekel,random,slip,0.15,20,5
shekel,random,slip,0.4,0,5
shekel,random,slip,0.4,20,5
shekel,sobol,slip,0.01,0,5
shekel,sobol,slip,0.01,20,5
shekel,sobol,slip,0.05,0,5
shekel,sobol,slip,0.05,20,5
shekel,sobol,slip,0.15,0,5
shekel,sobol,slip,0.15,20,5
shekel,sobol,slip,0.4,0,5
shekel,sobol,slip,0.4,20,5
shekel,ucb,slip,0.01,0,5
shekel,ucb,slip,0.01,20,5
shekel,ucb,slip,0.05,0,5
shekel,ucb,slip,0.05,20,5
shekel,ucb,slip,0.15,0,5
shekel,ucb,slip,0.15,20,5
shekel,ucb,slip,0.4,0,5
shekel,ucb,slip,0.4,20,5
steering_law,ei,slip,0.01,0,5
steering_law,ei,slip,0.01,20,5
steering_law,ei,slip,0.05,0,5
steering_law,ei,slip,0.05,20,5
steering_law,ei,slip,0.15,0,5
steering_law,ei,slip,0.15,20,5
steering_law,ei,slip,0.4,0,5
steering_law,ei,slip,0.4,20,5
steering_law,logei,slip,0.01,0,5
steering_law,logei,slip,0.01,20,5
steering_law,logei,slip,0.05,0,5
steering_law,logei,slip,0.05,20,5
steering_law,logei,slip,0.15,0,5
steering_law,logei,slip,0.15,20,5
steering_law,logei,slip,0.4,0,5
steering_law,logei,slip,0.4,20,5
steering_law,pi,slip,0.01,0,5
steering_law,pi,slip,0.01,20,5
steering_law,pi,slip,0.05,0,5
steering_law,pi,slip,0.05,20,5
steering_law,pi,slip,0.15,0,5
steering_law,pi,slip,0.15,20,5
steering_law,pi,slip,0.4,0,5
steering_law,pi,slip,0.4,20,5
steering_law,qnei,slip,0.01,0,5
steering_law,qnei,slip,0.01,20,5
steering_law,qnei,slip,0.05,0,5
steering_law,qnei,slip,0.05,20,5
steering_law,qnei,slip,0.15,0,5
steering_law,qnei,slip,0.15,20,5
steering_law,qnei,slip,0.4,0,5
steering_law,qnei,slip,0.4,20,5
steering_law,qucb,slip,0.01,0,5
steering_law,qucb,slip,0.01,20,5
steering_law,qucb,slip,0.05,0,5
steering_law,qucb,slip,0.05,20,5
steering_law,qucb,slip,0.15,0,5
steering_law,qucb,slip,0.15,20,5
steering_law,qucb,slip,0.4,0,5
steering_law,qucb,slip,0.4,20,5
steering_law,random,slip,0.01,0,5
steering_law,random,slip,0.01,20,5
steering_law,random,slip,0.05,0,5
steering_law,random,slip,0.05,20,5
steering_law,random,slip,0.15,0,5
steering_law,random,slip,0.15,20,5
steering_law,random,slip,0.4,0,5
steering_law,random,slip,0.4,20,5
steering_law,sobol,slip,0.01,0,5
steering_law,sobol,slip,0.01,20,5
steering_law,sobol,slip,0.05,0,5
steering_law,sobol,slip,0.05,20,5
steering_law,sobol,slip,0.15,0,5
steering_law,sobol,slip,0.15,20,5
steering_law,sobol,slip,0.4,0,5
steering_law,sobol,slip,0.4,20,5
steering_law,ucb,slip,0.01,0,5
steering_law,ucb,slip,0.01,20,5
steering_law,ucb,slip,0.05,0,5
steering_law,ucb,slip,0.05,20,5
steering_law,ucb,slip,0.15,0,5
steering_law,ucb,slip,0.15,20,5
steering_law,ucb,slip,0.4,0,5
steering_law,ucb,slip,0.4,20,5
stevens,ei,slip,0.01,0,5
stevens,ei,slip,0.01,20,5
stevens,ei,slip,0.05,0,5
stevens,ei,slip,0.05,20,5
stevens,ei,slip,0.15,0,5
stevens,ei,slip,0.15,20,5
stevens,ei,slip,0.4,0,5
stevens,ei,slip,0.4,20,5
stevens,logei,slip,0.01,0,5
stevens,logei,slip,0.01,20,5
stevens,logei,slip,0.05,0,5
stevens,logei,slip,0.05,20,5
stevens,logei,slip,0.15,0,5
stevens,logei,slip,0.15,20,5
stevens,logei,slip,0.4,0,5
stevens,logei,slip,0.4,20,5
stevens,pi,slip,0.01,0,5
stevens,pi,slip,0.01,20,5
stevens,pi,slip,0.05,0,5
stevens,pi,slip,0.05,20,5
stevens,pi,slip,0.15,0,5
stevens,pi,slip,0.15,20,5
stevens,pi,slip,0.4,0,5
stevens,pi,slip,0.4,20,5
stevens,qnei,slip,0.01,0,5
stevens,qnei,slip,0.01,20,5
stevens,qnei,slip,0.05,0,5
stevens,qnei,slip,0.05,20,5
stevens,qnei,slip,0.15,0,5
stevens,qnei,slip,0.15,20,5
stevens,qnei,slip,0.4,0,5
stevens,qnei,slip,0.4,20,5
stevens,qucb,slip,0.01,0,5
stevens,qucb,slip,0.01,20,5
stevens,qucb,slip,0.05,0,5
stevens,qucb,slip,0.05,20,5
stevens,qucb,slip,0.15,0,5
stevens,qucb,slip,0.15,20,5
stevens,qucb,slip,0.4,0,5
stevens,qucb,slip,0.4,20,5
stevens,random,slip,0.01,0,5
stevens,random,slip,0.01,20,5
stevens,random,slip,0.05,0,5
stevens,random,slip,0.05,20,5
stevens,random,slip,0.15,0,5
stevens,random,slip,0.15,20,5
stevens,random,slip,0.4,0,5
stevens,random,slip,0.4,20,5
stevens,sobol,slip,0.01,0,5
stevens,sobol,slip,0.01,20,5
stevens,sobol,slip,0.05,0,5
stevens,sobol,slip,0.05,20,5
stevens,sobol,slip,0.15,0,5
stevens,sobol,slip,0.15,20,5
stevens,sobol,slip,0.4,0,5
stevens,sobol,slip,0.4,20,5
stevens,ucb,slip,0.01,0,5
stevens,ucb,slip,0.01,20,5
stevens,ucb,slip,0.05,0,5
stevens,ucb,slip,0.05,20,5
stevens,ucb,slip,0.15,0,5
stevens,ucb,slip,0.15,20,5
stevens,ucb,slip,0.4,0,5
stevens,ucb,slip,0.4,20,5
weber_fechner,ei,slip,0.01,0,5
weber_fechner,ei,slip,0.01,20,5
weber_fechner,ei,slip,0.05,0,5
weber_fechner,ei,slip,0.05,20,5
weber_fechner,ei,slip,0.15,0,5
weber_fechner,ei,slip,0.15,20,5
weber_fechner,ei,slip,0.4,0,5
weber_fechner,ei,slip,0.4,20,5
weber_fechner,logei,slip,0.01,0,5
weber_fechner,logei,slip,0.01,20,5
weber_fechner,logei,slip,0.05,0,5
weber_fechner,logei,slip,0.05,20,5
weber_fechner,logei,slip,0.15,0,5
weber_fechner,logei,slip,0.15,20,5
weber_fechner,logei,slip,0.4,0,5
weber_fechner,logei,slip,0.4,20,5
weber_fechner,pi,slip,0.01,0,5
weber_fechner,pi,slip,0.01,20,5
weber_fechner,pi,slip,0.05,0,5
weber_fechner,pi,slip,0.05,20,5
weber_fechner,pi,slip,0.15,0,5
weber_fechner,pi,slip,0.15,20,5
weber_fechner,pi,slip,0.4,0,5
weber_fechner,pi,slip,0.4,20,5
weber_fechner,qnei,slip,0.01,0,5
weber_fechner,qnei,slip,0.01,20,5
weber_fechner,qnei,slip,0.05,0,5
weber_fechner,qnei,slip,0.05,20,5
weber_fechner,qnei,slip,0.15,0,5
weber_fechner,qnei,slip,0.15,20,5
weber_fechner,qnei,slip,0.4,0,5
weber_fechner,qnei,slip,0.4,20,5
weber_fechner,qucb,slip,0.01,0,5
weber_fechner,qucb,slip,0.01,20,5
weber_fechner,qucb,slip,0.05,0,5
weber_fechner,qucb,slip,0.05,20,5
weber_fechner,qucb,slip,0.15,0,5
weber_fechner,qucb,slip,0.15,20,5
weber_fechner,qucb,slip,0.4,0,5
weber_fechner,qucb,slip,0.4,20,5
weber_fechner,random,slip,0.01,0,5
weber_fechner,random,slip,0.01,20,5
weber_fechner,random,slip,0.05,0,5
weber_fechner,random,slip,0.05,20,5
weber_fechner,random,slip,0.15,0,5
weber_fechner,random,slip,0.15,20,5
weber_fechner,random,slip,0.4,0,5
weber_fechner,random,slip,0.4,20,5
weber_fechner,sobol,slip,0.01,0,5
weber_fechner,sobol,slip,0.01,20,5
weber_fechner,sobol,slip,0.05,0,5
weber_fechner,sobol,slip,0.05,20,5
weber_fechner,sobol,slip,0.15,0,5
weber_fechner,sobol,slip,0.15,20,5
weber_fechner,sobol,slip,0.4,0,5
weber_fechner,sobol,slip,0.4,20,5
weber_fechner,ucb,slip,0.01,0,5
weber_fechner,ucb,slip,0.01,20,5
weber_fechner,ucb,slip,0.05,0,5
weber_fechner,ucb,slip,0.05,20,5
weber_fechner,ucb,slip,0.15,0,5
weber_fechner,ucb,slip,0.15,20,5
weber_fechner,ucb,slip,0.4,0,5
weber_fechner,ucb,slip,0.4,20,5
yerkes_dodson,ei,slip,0.01,0,5
yerkes_dodson,ei,slip,0.01,20,5
yerkes_dodson,ei,slip,0.05,0,5
yerkes_dodson,ei,slip,0.05,20,5
yerkes_dodson,ei,slip,0.15,0,5
yerkes_dodson,ei,slip,0.15,20,5
yerkes_dodson,ei,slip,0.4,0,5
yerkes_dodson,ei,slip,0.4,20,5
yerkes_dodson,logei,slip,0.01,0,5
yerkes_dodson,logei,slip,0.01,20,5
yerkes_dodson,logei,slip,0.05,0,5
yerkes_dodson,logei,slip,0.05,20,5
yerkes_dodson,logei,slip,0.15,0,5
yerkes_dodson,logei,slip,0.15,20,5
yerkes_dodson,logei,slip,0.4,0,5
yerkes_dodson,logei,slip,0.4,20,5
yerkes_dodson,pi,slip,0.01,0,5
yerkes_dodson,pi,slip,0.01,20,5
yerkes_dodson,pi,slip,0.05,0,5
yerkes_dodson,pi,slip,0.05,20,5
yerkes_dodson,pi,slip,0.15,0,5
yerkes_dodson,pi,slip,0.15,20,5
yerkes_dodson,pi,slip,0.4,0,5
yerkes_dodson,pi,slip,0.4,20,5
yerkes_dodson,qnei,slip,0.01,0,5
yerkes_dodson,qnei,slip,0.01,20,5
yerkes_dodson,qnei,slip,0.05,0,5
yerkes_dodson,qnei,slip,0.05,20,5
yerkes_dodson,qnei,slip,0.15,0,5
yerkes_dodson,qnei,slip,0.15,20,5
yerkes_dodson,qnei,slip,0.4,0,5
yerkes_dodson,qnei,slip,0.4,20,5
yerkes_dodson,qucb,slip,0.01,0,5
yerkes_dodson,qucb,slip,0.01,20,5
yerkes_dodson,qucb,slip,0.05,0,5
yerkes_dodson,qucb,slip,0.05,20,5
yerkes_dodson,qucb,slip,0.15,0,5
yerkes_dodson,qucb,slip,0.15,20,5
yerkes_dodson,qucb,slip,0.4,0,5
yerkes_dodson,qucb,slip,0.4,20,5
yerkes_dodson,random,slip,0.01,0,5
yerkes_dodson,random,slip,0.01,20,5
yerkes_dodson,random,slip,0.05,0,5
yerkes_dodson,random,slip,0.05,20,5
yerkes_dodson,random,slip,0.15,0,5
yerkes_dodson,random,slip,0.15,20,5
yerkes_dodson,random,slip,0.4,0,5
yerkes_dodson,random,slip,0.4,20,5
yerkes_dodson,sobol,slip,0.01,0,5
yerkes_dodson,sobol,slip,0.01,20,5
yerkes_dodson,sobol,slip,0.05,0,5
yerkes_dodson,sobol,slip,0.05,20,5
yerkes_dodson,sobol,slip,0.15,0,5
yerkes_dodson,sobol,slip,0.15,20,5
yerkes_dodson,sobol,slip,0.4,0,5
yerkes_dodson,sobol,slip,0.4,20,5
yerkes_dodson,ucb,slip,0.01,0,5
yerkes_dodson,ucb,slip,0.01,20,5
yerkes_dodson,ucb,slip,0.05,0,5
yerkes_dodson,ucb,slip,0.05,20,5
yerkes_dodson,ucb,slip,0.15,0,5
yerkes_dodson,ucb,slip,0.15,20,5
yerkes_dodson,ucb,slip,0.4,0,5
yerkes_dodson,ucb,slip,0.4,20,5
