acquisition,dataset,max_abs_excess_auc,max_abs_excess_final,runs
random,ackley,177.38709157325877,4.28082775687713,40
random,branin,5.855503190108077,0.1024780033731363,40
random,eggholder,42.594362063157,1.2692276607243311,40
random,griewank,60.43584044807079,1.1346212321332594,40
random,hartmann_3,39.90452561700155,0.945984691888113,40
random,hartmann_6,91.30258970260974,3.052465720016923,40
random,hicks_law,95.6572720620296,2.500803539486783,40
random,levy_10,84.23791195610762,1.4204288419249147,40
random,michalewicz,83.42890222076198,2.718830559043653,40
random,moving_peaks,37.3607227860068,0.7186509992680137,40
random,powell,7.379196424419609,0.0181950237922535,40
random,power_law_practice,22.467822552612297,0.5351655090026728,40
random,rastrigin,45.191696440163255,1.585419210379332,40
random,rosenbrock,10.91186649520762,0.057479754272911,40
random,schwefel,47.45750418524925,1.3297535468184356,40
random,shekel,328.130732670988,6.169983517481505,40
random,steering_law,13.271523090331058,0.2693295950217339,40
random,stevens,30.225045439452188,1.0220876929268996,40
random,weber_fechner,20.467398029701293,0.5240466005240296,40
random,yerkes_dodson,45.59718097422042,0.9092509559000836,40
sobol,ackley,98.60306577456038,3.242441632054316,40
sobol,branin,17.135630604207233,0.1409882565518339,40
sobol,eggholder,65.67584544943114,1.4010717069533114,40
sobol,griewank,51.822415069772106,1.041693454934894,40
sobol,hartmann_3,62.12494692760848,1.420834555413872,40
sobol,hartmann_6,153.65610425754838,4.528878593743409,40
sobol,hicks_law,75.82599731787462,1.4943249894431696,40
sobol,levy_10,113.70566941159608,1.625918137438204,40
sobol,michalewicz,134.8897789849637,2.1517496939489678,40
sobol,moving_peaks,35.9179666427983,0.5040761951124759,40
sobol,powell,7.13988853612894,0.0696254120201574,40
sobol,power_law_practice,15.729746420624316,0.3538412570364511,40
sobol,rastrigin,58.907367058625226,1.4474819546648048,40
sobol,rosenbrock,8.853686898237209,0.0535272226187019,40
sobol,schwefel,57.78154065747755,0.982202250135638,40
sobol,shekel,342.51513665815537,7.444706646589282,40
sobol,steering_law,10.71173890362154,0.1400783283628219,40
sobol,stevens,24.781927497673635,0.706035264458564,40
sobol,weber_fechner,12.275812830818383,0.3340463221643921,40
sobol,yerkes_dodson,57.993008073711096,0.8911595485416732,40
