model,term,coefficient,ci_low,ci_high,p_bootstrap,bootstrap_reps_used,r_squared,n_cells,n_clusters,p_fdr
primary,const,0.6589156987794296,0.28485801718168957,0.898967083798729,0.001,2000,0.5694185202973251,160,20,
primary,log_noise,0.40319098244956775,0.11883357105703425,0.7660573979643617,0.0005,2000,0.5694185202973251,160,20,0.0025
primary,dim,-0.023492762710435062,-0.7559733931601004,0.2661419469955677,0.84,2000,0.5694185202973251,160,20,0.926
primary,log_opt_z,0.993852431310286,0.10861710869715453,1.313141164583491,0.002,2000,0.5694185202973251,160,20,0.005
primary,ruggedness,-0.013397917192286692,-0.5088252092448527,0.5562437078415118,0.926,2000,0.5694185202973251,160,20,0.926
primary,log_tail_ratio,0.2745735352842463,-0.02598834166167076,0.6838461475870308,0.088,2000,0.5694185202973251,160,20,0.14666666666666667
primary,onset_20,-0.1828037837612888,-0.27872523336523514,-0.098817184974321,0.0005,2000,0.5694185202973251,160,20,
sensitivity,const,0.6589156987794302,0.302639786264301,0.9138433480143471,0.001,2000,0.637585232212953,160,20,
sensitivity,log_noise,0.403190982449569,0.11883357105703164,0.7660573979643618,0.0005,2000,0.637585232212953,160,20,0.0035
sensitivity,dim,-0.0009018792953476365,-0.3758868949773151,0.34771291573402957,0.712,2000,0.637585232212953,160,20,0.8306666666666667
sensitivity,log_opt_z,1.9531362556377891,-0.07685107421001873,2.758216112554725,0.084,2000,0.637585232212953,160,20,0.29400000000000004
sensitivity,ruggedness,0.0752421745726417,-0.1993842243505837,0.5384738732632081,0.394,2000,0.637585232212953,160,20,0.5516
sensitivity,log_tail_ratio,0.1525565836181832,-0.11495881587716632,0.5150597064961414,0.29,2000,0.637585232212953,160,20,0.5075
sensitivity,log_sparsity,0.8723787734214359,-0.16099652218637478,1.3568153781935113,0.158,2000,0.637585232212953,160,20,0.3686666666666667
sensitivity,skew,-0.23077674831678946,-1.1043551614700986,0.6566257055320722,0.847,2000,0.637585232212953,160,20,0.847
sensitivity,onset_20,-0.18280378376129036,-0.2787252333652365,-0.09881718497432232,0.0005,2000,0.637585232212953,160,20,
