dataset,objective,acquisition,baseline,error_model,jitter_iteration,jitter_std,oracle_model,delta_l2_mean,delta_l2_std,final_simple_regret_mean,final_simple_regret_std,final_cum_regret_mean,final_cum_regret_std,final_avg_regret_mean,final_avg_regret_std,auc_simple_regret_mean,auc_simple_regret_std,runs
opticarvis,composite,logei,False,gaussian,0,0.007815,extra_trees,1.705241476396143,0.3307660162810941,0.20360919820919973,0.03294499237581169,18.670625430491206,2.360964451128299,0.3734125086098242,0.04721928902256598,14.380222372544665,1.5227532227829215,10
opticarvis,composite,logei,False,gaussian,0,0.039076,extra_trees,1.705241476396143,0.3307660162810941,0.2056570547353896,0.052347550654323644,17.624829844963593,1.7444614942157797,0.3524965968992718,0.03488922988431559,13.893572938853756,2.1430513619489657,10
opticarvis,composite,logei,False,gaussian,0,0.156303,extra_trees,1.705241476396143,0.3307660162810941,0.28398491594825015,0.08651266117009307,21.559146585170048,4.823552921305427,0.43118293170340094,0.09647105842610854,16.417712986712804,3.4317412136202976,10
opticarvis,composite,logei,False,gaussian,0,0.781517,extra_trees,1.705241476396143,0.3307660162810941,0.32856106769773563,0.08317532992237628,27.268116126329016,5.507867317752491,0.5453623225265802,0.11015734635504983,17.03494717493971,3.4837241096499736,10
opticarvis,composite,logei,False,gaussian,20,0.007815,extra_trees,0.9792009552290765,0.29259249987925234,0.1915404236954583,0.032796736898908434,17.880764071305105,1.3453039186927098,0.3576152814261021,0.026906078373854204,13.918123489646979,1.3474000597093652,10
opticarvis,composite,logei,False,gaussian,20,0.039076,extra_trees,0.8787512131256566,0.2662213684597315,0.22963966227445537,0.03567917007353218,18.321366306683654,1.5710083419633674,0.3664273261336731,0.03142016683926735,14.442450942574173,1.6421780792235576,10
opticarvis,composite,logei,False,gaussian,20,0.156303,extra_trees,0.9321908172366822,0.2846484909065571,0.26314004358296117,0.039664056905158035,18.820058237308462,2.1044828873712174,0.3764011647461692,0.04208965774742435,14.864689814846097,1.783537454044848,10
opticarvis,composite,logei,False,gaussian,20,0.781517,extra_trees,0.5627536782877337,0.4040196871800301,0.28149208536833653,0.047259566773943044,20.841956517361886,2.056948067759749,0.4168391303472377,0.041138961355194965,15.374225533571822,1.9623964720900837,10
opticarvis,composite,logei,True,none,0,0.0,extra_trees,1.705241476396143,0.3307660162810941,0.18843720067741007,0.03739440372190009,18.007979159792818,1.4134873982566334,0.3601595831958563,0.02826974796513268,14.089761758045645,1.6247179143409476,10
opticarvis,composite,logei,True,none,20,0.0,extra_trees,0.842925894030922,0.2902035204501616,0.18843720067741007,0.03739440372190009,18.007979159792818,1.4134873982566334,0.3601595831958563,0.02826974796513268,14.089761758045645,1.6247179143409476,10
opticarvis,composite,qnei,False,gaussian,0,0.007815,extra_trees,1.705241476396143,0.3307660162810941,0.21787899979650072,0.03199234093882246,18.08252570551568,1.5803172767734857,0.36165051411031357,0.0316063455354697,14.279091395313017,1.4856992046812407,10
opticarvis,composite,qnei,False,gaussian,0,0.039076,extra_trees,1.705241476396143,0.3307660162810941,0.2088751965472811,0.03217342184756763,17.55481381561138,1.9791558510149827,0.35109627631222756,0.03958311702029966,13.71827491015203,1.7234177519959395,10
opticarvis,composite,qnei,False,gaussian,0,0.156303,extra_trees,1.705241476396143,0.3307660162810941,0.2846977531033791,0.059550672519221824,22.72380060365318,2.3151928532205193,0.45447601207306365,0.04630385706441036,16.39356160887666,2.5738018280748642,10
opticarvis,composite,qnei,False,gaussian,0,0.781517,extra_trees,1.705241476396143,0.3307660162810941,0.3269683820194192,0.04579260339836678,25.96075777237262,4.030544589629475,0.5192151554474524,0.08061089179258951,17.498632488467244,2.4732698878548347,10
opticarvis,composite,qnei,False,gaussian,20,0.007815,extra_trees,0.7826226706204039,0.3269548574101919,0.19970242572242664,0.03703485622437727,17.89128026144606,1.4904453347003945,0.35782560522892115,0.02980890669400791,14.116562910253766,1.5452070605013806,10
opticarvis,composite,qnei,False,gaussian,20,0.039076,extra_trees,0.853532589275883,0.2997759763967909,0.20410665420228039,0.023460099186361758,17.733389399153907,1.7692866034628072,0.35466778798307813,0.03538573206925616,14.28079464420269,1.5686467886976387,10
opticarvis,composite,qnei,False,gaussian,20,0.156303,extra_trees,0.6850162949735749,0.3500740844420475,0.24601449489553726,0.04508301198004677,19.11361813465208,1.946742815560574,0.3822723626930416,0.03893485631121148,14.835815989504146,1.7514869578980024,10
opticarvis,composite,qnei,False,gaussian,20,0.781517,extra_trees,1.0065063426822773,0.46668743451711336,0.2775689724935567,0.03134686303268991,21.693560425874093,2.572162077507437,0.43387120851748184,0.05144324155014874,15.403128162917763,1.474423806983196,10
opticarvis,composite,qnei,True,none,0,0.0,extra_trees,1.705241476396143,0.3307660162810941,0.1898443268382858,0.0538529682298971,17.625134609945185,1.9029315322978526,0.35250269219890373,0.038058630645957034,13.827395882416633,1.891700809681658,10
opticarvis,composite,qnei,True,none,20,0.0,extra_trees,0.7391506146528596,0.23092490109818004,0.1898443268382858,0.0538529682298971,17.625134609945185,1.9029315322978526,0.35250269219890373,0.038058630645957034,13.827395882416633,1.891700809681658,10
