iteration,Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.22520718999059186,0.30016628491122543,0.8735534453962619,0.005265304565574724,0.8212284183827663,0.7970694287520462,0.4679349528437208,0.3030324268193135,0.2784256121007733,0.2548695876541246,0.4450763058826466,0.5045482589579533,0.5534973520744925,0.1325821759259255,0.1325821759259255,False,0.0,qnei,0.0,False,7,5f71634f-3107-42c7-986f-fb2554814265,gaussian,0.039076,20,extra_trees,composite,learned,1e-06,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.9977129629629631,0.1325821759259255,0.8651307870370376,0.8651307870370376,0.8651307870370376,0.8651307870370376,0.1325821759259255,0.8651307870370376,opticarvis
2,0.9955002834343927,0.7926619192137531,0.6221792294411627,0.9889601476818849,0.21530869823559895,0.16021203385784455,0.6125396042730308,0.04394200796138337,0.03568027877359614,0.5148888202713703,0.4662060253252891,0.9171677731928523,0.6292262544910104,0.5141176465995139,0.49687343539350426,0.24751492202733083,0.5898127314814808,0.5898127314814808,False,0.0,qnei,0.0,False,7,5f71634f-3107-42c7-986f-fb2554814265,gaussian,0.039076,20,extra_trees,composite,learned,1e-06,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.9977129629629631,0.5898127314814808,0.40790023148148224,1.2730310185185199,0.40790023148148224,0.6365155092592599,0.5898127314814808,0.40790023148148224,opticarvis
3,0.01179402554250586,0.19240214398531064,0.6920321208818392,0.2006067239869952,0.3695363106022067,0.0037342420520759534,0.8300477298017456,0.15446108106143985,0.26759930456378545,0.8803321539808286,0.5097908098684232,0.8471502463658693,0.6397171669425262,0.7417709473618571,0.09149560506304566,0.5411438213764888,0.5883390928130506,0.5883390928130506,False,0.0,qnei,0.0,False,7,5f71634f-3107-42c7-986f-fb2554814265,gaussian,0.039076,20,extra_trees,composite,learned,1e-06,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.9977129629629631,0.5898127314814808,0.40937387014991244,1.6824048886684322,0.40790023148148224,0.5608016295561441,0.5898127314814808,0.40790023148148224,opticarvis
4,0.50777223630035,0.8713393766928806,0.3612640590141576,0.5981840672072131,0.05925164234550362,0.3876318011107287,0.32303634625820665,0.15019972907045187,0.8163381038190757,0.37944617155031246,0.9787478844112216,0.5899916930106103,0.6050562538298513,0.6379965807883322,0.6764502438127883,0.1507880191683687,0.47731481481481475,0.47731481481481475,False,0.0,qnei,0.0,False,7,5f71634f-3107-42c7-986f-fb2554814265,gaussian,0.039076,20,extra_trees,composite,learned,1e-06,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.9977129629629631,0.5898127314814808,0.5203981481481483,2.2028030368165803,0.40790023148148224,0.5507007592041451,0.5898127314814808,0.40790023148148224,opticarvis
5,0.44031346718818754,0.23956396182952333,0.40249829810398163,0.09670409393174562,0.9678280510488214,0.21500403735588003,0.6717651626112849,0.3004200814790703,0.8740770261495044,0.6622147383384538,0.13161581580830573,0.8450743208745529,0.9449481711449795,0.9039167881959268,0.5697191478592772,0.1454599537609269,0.6043099206349202,0.6043099206349202,False,0.0,qnei,0.0,False,7,5f71634f-3107-42c7-986f-fb2554814265,gaussian,0.039076,20,extra_trees,composite,learned,1e-06,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.9977129629629631,0.6043099206349202,0.3934030423280429,2.5962060791446233,0.3934030423280429,0.5192412158289247,0.6043099206349202,0.3934030423280429,opticarvis
6,0.566139459911471,0.3804625015439047,0.3660844054998622,0.5783552199530619,0.587956549732112,0.0,0.8382356029576346,0.0,0.46057838684413543,0.6247109705470857,0.4937345418995191,1.0,0.9585100772837377,0.8306858332673434,0.5379539561659177,0.07165702909824039,0.6851252314814809,0.6851252314814809,False,0.0,qnei,0.377254500053823,False,7,5f71634f-3107-42c7-986f-fb2554814265,gaussian,0.039076,20,extra_trees,composite,learned,1e-06,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.9977129629629631,0.6851252314814809,0.3125877314814822,2.9087938106261055,0.3125877314814822,0.4847989684376843,0.6851252314814809,0.3125877314814822,opticarvis
7,0.566139459911471,0.3804625015439047,0.3660844054998622,0.5783552199530619,0.587956549732112,0.0,0.8382356029576346,0.0,0.46057838684413543,0.6247109705470857,0.4937345418995191,1.0,0.9585100772837377,0.8306858332673434,0.5379539561659177,0.07165702909824039,0.6851252314814809,0.6851252314814809,False,0.0,qnei,0.0,False,7,5f71634f-3107-42c7-986f-fb2554814265,gaussian,0.039076,20,extra_trees,composite,learned,1e-06,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.9977129629629631,0.6851252314814809,0.3125877314814822,3.2213815421075878,0.3125877314814822,0.46019736315822685,0.6851252314814809,0.3125877314814822,opticarvis
8,0.20500400745555666,0.2541293796779755,0.2557260558480179,1.0,0.8064269866566869,0.0,1.0,0.0,0.6430707768586066,0.1106179557884962,0.2050361926288068,1.0,0.9318294043638832,0.662575966555021,0.19794882040780823,0.05387477906555883,0.6090902777777784,0.6090902777777784,False,0.0,qnei,0.4127252000034787,False,7,5f71634f-3107-42c7-986f-fb2554814265,gaussian,0.039076,20,extra_trees,composite,learned,1e-06,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.9977129629629631,0.6851252314814809,0.3886226851851847,3.6100042272927726,0.3125877314814822,0.4512505284115966,0.6851252314814809,0.3125877314814822,opticarvis
9,0.20500400745555666,0.2541293796779755,0.2557260558480179,1.0,0.8064269866566869,0.0,1.0,0.0,0.6430707768586066,0.1106179557884962,0.2050361926288068,1.0,0.9318294043638832,0.662575966555021,0.19794882040780823,0.05387477906555883,0.6090902777777784,0.6090902777777784,False,0.0,qnei,0.0,False,7,5f71634f-3107-42c7-986f-fb2554814265,gaussian,0.039076,20,extra_trees,composite,learned,1e-06,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.9977129629629631,0.6851252314814809,0.3886226851851847,3.9986269124779574,0.3125877314814822,0.4442918791642175,0.6851252314814809,0.3125877314814822,opticarvis
10,0.8786964822780429,0.40108785432028266,0.07362550236842512,0.0007792840932019876,0.5928306304693504,0.0,0.9791457560728246,0.0,0.3658308719685563,0.9741807936991796,0.6332864746648827,1.0,0.9904968227677889,0.4494934039739333,0.8061200941518666,0.06651377990858093,0.6141917556980041,0.6141917556980041,False,0.0,qnei,0.49783480004407465,False,7,5f71634f-3107-42c7-986f-fb2554814265,gaussian,0.039076,20,extra_trees,composite,learned,1e-06,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.9977129629629631,0.6851252314814809,0.383521207264959,4.382148119742917,0.3125877314814822,0.4382148119742917,0.6851252314814809,0.3125877314814822,opticarvis
11,0.8786964822780429,0.40108785432028266,0.07362550236842512,0.0007792840932019876,0.5928306304693504,0.0,0.9791457560728246,0.0,0.3658308719685563,0.9741807936991796,0.6332864746648827,1.0,0.9904968227677889,0.4494934039739333,0.8061200941518666,0.06651377990858093,0.6141917556980041,0.6141917556980041,False,0.0,qnei,0.0,False,7,5f71634f-3107-42c7-986f-fb2554814265,gaussian,0.039076,20,extra_trees,composite,learned,1e-06,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.9977129629629631,0.6851252314814809,0.383521207264959,4.765669327007876,0.3125877314814822,0.4332426660916251,0.6851252314814809,0.3125877314814822,opticarvis
12,0.5739442519730604,0.08092506376317378,0.7478888709088818,1.0,0.42960814385215357,0.0,0.7313030576998367,0.0,0.7353221299884748,0.8573879384852047,0.5648773102244752,1.0,1.0,0.9999984026281183,0.8152590605979081,0.0,0.7015706018518512,0.7015706018518512,False,0.0,qnei,0.6986012999550439,False,7,5f71634f-3107-42c7-986f-fb2554814265,gaussian,0.039076,20,extra_trees,composite,learned,1e-06,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.9977129629629631,0.7015706018518512,0.2961423611111119,5.061811688118988,0.2961423611111119,0.42181764067658234,0.7015706018518512,0.2961423611111119,opticarvis
13,0.5739442519730604,0.08092506376317378,0.7478888709088818,1.0,0.42960814385215357,0.0,0.7313030576998367,0.0,0.7353221299884748,0.8573879384852047,0.5648773102244752,1.0,1.0,0.9999984026281183,0.8152590605979081,0.0,0.7015706018518512,0.7015706018518512,False,0.0,qnei,0.0,False,7,5f71634f-3107-42c7-986f-fb2554814265,gaussian,0.039076,20,extra_trees,composite,learned,1e-06,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.9977129629629631,0.7015706018518512,0.2961423611111119,5.3579540492301,0.2961423611111119,0.4121503114792385,0.7015706018518512,0.2961423611111119,opticarvis
