delta_Trajectory,delta_TrajectoryAlpha,delta_TrajectorySize,delta_EgoTrajectory,delta_EgoTrajectoryAlpha,delta_EgoTrajectorySize,delta_PedestrianIntention,delta_PedestrianIntentionSize,delta_SemanticSegmentation,delta_SemanticSegmentationAlpha,delta_CarStatus,delta_CarStatusAlpha,delta_CoveredArea,delta_CoveredAreaAlpha,delta_CoveredAreaSize,delta_OccludedCars,delta_l2_norm,iteration,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,final_inference_simple_regret_true,auc_simple_regret_true,auc_inference_simple_regret_true,acq_opt_failures,acquisition,objective,jitter_std,jitter_iteration,iterations,seed,run_id,error_model,oracle_model,baseline,xi,kappa,runtime_sec,y_opt,dataset,param_columns
-0.07105177144733466,-0.39637399157251396,0.28556145757293905,-0.14169090875984103,0.041459868752308005,-0.24087869457722555,-0.06649474468040262,-0.08812826557854048,-0.09017154414832362,-0.29741151679998745,0.15331643621392055,0.1361654615351945,0.43199638757258607,0.25840197992283565,-0.20649700258354609,-0.19992420273085354,0.9001925376410522,0.0,0.7261632399137186,4.570144804238699,248.27750050873567,4.965550010174713,4.570144804238699,227.35070331770447,227.35070331770447,0.0,qnei,composite,0.0,0,50,8,94b2bd4b-16ab-4349-ac80-d7d057ae673b,none,gradient_boosting,True,0.01,2.0,33.84371149999788,5.2963080441524175,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
0.0011768146115980205,0.25478646801477434,-0.13935625800303053,-0.15569988388185424,-0.1435745871596397,0.0,-0.13720447024932447,0.015557893408048473,0.02699423306169757,0.05692541612310236,0.0,-0.11132178381303301,-0.08780624273551152,-0.07827624167858908,-0.2513980742152573,0.40550918331263175,0.6372585451436662,20.0,0.7261632399137186,4.570144804238699,248.27750050873567,4.965550010174713,4.570144804238699,227.35070331770447,227.35070331770447,0.0,qnei,composite,0.0,20,50,8,94b2bd4b-16ab-4349-ac80-d7d057ae673b,none,gradient_boosting,True,0.01,2.0,33.84371149999788,5.2963080441524175,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
-0.07105177144733466,-0.39637399157251396,0.28556145757293905,-0.14169090875984103,0.041459868752308005,-0.24087869457722555,-0.06649474468040262,-0.08812826557854048,-0.09017154414832362,-0.29741151679998745,0.15331643621392055,0.1361654615351945,0.43199638757258607,0.25840197992283565,-0.20649700258354609,-0.19992420273085354,0.9001925376410522,0.0,1.2889789462403902,4.007329097912027,241.9580313022396,4.839160626044792,4.007329097912027,219.998592505313,219.998592505313,0.0,qnei,composite,0.018685,0,50,8,92d0fc1b-efb0-47e7-af83-cfa21c111ef1,gaussian,gradient_boosting,False,0.01,2.0,47.95877109999128,5.2963080441524175,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
-0.006469498035208021,0.36683180272143867,-0.16856047445769262,-0.1665340130156686,-0.14520784829201128,-0.03831297808173195,-0.15641660763781284,0.006064035970962611,0.024478624896862033,0.09266112611788198,0.0,-0.12428443015031354,-0.07979764124603206,-0.07685862787446768,-0.27820750694182017,0.40550918331263175,0.7187167049334247,20.0,1.632509273827793,3.6637987703246244,246.11549050045983,4.922309810009197,3.6637987703246244,225.07289097068812,225.13086160519237,0.0,qnei,composite,0.018685,20,50,8,aff7fa39-e6e3-47cd-aebc-bc7101484da5,gaussian,gradient_boosting,False,0.01,2.0,41.882568999993964,5.2963080441524175,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
-0.07105177144733466,-0.39637399157251396,0.28556145757293905,-0.14169090875984103,0.041459868752308005,-0.24087869457722555,-0.06649474468040262,-0.08812826557854048,-0.09017154414832362,-0.29741151679998745,0.15331643621392055,0.1361654615351945,0.43199638757258607,0.25840197992283565,-0.20649700258354609,-0.19992420273085354,0.9001925376410522,0.0,0.9177448063319353,4.378563237820482,242.69889612468268,4.8539779224936535,4.3902332195914315,222.57169250621993,223.256625993873,0.0,qnei,composite,0.093427,0,50,8,d3e819f3-e7ba-4f66-9a57-83830e9b89eb,gaussian,gradient_boosting,False,0.01,2.0,44.1071188999922,5.2963080441524175,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
-0.05751460134272346,-0.012953735044851422,-0.4042804879956433,-0.32517600636187327,-0.22272392252312134,0.0,-0.402414373382337,-0.019344994223565948,-0.02240370773971656,0.1737478349965522,0.0,-0.27598966791143237,-0.013023744060619069,-0.09325099749544105,-0.629245679751763,0.40550918331263175,1.0773528214274546,20.0,0.8085326809348837,4.4877753632175335,247.27051047343778,4.945410209468756,4.4877753632175335,227.94690583676638,228.64897222372818,0.0,qnei,composite,0.093427,20,50,8,5d16de40-c7df-4276-a37a-dfd6d46e435b,gaussian,gradient_boosting,False,0.01,2.0,32.87234149999858,5.2963080441524175,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
-0.07105177144733466,-0.39637399157251396,0.28556145757293905,-0.14169090875984103,0.041459868752308005,-0.24087869457722555,-0.06649474468040262,-0.08812826557854048,-0.09017154414832362,-0.29741151679998745,0.15331643621392055,0.1361654615351945,0.43199638757258607,0.25840197992283565,-0.20649700258354609,-0.19992420273085354,0.9001925376410522,0.0,0.9148625116866774,4.38144553246574,245.92070712881994,4.918414142576399,4.412729775262134,223.54626492217923,235.75419376456196,0.0,qnei,composite,0.373709,0,50,8,95c17173-cc2b-491a-95a4-6996ebe5a9b7,gaussian,gradient_boosting,False,0.01,2.0,32.245236400005524,5.2963080441524175,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
-0.05741232507517624,0.128469913178468,-0.3932909093398268,-0.3144631195214994,-0.21435678291204555,-0.16869741796521176,-0.3910713871441773,-0.018531186510339248,-0.02422043920600936,0.2882454581693905,0.0,-0.26972225302454933,-0.008940156044207115,-0.08815847551304591,-0.6157438835224545,0.40550918331263175,1.0995024370797766,20.0,0.8599045363879287,4.4364035077644886,249.8251732143629,4.996503464287258,4.618220142478862,227.27443245243978,231.96287082812566,0.0,qnei,composite,0.373709,20,50,8,280323d5-bccd-4eef-8eb5-2ac283e6d1d9,gaussian,gradient_boosting,False,0.01,2.0,29.14517390000401,5.2963080441524175,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
-0.07105177144733466,-0.39637399157251396,0.28556145757293905,-0.14169090875984103,0.041459868752308005,-0.24087869457722555,-0.06649474468040262,-0.08812826557854048,-0.09017154414832362,-0.29741151679998745,0.15331643621392055,0.1361654615351945,0.43199638757258607,0.25840197992283565,-0.20649700258354609,-0.19992420273085354,0.9001925376410522,0.0,1.090115770823049,4.206192273329369,247.20821253139974,4.944164250627995,5.059035830295845,218.65310046178394,236.23000117266292,0.0,qnei,composite,1.868543,0,50,8,a9026cae-7cdf-4171-b1b3-93bba399dcf9,gaussian,gradient_boosting,False,0.01,2.0,18.129755900008604,5.2963080441524175,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
-0.11902872437363288,-0.08811574542445129,-0.5280349657568923,-0.0035374234179755826,0.10820465970111448,-0.8111456491289648,-0.35304473066886355,-0.15433737456761143,-0.18937194189366635,0.22131659678975063,0.0,-0.1839120950242319,-0.13662270549752376,-0.07764315234461049,-0.2748224008098236,0.40550918331263175,1.2256498192208085,20.0,1.422416657225822,3.8738913869265956,241.08245009198595,4.821649001839719,4.896154277137742,211.9229224171221,233.11510115058257,0.0,qnei,composite,1.868543,20,50,8,d52213c6-1c7b-4eb0-ab8f-6d87db910a98,gaussian,gradient_boosting,False,0.01,2.0,16.209393099998124,5.2963080441524175,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
0.3704048168297257,-0.10455188175582242,-0.15350646080403085,0.763752957691293,-0.08485758667562648,-0.7133414115384173,0.6072742997074561,-0.7772864104213829,-0.7613891499784501,0.04695386742764951,0.16317359850597557,0.6387421610920789,0.37435666683688584,0.0690413407168673,-0.00767482356444904,-0.30598243004716164,1.870603031823669,0.0,1.3535983711246193,3.9054861640462906,221.61525349222183,4.432305069844436,3.9054861640462906,204.5035212813961,204.5035212813961,0.0,logei,composite,0.0,0,50,7,1c4c4d81-f3b9-41aa-9c2e-05c6fd6803e4,none,gradient_boosting,True,0.01,2.0,36.46466150000924,5.25908453517091,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
0.020212608999185533,-0.04173470676517732,0.0,0.10059824268404081,-0.06837711424176912,0.0,-0.26909373616663856,-0.026295814572723453,-0.08598934276869863,0.0,0.2622962332573735,-0.18244779431505062,-0.10907941867327337,0.122253440821941,0.0,0.0,0.4757873288295636,20.0,1.3535983711246193,3.9054861640462906,221.61525349222183,4.432305069844436,3.9054861640462906,204.5035212813961,204.5035212813961,0.0,logei,composite,0.0,20,50,7,1c4c4d81-f3b9-41aa-9c2e-05c6fd6803e4,none,gradient_boosting,True,0.01,2.0,36.46466150000924,5.25908453517091,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
0.3704048168297257,-0.10455188175582242,-0.15350646080403085,0.763752957691293,-0.08485758667562648,-0.7133414115384173,0.6072742997074561,-0.7772864104213829,-0.7613891499784501,0.04695386742764951,0.16317359850597557,0.6387421610920789,0.37435666683688584,0.0690413407168673,-0.00767482356444904,-0.30598243004716164,1.870603031823669,0.0,1.4107206595172463,3.8483638756536633,225.54662238722543,4.5109324477445085,3.8483638756536633,211.8558363254694,211.8558363254694,0.0,logei,composite,0.018685,0,50,7,a6cc95d2-0a5b-4a0b-86e8-b05102b1dd78,gaussian,gradient_boosting,False,0.01,2.0,52.326611000011326,5.25908453517091,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
0.0200962423896921,-0.06969456172039523,-0.014429436493461956,0.1307766610236327,-0.06528188713701172,0.0,-0.35788470391289245,-0.047174070144593516,-0.02451053794328073,0.0,0.26041602196775915,-0.2279396716491829,-0.12146469922789621,0.122253440821941,0.0,0.0,0.5542687573778928,20.0,1.7552883068723446,3.5037962282985653,220.98377440991445,4.419675488198289,3.5037962282985653,200.8488471163379,200.8488471163379,0.0,logei,composite,0.018685,20,50,7,27c7cf57-b3bd-4153-a1c7-6c54fae49c3d,gaussian,gradient_boosting,False,0.01,2.0,63.919845900003565,5.25908453517091,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
0.3704048168297257,-0.10455188175582242,-0.15350646080403085,0.763752957691293,-0.08485758667562648,-0.7133414115384173,0.6072742997074561,-0.7772864104213829,-0.7613891499784501,0.04695386742764951,0.16317359850597557,0.6387421610920789,0.37435666683688584,0.0690413407168673,-0.00767482356444904,-0.30598243004716164,1.870603031823669,0.0,1.4799128334799783,3.779171701690932,219.5631197078647,4.391262394157294,3.828523435010853,199.13813283703217,199.6650436308641,0.0,logei,composite,0.093427,0,50,7,8db54876-afda-45b5-9d26-578b357355ce,gaussian,gradient_boosting,False,0.01,2.0,27.513518099993235,5.25908453517091,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
0.02017038876256616,-0.06247429862527065,-0.006966102414206254,0.12085478232637989,-0.06562173167940422,0.0,-0.34009944167314976,-0.038427524134865165,-0.02895354011214657,0.0,0.24884624380891007,-0.22132695278163966,-0.11889489516356855,0.122253440821941,0.0,0.0,0.5303254515209289,20.0,1.2065407537551287,4.052543781415781,224.20072811742259,4.4840145623484515,4.127905324612305,206.7829143506232,208.32782598615196,0.0,logei,composite,0.093427,20,50,7,c8779656-e7d4-434a-88c8-1170029ff79d,gaussian,gradient_boosting,False,0.01,2.0,37.35822439999902,5.25908453517091,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
0.3704048168297257,-0.10455188175582242,-0.15350646080403085,0.763752957691293,-0.08485758667562648,-0.7133414115384173,0.6072742997074561,-0.7772864104213829,-0.7613891499784501,0.04695386742764951,0.16317359850597557,0.6387421610920789,0.37435666683688584,0.0690413407168673,-0.00767482356444904,-0.30598243004716164,1.870603031823669,0.0,1.1411594662108229,4.117925068960087,231.40968358414727,4.628193671682945,4.7439099531255495,210.0928562450433,231.88118455284027,0.0,logei,composite,0.373709,0,50,7,cd704db9-8517-42af-afcb-88f91636bf0a,gaussian,gradient_boosting,False,0.01,2.0,23.014965000009397,5.25908453517091,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
0.06880089596354921,0.035073487011843096,0.0,0.0,-0.007902968470969718,-0.05406259136496894,0.06637261158289554,0.0,-0.16430980806218237,0.0,0.10681167835802914,0.4201432514700038,0.11896040919117401,-0.406531317072479,0.14280934584760518,-0.19135641684296367,0.6816979790930379,20.0,1.7120195596478374,3.5470649755230728,216.89447016346205,4.337889403269241,4.032223763789529,199.17564984888082,207.0759709665418,0.0,logei,composite,0.373709,20,50,7,a40ac3df-a9f0-4e9e-849b-b02732cbc00f,gaussian,gradient_boosting,False,0.01,2.0,28.201610499992967,5.25908453517091,opticarvis,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars"
