dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_Trajectory,delta_excess_TrajectoryAlpha,delta_excess_TrajectorySize,delta_excess_EgoTrajectory,delta_excess_EgoTrajectoryAlpha,delta_excess_EgoTrajectorySize,delta_excess_PedestrianIntention,delta_excess_PedestrianIntentionSize,delta_excess_SemanticSegmentation,delta_excess_SemanticSegmentationAlpha,delta_excess_CarStatus,delta_excess_CarStatusAlpha,delta_excess_CoveredArea,delta_excess_CoveredAreaAlpha,delta_excess_CoveredAreaSize,delta_excess_OccludedCars,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
opticarvis,composite,logei,extra_trees,gaussian,0.007815,0,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014537037037043454,-0.8212286673928801,-0.016424573347857574,-0.7527429012345426
opticarvis,composite,logei,extra_trees,gaussian,0.007815,20,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.05259723944240424,0.07484510340739037,0.072392000962058,-0.31755521713618007,0.007843318018668,0.0,-0.16361618136040135,0.0,0.1416858543229781,-0.1027403545131863,-0.04322312718293969,-0.04027628870334221,0.0,0.0,-0.018359828224543184,-0.04824289442126679,0.4219802001820873,-0.06356712962962896,-1.6157592058404617,-0.032315184116809226,-1.7482638888888715
opticarvis,composite,logei,extra_trees,gaussian,0.039076,0,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0938842592592587,2.7015853669138394,0.05403170733827678,2.092471064814797
opticarvis,composite,logei,extra_trees,gaussian,0.039076,20,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.28032995365773083,-0.5896898397441405,-0.3417462120758092,0.309333911157061,0.0993734847161567,0.0,0.22173326960585493,0.0,0.12790374583682618,-0.07177993763267831,0.09120262657172257,-0.22545455878250809,0.0,-0.5106636996640619,0.1436037260424523,-0.04824289442126679,1.030642464851358,0.028316898148147418,-0.02710285663410872,-0.0005420571326821833,-0.22007385149571768
opticarvis,composite,logei,extra_trees,gaussian,0.156303,0,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10354930555555564,1.730902809001087,0.03461805618002173,1.8032532572751538
opticarvis,composite,logei,extra_trees,gaussian,0.156303,20,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.3802219603994019,0.09348905561837073,0.1636865517064099,0.3287101447176145,0.06694821303350518,0.0,0.06147084026607397,0.0,-0.41213607740951963,0.0,-0.029752778790669232,0.02002344648465848,-0.05245997046164108,0.0,-0.16795057152321968,0.20772868753588297,0.7359798093223585,0.0536979166666659,0.2297738527675861,0.004595477055351738,0.013829976851843284
opticarvis,composite,logei,extra_trees,gaussian,0.781517,0,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009790277777778078,0.9600525741279284,0.019201051482558573,-2.639254255698024
opticarvis,composite,logei,extra_trees,gaussian,0.781517,20,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.28032995365773083,-0.6272305255319806,-0.3542732734216991,0.28320679404288274,0.2609032213213669,0.0,0.10551208538537193,0.051572421022177045,0.3918756945377089,0.0,0.18663550579039428,0.09580405640890399,-0.5523931193316457,-0.23984472622522035,0.06613897299162652,-0.04824289442126679,1.1517486019123888,0.09631805555555584,1.604417773332905,0.032088355466658114,0.878487767094029
opticarvis,composite,qnei,extra_trees,gaussian,0.007815,0,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09956851851851967,-1.0570565056471644,-0.021141130112943274,-1.1016517361111404
opticarvis,composite,qnei,extra_trees,gaussian,0.007815,20,7,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.3359206503424323,-0.14345717671174732,0.07463410904887113,0.0,0.0628566166884319,-0.03401260380517923,-0.14391631632503865,-0.028699711721876256,0.2686548379621494,0.04098679420428497,-0.2988442134870477,0.01280164361958469,-0.024834265668873923,0.1237589514484545,-0.28466320651664534,-0.016524763924804536,0.6528419404438022,-0.10924189814814533,-0.7820435074955867,-0.015640870149911723,-1.09025868055555
