run_id,dataset,objective,acquisition,seed,oracle_model,baseline,variant,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2_jitter,final_best_true_jitter,final_simple_regret_true_jitter,final_cum_regret_true_jitter,final_avg_regret_true_jitter,auc_simple_regret_true_jitter,auc_simple_regret_true_postonset_per_iter_jitter,final_inference_simple_regret_true_jitter,auc_inference_simple_regret_true_jitter,param_columns,response_x0,response_x1,response_l2_baseline,final_best_true_baseline,final_simple_regret_true_baseline,final_cum_regret_true_baseline,final_avg_regret_true_baseline,auc_simple_regret_true_baseline,auc_simple_regret_true_postonset_per_iter_baseline,final_inference_simple_regret_true_baseline,auc_inference_simple_regret_true_baseline,response_l2_excess,final_best_true_excess,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true,auc_simple_regret_excess_true_postonset_per_iter,final_inference_simple_regret_excess_true,auc_inference_simple_regret_excess_true
7dd8cd37-699e-44fc-861c-2d4dbd87aa1d,branin,value,logei,10,exact,False,sp0.05-20,spike,0.25,0,50,0,1,2,1.4028993862979968,1.2331847136995135,0.0168707522005551,12.847923820388626,0.2569584764077725,0.8266668578272,0.0168707522005551,0.0747745638806753,3.053558965326073,"x0,x1",-1.2755682435444449,-0.5839968699712659,1.4028993862979968,1.249907153404514,0.0001483124955545,18.46268121738777,0.3692536243477555,0.38835813567990346,0.007925676238365377,0.0001483124955545,0.38835813567990346,0.0,-0.016722439705000536,0.016722439705000598,-5.6147573969991456,-0.11229514793998302,0.4383087221472965,0.008945075962189722,0.0746262513851208,2.6652008296461696
442eb054-1691-4f11-b800-24214949f639,branin,value,logei,10,exact,False,sp0.05-5,spike,0.25,0,50,0,1,2,1.4028993862979968,1.2331847136995135,0.0168707522005551,11.831053947405737,0.2366210789481147,0.8266668578272,0.0168707522005551,0.0747745638806753,3.053558965326073,"x0,x1",-1.2755682435444449,-0.5839968699712659,1.4028993862979968,1.249907153404514,0.0001483124955545,18.46268121738777,0.3692536243477555,0.38835813567990346,0.007925676238365377,0.0001483124955545,0.38835813567990346,0.0,-0.016722439705000536,0.016722439705000598,-6.631627269982035,-0.13263254539964078,0.4383087221472965,0.008945075962189722,0.0746262513851208,2.6652008296461696
02e79d7e-c3f8-4bd1-a54c-0ff61bc23641,branin,value,logei,10,exact,False,sp0.15-20,spike,0.25,0,50,0,1,2,1.4028993862979968,1.2331847136995135,0.0168707522005551,103.64445246813852,2.0728890493627703,0.8266668578272,0.0168707522005551,2.642003099850558,91.39373285175229,"x0,x1",-1.2755682435444449,-0.5839968699712659,1.4028993862979968,1.249907153404514,0.0001483124955545,18.46268121738777,0.3692536243477555,0.38835813567990346,0.007925676238365377,0.0001483124955545,0.38835813567990346,0.0,-0.016722439705000536,0.016722439705000598,85.18177125075076,1.7036354250150147,0.4383087221472965,0.008945075962189722,2.6418547873550033,91.00537471607238
a61ed7ab-23ce-40c8-bd15-f9b0d1da8c3f,branin,value,logei,10,exact,False,sp0.15-5,spike,0.25,0,50,0,1,2,1.4028993862979968,1.2331847136995135,0.0168707522005551,34.40763950088789,0.6881527900177578,0.8266668578272,0.0168707522005551,0.3169519762449644,11.179469087359323,"x0,x1",-1.2755682435444449,-0.5839968699712659,1.4028993862979968,1.249907153404514,0.0001483124955545,18.46268121738777,0.3692536243477555,0.38835813567990346,0.007925676238365377,0.0001483124955545,0.38835813567990346,0.0,-0.016722439705000536,0.016722439705000598,15.944958283500117,0.31889916567000226,0.4383087221472965,0.008945075962189722,0.3168036637494099,10.79111095167942
bb81f042-3617-4619-8132-f984f222fab5,branin,value,logei,11,exact,False,sp0.05-20,spike,0.25,0,50,0,1,2,6.67169325753929,1.2492917508375991,0.0007637150624695,28.16159361416493,0.5632318722832985,6.546272186085388,0.133597391552763,0.0656743012175131,9.708780149163736,"x0,x1",4.729281548541579,-4.705888540681705,6.67169325753929,1.2500426610841018,1.2804815966882543e-05,17.913616402898473,0.3582723280579694,5.321714254582849,0.10860641335883366,1.2804815966882543e-05,5.321714254582849,0.0,-0.0007509102465026452,0.0007509102465026175,10.247977211266456,0.20495954422532914,1.224557931502539,0.024990978193929356,0.06566149640154621,4.387065894580887
ca004fc1-9f78-4424-80db-ae1aed1396b7,branin,value,logei,11,exact,False,sp0.05-5,spike,0.25,0,50,0,1,2,6.67169325753929,1.2492917508375991,0.0007637150624695,19.1671710710036,0.3833434214200719,6.546272186085388,0.133597391552763,0.0656743012175131,9.708780149163736,"x0,x1",4.729281548541579,-4.705888540681705,6.67169325753929,1.2500426610841018,1.2804815966882543e-05,17.913616402898473,0.3582723280579694,5.321714254582849,0.10860641335883366,1.2804815966882543e-05,5.321714254582849,0.0,-0.0007509102465026452,0.0007509102465026175,1.253554668105128,0.025071093362102503,1.224557931502539,0.024990978193929356,0.06566149640154621,4.387065894580887
423c65a5-d57c-4a83-8cb0-38281966f744,branin,value,logei,11,exact,False,sp0.15-20,spike,0.25,0,50,0,1,2,6.67169325753929,0.9692573440162648,0.2807981218838038,62.80628544083362,1.2561257088166724,20.327019371469028,0.4148371300299802,4.672499962382926,72.9852803863909,"x0,x1",4.729281548541579,-4.705888540681705,6.67169325753929,1.2500426610841018,1.2804815966882543e-05,17.913616402898473,0.3582723280579694,5.321714254582849,0.10860641335883366,1.2804815966882543e-05,5.321714254582849,0.0,-0.28078531706783694,0.28078531706783694,44.89266903793515,0.897853380758703,15.005305116886179,0.30623071667114654,4.67248715756696,67.66356613180805
6f029613-0b51-412f-aa45-992b4a512b6f,branin,value,logei,11,exact,False,sp0.15-5,spike,0.25,0,50,0,1,2,6.67169325753929,1.2301336415078128,0.0199218243922558,40.9237108843046,0.818474217686092,8.180819966471539,0.16695550951982732,0.5055316653250919,29.232113267283633,"x0,x1",4.729281548541579,-4.705888540681705,6.67169325753929,1.2500426610841018,1.2804815966882543e-05,17.913616402898473,0.3582723280579694,5.321714254582849,0.10860641335883366,1.2804815966882543e-05,5.321714254582849,0.0,-0.01990901957628899,0.019909019576288916,23.010094481406124,0.4602018896281226,2.85910571188869,0.058349096160993666,0.505518860509125,23.910399012700786
2aa8f31d-037c-4190-9224-178afd7435cf,branin,value,logei,7,exact,False,sp0.05-20,spike,0.25,0,50,0,1,2,6.886728545946638,1.2303678665958175,0.0196875993042511,42.120855003232975,0.8424171000646595,8.049505971113355,0.16427563206353785,1.6072416017687985,24.680016505853345,"x0,x1",1.5059022364052659,-6.720066109789836,6.886728545946638,1.2498963851468907,0.0001590807531779,17.93414014365003,0.3586828028730006,4.344136061126745,0.08865583798217848,0.0001590807531779,4.344136061126745,0.0,-0.019528518551073182,0.0195285185510732,24.186714859582946,0.48373429719165895,3.7053699099866098,0.07561979408135937,1.6070825210156205,20.335880444726598
4d86030c-bc01-4fa8-b1a0-4a7a3256b45c,branin,value,logei,7,exact,False,sp0.05-5,spike,0.25,0,50,0,1,2,6.886728545946638,1.176096368613848,0.0739590972862205,22.97748278113064,0.4595496556226128,8.268694048602063,0.16874885813473597,0.0825636535530229,9.609815104675516,"x0,x1",1.5059022364052659,-6.720066109789836,6.886728545946638,1.2498963851468907,0.0001590807531779,17.93414014365003,0.3586828028730006,4.344136061126745,0.08865583798217848,0.0001590807531779,4.344136061126745,0.0,-0.0738000165330428,0.07380001653304259,5.04334263748061,0.10086685274961221,3.9245579874753176,0.0800930201525575,0.082404572799845,5.26567904354877
