iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,0.7885489358200289,-0.4877275304971995,1.0719791009228685,True,1.559706631420068,qnei,0.0,False,0,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,-0.4877275304971995,4.023140074284058,4.023140074284058,4.023140074284058,4.023140074284058,-0.4877275304971995,4.023140074284058,yerkes_dodson
2,0.8698965116962161,0.391084806539194,0.4378818731227988,0.37274890308935305,1.3151842961552374,2.4973237009850493,True,1.182139404829812,qnei,0.0,False,0,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,1.3151842961552374,2.2202282476316215,6.243368321915679,2.2202282476316215,3.1216841609578396,1.3151842961552374,2.2202282476316215,yerkes_dodson
3,0.10695359647277436,0.47896545416271696,0.24135214508468228,0.25714524855112975,0.022085249182448828,-0.2563582668946234,True,-0.2784435160770722,qnei,0.0,False,0,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,1.3151842961552374,3.5133272946044096,9.756695616520089,2.2202282476316215,3.252231872173363,1.3151842961552374,2.2202282476316215,yerkes_dodson
4,0.1847315568344149,0.1938645489043107,0.813827670155021,0.42298418814422634,-0.39592459991381745,-0.38966211109144755,True,0.006262488822369905,qnei,0.0,False,0,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,1.3151842961552374,3.9313371437006763,13.688032760220764,2.2202282476316215,3.422008190055191,1.3151842961552374,2.2202282476316215,yerkes_dodson
5,0.25592050515822606,0.5909028517654116,0.6042722960584558,0.6468580270601879,1.4160382762479908,2.4962950322033737,True,1.0802567559553828,qnei,0.0,False,0,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,1.4160382762479908,2.119374267538868,15.807407027759632,2.119374267538868,3.1614814055519265,1.3151842961552374,2.2202282476316215,yerkes_dodson
6,0.5897330509636846,0.5657793634159081,0.5200452568611759,0.5841175062961683,2.9551169332414173,6.337742196457423,True,3.382625263216006,qnei,0.7893825999926776,False,0,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,2.9551169332414173,0.5802956105454413,16.387702638305072,0.5802956105454413,2.7312837730508455,2.9551169332414173,0.5802956105454413,yerkes_dodson
7,0.5928518393403355,0.5588145338712462,0.779167258646553,0.7972863140788166,0.8015925423722805,2.002228280413457,True,1.2006357380411765,qnei,0.8682096999837086,False,0,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,2.9551169332414173,2.7338200014145784,19.12152263971965,0.5802956105454413,2.7316460913885217,2.9551169332414173,0.5802956105454413,yerkes_dodson
8,0.5981718972802932,0.514031768445172,0.5124249037035371,0.7990428065483586,2.0298162373453947,3.4646297385161375,True,1.4348135011707428,qnei,0.8660600999719463,False,0,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,2.9551169332414173,1.505596306441464,20.627118946161115,0.5802956105454413,2.5783898682701394,2.9551169332414173,0.5802956105454413,yerkes_dodson
9,0.6085953969315201,0.5526236351341876,0.34252059565253373,0.5776264642410645,2.3473111310583596,4.442897093892884,True,2.0955859628345244,qnei,0.7189598999684677,False,0,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,2.9551169332414173,1.188101412728499,21.815220358889615,0.5802956105454413,2.4239133732099574,2.9551169332414173,0.5802956105454413,yerkes_dodson
10,0.6335124749441623,0.7198830133851649,0.5537226981946315,0.5493259335057995,1.97768617437842,4.005342113369622,True,2.027655938991202,qnei,0.6660921999718994,False,0,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,2.9551169332414173,1.5577263694084387,23.372946728298054,0.5802956105454413,2.337294672829805,2.9551169332414173,0.5802956105454413,yerkes_dodson
11,0.5418632574237578,0.5260151269304709,0.5450806038952758,0.5402312165917156,3.347679632319172,3.5246530003697134,True,0.17697336805054142,qnei,0.5476525999838486,False,1,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,3.347679632319172,0.18773291146768667,23.56067963976574,0.18773291146768667,2.141879967251431,2.9551169332414173,0.5802956105454413,yerkes_dodson
12,0.7076647307946261,0.3123716678313372,0.5399087668387061,0.5944147849502641,1.5908232622223815,1.278811517131496,True,-0.3120117450908855,qnei,1.0509951000567526,False,1,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,3.347679632319172,1.9445892815644772,25.50526892133022,0.18773291146768667,2.125439076777518,2.9551169332414173,0.5802956105454413,yerkes_dodson
13,0.7269581841095282,0.56725052761853,0.4746454196161282,0.616259436911734,2.0476379370212947,2.8730578699298737,True,0.825419932908579,qnei,0.8098033000133,False,1,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,3.347679632319172,1.487774606765564,26.993043528095782,0.18773291146768667,2.0763879636996756,2.9551169332414173,0.5802956105454413,yerkes_dodson
14,0.52647508908014,0.6271647230976284,0.4542421474495209,0.5539040023414591,2.9332938008672964,1.6188851026262028,True,-1.3144086982410936,qnei,1.0203275000094436,False,1,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,3.347679632319172,0.6021187429195622,27.595162271015344,0.18773291146768667,1.971083019358239,2.9551169332414173,0.5802956105454413,yerkes_dodson
15,0.6740843410223007,0.5879750497201666,0.6457628861304858,0.3750136170621207,1.669951772552646,-0.31889453354703345,True,-1.9888463060996795,qnei,0.9840188000234775,False,1,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,3.347679632319172,1.8654607712342126,29.460623042249555,0.18773291146768667,1.9640415361499703,2.9551169332414173,0.5802956105454413,yerkes_dodson
16,0.5910806429861998,0.38987214721614605,0.5681944362804908,0.5453229964402752,2.7604529092281944,0.08274964746458346,True,-2.677703261763611,qnei,1.1930265999981202,False,1,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,3.347679632319172,0.7749596345586642,30.23558267680822,0.18773291146768667,1.8897239173005138,2.9551169332414173,0.5802956105454413,yerkes_dodson
17,0.5699325183822875,0.5620494369674188,0.5648981648242883,0.6198627119267796,2.7601118180012367,1.015972277147807,True,-1.7441395408534297,qnei,1.1939953999826685,False,1,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,3.347679632319172,0.7753007257856219,31.010883402593844,0.18773291146768667,1.824169611917285,2.9551169332414173,0.5802956105454413,yerkes_dodson
18,0.9420543952325471,0.5889770509636529,0.40253066586442265,0.619907300751327,1.2531377172706797,-0.4481616540615452,True,-1.7012993713322249,qnei,0.6214360999874771,False,1,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,3.347679632319172,2.282274826516179,33.29315822911002,0.18773291146768667,1.8496199016172232,2.9551169332414173,0.5802956105454413,yerkes_dodson
19,0.5925036087028921,0.6751522524563297,0.5201565280687395,0.5336949025454375,2.5425434997131156,0.688180053577075,True,-1.8543634461360405,qnei,0.9111281000077724,False,1,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,3.347679632319172,0.9928690440737431,34.28602727318376,0.18773291146768667,1.804527751220198,2.9551169332414173,0.5802956105454413,yerkes_dodson
20,0.6024573458147592,0.49701200622934616,0.42383809372265624,0.6220791572383453,2.670239450901163,2.9379932554722235,True,0.26775380457106035,qnei,0.5916189000126906,False,1,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,3.347679632319172,0.8651730928856955,35.15120036606946,0.18773291146768667,1.757560018303473,2.9551169332414173,0.5802956105454413,yerkes_dodson
21,0.4908995567461946,0.4512670207631452,0.3532703726307822,0.650381095985068,2.3625111595078923,1.4934785804346937,True,-0.8690325790731985,qnei,0.5508692999719642,False,2,8,80c8b92a-b119-4775-97cb-55123ebf2d39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3",3.5354125437868587,3.347679632319172,1.1729013842789664,36.324101750348426,0.18773291146768667,1.7297191309689726,2.9551169332414173,0.5802956105454413,yerkes_dodson
