dataset,objective,acquisition,error_model,jitter_iteration,jitter_std,oracle_model,delta_excess_l2_norm_mean,final_simple_regret_excess_true_mean,final_cum_regret_excess_true_mean,final_avg_regret_excess_true_mean,auc_simple_regret_excess_true_mean,delta_excess_l2_norm_std,final_simple_regret_excess_true_std,final_cum_regret_excess_true_std,final_avg_regret_excess_true_std,auc_simple_regret_excess_true_std,runs
iso_branin,composite,ei,gaussian,0,0.25839,gradient_boosting,0.0,0.09702961939747815,1.1697052792512976,0.023394105585025925,8.002801730302656,0.0,0.5494543051319833,13.009301546451965,0.2601860309290393,19.542103200071097,5
iso_branin,composite,ei,gaussian,0,1.033559,gradient_boosting,0.0,0.1932338980745635,8.542255206231001,0.17084510412462012,7.292067519627811,0.0,0.4121578087627186,10.56891917202084,0.21137838344041673,15.07679133895264,5
iso_branin,composite,ei,gaussian,0,5.167794,gradient_boosting,0.0,0.37050365379212924,42.1696640543755,0.8433932810875102,13.594473929192342,0.0,0.4117466709428405,23.156576088061062,0.4631315217612212,18.63527336220577,5
iso_branin,composite,logei,gaussian,0,0.25839,gradient_boosting,0.0,0.007001210934494973,-0.1255447895292093,-0.0025108957905841667,1.0886017625014475,0.0,0.7100761564216069,11.518973561308785,0.2303794712261758,26.90989174354165,5
iso_branin,composite,logei,gaussian,0,1.033559,gradient_boosting,0.0,0.2926908243464729,4.935957584346187,0.09871915168692373,11.84822832644724,0.0,0.5858104638321084,11.741085725061271,0.23482171450122538,20.753657100388047,5
iso_branin,composite,logei,gaussian,0,5.167794,gradient_boosting,0.0,0.4470618367335993,47.96137256272557,0.9592274512545114,17.294254988002024,0.0,0.42481839275989874,23.651278182435338,0.47302556364870674,18.45729121267295,5
iso_branin,composite,qnei,gaussian,0,0.25839,gradient_boosting,0.0,0.15844997761372004,-0.6053103872980842,-0.012106207745961672,5.3015193835678875,0.0,0.3397289494561523,5.2968956538866,0.10593791307773205,9.750846335267813,5
iso_branin,composite,qnei,gaussian,0,1.033559,gradient_boosting,0.0,0.3206054759680097,13.080166323949896,0.2616033264789979,10.1067792383106,0.0,0.4155978510522929,4.7205943894199685,0.09441188778839936,10.196744870317247,5
iso_branin,composite,qnei,gaussian,0,5.167794,gradient_boosting,0.0,0.37175847278458435,36.133555779139044,0.7226711155827809,18.33684284875163,0.0,0.37247239697040174,10.662228533430126,0.2132445706686025,6.949960451256486,5
iso_branin,composite,random,gaussian,0,0.25839,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_branin,composite,random,gaussian,0,1.033559,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_branin,composite,random,gaussian,0,5.167794,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_branin,composite,sobol,gaussian,0,0.25839,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_branin,composite,sobol,gaussian,0,1.033559,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_branin,composite,sobol,gaussian,0,5.167794,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
iso_branin,composite,ucb,gaussian,0,0.25839,gradient_boosting,0.0,0.06453213783715483,2.84767400926705,0.056953480185340945,10.03745579033076,0.0,0.42997676377424193,8.29336670451468,0.1658673340902937,10.925733905129206,5
iso_branin,composite,ucb,gaussian,0,1.033559,gradient_boosting,0.0,0.418826064731639,16.348791412702145,0.3269758282540428,15.0470302032208,0.0,0.4695560917084172,7.6324900468456,0.15264980093691202,12.91525831522847,5
