dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
griewank,value,exact,slip,0,0.01,ucb,5,8,2.6,0.2285714285714286,3.0,-0.9535604662745818,-1.9327352714168704,-0.019460417679073118,26.233246121194675,-1.3945473161754307,True
griewank,value,exact,slip,0,0.01,sobol,5,8,4.0,0.42857142857142855,7.4,0.5721052420927734,1.0540603636445738,0.011675617185566867,61.72254590738686,-5.296152808925308,False
griewank,value,exact,slip,0,0.01,pi,5,8,4.2,0.4571428571428572,4.8,-0.5696813736519228,-1.996548748375627,-0.01162615048269231,28.954562515463714,9.905375267912405,False
griewank,value,exact,slip,0,0.01,random,5,8,4.2,0.4571428571428572,6.4,1.0124479831416964,0.6210335313570639,0.02066220373758563,52.99878315069117,-3.064150627964909,False
griewank,value,exact,slip,0,0.01,logei,5,8,4.8,0.5428571428571428,2.2,4.455483279859105,1.4321184739386439,0.09092823020120624,25.725384155087063,6.93649003926198,False
griewank,value,exact,slip,0,0.01,qnei,5,8,4.8,0.5428571428571428,4.4,5.262545678689972,2.949527355082342,0.10739889140183619,30.184407696540696,-16.528306486235305,False
griewank,value,exact,slip,0,0.01,qucb,5,8,5.6,0.6571428571428571,5.0,6.5992120304713895,0.9347596717625244,0.13467779654023243,35.30458686843134,8.93012944113634,False
griewank,value,exact,slip,0,0.01,ei,5,8,5.8,0.6857142857142857,2.8,1.238526607920576,3.0435352424465982,0.0252760532228689,24.89206911366592,-1.6827675037650351,False
griewank,value,exact,slip,0,0.05,pi,5,8,3.8,0.39999999999999997,4.0,0.77409170643316,0.8173237969393092,0.015797789927207328,30.2983355955488,-5.134683621153568,True
griewank,value,exact,slip,0,0.05,random,5,8,3.8,0.39999999999999997,6.6,0.35236211605697465,0.5978591324941362,0.007191063592999503,52.338697283606436,-52.23591125165645,True
griewank,value,exact,slip,0,0.05,sobol,5,8,3.8,0.39999999999999997,7.6,-0.003376066036484815,-3.9714052838480285,-6.889930686704293e-05,61.147064599257604,-58.85637362795849,True
griewank,value,exact,slip,0,0.05,qnei,5,8,4.0,0.42857142857142855,2.8,1.8920766201246066,2.9635812192787547,0.038613808573971606,26.813938637975326,78.99346349634588,False
griewank,value,exact,slip,0,0.05,qucb,5,8,4.0,0.42857142857142855,3.6,1.907910004959038,2.828012002941797,0.038936938876715066,30.61328484291899,8.097006233848287,False
griewank,value,exact,slip,0,0.05,logei,5,8,4.8,0.5428571428571428,2.6,2.742074730782591,1.407538740889489,0.05596070879148144,24.011975606010544,29.904048609187384,False
griewank,value,exact,slip,0,0.05,ucb,5,8,5.6,0.6571428571428571,4.8,9.144084192760264,4.442904624960047,0.18661396311755643,36.330890780229524,-24.57133163925628,False
griewank,value,exact,slip,0,0.05,ei,5,8,6.2,0.7428571428571429,4.0,8.519166356049126,8.273880357075743,0.17386053787855366,32.17270886179447,19.464266008342882,False
