error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
misclick,studenttrbf,0.01,0,10,0.01,50,200,20,2.575,1.314875,4.060125,0.0,1.1865284974093264,1.2575,0.035
misclick,studenttrbf,0.01,0,25,0.01,50,200,20,7.225,3.414624999999999,11.405125,0.0,1.4276729559748427,1.2890000000000001,0.205
misclick,studenttrbf,0.01,20,10,0.01,50,200,20,2.525,1.204875,4.0501249999999995,0.0,1.1347150259067358,1.2525000000000002,0.035
misclick,studenttrbf,0.01,20,25,0.01,50,200,20,6.769999999999999,3.1148749999999996,11.055,0.0,1.025,1.2708000000000002,0.2
misclick,studenttrbf,0.05,0,10,0.01,50,200,20,4.590000000000002,3.314875,5.8401250000000005,0.0,2.8795811518324608,1.4590000000000003,0.045
misclick,studenttrbf,0.05,0,25,0.01,50,200,20,10.55,7.619875,13.800000000000002,4.5,3.3537414965986394,1.422,0.265
misclick,studenttrbf,0.05,20,10,0.01,50,200,20,2.435,1.2049999999999998,3.775,0.0,1.2422680412371134,1.2435,0.03
misclick,studenttrbf,0.05,20,25,0.01,50,200,20,7.264999999999999,3.5836249999999996,11.220749999999997,0.0,1.1656050955414012,1.2906,0.215
misclick,studenttrbf,0.15,0,10,0.01,50,200,20,7.51,5.720000000000001,9.370000000000001,1.0,4.1208791208791204,1.751,0.09
misclick,studenttrbf,0.15,0,25,0.01,50,200,20,14.820000000000002,11.419625000000002,18.195874999999994,15.5,5.484126984126984,1.5928000000000002,0.37
misclick,studenttrbf,0.15,20,10,0.01,50,200,20,2.54,1.259875,4.000125000000001,0.0,1.1554404145077721,1.254,0.035
misclick,studenttrbf,0.15,20,25,0.01,50,200,20,8.4,4.5595,12.496624999999993,0.5,1.1342281879194631,1.3360000000000003,0.255
misclick,studenttrbf,0.4,0,10,0.01,50,200,20,15.175,11.924874999999998,18.800499999999996,8.0,8.018987341772151,2.5175,0.21
misclick,studenttrbf,0.4,0,25,0.01,50,200,20,21.815,18.789875000000002,24.780125,27.0,7.097560975609756,1.8725999999999998,0.59
misclick,studenttrbf,0.4,20,10,0.01,50,200,20,2.3899999999999997,1.2548750000000002,3.695249999999999,0.0,1.1958762886597938,1.239,0.03
misclick,studenttrbf,0.4,20,25,0.01,50,200,20,9.114999999999998,5.364749999999999,13.315125,1.0,0.07246376811594203,1.3646,0.31
