dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
powell,value,logei,0.37499999999999994,1.5375,0.0034004839319351767,1.7658805514844964,-0.4081805909525279,7,8
powell,value,logpi,0.625,1.4625,0.018013484661188496,2.289837218193129,-0.9151756867025317,1,8
