iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,-4.585797533789728,True,-5.099591597047449,qnei,0.0,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,6.857709366546914,True,7.17147513353024,qnei,0.0,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,-0.31376576698332603,3.3686667091390534,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,-6.883042367295847,True,-6.410341239858024,qnei,0.0,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,-0.31376576698332603,3.3686667091390534,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,6.339208988682808,True,6.955877192737164,qnei,0.0,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,-0.31376576698332603,3.3686667091390534,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,-12.95600018771916,True,-12.34933914817359,qnei,0.0,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,-0.31376576698332603,3.3686667091390534,hartmann_3
6,0.006667478561410528,0.15749079953352252,0.9176085216192623,-0.2209590630324662,-0.3779727432182655,True,-0.1570136801857993,qnei,0.30253149999771267,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.2758600051881936,20.046366790730186,2.541106878898007,3.3410611317883645,-0.31376576698332603,3.3686667091390534,hartmann_3
7,0.6094038969695872,0.3975370772776942,0.6251666409280565,0.11935848492413956,0.8687784732909378,True,0.7494199883667982,qnei,0.31437979999464005,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.935542457231588,22.981909247961774,2.541106878898007,3.2831298925659675,-0.31376576698332603,3.3686667091390534,hartmann_3
8,0.03233449635768505,0.38630032540687265,0.9295449290675335,1.5687932496300112,-11.944846774705525,True,-13.513640024335537,qnei,0.22292519998154603,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,1.4861076925257164,24.46801694048749,1.4861076925257164,3.0585021175609364,-0.31376576698332603,3.3686667091390534,hartmann_3
9,0.029743661604203782,0.08699165076602597,0.9285890469705365,-0.5850223183198875,-3.3472305043568493,True,-2.762208186036962,qnei,0.246632900001714,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.639923260475615,28.107940200963107,1.4861076925257164,3.1231044667736785,-0.31376576698332603,3.3686667091390534,hartmann_3
10,0.034876672173921174,0.17476380615962042,0.9311449751475991,-0.17436583525571084,1.917981890580467,True,2.092347725836178,qnei,0.24542469999869354,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.2292667774114383,31.337206978374546,1.4861076925257164,3.1337206978374548,-0.31376576698332603,3.3686667091390534,hartmann_3
11,0.03035983364935787,0.14134633934777305,0.7245182564680335,-0.2662329231475539,-7.3472423498611334,True,-7.08100942671358,qnei,0.21962920000078157,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.3211338653032816,34.65834084367783,1.4861076925257164,3.150758258516166,-0.31376576698332603,3.3686667091390534,hartmann_3
12,0.6172354741791535,0.3927363368864415,0.4822276707639134,-0.6488454692382549,11.234376652114667,True,11.883222121352922,qnei,0.2489373000280466,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.7037464113939826,38.36208725507181,1.4861076925257164,3.1968406045893176,-0.6488454692382549,3.7037464113939826,hartmann_3
13,0.6260958392081948,0.4080179984326684,0.4755438795483262,-0.6516780252130727,-6.0198523113577185,True,-5.3681742861446455,qnei,0.28661169999395497,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.7065789673688005,42.06866622244061,1.4861076925257164,3.236051247880047,-0.6488454692382549,3.7037464113939826,hartmann_3
14,0.5931207726966748,0.3807621506392965,0.41803223721751714,-0.6531914886530195,-10.403210984925966,True,-9.750019496272946,qnei,0.2268968999851495,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.708092430808747,45.77675865324936,1.4861076925257164,3.2697684752320972,-0.6488454692382549,3.7037464113939826,hartmann_3
15,0.6117833401571918,0.3818558256398613,0.4882535846291493,-0.6455052256614857,-8.244026542577352,True,-7.598521316915866,qnei,0.3390159000118729,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.7004061678172135,49.47716482106657,1.4861076925257164,3.2984776547377717,-0.6488454692382549,3.7037464113939826,hartmann_3
16,0.9051473626612995,0.36544182458363866,0.5589776126811432,-0.5432323868023117,5.330412028860596,True,5.873644415662907,qnei,0.22923299999092706,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.5981333289580393,53.075298150024615,1.4861076925257164,3.3172061343765384,-0.6488454692382549,3.7037464113939826,hartmann_3
17,0.5379709631795409,0.29460068821333385,0.5543163666136546,-0.5523217575453561,6.346931132775853,True,6.899252890321209,qnei,0.23088889999780804,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.607222699701084,56.6825208497257,1.4861076925257164,3.334265932336806,-0.6488454692382549,3.7037464113939826,hartmann_3
18,1.0,0.24997607052122428,0.5486792114705964,-0.7194404525627002,-4.3990564493942195,True,-3.679615996831519,qnei,0.21261809999123216,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.774341394718428,60.456862244444125,1.4861076925257164,3.3587145691357847,-0.6488454692382549,3.7037464113939826,hartmann_3
19,0.30916447991225904,0.34956206526171707,0.5578374089673718,-0.37965493683535395,4.098073273034319,True,4.477728209869673,qnei,0.2272577999974601,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.4345558789910817,63.89141812343521,1.4861076925257164,3.3627062170229056,-0.6488454692382549,3.7037464113939826,hartmann_3
20,0.7547071093569001,0.1864525377752658,0.8763445532792813,0.08580931923423446,1.0252125252634519,True,0.9394032060292175,qnei,0.23681740000029095,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,2.969091622921493,66.8605097463567,1.4861076925257164,3.343025487317835,-0.6488454692382549,3.7037464113939826,hartmann_3
21,0.0,0.3046958613317109,0.6083887284809155,-0.22281004328224965,-2.4954838935630503,True,-2.2726738502808006,qnei,0.26141289999941364,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.2777109854379773,70.13822073179468,1.4861076925257164,3.3399152729426036,-0.6488454692382549,3.7037464113939826,hartmann_3
22,0.0,0.3822703464735934,0.539357593643246,-0.37947955194380556,-3.7046346155705385,True,-3.325155063626733,qnei,0.2551132999942638,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.4343804940995333,73.5726012258942,1.4861076925257164,3.3442091466315547,-0.6488454692382549,3.7037464113939826,hartmann_3
23,1.0,0.4442729142636392,0.5623659477850586,-0.4923441906666919,-15.907809559451763,True,-15.415465368785071,qnei,0.2521417000098154,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.5472451328224195,77.11984635871663,1.4861076925257164,3.353036798205071,-0.6488454692382549,3.7037464113939826,hartmann_3
24,0.6565512949140464,0.33263956043683235,0.5845598095182805,-0.3714126326032952,-8.572838730732233,True,-8.201426098128938,qnei,0.24421330000041053,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.426313574759023,80.54615993347565,1.4861076925257164,3.356089997228152,-0.6488454692382549,3.7037464113939826,hartmann_3
25,0.0,0.26142045207029035,0.45162621179764517,-0.6872101148390608,-4.140362118352586,True,-3.4531520035135252,qnei,0.23755540000274777,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.7421110569947884,84.28827099047044,1.4861076925257164,3.3715308396188175,-0.6488454692382549,3.7037464113939826,hartmann_3
26,1.0,0.19852591226356855,1.0,-0.454497005325448,-10.091104857254729,True,-9.63660785192928,qnei,0.2435049999912735,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.5093979474811756,87.79766893795161,1.4861076925257164,3.3768334206904465,-0.6488454692382549,3.7037464113939826,hartmann_3
27,0.4839348722714743,0.23998989801829565,0.6952492852028106,0.12067904369970653,3.820915463798292,True,3.7002364200985856,qnei,0.22059160002390854,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,2.934221898456021,90.73189083640763,1.4861076925257164,3.3604404013484306,-0.6488454692382549,3.7037464113939826,hartmann_3
28,0.6878668549640311,0.003690817426327136,0.6540720737600437,-0.820242595027874,-11.56884052294653,True,-10.748597927918656,qnei,0.2011785000213422,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,3.8751435371836016,94.60703437359123,1.4861076925257164,3.378822656199687,-0.6488454692382549,3.7037464113939826,hartmann_3
29,0.44860757226148773,0.2956700615755217,0.728697748644001,0.7170519548879546,6.289467158047712,True,5.572415203159757,qnei,0.2180029999872204,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.5687932496300112,2.337848987267773,96.94488336085901,1.4861076925257164,3.3429270124434143,-0.6488454692382549,3.7037464113939826,hartmann_3
30,0.015351646626723866,0.7986077699226777,0.6370854721862456,1.8374910278831194,-1.0460685543796817,True,-2.883559582262801,qnei,0.19012819998897612,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.8374910278831194,1.2174099142726083,98.16229327513162,1.2174099142726083,3.272076442504387,-0.6488454692382549,3.7037464113939826,hartmann_3
31,0.0,0.9869020182187075,0.7819921553408328,0.06353528196683329,6.34018259343694,True,6.276647311470107,qnei,0.2931144000031054,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.8374910278831194,2.9913656601888943,101.15365893532051,1.2174099142726083,3.2630212559780807,-0.6488454692382549,3.7037464113939826,hartmann_3
32,0.4207204550087388,1.0,0.7154176102641772,0.18704591216421693,0.6591474377659567,True,0.4721015256017398,qnei,0.3201398999954108,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.8374910278831194,2.8678550299915107,104.02151396531202,1.2174099142726083,3.2506723114160008,-0.6488454692382549,3.7037464113939826,hartmann_3
33,0.071141620163092,0.9348262708565385,0.9990786833113147,-0.3993122599970061,-4.3618155610522855,True,-3.9625033010552793,qnei,0.19008490000851452,False,11,cbe6f2ed-2a95-4d9b-9c00-47cbc266aab3,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.8374910278831194,3.454213202152734,107.47572716746475,1.2174099142726083,3.2568402171959017,-0.6488454692382549,3.7037464113939826,hartmann_3
