User_ID;Run;Phase;value;x0;x1;x2;x3
35;1;sampling;-2.768987416741827;3.269722766055607;9.872768433379257;3.187108384855168;7.88548935820029
35;2;sampling;1.0420603816080058;8.69896511696216;3.91084806539194;4.378818731227988;3.7274890308935302
35;3;sampling;2.7627658336047656;1.0695359647277436;4.789654541627169;2.413521450846823;2.5714524855112977
35;4;sampling;-0.6481943659002048;1.847315568344149;1.938645489043107;8.13827670155021;4.229841881442264
35;5;sampling;0.09949349458685264;2.5592050515822606;5.909028517654116;6.042722960584558;6.468580270601879
35;6;optimization;2.694636909455635;0.0184343035769922;3.020505103286922;2.540649897647177;0.93535276446581
35;7;optimization;4.364770679635476;0.0;0.0;9.32375826164272;0.0
35;8;optimization;2.000331592295389;0.0;10.0;10.0;0.0
35;9;optimization;5.832839124096001;0.0;0.0;0.0;0.0
35;10;optimization;4.430091474439799;0.0;0.0;0.0;0.0
35;11;optimization;2.0498133413292052;3.8756297007792537;0.0;0.0;0.0
35;12;optimization;5.100443725992578;0.0;0.0;0.0;10.0
35;13;optimization;1.9697346620578333;10.0;0.0;0.0;10.0
35;14;optimization;-0.9655403471183128;10.0;10.0;10.0;0.0
35;15;optimization;1.7625727732398833;8.775898031612599;0.2149235222882084;9.819663838415767;1.039855783024357
35;16;optimization;3.3894854932900365;0.415269134334465;0.527145057767725;0.1569013131366092;3.711222794603559
35;17;optimization;-0.837062058514555;4.95091252278942;0.5626418306911485;9.708884899436928;9.995874134519768
35;18;optimization;2.297978972819496;8.557931292016205;8.998131201904512;0.4140575119609047;0.3935664373187952
35;19;optimization;-0.00042391885779874405;9.80731422912228;6.428474064048939;0.2490001190374713;8.852823805824778
35;20;optimization;1.8834160010652452;0.0303149438224425;3.760359815367615;0.8682771015157686;9.948705701418408
