iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,7.404984079401693,-4.263655818248893,2.062963001031237,5.550681658403576,4.321492592071305,8.307602409810151,7.207872983657694,8.36475258097525,-9.468245310648056,-1.2550399974098259,-0.30111346045423915,0.568215037462527,0.1121738383754532,True,-0.4560411990870738,logei,0.0,False,2.0,9,f9850d9c-77ff-43b0-a4ec-c0acc7e180ed,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.056265294316085,2.056265294316085,2.056265294316085,2.056265294316085,0.568215037462527,2.056265294316085,levy_10
2,-8.69691605259785,-9.887478986412141,6.612428739425141,9.666044885723512,5.692197053453592,-3.687930200434537,4.106674091789076,-4.016378536035066,4.814969657514974,-4.40505560503426,5.65181830656263,-1.043746709453171,-2.2382470269207264,True,-1.1945003174675555,logei,0.0,False,2.0,9,f9850d9c-77ff-43b0-a4ec-c0acc7e180ed,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.6682270412317832,5.724492335547868,2.056265294316085,2.862246167773934,0.568215037462527,2.056265294316085,levy_10
3,9.754814937891535,9.72477098560477,7.6572513399335165,8.256201035678359,4.164138282063449,1.0899375452701747,8.46476416140441,-8.205384402913749,-2.5973690971998504,2.118778870185258,-0.4454020616262877,-0.2721350099698567,-0.9756443840915205,True,-0.7035093741216638,logei,0.0,False,2.0,9,f9850d9c-77ff-43b0-a4ec-c0acc7e180ed,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.896615341748469,8.621107677296337,2.056265294316085,2.873702559098779,0.568215037462527,2.056265294316085,levy_10
4,5.857157609944565,-6.098272130419069,-8.754930051666731,-7.469631855201635,9.255631698343254,-7.344509255411391,-5.478033452736573,-2.458872580875626,2.468432826815919,5.641922613386054,-8.427022124614377,-1.3651369152315098,-1.127628202470905,True,0.2375087127606048,logei,0.0,False,2.0,9,f9850d9c-77ff-43b0-a4ec-c0acc7e180ed,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.989617247010122,12.610724924306458,2.056265294316085,3.1526812310766146,0.568215037462527,2.056265294316085,levy_10
5,8.624749062860705,5.255834486975727,-3.580717645513869,-6.213359611435381,1.9190577557406634,1.8937845352297913,-4.650632823390415,-6.612143738873215,5.32934514960316,3.453505051614414,6.004987014651622,0.09938149183251282,1.2423255525203651,True,1.1429440606878523,logei,0.0,False,2.0,9,f9850d9c-77ff-43b0-a4ec-c0acc7e180ed,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.5250988399460996,15.135823764252558,2.056265294316085,3.0271647528505117,0.09938149183251282,2.5250988399460996,levy_10
6,10.0,3.904808289038778,-3.9284486389966125,-6.077349157361193,0.7448921076400415,6.735363450632463,-3.5683649056568525,-1.299519905941538,1.7782055091619664,2.262191232235106,7.463372896048055,0.3548990878213395,1.351299153514646,True,0.9964000656933064,logei,0.3473405000404455,False,2.0,9,f9850d9c-77ff-43b0-a4ec-c0acc7e180ed,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.2695812439572727,17.405405008209833,2.056265294316085,2.900900834701639,0.3548990878213395,2.2695812439572727,levy_10
7,10.0,5.802917181054033,-4.0374294080386735,-5.442693381516436,5.156780631888515,2.767973310163195,4.811824212206059,0.8541064241123607,5.549664554368157,1.4294003642044255,9.849554717055701,0.03292889722660245,-0.20759900915791502,True,-0.24052790638451746,logei,0.5781227000406943,False,2.0,9,f9850d9c-77ff-43b0-a4ec-c0acc7e180ed,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.59155143455201,19.996956442761842,2.056265294316085,2.8567080632516917,0.3548990878213395,2.2695812439572727,levy_10
8,9.36958341911316,4.910669095313901,-1.6260571646138435,-4.670101204513657,-2.587463767361806,8.733526379939185,-7.870247800730825,-5.428390073487879,0.7503421419545183,2.4292426637029436,7.558319455872683,0.1750221067292204,-0.4341279661033882,True,-0.6091500728326086,logei,0.5047620999976061,False,2.0,9,f9850d9c-77ff-43b0-a4ec-c0acc7e180ed,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.449458225049392,22.446414667811233,2.056265294316085,2.805801833476404,0.3548990878213395,2.2695812439572727,levy_10
9,9.334129695580339,-1.645342537181502,-5.151966761253063,-5.500335048072691,1.8469584808956128,6.7854277763347755,-4.656628542781007,2.442487871815406,-2.579067194405976,2.3897720259423876,1.960627788689228,0.5257025074592264,0.1499362681922482,True,-0.3757662392669782,logei,0.8452273000148125,False,2.0,9,f9850d9c-77ff-43b0-a4ec-c0acc7e180ed,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,2.0987778243193858,24.545192492130617,2.056265294316085,2.7272436102367354,0.3548990878213395,2.2695812439572727,levy_10
10,9.269841133320817,6.772008911260191,-3.7175547337554167,-6.580461644361807,2.4248831564852593,1.9884815510201284,-2.5247884501710987,-5.857649113790162,6.512929874742843,3.1406159038205144,8.053006877342314,-0.4451329865287428,-1.9175772870423713,True,-1.4724443005136285,logei,0.6294416000018828,False,2.0,9,f9850d9c-77ff-43b0-a4ec-c0acc7e180ed,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.568215037462527,3.069613318307355,27.61480581043797,2.056265294316085,2.7614805810437972,0.3548990878213395,2.2695812439572727,levy_10
