iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,0.5137940632577207,0.5137940632577207,0.0,False,True,0.0,ucb,0.0,False,False,,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,-0.31376576698332603,-0.31376576698332603,0.0,False,True,0.0,ucb,0.0,False,False,,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,0.5137940632577207,2.541106878898007,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,,-0.4727011274378231,0.0,False,True,,ucb,0.0,False,True,-0.31376576698332603,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,0.5137940632577207,2.541106878898007,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,-0.6166682040543563,-0.6166682040543563,0.0,False,True,0.0,ucb,0.0,False,False,,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,0.5137940632577207,2.541106878898007,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,-0.6066610395455705,-0.6066610395455705,0.0,False,True,0.0,ucb,0.0,False,False,,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,0.5137940632577207,2.541106878898007,hartmann_3
6,0.03434365892499981,0.7048794338489581,0.4989337346142811,1.22238360934119,1.22238360934119,1.22238360934119,0.0,False,True,0.0,ucb,0.22278190002543852,False,False,,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.22238360934119,1.8325173328145377,18.60302411835653,1.8325173328145377,3.1005040197260882,1.22238360934119,1.8325173328145377,hartmann_3
7,0.0,1.0,1.0,-0.6369908231132015,-0.6369908231132015,-0.6369908231132015,0.0,False,True,0.0,ucb,0.13798070000484586,False,False,,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.22238360934119,3.691891765268929,22.294915883625457,1.8325173328145377,3.1849879833750654,1.22238360934119,1.8325173328145377,hartmann_3
8,0.0,0.6564724916606991,0.0,-0.9827515458365089,-0.9827515458365089,-0.9827515458365089,0.0,False,True,0.0,ucb,0.2530792999896221,False,False,,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.22238360934119,4.037652487992236,26.332568371617693,1.8325173328145377,3.2915710464522117,1.22238360934119,1.8325173328145377,hartmann_3
9,0.0,0.9234991101610328,0.5673957297680182,2.0203299629701474,,2.0203299629701474,0.0,False,True,,ucb,0.16605260001961142,False,True,-0.6329262993014325,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.0203299629701474,1.0345709791855802,27.367139350803274,1.0345709791855802,3.040793261200364,1.22238360934119,1.8325173328145377,hartmann_3
10,0.33348542666521186,0.6622982681600776,0.5640371551283438,1.0652897480169357,,1.0652897480169357,0.0,False,True,,ucb,0.26902779994998127,False,True,-0.6329262993014325,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.0203299629701474,1.989611194138792,29.356750544942066,1.0345709791855802,2.9356750544942067,1.22238360934119,1.8325173328145377,hartmann_3
11,0.0,0.603841454383865,0.5129165275432607,0.5798310966342299,,0.5798310966342299,0.0,False,True,,ucb,0.23873740003909916,False,True,-0.6329262993014325,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.0203299629701474,2.4750698455214977,31.831820390463562,1.0345709791855802,2.8938018536785055,1.22238360934119,1.8325173328145377,hartmann_3
12,0.05185507825543503,0.7761711635807202,0.6699111687847894,1.6896162262168852,1.6896162262168852,1.6896162262168852,0.0,False,True,0.0,ucb,0.2640661999466829,False,False,,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.0203299629701474,1.3652847159388424,33.197105106402404,1.0345709791855802,2.7664254255335337,1.6896162262168852,1.3652847159388424,hartmann_3
13,0.0,0.7361209836709198,0.8554974179674257,2.025311386351931,2.025311386351931,2.025311386351931,0.0,False,True,0.0,ucb,0.2567722999956459,False,False,,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.025311386351931,1.0295895558037964,34.2266946622062,1.0295895558037964,2.6328226663235537,2.025311386351931,1.0295895558037964,hartmann_3
14,0.1687429216285667,0.7475169737665551,1.0,0.6018000394547448,0.6018000394547448,0.6018000394547448,0.0,False,True,0.0,ucb,0.252567799994722,False,False,,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.025311386351931,2.453100902700983,36.67979556490718,1.0295895558037964,2.61998539749337,2.025311386351931,1.0295895558037964,hartmann_3
15,0.0,0.7573876131629952,0.5985565877993066,1.8609209380175773,,1.8609209380175773,0.0,False,True,,ucb,0.2883598000044003,False,True,-0.6207327278661253,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.025311386351931,1.1939800041381503,37.87377556904533,1.0295895558037964,2.5249183712696888,2.025311386351931,1.0295895558037964,hartmann_3
16,0.0380072781573854,0.7386073890932421,0.8879972672231233,1.9087458823332093,,1.9087458823332093,0.0,False,True,,ucb,0.3627734000328928,False,True,-0.6207327278661253,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.025311386351931,1.1461550598225183,39.01993062886785,1.0295895558037964,2.4387456643042404,2.025311386351931,1.0295895558037964,hartmann_3
17,0.0,0.5487831699365725,1.0,1.1880079406838724,1.1880079406838724,1.1880079406838724,0.0,False,True,0.0,ucb,0.13171880005393177,False,False,,11,fddd6c22-e57c-4d7a-ab66-91906d8af140,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.025311386351931,1.8668930014718552,40.886823630339705,1.0295895558037964,2.405107272372924,2.025311386351931,1.0295895558037964,hartmann_3
