iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.24904007775011222,0.24904007775011222,0.24904007775011222,0.0,False,True,0.0,ucb,0.0,False,False,,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.24904007775011222,2.8058608644056156,2.8058608644056156,2.8058608644056156,2.8058608644056156,0.24904007775011222,2.8058608644056156,hartmann_3
2,0.22520718999059186,0.30016628491122543,0.8735534453962619,1.1754030797677335,1.1754030797677335,1.1754030797677335,0.0,False,True,0.0,ucb,0.0,False,False,,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1754030797677335,1.879497862387994,4.685358726793609,1.879497862387994,2.3426793633968046,1.1754030797677335,1.879497862387994,hartmann_3
3,0.005265304565574724,0.8212284183827663,0.7970694287520462,1.1880648068824795,1.1880648068824795,1.1880648068824795,0.0,False,True,0.0,ucb,0.0,False,False,,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,1.866836135273248,6.552194862066857,1.866836135273248,2.184064954022286,1.1880648068824795,1.866836135273248,hartmann_3
4,0.4679349528437208,0.3030324268193135,0.2784256121007733,-0.26232363504763334,-0.26232363504763334,-0.26232363504763334,0.0,False,True,0.0,ucb,0.0,False,False,,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.317224577203361,9.869419439270217,1.866836135273248,2.4673548598175543,1.1880648068824795,1.866836135273248,hartmann_3
5,0.2548695876541246,0.4450763058826466,0.5045482589579533,-0.3085779726034354,-0.3085779726034354,-0.3085779726034354,0.0,False,True,0.0,ucb,0.0,False,False,,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.363478914759163,13.23289835402938,1.866836135273248,2.646579670805876,1.1880648068824795,1.866836135273248,hartmann_3
6,0.0,1.0,1.0,-0.6369908231132015,,-0.6369908231132015,0.0,False,True,,ucb,0.16842870000982657,False,True,-0.27157450255879373,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.691891765268929,16.924790119298308,1.866836135273248,2.8207983532163845,1.1880648068824795,1.866836135273248,hartmann_3
7,0.0,0.05869034250766364,0.7900373694370749,-0.541235263177327,-0.541235263177327,-0.541235263177327,0.0,False,True,0.0,ucb,0.2847960000508465,False,False,,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.5961362053330546,20.52092632463136,1.866836135273248,2.9315609035187657,1.1880648068824795,1.866836135273248,hartmann_3
8,0.0,0.7537957602452758,0.6585969517862469,1.6767176823311902,1.6767176823311902,1.6767176823311902,0.0,False,True,0.0,ucb,0.4002338999998756,False,False,,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.6767176823311902,1.3781832598245374,21.8991095844559,1.3781832598245374,2.7373886980569875,1.6767176823311902,1.3781832598245374,hartmann_3
9,0.0,0.6901586132626392,0.8939495117170775,2.3026771992112525,2.3026771992112525,2.3026771992112525,0.0,False,True,0.0,ucb,0.28712769999401644,False,False,,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.3026771992112525,0.7522237429444751,22.651333327400376,0.7522237429444751,2.5168148141555973,2.3026771992112525,0.7522237429444751,hartmann_3
10,1.0,0.6857028362904107,1.0,0.7510192388220488,0.7510192388220488,0.7510192388220488,0.0,False,True,0.0,ucb,0.30948449997231364,False,False,,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.3026771992112525,2.303881703333679,24.955215030734056,0.7522237429444751,2.4955215030734057,2.3026771992112525,0.7522237429444751,hartmann_3
11,0.0,0.5942452817189937,1.0,1.18092172789129,1.18092172789129,1.18092172789129,0.0,False,True,0.0,ucb,0.21507289999863133,False,False,,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.3026771992112525,1.8739792142644376,26.829194244998494,0.7522237429444751,2.4390176586362267,2.3026771992112525,0.7522237429444751,hartmann_3
12,0.0,0.7275986577424242,1.0,0.7124319696787197,0.7124319696787197,0.7124319696787197,0.0,False,True,0.0,ucb,0.2665741000091657,False,False,,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.3026771992112525,2.342468972477008,29.1716632174755,0.7522237429444751,2.4309719347896253,2.3026771992112525,0.7522237429444751,hartmann_3
13,0.4515915829040649,0.600850374932564,0.910197760721012,2.600474484272244,2.600474484272244,2.600474484272244,0.0,False,True,0.0,ucb,0.3065175999654457,False,False,,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.600474484272244,0.4544264578834838,29.626089675358983,0.4544264578834838,2.278929975027614,2.600474484272244,0.4544264578834838,hartmann_3
14,0.0,0.5576468624262044,0.7882545881238795,2.6770896426426525,2.6770896426426525,2.6770896426426525,0.0,False,True,0.0,ucb,0.33593060000566766,False,False,,7,f4cb1cf7-719f-4ef4-92bf-d757e142cd25,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.6770896426426525,0.3778112995130751,30.00390097487206,0.3778112995130751,2.143135783919433,2.6770896426426525,0.3778112995130751,hartmann_3
