iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,-0.5371018995290565,-0.5371018995290565,-0.5371018995290565,0.0,False,True,0.0,logei,0.0,False,False,,8,dfcd6478-e458-4e88-85fe-033080c5a618,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.592002841684784,3.592002841684784,3.592002841684784,3.592002841684784,-0.5371018995290565,3.592002841684784,hartmann_3
2,0.7885489358200289,0.8698965116962161,0.391084806539194,-0.6314564796850167,,-0.6314564796850167,0.0,False,True,,logei,0.0,False,True,-0.5371018995290565,8,dfcd6478-e458-4e88-85fe-033080c5a618,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.686357421840744,7.278360263525528,3.592002841684784,3.639180131762764,-0.5371018995290565,3.592002841684784,hartmann_3
3,0.4378818731227988,0.37274890308935305,0.10695359647277436,-0.7389082132097465,-0.7389082132097465,-0.7389082132097465,0.0,False,True,0.0,logei,0.0,False,False,,8,dfcd6478-e458-4e88-85fe-033080c5a618,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.7938091553654743,11.072169418891002,3.592002841684784,3.690723139630334,-0.5371018995290565,3.592002841684784,hartmann_3
4,0.47896545416271696,0.24135214508468228,0.25714524855112975,-0.12261625756300014,-0.12261625756300014,-0.12261625756300014,0.0,False,True,0.0,logei,0.0,False,False,,8,dfcd6478-e458-4e88-85fe-033080c5a618,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.12261625756300014,3.1775171997187277,14.24968661860973,3.1775171997187277,3.5624216546524323,-0.12261625756300014,3.1775171997187277,hartmann_3
5,0.1847315568344149,0.1938645489043107,0.813827670155021,0.26719788296726216,0.26719788296726216,0.26719788296726216,0.0,False,True,0.0,logei,0.0,False,False,,8,dfcd6478-e458-4e88-85fe-033080c5a618,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,2.7877030591884653,17.037389677798195,2.7877030591884653,3.407477935559639,0.26719788296726216,2.7877030591884653,hartmann_3
6,0.16501355622812064,0.08842492938142753,0.7353751043950614,-0.473156847230121,-0.473156847230121,-0.473156847230121,0.0,False,True,0.0,logei,1.6182005999726243,False,False,,8,dfcd6478-e458-4e88-85fe-033080c5a618,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.5280577893858487,20.565447467184043,2.7877030591884653,3.427574577864007,0.26719788296726216,2.7877030591884653,hartmann_3
7,0.14697409823466687,0.22346268629198407,1.0,-0.3000724995268241,-0.3000724995268241,-0.3000724995268241,0.0,False,True,0.0,logei,0.28614250000100583,False,False,,8,dfcd6478-e458-4e88-85fe-033080c5a618,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.3549734416825516,23.920420908866596,2.7877030591884653,3.4172029869809424,0.26719788296726216,2.7877030591884653,hartmann_3
8,0.2060415531863656,0.2174824105067826,0.7680559649883281,0.3659857811206227,,0.3659857811206227,0.0,False,True,,logei,0.2273156000301242,False,True,-0.5371018995290565,8,dfcd6478-e458-4e88-85fe-033080c5a618,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3659857811206227,2.688915161035105,26.6093360699017,2.688915161035105,3.3261670087377126,0.26719788296726216,2.7877030591884653,hartmann_3
9,0.17855168885312195,0.18705584167375472,0.8271598427690112,0.21301051684968964,,0.21301051684968964,0.0,False,True,,logei,0.436737300013192,False,True,-0.5371018995290565,8,dfcd6478-e458-4e88-85fe-033080c5a618,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3659857811206227,2.8418904253060377,29.451226495207738,2.688915161035105,3.2723584994675265,0.26719788296726216,2.7877030591884653,hartmann_3
10,0.7395511400628703,0.18280376814742208,0.2659719416404983,-0.3229185952346522,,-0.3229185952346522,0.0,False,True,,logei,0.19912260002456605,False,True,-0.5371018995290565,8,dfcd6478-e458-4e88-85fe-033080c5a618,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3659857811206227,3.37781953739038,32.829046032598114,2.688915161035105,3.2829046032598113,0.26719788296726216,2.7877030591884653,hartmann_3
