iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,0.5137940632577207,0.5137940632577207,0.0,False,True,0.0,logei,0.0,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,-0.31376576698332603,-0.31376576698332603,0.0,False,True,0.0,logei,0.0,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,0.5137940632577207,2.541106878898007,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,-0.4727011274378231,-0.4727011274378231,0.0,False,True,0.0,logei,0.0,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,0.5137940632577207,2.541106878898007,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,-0.6166682040543563,-0.6166682040543563,0.0,False,True,0.0,logei,0.0,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,0.5137940632577207,2.541106878898007,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,,-0.6066610395455705,0.0,False,True,,logei,0.0,False,True,-0.6166682040543563,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,0.5137940632577207,2.541106878898007,hartmann_3
6,0.0,0.5084698110974889,0.5900767150420907,0.44460128206650773,0.44460128206650773,0.44460128206650773,0.0,False,True,0.0,logei,0.46981209999648854,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.61029966008922,19.380806445631215,2.541106878898007,3.2301344076052025,0.5137940632577207,2.541106878898007,hartmann_3
7,0.14560318981250603,0.620499021543501,1.0,1.1364478253362968,1.1364478253362968,1.1364478253362968,0.0,False,True,0.0,logei,0.5067127000074834,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1364478253362968,1.9184531168194308,21.299259562450647,1.9184531168194308,3.0427513660643783,1.1364478253362968,1.9184531168194308,hartmann_3
8,0.21520845501333452,0.764472874826643,1.0,0.5032711719182529,0.5032711719182529,0.5032711719182529,0.0,False,True,0.0,logei,0.39125309995142743,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1364478253362968,2.551629770237475,23.850889332688123,1.9184531168194308,2.9813611665860154,1.1364478253362968,1.9184531168194308,hartmann_3
9,0.30844508168890145,0.6017719052841525,1.0,1.1582983171240646,,1.1582983171240646,0.0,False,True,,logei,0.39166550000663847,False,True,-0.4409140553469237,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1582983171240646,1.896602625031663,25.747491957719784,1.896602625031663,2.860832439746643,1.1364478253362968,1.9184531168194308,hartmann_3
10,0.09434050608866817,0.6935093640479311,1.0,0.8830855799838306,,0.8830855799838306,0.0,False,True,,logei,0.39593189995503053,False,True,-0.4409140553469237,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1582983171240646,2.171815362171897,27.919307319891683,1.896602625031663,2.791930731989168,1.1364478253362968,1.9184531168194308,hartmann_3
11,0.16536030080792052,0.6142985744145806,1.0,1.1484458560597677,1.1484458560597677,1.1484458560597677,0.0,False,True,0.0,logei,0.5269275999744423,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1582983171240646,1.90645508609596,29.825762405987643,1.896602625031663,2.7114329459988764,1.1484458560597677,1.90645508609596,hartmann_3
12,0.12693377269874348,0.586269365368225,0.9404419630706066,2.272351948990561,,2.272351948990561,0.0,False,True,,logei,0.48916550003923476,False,True,-0.40912698325602426,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.272351948990561,0.7825489931651668,30.60831139915281,0.7825489931651668,2.5506926165960677,1.1484458560597677,1.90645508609596,hartmann_3
13,0.15492846820550096,0.3239255750987033,1.0,0.2337190145015102,0.2337190145015102,0.2337190145015102,0.0,False,True,0.0,logei,0.7845486999722198,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.272351948990561,2.8211819276542176,33.42949332680703,0.7825489931651668,2.5714994866774634,1.1484458560597677,1.90645508609596,hartmann_3
14,0.06722281759629357,0.503663816128383,0.5960485108218755,0.48956816468928155,0.48956816468928155,0.48956816468928155,0.0,False,True,0.0,logei,0.832375600002706,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.272351948990561,2.565332777466446,35.99482610427347,0.7825489931651668,2.5710590074481052,1.1484458560597677,1.90645508609596,hartmann_3
15,0.10260100703407647,0.2187054955707583,0.596849163447304,-0.5160924015601005,,-0.5160924015601005,0.0,False,True,,logei,0.47384540003258735,False,True,-0.34555283907422546,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.272351948990561,3.570993343715828,39.5658194479893,0.7825489931651668,2.6377212965326198,1.1484458560597677,1.90645508609596,hartmann_3
16,0.28748199241820865,0.8067873906523472,1.0,0.25263672367054457,,0.25263672367054457,0.0,False,True,,logei,0.7149422999937087,False,True,-0.34555283907422546,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.272351948990561,2.802264218485183,42.36808366647448,0.7825489931651668,2.648005229154655,1.1484458560597677,1.90645508609596,hartmann_3
17,0.10391387701669733,0.7402635209144656,0.6012918800113708,1.8740663783377973,1.8740663783377973,1.8740663783377973,0.0,False,True,0.0,logei,0.6188306999974884,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.272351948990561,1.1808345638179303,43.548918230292415,0.7825489931651668,2.561701072370142,1.8740663783377973,1.1808345638179303,hartmann_3
18,0.10435674277209099,0.8367772027832636,0.6021318798548398,2.1369769943346175,2.1369769943346175,2.1369769943346175,0.0,False,True,0.0,logei,0.5895684999995865,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.272351948990561,0.9179239478211101,44.466842178113524,0.7825489931651668,2.4703801210063068,2.1369769943346175,0.9179239478211101,hartmann_3
19,0.10458890641006821,0.9132838569802915,0.5836478229830693,2.122666289930045,2.122666289930045,2.122666289930045,0.0,False,True,0.0,logei,0.5127459000214003,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.272351948990561,0.9322346522256826,45.399076830339204,0.7825489931651668,2.3894250963336425,2.1369769943346175,0.9179239478211101,hartmann_3
20,0.09077750697166637,0.9343125486144185,0.6114073997579623,1.8814034855822874,1.8814034855822874,1.8814034855822874,0.0,False,True,0.0,logei,0.6145704999798909,False,False,,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.272351948990561,1.1734974565734402,46.57257428691265,0.7825489931651668,2.3286287143456326,2.1369769943346175,0.9179239478211101,hartmann_3
21,0.12725744814128437,0.9083900337489573,0.6013641016585235,2.0480751124571874,,2.0480751124571874,0.0,False,True,,logei,0.5508533000247553,False,True,0.014725101907575755,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.272351948990561,1.0068258296985402,47.57940011661119,0.7825489931651668,2.265685719838628,2.1369769943346175,0.9179239478211101,hartmann_3
22,0.09777839351211562,0.858858481229582,0.5624434351585514,2.2443629422303806,,2.2443629422303806,0.0,False,True,,logei,0.6274230999988504,False,True,0.014725101907575755,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.272351948990561,0.810537999925347,48.389938116536534,0.7825489931651668,2.1995426416607518,2.1369769943346175,0.9179239478211101,hartmann_3
23,0.03484959752831805,1.0,0.24505280659906775,-0.8389473526364212,,-0.8389473526364212,0.0,False,True,,logei,0.30271830002311617,False,True,0.014725101907575755,11,38ccef71-4e11-4b71-8010-acc9532d0765,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.272351948990561,3.8938482947921487,52.283786411328684,0.7825489931651668,2.2732081048403776,2.1369769943346175,0.9179239478211101,hartmann_3
