iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,-0.39422817498468915,-0.39422817498468915,-0.39422817498468915,0.0,False,True,0.0,logei,0.0,False,False,,9,44ceadb3-b171-4165-967e-86ad41b204d9,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.39422817498468915,3.4491291171404166,3.4491291171404166,3.4491291171404166,3.4491291171404166,-0.39422817498468915,3.4491291171404166,hartmann_3
2,0.7775340829201788,0.7160746296035653,0.9153801204905075,1.7378678023125438,1.7378678023125438,1.7378678023125438,0.0,False,True,0.0,logei,0.0,False,False,,9,44ceadb3-b171-4165-967e-86ad41b204d9,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,1.3170331398431838,4.7661622569836,1.3170331398431838,2.3830811284918,1.7378678023125438,1.3170331398431838,hartmann_3
3,0.8603936491828846,0.9182376290487624,0.026587734467597213,-0.9871025361789454,,-0.9871025361789454,0.0,False,True,,logei,0.0,False,True,-0.39422817498468915,9,44ceadb3-b171-4165-967e-86ad41b204d9,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,4.0420034783346726,8.808165735318273,1.3170331398431838,2.936055245106091,1.7378678023125438,1.3170331398431838,hartmann_3
4,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.9087857119633538,-0.9087857119633538,-0.9087857119633538,0.0,False,True,0.0,logei,0.0,False,False,,9,44ceadb3-b171-4165-967e-86ad41b204d9,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.9636866541190816,12.771852389437354,1.3170331398431838,3.1929630973593386,1.7378678023125438,1.3170331398431838,hartmann_3
5,0.005626050679392924,0.830621436971257,0.9833022442861755,0.28104361833347785,0.28104361833347785,0.28104361833347785,0.0,False,True,0.0,logei,0.0,False,False,,9,44ceadb3-b171-4165-967e-86ad41b204d9,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.77385732382225,15.545709713259605,1.3170331398431838,3.109141942651921,1.7378678023125438,1.3170331398431838,hartmann_3
6,0.9001442888940834,0.8297617905816183,1.0,0.04317809169128419,0.04317809169128419,0.04317809169128419,0.0,False,True,0.0,logei,0.2371603999636136,False,False,,9,44ceadb3-b171-4165-967e-86ad41b204d9,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.0117228504644435,18.55743256372405,1.3170331398431838,3.0929054272873415,1.7378678023125438,1.3170331398431838,hartmann_3
7,0.7317610785028544,0.7184195913827058,0.9254241787662719,1.6453789080735848,1.6453789080735848,1.6453789080735848,0.0,False,True,0.0,logei,0.2682395000010729,False,False,,9,44ceadb3-b171-4165-967e-86ad41b204d9,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,1.4095220340821428,19.966954597806193,1.3170331398431838,2.852422085400885,1.7378678023125438,1.3170331398431838,hartmann_3
8,0.5023474211923088,0.6796135629681264,0.7977230279731345,2.1624183813847107,2.1624183813847107,2.1624183813847107,0.0,False,True,0.0,logei,0.3902560999849811,False,False,,9,44ceadb3-b171-4165-967e-86ad41b204d9,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.1624183813847107,0.892482560771017,20.85943715857721,0.892482560771017,2.6074296448221514,2.1624183813847107,0.892482560771017,hartmann_3
9,0.0,0.6223526161352325,0.8915839648939464,2.7509937930872965,2.7509937930872965,2.7509937930872965,0.0,False,True,0.0,logei,0.33640819997526705,False,False,,9,44ceadb3-b171-4165-967e-86ad41b204d9,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.7509937930872965,0.3039071490684311,21.163344307645644,0.3039071490684311,2.351482700849516,2.7509937930872965,0.3039071490684311,hartmann_3
10,0.6983622042953413,0.5618534630870629,0.9899197068644751,1.2922986015691194,1.2922986015691194,1.2922986015691194,0.0,False,True,0.0,logei,0.3403027000022121,False,False,,9,44ceadb3-b171-4165-967e-86ad41b204d9,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.7509937930872965,1.7626023405866083,22.92594664823225,0.3039071490684311,2.292594664823225,2.7509937930872965,0.3039071490684311,hartmann_3
