iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,-0.5371018995290565,-0.5371018995290565,-0.5371018995290565,0.0,False,True,0.0,logei,0.0,False,False,,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.592002841684784,3.592002841684784,3.592002841684784,3.592002841684784,-0.5371018995290565,3.592002841684784,hartmann_3
2,0.7885489358200289,0.8698965116962161,0.391084806539194,-0.6314564796850167,-0.6314564796850167,-0.6314564796850167,0.0,False,True,0.0,logei,0.0,False,False,,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.686357421840744,7.278360263525528,3.592002841684784,3.639180131762764,-0.5371018995290565,3.592002841684784,hartmann_3
3,0.4378818731227988,0.37274890308935305,0.10695359647277436,-0.7389082132097465,-0.7389082132097465,-0.7389082132097465,0.0,False,True,0.0,logei,0.0,False,False,,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.7938091553654743,11.072169418891002,3.592002841684784,3.690723139630334,-0.5371018995290565,3.592002841684784,hartmann_3
4,0.47896545416271696,0.24135214508468228,0.25714524855112975,-0.12261625756300014,-0.12261625756300014,-0.12261625756300014,0.0,False,True,0.0,logei,0.0,False,False,,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.12261625756300014,3.1775171997187277,14.24968661860973,3.1775171997187277,3.5624216546524323,-0.12261625756300014,3.1775171997187277,hartmann_3
5,0.1847315568344149,0.1938645489043107,0.813827670155021,0.26719788296726216,,0.26719788296726216,0.0,False,True,,logei,0.0,False,True,-0.7389082132097465,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,2.7877030591884653,17.037389677798195,2.7877030591884653,3.407477935559639,-0.12261625756300014,3.1775171997187277,hartmann_3
6,0.3862746284462331,0.11846520383980993,0.2907810430413688,0.04231580282651798,0.04231580282651798,0.04231580282651798,0.0,False,True,0.0,logei,0.25800819997675717,False,False,,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.0125851393292096,20.049974817127406,2.7877030591884653,3.3416624695212342,0.04231580282651798,3.0125851393292096,hartmann_3
7,0.623326400841654,0.017442098300351382,0.34208443070273975,-0.32655430787396983,-0.32655430787396983,-0.32655430787396983,0.0,False,True,0.0,logei,0.3287696999614127,False,False,,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.3814552500296973,23.431430067157102,2.7877030591884653,3.3473471524510146,0.04231580282651798,3.0125851393292096,hartmann_3
8,0.24542789369671483,0.17668388799870863,0.3038494227207948,-0.05640300137083833,-0.05640300137083833,-0.05640300137083833,0.0,False,True,0.0,logei,0.23856780002824962,False,False,,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.111303943526566,26.542734010683667,2.7877030591884653,3.3178417513354583,0.04231580282651798,3.0125851393292096,hartmann_3
9,0.6559822793719194,0.0,0.28487923826688444,-0.2810973209819056,,-0.2810973209819056,0.0,False,True,,logei,0.33733539999229833,False,True,-0.6125855636538247,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.335998263137633,29.8787322738213,2.7877030591884653,3.3198591415356997,0.04231580282651798,3.0125851393292096,hartmann_3
10,0.40234601487309357,0.2554606414299033,0.33054258367136563,-0.2097943221378266,,-0.2097943221378266,0.0,False,True,,logei,0.2428865999681875,False,True,-0.6125855636538247,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.2646952642935543,33.14342753811486,2.7877030591884653,3.3143427538114856,0.04231580282651798,3.0125851393292096,hartmann_3
11,0.27439907817978165,0.15675214040197796,0.2643881009353565,0.016722869388324534,0.016722869388324534,0.016722869388324534,0.0,False,True,0.0,logei,0.33403819997329265,False,False,,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.038178072767403,36.18160561088226,2.7877030591884653,3.2892368737165687,0.04231580282651798,3.0125851393292096,hartmann_3
12,0.6988759289613239,0.1556986127025264,0.28078877250070305,-0.2468363199444587,-0.2468363199444587,-0.2468363199444587,0.0,False,True,0.0,logei,0.3127991000073962,False,False,,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.301737262100186,39.48334287298245,2.7877030591884653,3.2902785727485373,0.04231580282651798,3.0125851393292096,hartmann_3
13,0.18541440524643327,0.10272020241292391,0.2997363862336969,-0.07117150185811078,,-0.07117150185811078,0.0,False,True,,logei,0.2102356000104919,False,True,-0.5748437315914405,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.1260724440138383,42.609415316996284,2.7877030591884653,3.2776473320766373,0.04231580282651798,3.0125851393292096,hartmann_3
14,0.4100208187456261,0.1630612260576338,0.2728002944422694,0.03266207319936283,0.03266207319936283,0.03266207319936283,0.0,False,True,0.0,logei,0.19898370001465082,False,False,,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.022238868956365,45.63165418595265,2.7877030591884653,3.259403870425189,0.04231580282651798,3.0125851393292096,hartmann_3
15,0.34084880281279906,0.1570088153208432,0.27656253961320365,0.039203482352011335,,0.039203482352011335,0.0,False,True,,logei,0.2941614000010304,False,True,-0.5559728155602486,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.0156974598037163,48.647351645756366,2.7877030591884653,3.2431567763837577,0.04231580282651798,3.0125851393292096,hartmann_3
16,0.4752007739099099,0.1633451562150601,0.12015284234672934,-0.4702345783859216,,-0.4702345783859216,0.0,False,True,,logei,0.2631262000068091,False,True,-0.5559728155602486,8,cdd25c14-1185-4ed9-9489-e5feffdbe3a3,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.525135520541649,52.17248716629801,2.7877030591884653,3.2607804478936258,0.04231580282651798,3.0125851393292096,hartmann_3
