iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.6267979259035751,-0.8838625532234016,True,-0.2570646273198265,qnei,0.0,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.6267979259035751,8.593961889195512,8.593961889195512,8.593961889195512,8.593961889195512,-0.6267979259035751,8.593961889195512,hartmann_6
2,0.6890364797811311,0.841747724312279,0.4255089974049766,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.5446509982998606,-1.664600184179836,True,-1.1199491858799753,qnei,0.0,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.5446509982998606,8.511814961591798,17.105776850787308,8.511814961591798,8.552888425393654,-0.6267979259035751,8.593961889195512,hartmann_6
3,0.5757605479445136,0.7533018647084769,0.8271039370247955,0.9334384708515814,0.1449946949362273,0.7455802110439375,-0.2824787103633238,0.09995916334583543,True,0.3824378737091592,qnei,0.0,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.2824787103633238,8.249642673655261,25.355419524442567,8.249642673655261,8.451806508147522,-0.2824787103633238,8.249642673655261,hartmann_6
4,0.13935139386782236,0.9065287561129268,0.22611443367452744,0.8532397499056062,0.3063178655321238,0.9698303682063217,-0.6526595761757241,-1.1673001203693851,True,-0.514640544193661,qnei,0.0,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.2824787103633238,8.619823539467662,33.97524306391023,8.249642673655261,8.493810765977557,-0.2824787103633238,8.249642673655261,hartmann_6
5,0.5178342136168697,0.32247455876606135,0.28243351716467957,0.605864995819676,0.3337644567193383,0.6786487735081429,1.3151007595726205,0.5483324064830832,True,-0.7667683530895373,qnei,0.0,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3151007595726205,6.652063203719317,40.62730626762954,6.652063203719317,8.12546125352591,1.3151007595726205,6.652063203719317,hartmann_6
6,0.6664716341613168,0.09509609806808925,0.5362656657445212,0.5393556960109294,0.0874220953027826,0.6902096330329017,0.40494579526939967,0.2678998050846159,True,-0.13704599018478375,qnei,0.5389796000090428,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3151007595726205,7.562218168022538,48.18952443565208,6.652063203719317,8.031587405942014,1.3151007595726205,6.652063203719317,hartmann_6
7,0.3949658722089797,0.905067681046508,0.31108204631415015,0.22291784266439713,0.3396716318343932,0.6742661035583777,0.2793916992475492,-0.02961890089445679,True,-0.309010600142006,qnei,0.5800645999843255,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3151007595726205,7.687772264044388,55.87729669969647,6.652063203719317,7.982470957099496,1.3151007595726205,6.652063203719317,hartmann_6
8,0.34291119807236,0.06377693600842313,0.41360151205745027,1.0,0.45615701195169833,0.6807401779129021,-0.6105551566978413,-1.495774832463368,True,-0.8852196757655266,qnei,0.5035949000157416,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3151007595726205,8.577719119989778,64.45501581968625,6.652063203719317,8.056876977460782,1.3151007595726205,6.652063203719317,hartmann_6
9,0.5354882975178449,0.26792919353234695,0.23258206156646322,0.48333263933932386,0.3058686583207209,0.672358419836336,3.114004025190249,4.314344500559644,True,1.2003404753693947,qnei,0.5702787000336684,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.114004025190249,4.8531599381016886,69.30817575778794,4.8531599381016886,7.700908417531993,3.114004025190249,4.8531599381016886,hartmann_6
10,0.5202985058084569,0.27809883394903157,0.17505588036631792,0.4503780386119069,0.3329295285656796,0.6682994291965839,3.472887672842232,4.063590229666266,True,0.5907025568240338,qnei,0.5228204000159167,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.472887672842232,4.4942762904497044,73.80245204823764,4.4942762904497044,7.380245204823764,3.114004025190249,4.8531599381016886,hartmann_6
11,0.4052852375343014,0.7310717225684775,0.2639449969004472,0.4639900776167946,0.4066017777945371,0.6768504735959907,0.68915065624347,1.8088230855152823,True,1.1196724292718123,qnei,0.691664399986621,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.472887672842232,7.278013307048467,81.08046535528611,4.4942762904497044,7.3709513959351005,3.114004025190249,4.8531599381016886,hartmann_6
12,0.46860823438332727,0.14135982673802053,0.21532531214471343,0.47228175500168046,0.2806601068069535,0.45205505279679764,2.5125772826248025,2.7106877205332127,True,0.1981104379084102,qnei,0.5097793000168167,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.472887672842232,5.454586680667134,86.53505203595324,4.4942762904497044,7.211254336329437,3.114004025190249,4.8531599381016886,hartmann_6
13,0.6384326729949685,0.21781793627620646,0.2301626354137606,0.47142566392438656,0.4324108935043384,0.779080276654997,1.5733248670458302,2.181037644426108,True,0.6077127773802777,qnei,0.9900009999983013,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.472887672842232,6.393839096246107,92.92889113219935,4.4942762904497044,7.148376240938412,3.114004025190249,4.8531599381016886,hartmann_6
14,0.5883264238003576,0.20701247009435966,0.21217516059345187,0.45458684457212223,0.2721989486934357,0.7577507294734831,2.89663009417841,1.4307117114726258,True,-1.4659183827057842,qnei,0.6038731000153348,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.472887672842232,5.070533869113527,97.99942500131289,4.4942762904497044,6.999958928665206,3.114004025190249,4.8531599381016886,hartmann_6
15,0.5624570516297931,0.26181020273358213,0.044876284663865194,0.46415143777356194,0.6527380784087352,0.8242068735151924,-0.32100014130816,0.4370760798161881,True,0.7580762211243481,qnei,0.7120913999970071,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.472887672842232,8.288164104600098,106.28758910591299,4.4942762904497044,7.085839273727532,3.114004025190249,4.8531599381016886,hartmann_6
16,0.5194756363509708,0.2784220917520182,0.22013131184914503,0.4807542867341655,0.3774775851491369,0.6097328091804517,2.793521153269041,3.225068765433565,True,0.43154761216452364,qnei,0.5621887000161223,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.472887672842232,5.173642810022896,111.46123191593588,4.4942762904497044,6.966326994745993,3.114004025190249,4.8531599381016886,hartmann_6
17,0.5635838707650784,0.20076530279456253,0.3215762361370551,0.4790643374526263,0.3960736315384599,0.6802943779134499,2.7327226129379762,3.216832905432957,True,0.48411029249498094,qnei,0.6868602000176907,False,1.6667,10,29b3c627-8816-4b84-8154-577592a9740e,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.472887672842232,5.234441350353961,116.69567326628984,4.4942762904497044,6.864451368605285,3.114004025190249,4.8531599381016886,hartmann_6
