iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.6267979259035751,-0.6643447871641539,True,-0.03754686126057882,aei,0.0,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.6267979259035751,8.593961889195512,8.593961889195512,8.593961889195512,8.593961889195512,-0.6267979259035751,8.593961889195512,hartmann_6
2,0.6890364797811311,0.841747724312279,0.4255089974049766,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.5446509982998606,-0.5590224964702616,True,-0.014371498170400954,aei,0.0,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.5446509982998606,8.511814961591798,17.105776850787308,8.511814961591798,8.552888425393654,-0.5446509982998606,8.511814961591798,hartmann_6
3,0.5757605479445136,0.7533018647084769,0.8271039370247955,0.9334384708515814,0.1449946949362273,0.7455802110439375,-0.2824787103633238,-0.23202260859770985,True,0.05045610176561394,aei,0.0,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.2824787103633238,8.249642673655261,25.355419524442567,8.249642673655261,8.451806508147522,-0.2824787103633238,8.249642673655261,hartmann_6
4,0.13935139386782236,0.9065287561129268,0.22611443367452744,0.8532397499056062,0.3063178655321238,0.9698303682063217,-0.6526595761757241,-0.6793871105768396,True,-0.026727534401115527,aei,0.0,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.2824787103633238,8.619823539467662,33.97524306391023,8.249642673655261,8.493810765977557,-0.2824787103633238,8.249642673655261,hartmann_6
5,0.5178342136168697,0.32247455876606135,0.28243351716467957,0.605864995819676,0.3337644567193383,0.6786487735081429,1.3151007595726205,1.3510402502833974,True,0.035939490710776845,aei,0.0,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3151007595726205,6.652063203719317,40.62730626762954,6.652063203719317,8.12546125352591,1.3151007595726205,6.652063203719317,hartmann_6
6,0.5202903357406299,0.1951872537878576,0.3361185317498484,0.6975081519871997,0.10807346471314602,0.8264631214699937,-0.1636877551361353,-0.07700741768205291,True,0.08668033745408238,aei,0.5817850999883376,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3151007595726205,8.130851718428072,48.75815798605761,6.652063203719317,8.126359664342935,1.3151007595726205,6.652063203719317,hartmann_6
7,0.4853837434887925,0.2817645179601641,0.12271369300589206,0.6233853462992833,0.4032509330958239,0.6841670863434526,0.8555557510694973,0.861660665654934,True,0.006104914585436716,aei,0.5518437999999151,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3151007595726205,7.11160821222244,55.869766198280054,6.652063203719317,7.981395171182865,1.3151007595726205,6.652063203719317,hartmann_6
8,0.48934865596597554,0.3898630906051744,0.39595087333145734,0.4160547085525564,0.3242561142909063,0.6398465699833648,3.8489362370065145,3.790204523190917,True,-0.05873171381559761,aei,0.6975444999989122,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8489362370065145,4.118227726285422,59.98799392456547,4.118227726285422,7.498499240570684,3.8489362370065145,4.118227726285422,hartmann_6
9,0.2962604441234175,0.7613789416640119,0.8203557377762771,0.428579046176986,0.0,0.9049981028660206,0.24990366110656304,0.24063224321190965,True,-0.009271417894653383,aei,0.6406087999930605,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8489362370065145,7.717260302185374,67.70525422675085,4.118227726285422,7.522806025194539,3.8489362370065145,4.118227726285422,hartmann_6
10,0.1826466989212236,0.3740105572426355,0.40773451280787854,0.4101755154887912,0.0,0.7144124584733033,0.7298411659006149,0.7771173539951188,True,0.04727618809450396,aei,1.1877608000067994,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8489362370065145,7.237322797391323,74.94257702414218,4.118227726285422,7.4942577024142185,3.8489362370065145,4.118227726285422,hartmann_6
11,0.5521383254593285,0.3892909822670513,0.39407471375206116,0.3874938092340135,0.43049894266499944,0.43928309857407055,1.6322073447625258,1.586648433966437,True,-0.04555891079608876,aei,0.8090832000016235,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8489362370065145,6.334956618529411,81.27753364267159,4.118227726285422,7.388866694788326,3.8489362370065145,4.118227726285422,hartmann_6
12,0.5676800126078935,0.364467626857764,0.5103999668786109,0.3822428873188059,0.2909366405724676,0.6751454846335863,3.669865099099107,3.685094998476868,True,0.015229899377761313,aei,0.5350400999886915,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8489362370065145,4.297298864192831,85.57483250686441,4.118227726285422,7.131236042238701,3.8489362370065145,4.118227726285422,hartmann_6
13,0.2958119450032565,0.64942001640937,0.3247337681426046,0.37527977250837763,0.3639661520619423,0.7055688841958251,2.219165131645475,2.168103420249561,True,-0.05106171139591398,aei,0.6065069999895059,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8489362370065145,5.747998831646463,91.32283133851087,4.118227726285422,7.0248331798854515,3.8489362370065145,4.118227726285422,hartmann_6
14,0.5364593649294331,0.8306906854194872,0.2240525686333393,0.3891695785367692,0.07477992948129338,0.6437687608960281,-0.2353777838798661,-0.12932578115092885,True,0.10605200272893725,aei,0.7384634999907576,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,3.8489362370065145,8.202541747171804,99.52537308568267,4.118227726285422,7.108955220405905,3.8489362370065145,4.118227726285422,hartmann_6
15,0.2770422758397596,0.31216527543802597,0.5435522984067409,0.39392942748634857,0.3750979402410188,0.6883691230156369,5.610907300328588,5.618567860030683,True,0.0076605597020948935,aei,0.8972812999854796,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.610907300328588,2.3562566629633492,101.88162974864602,2.3562566629633492,6.792108649909735,5.610907300328588,2.3562566629633492,hartmann_6
16,0.21142083652738647,0.23634073041163492,0.6022943426382248,0.35272890031734006,0.4151596928266113,0.7535567683907329,5.4226664776575655,5.46102628182479,True,0.038359804167224176,aei,0.4207033999846317,False,10,3cfc9492-4e78-440b-882f-8edb569d4221,gaussian,0.05,0,exact,value,learned,0.0025000000000000005,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.610907300328588,2.5444974856343716,104.42612723428039,2.3562566629633492,6.526632952142524,5.610907300328588,2.3562566629633492,hartmann_6
