dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
weber_fechner,value,exact,misclick,0,0.01,studenttrbf,logei,5,2,1.5,0.5,1.4,0.0,0.0,0.0,8.03732368268992,0.0,True
weber_fechner,value,exact,misclick,0,0.01,studenttrbf,qnei,5,2,1.5,0.5,1.6,0.0,0.0,0.0,7.8693570750905195,0.0,True
weber_fechner,value,exact,misclick,0,0.05,studenttrbf,qnei,5,2,1.3,0.30000000000000004,1.2,0.6315447305873845,0.0,0.012888667971171117,8.500901805677904,0.0,True
weber_fechner,value,exact,misclick,0,0.05,studenttrbf,logei,5,2,1.7,0.7,1.8,2.4343321004602436,0.38835193696088677,0.04968024694816825,10.471655783150165,0.0,False
weber_fechner,value,exact,misclick,0,0.15,studenttrbf,logei,5,2,1.4,0.3999999999999999,1.4,5.939278645653691,1.7739203810318447,0.12120976827864675,13.976602328343612,0.0,True
weber_fechner,value,exact,misclick,0,0.15,studenttrbf,qnei,5,2,1.6,0.6000000000000001,1.6,3.5529881187521566,0.6705837423778052,0.07250996160718688,11.422345193842677,0.0,False
weber_fechner,value,exact,misclick,0,0.4,studenttrbf,logei,5,2,1.4,0.3999999999999999,1.4,16.193807557115466,12.986908301228814,0.33048586851256057,24.231131239805386,0.0,True
weber_fechner,value,exact,misclick,0,0.4,studenttrbf,qnei,5,2,1.6,0.6000000000000001,1.6,11.823462321543467,12.358947302562322,0.24129514941925442,19.692819396633986,0.0,False
weber_fechner,value,exact,misclick,20,0.01,studenttrbf,logei,5,2,1.5,0.5,1.4,0.0,0.0,0.0,8.03732368268992,0.0,True
weber_fechner,value,exact,misclick,20,0.01,studenttrbf,qnei,5,2,1.5,0.5,1.6,0.0,0.0,0.0,7.8693570750905195,0.0,True
weber_fechner,value,exact,misclick,20,0.05,studenttrbf,logei,5,2,1.5,0.5,1.4,0.0,0.0,0.0,8.03732368268992,0.0,True
weber_fechner,value,exact,misclick,20,0.05,studenttrbf,qnei,5,2,1.5,0.5,1.6,0.0,0.0,0.0,7.8693570750905195,0.0077367357540300274,True
weber_fechner,value,exact,misclick,20,0.15,studenttrbf,qnei,5,2,1.4,0.3999999999999999,1.6,0.0,0.0,0.0,7.8693570750905195,0.0,True
weber_fechner,value,exact,misclick,20,0.15,studenttrbf,logei,5,2,1.6,0.6000000000000001,1.4,0.3817281945077912,0.0,0.013163041189923837,8.419051877197711,0.008910520068121675,False
weber_fechner,value,exact,misclick,20,0.4,studenttrbf,qnei,5,2,1.4,0.3999999999999999,1.6,0.0,0.0,0.0,7.8693570750905195,0.10181274461428932,True
weber_fechner,value,exact,misclick,20,0.4,studenttrbf,logei,5,2,1.6,0.6000000000000001,1.4,0.023618507113842214,0.0,0.000814431279787662,8.060942189803763,0.27122351507131726,False
