iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.028689008371944547,-1.354200529761357,-1.354200529761357,-1.354200529761357,0.0,False,True,0.0,logei,0.0,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,-1.354200529761357,4.413589286017238,4.413589286017238,4.413589286017238,4.413589286017238,-1.354200529761357,4.413589286017238,stevens
2,0.14792608457745593,0.9282110229603695,0.07042057615419683,0.12977394939929798,-1.415234372616329,-1.415234372616329,-1.415234372616329,0.0,False,True,0.0,logei,0.0,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,-1.354200529761357,4.474623128872211,8.888212414889448,4.413589286017238,4.444106207444724,-1.354200529761357,4.413589286017238,stevens
3,0.9483284532917751,0.6218835927963828,0.368993123729791,0.5113900218032627,0.854258045732732,0.854258045732732,0.854258045732732,0.0,False,True,0.0,logei,0.0,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,0.854258045732732,2.2051307105231497,11.093343125412598,2.2051307105231497,3.6977810418041996,0.854258045732732,2.2051307105231497,stevens
4,0.6628429525167993,0.2753088157611293,0.13796807286695534,0.7880395945039919,-0.18475011597007665,-0.18475011597007665,-0.18475011597007665,0.0,False,True,0.0,logei,0.0,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,0.854258045732732,3.2441388722259585,14.337481997638557,2.2051307105231497,3.5843704994096393,0.854258045732732,2.2051307105231497,stevens
5,0.6703605841024838,0.5123823134831604,0.8167364359696581,0.5490752688700263,1.0503943887504021,,1.0503943887504021,0.0,False,True,,logei,0.0,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,1.0503943887504021,2.0089943675054798,16.346476365144035,2.0089943675054798,3.269295273028807,0.854258045732732,2.2051307105231497,stevens
6,1.0,1.0,1.0,0.13307701776792247,1.6465675074180717,1.6465675074180717,1.6465675074180717,0.0,False,True,0.0,logei,0.32465089997276664,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,1.6465675074180717,1.41282124883781,17.759297613981843,1.41282124883781,2.9598829356636407,1.6465675074180717,1.41282124883781,stevens
7,1.0,0.0,1.0,0.0,-0.7534315624386202,-0.7534315624386202,-0.7534315624386202,0.0,False,True,0.0,logei,0.21709079999709502,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,1.6465675074180717,3.8128203186945018,21.572117932676345,1.41282124883781,3.081731133239478,1.6465675074180717,1.41282124883781,stevens
8,1.0,1.0,1.0,0.878516837046118,2.900928186540872,2.900928186540872,2.900928186540872,0.0,False,True,0.0,logei,0.34530919999815524,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,2.900928186540872,0.15846056971500966,21.730578502391356,0.15846056971500966,2.7163223127989196,2.900928186540872,0.15846056971500966,stevens
9,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.20925730001181364,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,21.730578502391356,0.0,2.4145087224879287,2.900928186540872,0.15846056971500966,stevens
10,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.24451709998538718,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,21.730578502391356,0.0,2.1730578502391356,2.900928186540872,0.15846056971500966,stevens
11,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.2410084000439383,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,21.730578502391356,0.0,1.9755071365810324,3.0593887562558817,0.0,stevens
12,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.22353159997146577,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,21.730578502391356,0.0,1.8108815418659463,3.0593887562558817,0.0,stevens
13,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.20790049998322502,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,21.730578502391356,0.0,1.671582961722412,3.0593887562558817,0.0,stevens
14,0.787147580943713,1.0,1.0,1.0,2.776933535703564,2.776933535703564,2.776933535703564,0.0,False,True,0.0,logei,0.24001899996073917,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.28245522055231786,22.013033722943675,0.0,1.572359551638834,3.0593887562558817,0.0,stevens
15,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.23479239997686818,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,22.013033722943675,0.0,1.4675355815295783,3.0593887562558817,0.0,stevens
16,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.2880392000079155,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,22.013033722943675,0.0,1.3758146076839797,3.0593887562558817,0.0,stevens
17,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.20817920000990853,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,22.013033722943675,0.0,1.2948843366437455,3.0593887562558817,0.0,stevens
18,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.2500463000033051,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,22.013033722943675,0.0,1.2229463179413154,3.0593887562558817,0.0,stevens
19,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.23797170002944767,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,22.013033722943675,0.0,1.1585807222601934,3.0593887562558817,0.0,stevens
20,1.0,0.8227653039904521,1.0,1.0,2.825806419521635,2.825806419521635,2.825806419521635,0.0,False,True,0.0,logei,0.3346618000068702,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.2335823367342469,22.246616059677923,0.0,1.112330802983896,3.0593887562558817,0.0,stevens
21,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.23858479998307303,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,22.246616059677923,0.0,1.0593626695084726,3.0593887562558817,0.0,stevens
22,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.3243442999664694,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,22.246616059677923,0.0,1.011209820894451,3.0593887562558817,0.0,stevens
23,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.2702138999593444,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,22.246616059677923,0.0,0.9672441765077358,3.0593887562558817,0.0,stevens
24,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.21608530002413318,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,22.246616059677923,0.0,0.9269423358199135,3.0593887562558817,0.0,stevens
25,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.2812341999961063,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,22.246616059677923,0.0,0.8898646423871169,3.0593887562558817,0.0,stevens
26,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.2414680999936536,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,22.246616059677923,0.0,0.8556390792183817,3.0593887562558817,0.0,stevens
27,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.20654310000827536,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,22.246616059677923,0.0,0.8239487429510342,3.0593887562558817,0.0,stevens
28,1.0,1.0,0.8303205824394945,1.0,2.836082906955116,2.836082906955116,2.836082906955116,0.0,False,True,0.0,logei,0.2762798999901861,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.22330584930076558,22.469921908978687,0.0,0.8024972110349531,3.0593887562558817,0.0,stevens
29,0.0,1.0,1.0,1.0,1.1529785969086308,,1.1529785969086308,0.0,False,True,,logei,0.29083320003701374,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,1.9064101593472509,24.376332068325937,0.0,0.8405631747698599,3.0593887562558817,0.0,stevens
30,0.0,1.0,1.0,1.0,1.1529785969086308,1.1529785969086308,1.1529785969086308,0.0,False,True,0.0,logei,0.30292590003227815,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,1.9064101593472509,26.282742227673186,0.0,0.8760914075891062,3.0593887562558817,0.0,stevens
31,0.0,0.0,1.0,1.0,-0.7534315624386202,-0.7534315624386202,-0.7534315624386202,0.0,False,True,0.0,logei,0.23114559997338802,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,3.8128203186945018,30.095562546367688,0.0,0.9708245982699254,3.0593887562558817,0.0,stevens
32,1.0,1.0,0.0,1.0,1.1529785969086308,1.1529785969086308,1.1529785969086308,0.0,False,True,0.0,logei,0.3294058999745175,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,1.9064101593472509,32.00197270571494,0.0,1.000061647053592,3.0593887562558817,0.0,stevens
33,1.0,0.0,1.0,1.0,1.1529785969086308,1.1529785969086308,1.1529785969086308,0.0,False,True,0.0,logei,0.261903100006748,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,1.9064101593472509,33.908382865062194,0.0,1.0275267534867332,3.0593887562558817,0.0,stevens
34,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.262251699983608,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,33.908382865062194,0.0,0.9973053783841822,3.0593887562558817,0.0,stevens
35,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.2585366999846883,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,33.908382865062194,0.0,0.968810939001777,3.0593887562558817,0.0,stevens
36,0.0,1.0,1.0,0.0,-0.7534315624386202,-0.7534315624386202,-0.7534315624386202,0.0,False,True,0.0,logei,0.23794680001446977,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,3.8128203186945018,37.72120318375669,0.0,1.047811199548797,3.0593887562558817,0.0,stevens
37,1.0,1.0,0.0,0.0,-0.7534315624386202,-0.7534315624386202,-0.7534315624386202,0.0,False,True,0.0,logei,0.14634119998663664,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,3.8128203186945018,41.53402350245119,0.0,1.1225411757419241,3.0593887562558817,0.0,stevens
38,0.0,1.0,0.0,1.0,-0.7534315624386202,-0.7534315624386202,-0.7534315624386202,0.0,False,True,0.0,logei,0.2628416999941692,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,3.8128203186945018,45.34684382114569,0.0,1.1933379952933076,3.0593887562558817,0.0,stevens
39,1.0,0.0,0.0,0.0,-2.659841721785871,-2.659841721785871,-2.659841721785871,0.0,False,True,0.0,logei,0.2444835000205785,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,5.719230478041753,51.06607429918744,0.0,1.3093865204919857,3.0593887562558817,0.0,stevens
40,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.3331152999890037,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,51.06607429918744,0.0,1.2766518574796861,3.0593887562558817,0.0,stevens
41,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.36862120003206655,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,51.06607429918744,0.0,1.2455140072972546,3.0593887562558817,0.0,stevens
42,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.4017067999811843,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,51.06607429918744,0.0,1.2158589118854153,3.0593887562558817,0.0,stevens
43,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.3707785999868065,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,51.06607429918744,0.0,1.1875831232369172,3.0593887562558817,0.0,stevens
44,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.3177430999930948,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,51.06607429918744,0.0,1.1605925977088054,3.0593887562558817,0.0,stevens
45,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.3358314000070095,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,51.06607429918744,0.0,1.1348016510930543,3.0593887562558817,0.0,stevens
46,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.24529900000197813,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,51.06607429918744,0.0,1.1101320499823357,3.0593887562558817,0.0,stevens
47,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.3303995000314899,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,51.06607429918744,0.0,1.0865122191316476,3.0593887562558817,0.0,stevens
48,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.38585210003657266,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,51.06607429918744,0.0,1.0638765478997383,3.0593887562558817,0.0,stevens
49,1.0,1.0,1.0,1.0,3.0593887562558817,3.0593887562558817,3.0593887562558817,0.0,False,True,0.0,logei,0.23823230003472418,False,False,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,51.06607429918744,0.0,1.0421647816160702,3.0593887562558817,0.0,stevens
50,1.0,1.0,1.0,1.0,3.0593887562558817,,3.0593887562558817,0.0,False,True,,logei,0.41948949999641627,False,True,11,aa2402dc-4bc4-4334-93fe-05f2ad45a79a,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",3.0593887562558817,3.0593887562558817,0.0,51.06607429918744,0.0,1.0213214859837487,3.0593887562558817,0.0,stevens
