iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,3.0033679477896715,0.6524516488288785,2.6026363654825047,0.4689836211867622,1.6110232157240438,-1.0005901198454061,-1.332462445355116,True,-0.3318723255097098,qnei,0.0,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-1.0005901198454061,9.048311286534384,9.048311286534384,9.048311286534384,9.048311286534384,-1.0005901198454061,9.048311286534384,michalewicz
2,0.4270040294696573,2.1646719429357737,2.644428466875382,1.3367759402838328,3.0062717024781365,-0.9041066659867205,-2.34996930623348,True,-1.4458626402467596,qnei,0.0,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.9041066659867205,8.951827832675699,18.000139119210083,8.951827832675699,9.000069559605041,-1.0005901198454061,9.048311286534384,michalewicz
3,2.5928597954643946,1.0625347409922794,1.8088051076493177,2.3665676041036434,2.598423652312292,-0.4821873194693632,0.011542789702519873,True,0.4937301091718831,qnei,0.0,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,8.529908486158341,26.530047605368424,8.529908486158341,8.843349201789474,-0.4821873194693632,8.529908486158341,michalewicz
4,2.9324834426054185,0.45551426842114484,2.3423093136775615,0.43778531524264847,2.847944080472264,-0.9783677662708578,-1.6427724958668852,True,-0.6644047295960275,qnei,0.0,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,9.026088932959835,35.55613653832826,8.529908486158341,8.889034134582065,-0.4821873194693632,8.529908486158341,michalewicz
5,0.7103594437025119,2.680531730054245,0.9623259560190263,3.0468119599852646,1.6268241612762053,-0.1892230366634753,-1.179126622855743,True,-0.9899035861922678,qnei,0.0,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,8.236944203352454,43.79308074168071,8.236944203352454,8.758616148336142,-0.4821873194693632,8.529908486158341,michalewicz
6,2.967450548486356,1.1565669410866277,1.9363859948981421,2.5024869315986598,1.0411682772426387,1.2740358653662498,1.0971084835689129,True,-0.1769273817973369,qnei,0.4792250999598764,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.2740358653662498,6.773685301322729,50.56676604300344,6.773685301322729,8.427794340500574,1.2740358653662498,6.773685301322729,michalewicz
7,3.141592653589793,1.1206161299451702,1.9500874750479131,2.9452858350906017,0.0,-0.6821114447748285,-1.0810464034484255,True,-0.39893495867359696,qnei,0.42782149999402463,False,1.7740358653662498,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.2740358653662498,8.729832611463808,59.296598654467246,6.773685301322729,8.470942664923893,1.2740358653662498,6.773685301322729,michalewicz
8,3.141592653589793,1.5100814953903325,2.3529222527350973,2.477454557670876,0.0,1.8476008900663898,0.7047757746616519,True,-1.142825115404738,qnei,0.5620427000103518,False,1.7740358653662498,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.8476008900663898,6.200120276622588,65.49671893108983,6.200120276622588,8.187089866386229,1.2740358653662498,6.773685301322729,michalewicz
9,3.141592653589793,0.5973315091577704,1.2449772330869187,2.5638710611402735,0.4095415911333159,0.7055711665339585,1.7740358653662498,True,1.0684646988322912,qnei,0.5558747000177391,False,1.7740358653662498,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.8476008900663898,7.34215000015502,72.83886893124485,6.200120276622588,8.093207659027206,0.7055711665339585,7.34215000015502,michalewicz
10,3.141592653589793,0.6434060286759784,0.0,2.5845477202880014,0.0,-1.0433903447984592,-0.2807889971854973,True,0.7626013476129618,qnei,0.4879184000310488,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.8476008900663898,9.091111511487437,81.92998044273229,6.200120276622588,8.192998044273228,0.7055711665339585,7.34215000015502,michalewicz
11,3.141592653589793,0.0,1.5020179347583689,2.5506449568431058,0.0,-0.8408138981031492,0.6046914473259266,True,1.4455053454290758,qnei,0.4094008000101894,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.8476008900663898,8.888535064792128,90.81851550752441,6.200120276622588,8.256228682502218,0.7055711665339585,7.34215000015502,michalewicz
12,3.141592653589793,0.9915515533931157,1.2916600009322006,2.533298737186762,0.0,1.2020348540482761,1.3719675714014015,True,0.16993271735312532,qnei,0.4054472000570968,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.8476008900663898,6.845686312640702,97.66420182016512,6.200120276622588,8.13868348501376,0.7055711665339585,7.34215000015502,michalewicz
13,3.141592653589793,0.644860612639429,1.4724744987134941,2.615804996258029,1.7322863908694215,0.9290670204865614,1.3719675714014015,True,0.44290055091484004,qnei,0.3876063000061549,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.8476008900663898,7.118654146202417,104.78285596636753,6.200120276622588,8.06021968972058,0.7055711665339585,7.34215000015502,michalewicz
14,3.141592653589793,0.6780595414661232,1.7154509438821883,2.5357544641494463,0.0,-0.6968101632809892,-2.589321582484247,True,-1.8925114192032577,qnei,0.3314291999558918,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.8476008900663898,8.744531329969968,113.52738729633751,6.200120276622588,8.109099092595537,0.7055711665339585,7.34215000015502,michalewicz
15,3.141592653589793,0.10676841225639688,1.3555131198945265,2.5792155931447893,0.7611540112304903,0.32853977389442784,1.3072217537575772,True,0.9786819798631494,qnei,0.33160070003941655,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.8476008900663898,7.7191813927945505,121.24656868913206,6.200120276622588,8.08310457927547,0.7055711665339585,7.34215000015502,michalewicz
16,3.141592653589793,0.09143128649712721,1.2702234126535623,2.534745401080876,0.0,1.1579200481841772,1.3719675714014015,True,0.2140475232172243,qnei,0.37289250001776963,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.8476008900663898,6.889801118504801,128.13636980763687,6.200120276622588,8.008523112977304,0.7055711665339585,7.34215000015502,michalewicz
17,3.141592653589793,2.6459756381374677,1.2145414588736185,2.6536448347843318,2.010861923094496,0.8210898099020851,1.3719675714014015,True,0.5508777614993163,qnei,0.5925986000220291,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.8476008900663898,7.226631356786893,135.36300116442376,6.200120276622588,7.962529480260222,0.7055711665339585,7.34215000015502,michalewicz
18,3.141592653589793,1.199416627838602,1.1522211930821864,2.541241086967529,0.0,-0.06499364150557001,0.9305857409972804,True,0.9955793825028504,qnei,0.6571549000218511,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.8476008900663898,8.112714808194548,143.4757159726183,6.200120276622588,7.970873109589906,0.7055711665339585,7.34215000015502,michalewicz
19,3.141592653589793,0.7451495679182195,1.2549075727256342,2.7714997318244308,0.4261422689929585,0.7105871420771087,1.0233092177222327,True,0.312722075645124,qnei,0.7699007999617606,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.8476008900663898,7.33713402461187,150.81284999723016,6.200120276622588,7.937518420906851,0.7055711665339585,7.34215000015502,michalewicz
20,2.843913998036867,0.45422575121132885,1.2551335611350594,2.5024691672608093,2.2103090590382792,3.1803982568773614,1.3719675714014015,True,-1.80843068547596,qnei,0.6802697000093758,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,3.1803982568773614,4.867322909811617,155.68017290704177,4.867322909811617,7.784008645352088,0.7055711665339585,7.34215000015502,michalewicz
21,3.141592653589793,3.141592653589793,1.4172949329672093,2.7089844983799303,3.141592653589793,-0.49416298232696193,-0.24320773643284632,True,0.2509552458941156,qnei,0.7576153000118211,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,3.1803982568773614,8.54188414901594,164.2220570560577,4.867322909811617,7.820097955050367,0.7055711665339585,7.34215000015502,michalewicz
22,3.141592653589793,2.5162358720882927,1.2382997844986263,2.4677155479112076,1.0438752885194824,2.9696604090658516,1.3719675714014015,True,-1.5976928376644501,qnei,0.6286407000152394,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,3.1803982568773614,5.078060757623127,169.30011781368083,4.867322909811617,7.695459900621856,0.7055711665339585,7.34215000015502,michalewicz
23,3.141592653589793,0.0,1.2656195140712765,2.2678655636320944,0.4327939240045158,0.7667948628782519,0.48900792376080904,True,-0.2777869391174429,qnei,0.47580529999686405,False,1.3719675714014015,10,21e610ff-474b-4200-a45c-46c1ba2d5b39,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,3.1803982568773614,7.280926303810727,176.58104411749156,4.867322909811617,7.677436700760502,0.7055711665339585,7.34215000015502,michalewicz
