iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.7339685059847834,0.9010628369925916,1.8948457972282609,2.4426953628177106,2.2496147957845927,0.595848047753563,1.3719675714014015,True,0.7761195236478384,qnei,0.0,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.451873118935415,7.451873118935415,7.451873118935415,7.451873118935415,0.595848047753563,7.451873118935415,michalewicz
2,2.8757514617751183,2.703006367468264,2.8847285896693013,0.08352783127899953,1.3736551050036934,0.19303114101745533,0.07014024397673471,True,-0.12289089704072062,qnei,0.0,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.854690025671523,15.306563144606939,7.451873118935415,7.653281572303469,0.595848047753563,7.451873118935415,michalewicz
3,1.5234975350318947,0.20468794780846922,0.017674759483104676,2.6094742043030985,3.089135106907805,-1.0527126446734347,-0.20524955202117512,True,0.8474630926522596,qnei,0.0,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,9.100433811362413,24.40699695596935,7.451873118935415,8.135665651989784,0.595848047753563,7.451873118935415,michalewicz
4,2.46492454909066,0.9914976055630428,2.215871184667501,0.939905061652722,2.327129991960237,1.006504808815746,-0.598799781157086,True,-1.605304589972832,qnei,0.0,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,7.041216357873232,31.448213313842583,7.041216357873232,7.862053328460646,0.595848047753563,7.451873118935415,michalewicz
5,0.8788518104233879,2.4585818703609696,3.1030790740952976,3.0983597811058523,2.7735945546061833,-1.0537215195984087,-0.7784550940100736,True,0.27526642558833503,qnei,0.0,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.101442686287387,40.54965600012997,7.041216357873232,8.109931200025994,0.595848047753563,7.451873118935415,michalewicz
6,3.141592653589793,0.6869873663113342,1.9533497264360054,2.635451782005267,1.935427271914795,-1.053931576565005,-1.4932080190770036,True,-0.4392764425119986,qnei,0.40497340000001714,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.101652743253982,49.65130874338395,7.041216357873232,8.275218123897325,0.595848047753563,7.451873118935415,michalewicz
7,2.7000796321314415,1.0606311041520997,1.7376480380173134,3.0860437836768195,2.3058888486430704,-1.024399961898,-0.8962033664821377,True,0.12819659541586226,qnei,0.5811182999750599,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.072121128586979,58.72342987197093,7.041216357873232,8.389061410281561,0.595848047753563,7.451873118935415,michalewicz
8,2.461837671035216,0.8885829568456102,1.6570376867550738,2.4002621021150325,2.4484699759703745,-0.6472519093303922,0.09380336713327309,True,0.7410552764636653,qnei,0.6979242999805138,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,8.694973076019371,67.4184029479903,7.041216357873232,8.427300368498788,0.595848047753563,7.451873118935415,michalewicz
9,2.724557653394589,0.988241926991177,2.0387307013859726,2.304064399292997,2.2602110462774205,-0.35898461838920315,0.501219265346736,True,0.8602038837359391,qnei,0.5767312000389211,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,8.40670578507818,75.82510873306848,7.041216357873232,8.425012081452053,0.595848047753563,7.451873118935415,michalewicz
10,2.699596854220991,1.2111778226517984,2.1525034462951815,2.5085836135149133,2.3031333915467274,0.5994734044472377,0.12195394962477946,True,-0.4775194548224583,qnei,0.5832396000041626,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,7.44824776224174,83.27335649531021,7.041216357873232,8.32733564953102,0.595848047753563,7.451873118935415,michalewicz
11,2.7078191725372056,0.7982297670332065,1.8874765617382192,2.490279194081573,2.2664770482063505,0.6237081565897636,1.218184634426954,True,0.5944764778371904,qnei,0.5473255999968387,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,7.424013010099214,90.69736950540943,7.041216357873232,8.245215409582675,0.595848047753563,7.451873118935415,michalewicz
12,2.7478221398636467,0.885502474057095,1.2083666280748124,2.4583433744956142,2.21500075741309,2.7448723526957997,1.3719675714014015,True,-1.3729047812943982,qnei,0.3611772999865934,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,2.7448723526957997,5.302848813993179,96.0002183194026,5.302848813993179,8.00001819328355,0.595848047753563,7.451873118935415,michalewicz
13,2.7340537577624495,0.8837195475673112,2.2445176445834703,2.462996851506188,1.4401886971772522,1.3522313714933911,1.3719675714014015,True,0.019736199908010343,qnei,0.34418850002111867,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,2.7448723526957997,6.695489795195587,102.69570811459819,5.302848813993179,7.899669854969091,0.595848047753563,7.451873118935415,michalewicz
14,2.7902422507141407,0.8937338370270196,3.141592653589793,2.475235211925192,3.141592653589793,0.112875370560244,-0.44016650058320117,True,-0.5530418711434452,qnei,0.5132626999984495,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,2.7448723526957997,7.934845796128735,110.63055391072693,5.302848813993179,7.902182422194781,0.595848047753563,7.451873118935415,michalewicz
15,2.7246908331716257,0.8616156750357389,1.8455203146785952,2.4451284211446804,1.8490499247237284,-0.35758887988062815,-1.1003362313940128,True,-0.7427473515133847,qnei,0.6007137999986298,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,2.7448723526957997,8.405310046569607,119.03586395729654,5.302848813993179,7.935724263819769,0.595848047753563,7.451873118935415,michalewicz
16,2.71762018489971,0.11634143997032563,0.3849482073882484,2.321436268457206,2.3615303884464245,-1.053059821498891,-1.2077813242463242,True,-0.15472150274743313,qnei,0.5329950000159442,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,2.7448723526957997,9.10078098818787,128.13664494548442,5.302848813993179,8.008540309092776,0.595848047753563,7.451873118935415,michalewicz
17,2.707365548165629,0.9514873117475183,0.05310705400905775,2.4936813465189585,3.141592653589793,0.07266306309830438,1.3719675714014015,True,1.2993045083030972,qnei,0.4267534000100568,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,2.7448723526957997,7.975058103590674,136.1117030490751,5.302848813993179,8.006570767592653,0.595848047753563,7.451873118935415,michalewicz
18,2.71577406080335,0.9855538620757418,0.0,2.3731507120200157,0.9075023121280843,-0.2726870315222585,-0.949871284962513,True,-0.6771842534402546,qnei,0.3651096999528818,False,1.3719675714014015,9,462fdd6c-c558-40ef-90a0-b62356c0e0d8,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,2.7448723526957997,8.320408198211236,144.43211124728631,5.302848813993179,8.024006180404795,0.595848047753563,7.451873118935415,michalewicz
