iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.7879882749341351,2.9743120900516855,0.5947675292449087,0.5632605778212793,1.0992094678263717,-0.5667414635567062,-0.9215855441304954,True,-0.35484408057378924,qnei,0.0,False,1.3719675714014015,12,a6449f8d-0644-4a30-b4ef-25f1b151221a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,-0.5667414635567062,8.614462630245685,8.614462630245685,8.614462630245685,8.614462630245685,-0.5667414635567062,8.614462630245685,michalewicz
2,0.7242666866362815,2.1062674201255325,0.3615325414586752,2.815838943774293,2.695896440327424,-1.0276419189197057,-1.0813260120572072,True,-0.053684093137501554,qnei,0.0,False,1.3719675714014015,12,a6449f8d-0644-4a30-b4ef-25f1b151221a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,-0.5667414635567062,9.075363085608684,17.68982571585437,8.614462630245685,8.844912857927184,-0.5667414635567062,8.614462630245685,michalewicz
3,0.008881383548947469,1.701066115823227,0.33568317749969134,0.8103894034005851,1.3097175385636273,-0.13683088130432808,0.04229512849313069,True,0.17912600979745877,qnei,0.0,False,1.3719675714014015,12,a6449f8d-0644-4a30-b4ef-25f1b151221a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,-0.13683088130432808,8.184552047993307,25.874377763847676,8.184552047993307,8.624792587949225,-0.13683088130432808,8.184552047993307,michalewicz
4,1.4250770759641458,1.4707258909124643,2.913879653542342,0.8129533534900553,0.5902745058821421,0.5024294513339798,0.6228183213434069,True,0.1203888700094271,qnei,0.0,False,1.3719675714014015,12,a6449f8d-0644-4a30-b4ef-25f1b151221a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.5024294513339798,7.545291715354999,33.419669479202675,7.545291715354999,8.354917369800669,0.5024294513339798,7.545291715354999,michalewicz
5,2.1064707794446274,2.973890364201269,2.899095866946855,2.765386933082001,0.2021793815302868,0.5902740029882281,0.5325068542869669,True,-0.057767148701261206,qnei,0.0,False,1.3719675714014015,12,a6449f8d-0644-4a30-b4ef-25f1b151221a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.5902740029882281,7.45744716370075,40.877116642903424,7.45744716370075,8.175423328580685,0.5024294513339798,7.545291715354999,michalewicz
6,1.9863997309516477,0.23437384198184918,3.141592653589793,0.0,0.0,-0.40560068014852696,-0.21265969355325107,True,0.1929409865952759,qnei,0.49421420000726357,False,1.3719675714014015,12,a6449f8d-0644-4a30-b4ef-25f1b151221a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.5902740029882281,8.453321846837506,49.33043848974093,7.45744716370075,8.221739748290155,0.5024294513339798,7.545291715354999,michalewicz
7,1.5263198110256777,2.82875342272677,2.9851727497942817,2.207445334395505,0.6104578938814663,-0.9161520660657695,-0.6399024212549379,True,0.2762496448108316,qnei,0.2993766999570653,False,1.3719675714014015,12,a6449f8d-0644-4a30-b4ef-25f1b151221a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.5902740029882281,8.963873232754748,58.29431172249568,7.45744716370075,8.327758817499383,0.5024294513339798,7.545291715354999,michalewicz
8,0.9752555617201251,1.0553839075463738,2.436660497233724,0.8620241950981906,0.7486636733077711,-1.0223775683911576,-0.965186433294592,True,0.05719113509656559,qnei,0.40340970002580434,False,1.3719675714014015,12,a6449f8d-0644-4a30-b4ef-25f1b151221a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.5902740029882281,9.070098735080135,67.36441045757581,7.45744716370075,8.420551307196977,0.5024294513339798,7.545291715354999,michalewicz
9,1.504928026793704,1.0227853415907553,3.00496825571858,0.24739697008840367,0.5331288903816753,-1.0529943900708763,-0.83588937361198,True,0.21710501645889624,qnei,0.43932359997415915,False,1.3719675714014015,12,a6449f8d-0644-4a30-b4ef-25f1b151221a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.5902740029882281,9.100715556759855,76.46512601433567,7.45744716370075,8.496125112703963,0.5024294513339798,7.545291715354999,michalewicz
10,2.5663581099800634,3.057861314264106,3.066137555836181,3.141592653589793,0.0,-0.9958525843678677,-1.0113763779027805,True,-0.015523793534912733,qnei,0.542397599958349,False,1.3719675714014015,12,a6449f8d-0644-4a30-b4ef-25f1b151221a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.5902740029882281,9.043573751056845,85.5086997653925,7.45744716370075,8.55086997653925,0.5024294513339798,7.545291715354999,michalewicz
