iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.9637953256775056,2.818680285825393,2.436888465969028,0.7075092536100441,0.9430001955324466,0.90007361838061,1.3719675714014015,True,0.4718939530207915,logei,0.0,False,1.3719675714014015,7,248b2870-3d97-4a1a-ad0a-1bfd727e950f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.147647548308369,7.147647548308369,7.147647548308369,7.147647548308369,0.90007361838061,7.147647548308369,michalewicz
2,2.7443490865749487,0.016541442142122352,2.5799651661104637,2.5040674617684413,1.4700610102117195,-0.07730669503760453,0.31001619869810015,True,0.38732289373570467,logei,0.0,False,1.40007361838061,7,248b2870-3d97-4a1a-ad0a-1bfd727e950f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.125027861726583,15.272675410034951,7.147647548308369,7.636337705017476,0.90007361838061,7.147647548308369,michalewicz
3,0.952004445895042,0.8746998575470308,0.8006964241976576,1.398248452847806,1.5850851037238267,-1.04660950384501,-1.0946233836877328,True,-0.04801387984272276,logei,0.0,False,1.40007361838061,7,248b2870-3d97-4a1a-ad0a-1bfd727e950f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.094330670533989,24.36700608056894,7.147647548308369,8.122335360189647,0.90007361838061,7.147647548308369,michalewicz
4,1.7388632150586287,3.127456377084045,2.4902208621823125,1.954633696428515,3.1069099346504863,0.40980425343275584,0.223369331226882,True,-0.18643492220587385,logei,0.0,False,1.40007361838061,7,248b2870-3d97-4a1a-ad0a-1bfd727e950f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.637916913256222,32.00492299382516,7.147647548308369,8.00123074845629,0.90007361838061,7.147647548308369,michalewicz
5,0.6764122246309393,0.5033209485844836,1.9243499208169526,0.1380478893954662,0.11209290167316548,-1.0539382228456007,-1.0476986604199683,True,0.0062395624256323945,logei,0.0,False,1.40007361838061,7,248b2870-3d97-4a1a-ad0a-1bfd727e950f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.101659389534579,41.106582383359736,7.147647548308369,8.221316476671948,0.90007361838061,7.147647548308369,michalewicz
6,2.3701418571910766,2.973026023749742,2.6711193053986726,0.0,0.0,-0.21302999541197357,-0.43741681612257166,True,-0.2243868207105981,logei,0.8498833999619819,False,1.40007361838061,7,248b2870-3d97-4a1a-ad0a-1bfd727e950f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.260751162100952,49.36733354546069,7.147647548308369,8.227888924243448,0.90007361838061,7.147647548308369,michalewicz
7,2.3718587667137214,2.5933568928458746,2.7307050859879096,1.1337919260695088,1.1060862651808965,2.0177490396289826,1.40007361838061,True,-0.6176754212483726,logei,0.4223894000169821,False,1.40007361838061,7,248b2870-3d97-4a1a-ad0a-1bfd727e950f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,2.0177490396289826,6.029972127059995,55.39730567252069,6.029972127059995,7.913900810360098,2.0177490396289826,6.029972127059995,michalewicz
8,3.141592653589793,3.141592653589793,2.643987286394727,0.0,1.014458350794061,0.522216003840707,0.8046788915651919,True,0.2824628877244849,logei,0.44191930000670254,False,2.5177490396289826,7,248b2870-3d97-4a1a-ad0a-1bfd727e950f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,2.0177490396289826,7.525505162848272,62.922810835368956,6.029972127059995,7.8653513544211195,2.0177490396289826,6.029972127059995,michalewicz
9,1.4101719193787554,3.141592653589793,2.8456922355799783,1.0881590965250452,1.109144628754025,1.4610673751542245,1.8779752800803726,True,0.41690790492614815,logei,0.44488689996069297,False,2.5177490396289826,7,248b2870-3d97-4a1a-ad0a-1bfd727e950f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,2.0177490396289826,6.586653791534754,69.5094646269037,6.029972127059995,7.723273847433745,1.4610673751542245,6.586653791534754,michalewicz
10,0.8401129912384152,3.141592653589793,3.0079476133952823,2.713967690287484,1.014812630734301,0.52036932010012,0.41383935545333184,True,-0.10652996464678821,logei,0.3857517999713309,False,1.9610673751542245,7,248b2870-3d97-4a1a-ad0a-1bfd727e950f,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,2.0177490396289826,7.527351846588858,77.03681647349256,6.029972127059995,7.703681647349256,1.4610673751542245,6.586653791534754,michalewicz
