iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.9637953256775056,2.818680285825393,2.436888465969028,0.7075092536100441,0.9430001955324466,0.90007361838061,1.309853546069962,True,0.4097799276893521,logei,0.0,False,1.3719675714014015,7,71913490-2730-4148-bacd-c98b2579a8e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.147647548308369,7.147647548308369,7.147647548308369,7.147647548308369,0.90007361838061,7.147647548308369,michalewicz
2,2.7443490865749487,0.016541442142122352,2.5799651661104637,2.5040674617684413,1.4700610102117195,-0.07730669503760453,1.1268044601808134,True,1.2041111552184178,logei,0.0,False,1.3719675714014015,7,71913490-2730-4148-bacd-c98b2579a8e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.125027861726583,15.272675410034951,7.147647548308369,7.636337705017476,0.90007361838061,7.147647548308369,michalewicz
3,0.952004445895042,0.8746998575470308,0.8006964241976576,1.398248452847806,1.5850851037238267,-1.04660950384501,-1.5757065669872152,True,-0.5290970631422052,logei,0.0,False,1.3719675714014015,7,71913490-2730-4148-bacd-c98b2579a8e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.094330670533989,24.36700608056894,7.147647548308369,8.122335360189647,0.90007361838061,7.147647548308369,michalewicz
4,1.7388632150586287,3.127456377084045,2.4902208621823125,1.954633696428515,3.1069099346504863,0.40980425343275584,1.3719675714014015,True,0.9621633179686456,logei,0.0,False,1.3719675714014015,7,71913490-2730-4148-bacd-c98b2579a8e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.637916913256222,32.00492299382516,7.147647548308369,8.00123074845629,0.40980425343275584,7.637916913256222,michalewicz
5,0.6764122246309393,0.5033209485844836,1.9243499208169526,0.1380478893954662,0.11209290167316548,-1.0539382228456007,-0.34365448473353466,True,0.710283738112066,logei,0.0,False,1.3719675714014015,7,71913490-2730-4148-bacd-c98b2579a8e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.101659389534579,41.106582383359736,7.147647548308369,8.221316476671948,0.40980425343275584,7.637916913256222,michalewicz
6,2.453743810523971,3.141592653589793,3.0400596645506353,0.892919128998742,2.4014058114196395,-0.6318771254096117,-2.4871857377090634,True,-1.8553086122994515,logei,0.4575089000281878,False,1.3719675714014015,7,71913490-2730-4148-bacd-c98b2579a8e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.67959829209859,49.786180675458326,7.147647548308369,8.297696779243054,0.40980425343275584,7.637916913256222,michalewicz
7,1.4590147514079441,3.119727880823134,2.283417376480204,2.419057514334951,3.141592653589793,-0.09692704937711932,-0.018888167866484604,True,0.07803888151063472,logei,0.36745720001636073,False,1.3719675714014015,7,71913490-2730-4148-bacd-c98b2579a8e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.144648216066098,57.93082889152443,7.147647548308369,8.275832698789204,0.40980425343275584,7.637916913256222,michalewicz
8,0.9240585513177765,3.141592653589793,2.2897209434816816,1.7248689615098687,3.141592653589793,-0.44657266220219183,1.3719675714014015,True,1.8185402336035934,logei,0.6221849999856204,False,1.3719675714014015,7,71913490-2730-4148-bacd-c98b2579a8e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.49429382889117,66.4251227204156,7.147647548308369,8.30314034005195,0.40980425343275584,7.637916913256222,michalewicz
9,3.141592653589793,2.5263783323628153,2.195461611371294,1.750274655311735,3.141592653589793,0.3554428318104678,-0.9892721904368589,True,-1.3447150222473268,logei,0.4015608999761753,False,1.3719675714014015,7,71913490-2730-4148-bacd-c98b2579a8e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.692278334878511,74.11740105529411,7.147647548308369,8.235266783921567,0.40980425343275584,7.637916913256222,michalewicz
10,1.8299141504846268,2.730525027493295,2.272174005938835,0.6568869346459971,0.5447011398153397,0.7634329697762107,0.5884169771333259,True,-0.1750159926428848,logei,0.5817544999881648,False,1.3719675714014015,7,71913490-2730-4148-bacd-c98b2579a8e3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.284288196912768,81.40168925220688,7.147647548308369,8.140168925220689,0.40980425343275584,7.637916913256222,michalewicz
