iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.7879882749341351,2.9743120900516855,0.5947675292449087,0.5632605778212793,1.0992094678263717,-0.5667414635567062,0.7635728917351899,True,1.3303143552918961,qnei,0.0,False,1.3719675714014015,12,377b6b5b-f850-4d86-a5c5-f46acf05a702,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.5667414635567062,8.614462630245685,8.614462630245685,8.614462630245685,8.614462630245685,-0.5667414635567062,8.614462630245685,michalewicz
2,0.7242666866362815,2.1062674201255325,0.3615325414586752,2.815838943774293,2.695896440327424,-1.0276419189197057,0.1350882615403195,True,1.1627301804600252,qnei,0.0,False,1.3719675714014015,12,377b6b5b-f850-4d86-a5c5-f46acf05a702,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.5667414635567062,9.075363085608684,17.68982571585437,8.614462630245685,8.844912857927184,-0.5667414635567062,8.614462630245685,michalewicz
3,0.008881383548947469,1.701066115823227,0.33568317749969134,0.8103894034005851,1.3097175385636273,-0.13683088130432808,0.6960434778399648,True,0.8328743591442929,qnei,0.0,False,1.3719675714014015,12,377b6b5b-f850-4d86-a5c5-f46acf05a702,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.13683088130432808,8.184552047993307,25.874377763847676,8.184552047993307,8.624792587949225,-0.5667414635567062,8.614462630245685,michalewicz
4,1.4250770759641458,1.4707258909124643,2.913879653542342,0.8129533534900553,0.5902745058821421,0.5024294513339798,1.3719675714014015,True,0.8695381200674217,qnei,0.0,False,1.3719675714014015,12,377b6b5b-f850-4d86-a5c5-f46acf05a702,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.5024294513339798,7.545291715354999,33.419669479202675,7.545291715354999,8.354917369800669,0.5024294513339798,7.545291715354999,michalewicz
5,2.1064707794446274,2.973890364201269,2.899095866946855,2.765386933082001,0.2021793815302868,0.5902740029882281,0.8145482335716048,True,0.2242742305833767,qnei,0.0,False,1.3719675714014015,12,377b6b5b-f850-4d86-a5c5-f46acf05a702,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.5902740029882281,7.45744716370075,40.877116642903424,7.45744716370075,8.175423328580685,0.5024294513339798,7.545291715354999,michalewicz
6,0.9960617256840062,0.28250796046588383,3.141592653589793,0.20020989634650385,0.014330689523804584,-1.0539382318015178,-1.4998565889336266,True,-0.4459183571321088,qnei,0.352399300027173,False,1.3719675714014015,12,377b6b5b-f850-4d86-a5c5-f46acf05a702,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.5902740029882281,9.101659398490495,49.97877604139392,7.45744716370075,8.329796006898986,0.5024294513339798,7.545291715354999,michalewicz
7,3.141592653589793,1.6526962221641015,3.141592653589793,0.0,0.0,0.40302007946489826,0.9934145246864611,True,0.5903944452215628,qnei,0.2573995999991894,False,1.3719675714014015,12,377b6b5b-f850-4d86-a5c5-f46acf05a702,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.5902740029882281,7.64470108722408,57.623477128618,7.45744716370075,8.231925304088286,0.5024294513339798,7.545291715354999,michalewicz
8,3.0550196243028402,1.359702646787101,3.141592653589793,3.141592653589793,1.6319431559303357,-0.4799250175986585,-0.9698622282329107,True,-0.48993721063425216,qnei,0.4194336000364274,False,1.3719675714014015,12,377b6b5b-f850-4d86-a5c5-f46acf05a702,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.5902740029882281,8.527646184287637,66.15112331290564,7.45744716370075,8.268890414113205,0.5024294513339798,7.545291715354999,michalewicz
9,0.6198254659793169,1.733215495571549,3.141592653589793,0.6859544023017733,0.0,-0.4713443005220794,0.7240748676606905,True,1.19541916818277,qnei,0.39711439999518916,False,1.3719675714014015,12,377b6b5b-f850-4d86-a5c5-f46acf05a702,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.5902740029882281,8.519065467211057,74.67018878011669,7.45744716370075,8.296687642235188,0.5024294513339798,7.545291715354999,michalewicz
10,2.080151237367342,1.349923105721614,3.141592653589793,0.30421746263398314,1.6028029196326241,0.47288439893107187,-0.6315028859511167,True,-1.1043872848821885,qnei,0.373232799989637,False,1.3719675714014015,12,377b6b5b-f850-4d86-a5c5-f46acf05a702,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.5902740029882281,7.5748367677579065,82.24502554787459,7.45744716370075,8.22450255478746,0.5024294513339798,7.545291715354999,michalewicz
