run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4,response_x5,response_x6,response_x7,response_x8,response_x9,response_x10
0a6248fc-c777-41ac-88ae-1d1a0e2a5e20,levy_10,value,logei,10,exact,True,none,0.0,0,50,0,1,2,31.125862049461226,1.9651692293869532,0.6593111023916589,110.18608495868736,2.203721699173748,66.16896355042712,1.3503870112332066,0.6593111023916589,66.16896355042712,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598
44336127-7871-482c-b522-59e947dd07f3,levy_10,value,logei,10,exact,False,gaussian,0.25,0,50,0,1,2,31.125862049461226,2.47486243861676,0.1496178931618521,64.84792034231269,1.296958406846254,30.212239760668183,0.6165763216462894,0.4994506677277259,34.16957828073207,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598
6134f92e-1d98-464d-840c-98204c59cc32,levy_10,value,logei,10,exact,False,gaussian,1.0,0,50,0,1,2,31.125862049461226,2.2224345780825643,0.402045753696048,86.8662563237399,1.737325126474798,38.98615780835775,0.7956358736399541,1.4893766611533243,61.08041823969955,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598
e65d3019-2605-4a71-989b-3bad876ed36e,levy_10,value,logei,11,exact,True,none,0.0,0,50,0,1,2,26.46118990581866,2.515015452185097,0.1094648795935153,62.73540445652649,1.2547080891305298,30.102794321463513,0.6143427412543574,0.1094648795935153,30.463372317871,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",7.656396380681262,3.271301801533685,-6.523790837244563,2.1855812899002167,12.802270198530717,-5.157008777157715,8.839234746579272,13.739249731407202,-7.985063688434973,7.180600930018455,-3.289673247994922
9a4989d0-fe99-4855-a605-2e41117fe099,levy_10,value,logei,11,exact,False,gaussian,0.25,0,50,0,1,2,26.46118990581866,2.1290877865395057,0.4953925452391066,86.64936347145569,1.7329872694291135,42.15834893005534,0.860374467960313,0.5215950569122363,48.7663366822601,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",7.656396380681262,3.271301801533685,-6.523790837244563,2.1855812899002167,12.802270198530717,-5.157008777157715,8.839234746579272,13.739249731407202,-7.985063688434973,7.180600930018455,-3.289673247994922
17e89b24-c7f2-4d6e-b845-ee7453dea2e0,levy_10,value,logei,11,exact,False,gaussian,1.0,0,50,0,1,2,26.46118990581866,2.2337081489302224,0.3907721828483899,81.39726764207171,1.6279453528414345,35.18825134659151,0.7181275785018675,1.40885000514341,48.06685645903036,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",7.656396380681262,3.271301801533685,-6.523790837244563,2.1855812899002167,12.802270198530717,-5.157008777157715,8.839234746579272,13.739249731407202,-7.985063688434973,7.180600930018455,-3.289673247994922
c0f9e3e6-56f6-400a-97f7-ade426ad7ee7,levy_10,value,logei,7,exact,True,none,0.0,0,50,0,1,2,25.138189916473408,2.284206926953656,0.3402734048249569,74.6820621052575,1.49364124210515,38.361344891065656,0.7828845896135848,0.3402734048249569,38.361344891065656,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-6.9333970900778725,-12.846884266309017,-6.612187687250939,5.58682137934723,5.06662134326534,2.4389367607626156,15.747932292963567,-3.9809837788320728,3.8378143785967715,-5.052525092162437,-2.85640785922938
460e86ce-b48c-4bb2-8c4f-efad0ca42d94,levy_10,value,logei,7,exact,False,gaussian,0.25,0,50,0,1,2,25.138189916473408,2.1314210739628305,0.4930592578157817,107.6449384914208,2.152898769828416,50.29113657472944,1.0263497260148866,0.5842006090268375,55.69914528053575,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-6.9333970900778725,-12.846884266309017,-6.612187687250939,5.58682137934723,5.06662134326534,2.4389367607626156,15.747932292963567,-3.9809837788320728,3.8378143785967715,-5.052525092162437,-2.85640785922938
90c5aa67-ae76-4471-90d7-6c708dd70d19,levy_10,value,logei,7,exact,False,gaussian,1.0,0,50,0,1,2,25.138189916473408,2.21970904408376,0.4047712876948521,108.09129402610806,2.1618258805221613,49.0246147976297,1.0005023428087694,0.8918525358828806,61.136690790911565,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-6.9333970900778725,-12.846884266309017,-6.612187687250939,5.58682137934723,5.06662134326534,2.4389367607626156,15.747932292963567,-3.9809837788320728,3.8378143785967715,-5.052525092162437,-2.85640785922938
4bd0b100-bb59-4887-ade1-e36753fbb03f,levy_10,value,logei,8,exact,True,none,0.0,0,50,0,1,2,24.0579731692512,2.4842335973258294,0.1402467344527829,53.504077901667536,1.0700815580333507,26.159588081398102,0.5338691445183286,0.1402467344527829,26.231125416036775,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-1.396540561088619,-16.050905730070212,-2.496925791624121,0.5055746866998394,-8.938246471039793,-2.7032860276193578,3.060419572852256,4.630467859382055,10.79808861174827,8.647818525716142,-1.822920662454278
