iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,dataset
1,0.6634861383027804,0.9936384216689628,0.6593554192427584,0.8942744679100145,0.934948255848108,0.6955424032695969,0.7189409365613995,0.6863744515446766,0.5534767982363872,4.565494444444437,4.565494444444437,False,0.0,qpi,0.0,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,4.565494444444437,0.8102763888889442,0.8102763888889442,0.8102763888889442,0.8102763888889442,ehmi
2,0.7394827270813584,0.6206760725423411,0.6285726242755649,0.5923657784172074,0.5969322744521554,0.9069138350775106,0.7114920940721132,0.627960252579113,0.7954514258827058,4.364004760352463,4.364004760352463,False,0.0,qpi,0.0,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,4.565494444444437,1.011766072980918,1.822042461869862,0.8102763888889442,0.911021230934931,ehmi
3,0.802136148029228,0.8234290135300939,0.955678190224262,0.5751030559809842,0.6856935642211981,0.6423103187554062,0.5083910261622253,0.5907769686813648,0.6973342906493014,4.08752222222222,4.08752222222222,False,0.0,qpi,0.0,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,4.565494444444437,1.288248611111161,3.110291072981023,0.8102763888889442,1.0367636909936744,ehmi
4,0.6966553550431621,0.8083639722035005,0.7261332644135732,0.8036653337857375,0.6115299927066864,0.5669935658996895,0.664644688355877,0.5480542167640735,0.682919957333898,4.160520833333337,4.160520833333337,False,0.0,qpi,0.0,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,4.565494444444437,1.2152500000000437,4.325541072981067,0.8102763888889442,1.0813852682452667,ehmi
5,0.7300896537449789,0.8594943219447571,0.9335124346677064,0.525917826258337,0.9780479553329497,0.860050712607684,0.9943867993365771,0.559388554649145,0.6875108778491498,3.406716865079371,3.406716865079371,False,0.0,qpi,0.0,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,4.565494444444437,1.96905396825401,6.294595041235077,0.8102763888889442,1.2589190082470154,ehmi
6,0.6672168488509841,0.974687068253523,0.6282008057020765,0.8766247836785563,0.9441555988395777,0.7532779633942718,0.7155121327423155,0.7122861490865922,0.5617364692554818,4.570979215399606,4.570979215399606,False,0.0,qpi,0.5586984000401571,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,4.570979215399606,0.8047916179337751,7.099386659168852,0.8047916179337751,1.1832311098614754,ehmi
7,0.6712640575270004,0.9649346878747643,0.6219434691499908,0.8529825858075626,0.9629149457867288,0.7968712458735024,0.7281762450659963,0.7254715563957131,0.5677590033313474,4.498134259259252,4.498134259259252,False,0.0,qpi,0.5817743000807241,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,4.570979215399606,0.8776365740741294,7.977023233242981,0.8047916179337751,1.1395747476061402,ehmi
8,0.6589502559350786,0.9955862551475407,0.6335170166242684,0.9222258684048596,0.9180166282221268,0.6813304549243273,0.6923316899015763,0.6944111355085276,0.5478872677483725,4.610563888888885,4.610563888888885,False,0.0,qpi,0.5831885000225157,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,4.610563888888885,0.765206944444496,8.742230177687478,0.765206944444496,1.0927787722109348,ehmi
9,0.6536215231224737,0.9994303574955067,0.6012875776093555,0.9492779880657941,0.9125532126624082,0.6805715766803387,0.6703610073143623,0.709391116393862,0.5403534805883013,4.650844444444439,4.650844444444439,False,0.0,qpi,0.9244413999840617,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,4.650844444444439,0.7249263888889423,9.46715656657642,0.7249263888889423,1.051906285175158,ehmi
10,0.6437714409039429,1.0,0.5506732395611946,0.987741590071517,0.9222344147040138,0.6930998399173891,0.651586514554795,0.7362929919514268,0.5261257698855665,4.662786111111114,4.662786111111114,False,0.0,qpi,1.0271428999258205,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,4.662786111111114,0.7129847222222674,10.180141288798687,0.7129847222222674,1.0180141288798688,ehmi
11,0.603669418182493,1.0,0.5,1.0,0.9228565354866258,0.7066093824347561,0.6564385815664467,0.7110206051633051,0.5000462112144891,4.6068416666666705,4.6068416666666705,False,0.0,qpi,1.1188140000449494,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,4.662786111111114,0.7689291666667106,10.949070455465398,0.7129847222222674,0.9953700414059452,ehmi
12,0.7017432145958008,1.0,0.6137094239914194,0.9736231816875144,0.9241146735973907,0.6822998476894588,0.6431170326171652,0.7805971158565738,0.5638206152973908,4.750365277777788,4.750365277777788,False,0.0,qpi,0.9548325999639928,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,4.750365277777788,0.6254055555555933,11.574476011020991,0.6254055555555933,0.9645396675850826,ehmi
13,0.7568993228009677,0.9986496243023673,0.6429300623222622,0.9820293626528785,0.9242748470342124,0.6808269216038704,0.6146830525405265,0.8451680790751247,0.596559758175332,4.959890277777799,4.959890277777799,False,0.0,qpi,1.3024746000301093,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,4.959890277777799,0.41588055555558245,11.990356566576573,0.41588055555558245,0.9223351205058902,ehmi
14,0.812920000803179,0.9990834687259424,0.6698568688956651,0.9962271431383745,0.9171257553218728,0.6722545410416803,0.5780925556716558,0.9108155792251516,0.6296743660023503,5.11908055555558,5.11908055555558,False,0.0,qpi,1.3077234000666067,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,5.11908055555558,0.2566902777778015,12.247046844354374,0.2566902777778015,0.8747890603110268,ehmi
15,0.855994821552897,0.9987770698214219,0.6890886924587644,1.0,0.9087579904488607,0.6666807006230825,0.5474030525303006,0.9611094208657093,0.6558920828820501,5.225419444444475,5.225419444444475,False,0.0,qpi,1.3448855000315234,8,f6a8f1b1-b954-4ffd-9f38-583ff791b2ae,bias,0.5,40,extra_trees,composite,5.375770833333381,5.225419444444475,0.15035138888890653,12.39739823324328,0.15035138888890653,0.826493215549552,ehmi
