dataset,objective,acquisition,baseline,error_model,jitter_iteration,jitter_std,oracle_model,delta_l2_mean,delta_l2_std,final_simple_regret_mean,final_simple_regret_std,final_cum_regret_mean,final_cum_regret_std,final_avg_regret_mean,final_avg_regret_std,auc_simple_regret_mean,auc_simple_regret_std,runs
ehmi,composite,ei,False,bias,10,0.05,extra_trees,0.5212437231938696,0.16355574289547337,0.0,0.0,15.944842894145864,2.0288592752689034,0.31889685788291733,0.04057718550537809,4.0663982738100115,1.735497669925998,5
ehmi,composite,ei,False,bias,10,0.5,extra_trees,0.5212437231938696,0.16355574289547337,0.0,0.0,14.107091316547194,3.7237063657927347,0.282141826330944,0.07447412731585472,3.8703536177253355,1.6027693319574357,5
ehmi,composite,ei,False,bias,10,1.0,extra_trees,0.5212437231938696,0.16355574289547337,0.03571923280424123,0.04897291906866861,24.026154221268133,4.178001940726622,0.4805230844253627,0.08356003881453244,5.407137876985042,3.5758444627376034,5
ehmi,composite,ei,False,bias,10,5.0,extra_trees,0.5212437231938696,0.16355574289547337,0.06018191137568092,0.08443711564155332,28.375324377228925,17.759569047218,0.5675064875445786,0.35519138094436004,5.921980426588435,4.176846774108816,5
ehmi,composite,ei,False,bias,20,0.05,extra_trees,0.8283026378003797,0.25380557422225125,0.0036404884004895164,0.008140379534794039,14.198963365616327,1.8413871540972322,0.2839792673123266,0.03682774308194465,4.282065882682792,1.930526460740395,5
ehmi,composite,ei,False,bias,20,0.5,extra_trees,0.8283026378003797,0.25380557422225125,0.002649444444444882,0.0059243378803879206,18.26096670403729,5.095896232698388,0.3652193340807458,0.10191792465396772,4.323992625662023,1.973253307697394,5
ehmi,composite,ei,False,bias,20,1.0,extra_trees,0.8283026378003797,0.25380557422225125,0.01795972222222684,0.04015915974591279,19.088704367687264,4.308012513143567,0.38177408735374524,0.08616025026287134,4.436865264550901,2.1047874767946393,5
ehmi,composite,ei,False,bias,20,5.0,extra_trees,0.8283026378003797,0.25380557422225125,0.009290119047627776,0.020773337709561315,19.60558862259438,6.8399613911552795,0.39211177245188755,0.1367992278231056,4.282510780424021,1.930960917836087,5
ehmi,composite,ei,False,bias,40,0.05,extra_trees,0.8149693643606783,0.1079023495606703,0.0,0.0,17.29323941757325,1.7125782089488686,0.345864788351465,0.03425156417897736,4.077063935185776,1.7788991478764358,5
ehmi,composite,ei,False,bias,40,0.5,extra_trees,0.8149693643606783,0.1079023495606703,0.0,0.0,18.257411043354953,0.980172856587096,0.365148220867099,0.01960345713174192,4.077063935185776,1.7788991478764358,5
ehmi,composite,ei,False,bias,40,1.0,extra_trees,0.8149693643606783,0.1079023495606703,0.0,0.0,18.489924092771407,1.4547692008793687,0.36979848185542813,0.029095384017587357,4.077063935185776,1.7788991478764358,5
ehmi,composite,ei,False,bias,40,5.0,extra_trees,0.8149693643606783,0.1079023495606703,0.0,0.0,18.22335354053367,0.3949777197817965,0.36446707081067337,0.00789955439563591,4.077063935185776,1.7788991478764358,5
ehmi,composite,ei,False,gaussian,10,0.05,extra_trees,0.5212437231938696,0.16355574289547337,0.014712500000001506,0.03289815011896902,16.245283053938675,2.395702552115947,0.3249056610787735,0.047914051042318946,4.676209146826115,2.445227211028764,5
ehmi,composite,ei,False,gaussian,10,0.5,extra_trees,0.5212437231938696,0.16355574289547337,0.035295833333343477,0.078923882655859,17.745348454278048,2.8027540836144946,0.3549069690855609,0.05605508167228992,5.022512685185992,3.055766444505463,5
ehmi,composite,ei,False,gaussian,10,1.0,extra_trees,0.5212437231938696,0.16355574289547337,0.035295833333343477,0.078923882655859,18.633395473320967,4.660878301957443,0.3726679094664193,0.0932175660391489,5.197523359789216,3.206681975709747,5
ehmi,composite,ei,False,gaussian,10,5.0,extra_trees,0.5212437231938696,0.16355574289547337,0.024198974867732304,0.04779234260157371,23.515412251447156,5.784678379765771,0.4703082450289431,0.11569356759531545,4.673192271826084,3.429360961636859,5
ehmi,composite,ei,False,gaussian,20,0.05,extra_trees,0.8283026378003797,0.25380557422225125,0.0,0.0,16.5735293905831,0.872353560093669,0.33147058781166205,0.017447071201873384,4.077617347884163,1.7791668887232803,5
ehmi,composite,ei,False,gaussian,20,0.5,extra_trees,0.8283026378003797,0.25380557422225125,0.0059875000000030095,0.013388457015286721,19.215320945164333,3.878075425461424,0.38430641890328665,0.07756150850922847,4.45282776455097,2.1251520299927473,5
ehmi,composite,ei,False,gaussian,20,1.0,extra_trees,0.8283026378003797,0.25380557422225125,0.01976944444445188,0.04420582165519996,17.047628214824737,6.009937810238712,0.3409525642964948,0.12019875620477424,4.486632625662089,2.169587351630889,5
ehmi,composite,ei,False,gaussian,20,5.0,extra_trees,0.8283026378003797,0.25380557422225125,0.005349285714298624,0.011961366488240241,21.54295892773833,8.498113644114698,0.4308591785547666,0.16996227288229396,4.104548419313028,1.7931800394104451,5
ehmi,composite,ei,False,gaussian,40,0.05,extra_trees,0.8149693643606783,0.1079023495606703,0.0,0.0,16.61945541685173,1.6797499661052282,0.3323891083370346,0.03359499932210458,4.077063935185776,1.7788991478764358,5
ehmi,composite,ei,False,gaussian,40,0.5,extra_trees,0.8149693643606783,0.1079023495606703,0.0,0.0,16.12162952579834,1.4981676146894958,0.3224325905159668,0.029963352293789887,4.077063935185776,1.7788991478764358,5
ehmi,composite,ei,False,gaussian,40,1.0,extra_trees,0.8149693643606783,0.1079023495606703,0.0,0.0,16.33687851028609,0.9478291599540053,0.3267375702057218,0.01895658319908012,4.077063935185776,1.7788991478764358,5
