iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,objective_true_Trust,objective_observed_Trust,objective_true_Understanding,objective_observed_Understanding,objective_true_PerceivedSafety,objective_observed_PerceivedSafety,objective_true_Aesthetics,objective_observed_Aesthetics,objective_true_Acceptance,objective_observed_Acceptance,error_applied,error_magnitude_l2,error_magnitude_Trust,error_magnitude_Understanding,error_magnitude_PerceivedSafety,error_magnitude_Aesthetics,error_magnitude_Acceptance,acquisition,fit_time_sec,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,dataset
1,0.9351246019850423,0.6434086045437777,0.8015740750257809,0.8887670414600894,0.8580373148017826,0.9576900602452538,0.9301968245914423,0.9591188145243812,0.5132938672337986,3635.1722897786676,3635.1722897786676,4.811111111111111,4.811111111111111,3.929215277777778,3.929215277777778,2.7620138888888883,2.7620138888888883,6.768888888888889,6.768888888888889,6.799236111111111,6.799236111111111,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,0.0,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3635.1722897786676,1763.960874442926,3527.921748885852,1763.960874442926,3527.921748885852,ehmi
2,0.7186240000647544,0.742472163488644,0.5325770986850538,0.5028130253396965,0.9153107184856285,0.9916511221430877,0.8923049263363398,0.6578017449891366,0.8526668522947269,3635.1722897786676,3635.1722897786676,4.099474206349208,4.099474206349208,3.590995370370368,3.590995370370368,1.5437500000000002,1.5437500000000002,6.375611111111112,6.375611111111112,6.128541666666665,6.128541666666665,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,0.0,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3635.1722897786676,1763.960874442926,7055.843497771704,1763.960874442926,3527.921748885852,ehmi
3,0.6495905365991234,0.8703742414378743,0.6398736098741435,0.8912954576640657,0.9938703734472883,0.9931192746401192,0.9414312834983378,0.956405025891959,0.8541034570515862,3635.1722897786676,3635.1722897786676,4.57326388888889,4.57326388888889,3.8909374999999993,3.8909374999999993,2.3949305555555553,2.3949305555555553,6.308194444444445,6.308194444444445,6.247277777777775,6.247277777777775,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,0.0,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3635.1722897786676,1763.960874442926,10583.765246657556,1763.960874442926,3527.921748885852,ehmi
4,0.7772484386317544,0.9616191040351103,0.5448653899271563,0.6850657725700038,0.8029694717546314,0.7388649484593428,0.8964289402486141,0.5975431967395233,0.5311267487083318,3635.1722897786676,3635.1722897786676,4.347823412698412,4.347823412698412,3.753923611111112,3.753923611111112,2.0811805555555556,2.0811805555555556,6.578194444444444,6.578194444444444,6.296083333333334,6.296083333333334,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,0.0,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3635.1722897786676,1763.960874442926,14111.686995543409,1763.960874442926,3527.921748885852,ehmi
5,0.5632592036199591,0.9813907924585814,0.5663872686147152,0.6130491636815857,0.6885281854781093,0.811710820670398,0.8910480653346513,0.5393244468846405,0.9656187265715176,3635.1722897786676,3635.1722897786676,4.2993135964912295,4.2993135964912295,3.6112847222222215,3.6112847222222215,2.363826388888889,2.363826388888889,6.510416666666666,6.510416666666666,6.300041666666666,6.300041666666666,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,0.0,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3635.1722897786676,1763.960874442926,17639.60874442926,1763.960874442926,3527.921748885852,ehmi
6,0.8813958621743931,0.6604820588621533,0.5946660097141154,0.7979764438935166,0.7973446133807448,0.6337341794152396,0.5846964065281697,0.883233628740079,0.8363376262903603,3655.7782901473297,3655.7782901473297,4.504861111111111,4.504861111111111,3.951930555555556,3.951930555555556,2.253784722222223,2.253784722222223,6.729166666666666,6.729166666666666,6.670277777777779,6.670277777777779,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,0.6504221999784932,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3655.7782901473297,1743.354874074264,21126.318492577786,1743.354874074264,3521.0530820962977,ehmi
7,0.9001246753662906,0.6097883457248817,0.8616042647740524,0.5373023564524249,0.5036689972296806,0.5897172628450469,0.8910213360303523,0.7700347318622338,0.8083525042330784,3674.5992669744483,3674.5992669744483,4.080916666666666,4.080916666666666,3.9783680555555567,3.9783680555555567,1.832743055555555,1.832743055555555,6.51763888888889,6.51763888888889,6.553541666666669,6.553541666666669,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,0.8362604000139982,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3674.5992669744483,1724.5338972471454,24575.386287072077,1724.5338972471454,3510.7694695817254,ehmi
8,0.7962631178391022,0.8179415647441844,0.661452897275497,0.860301665956621,0.5073332616756623,0.6886099018266342,0.5273319503632851,0.5629112873125927,0.9522938848545165,3674.5992669744483,3674.5992669744483,3.972652777777778,3.972652777777778,3.6950347222222217,3.6950347222222217,2.4122664141414147,2.4122664141414147,6.678055555555555,6.678055555555555,6.640527777777779,6.640527777777779,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,1.0555908000096679,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3674.5992669744483,1724.5338972471454,28024.454081566364,1724.5338972471454,3503.0567601957955,ehmi
9,0.8012725125667435,0.8954654773712221,0.8028598465675434,0.7859454513475059,0.8974829363952948,0.8115749922056404,0.7551573003927574,0.778271444827282,0.7844586172623094,3674.5992669744483,3674.5992669744483,4.035932539682541,4.035932539682541,3.3880486111111106,3.3880486111111106,2.003638888888889,2.003638888888889,6.506260683760684,6.506260683760684,6.380125000000002,6.380125000000002,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,1.1829226000700146,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3674.5992669744483,1724.5338972471454,31473.52187606065,1724.5338972471454,3497.0579862289615,ehmi
10,0.6710130455949324,0.8338794685963737,0.7034328029582599,0.8272586565077602,0.7423867115040599,0.8742171158818812,0.8465303543250132,0.5197230282586968,0.8910780577369846,3674.5992669744483,3674.5992669744483,3.7277638888888895,3.7277638888888895,3.3512049549549556,3.3512049549549556,2.269688492063492,2.269688492063492,6.420416666666666,6.420416666666666,6.092956349206347,6.092956349206347,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,1.2532616999233142,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3674.5992669744483,1724.5338972471454,34922.58967055494,1724.5338972471454,3492.258967055494,ehmi
11,0.9483437367925864,0.6655153656958551,0.8664648233647025,0.9226479134566006,0.7494038024820112,0.5645422717509452,0.8657298449714899,0.9193441425045559,0.6557668551087023,3707.3559945380234,3707.3559945380234,4.433263888888888,4.433263888888888,3.7222222222222223,3.7222222222222223,2.614493055555555,2.614493055555555,6.839305555555555,6.839305555555555,6.654416666666666,6.654416666666666,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,1.6917464999714866,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3707.3559945380234,1691.7771696835703,38306.14400992208,1691.7771696835703,3482.3767281747346,ehmi
12,0.6092768320989415,0.8833306440487335,0.7580865921420058,0.5075097581015757,0.597819764383132,0.6086709365305466,0.7908095033807867,0.7795162872065073,0.7585266626881617,3707.3559945380234,3707.3559945380234,4.174226190476191,4.174226190476191,3.7570216503267972,3.7570216503267972,2.188650793650793,2.188650793650793,6.34163888888889,6.34163888888889,6.547916666666666,6.547916666666666,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,1.3650446999818087,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3707.3559945380234,1691.7771696835703,41689.69834928922,1691.7771696835703,3474.141529107435,ehmi
13,0.6705262076581903,0.6961958463820777,0.7502006635892287,0.7844271703021994,0.782516880143155,0.8577260090694638,0.9970894306400402,0.8744113319274751,0.7452756674641206,3708.184938294114,3708.184938294114,4.246055555555558,4.246055555555558,3.9589791666666656,3.9589791666666656,2.3085069444444426,2.3085069444444426,6.286978228228226,6.286978228228226,6.500194444444444,6.500194444444444,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,1.5632327999919653,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3708.184938294114,1690.9482259274796,45071.59480114418,1690.9482259274796,3467.045753934168,ehmi
14,0.9885078585601752,0.5625517277139676,0.9763424333413467,0.7504598360166348,0.7416940975088613,0.9245453407315456,0.8043999825636705,0.9107999317882892,0.6844631080927165,3708.184938294114,3708.184938294114,4.461736111111112,4.461736111111112,3.8407569444444456,3.8407569444444456,2.1900347222222214,2.1900347222222214,6.056138888888889,6.056138888888889,6.181180555555555,6.181180555555555,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,1.5930269000818953,9,59487558-10e7-4459-9bd6-1eee10e9e72a,none,0.0,20,extra_trees,multi_objective,5399.133164221594,3708.184938294114,1690.9482259274796,48453.49125299914,1690.9482259274796,3460.9636609285103,ehmi
