run_id,dataset,objective,acquisition,seed,oracle_model,baseline,variant,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1
c2639c5f-3acd-45d2-a671-1548c99d247d,branin,value,logei,10,exact,True,,none,0.0,0,50,0,1,2,1.4028993862979968,1.2497985459355585,0.0002569199645103,18.331432561324068,0.3666286512264813,0.5089711144249539,0.010387165600509264,0.0002569199645103,0.5089711144249539,"x0,x1",-1.2755682435444449,-0.5839968699712659
9fd1c3c4-98fb-4def-b4a2-3aa9a3357be8,branin,value,logei,10,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,1.4028993862979968,1.2331847136995135,0.0168707522005551,12.125177506161762,0.2425035501232352,0.8266668578272,0.0168707522005551,0.0751364700624486,3.0665578682809387,"x0,x1",-1.2755682435444449,-0.5839968699712659
87ebfc18-a87d-4026-9f7e-92105c547062,branin,value,logei,10,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,1.4028993862979968,1.2331847136995135,0.0168707522005551,12.236132542459584,0.2447226508491916,0.8266668578272,0.0168707522005551,0.0751364700624486,3.0665578682809387,"x0,x1",-1.2755682435444449,-0.5839968699712659
2950c798-b452-4a67-ac2c-377580bdeaf1,branin,value,logei,10,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,1.4028993862979968,1.2331847136995135,0.0168707522005551,17.553482297915824,0.3510696459583164,0.8266668578272,0.0168707522005551,0.0841729455744912,3.4014754676519727,"x0,x1",-1.2755682435444449,-0.5839968699712659
92748eb0-3c74-402d-ac97-9a3e50dd36ef,branin,value,logei,10,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,1.4028993862979968,1.2331847136995135,0.0168707522005551,12.393909692703067,0.2478781938540613,0.8266668578272,0.0168707522005551,0.0763056758389557,3.111800855826487,"x0,x1",-1.2755682435444449,-0.5839968699712659
44508fc0-5135-487f-b949-e12a4e99ea79,branin,value,logei,11,exact,True,,none,0.0,0,50,0,1,2,6.67169325753929,1.2497989973952717,0.0002564685047969,17.081426253692833,0.3416285250738566,4.10939145757603,0.08386513178726591,0.0002564685047969,4.10939145757603,"x0,x1",4.729281548541579,-4.705888540681705
3e53df13-d652-493b-94c3-a8d15be1f064,branin,value,logei,11,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,6.67169325753929,1.207638089785254,0.0424173761148145,24.65419357491185,0.493083871498237,8.950133241247608,0.18265578043362465,0.4520289418509196,23.317398208006054,"x0,x1",4.729281548541579,-4.705888540681705
7ed7c783-e483-466b-a8e0-9e9ef56b1704,branin,value,logei,11,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,6.67169325753929,1.207638089785254,0.0424173761148145,21.266965767295133,0.4253393153459026,8.950133241247608,0.18265578043362465,0.4520289418509196,23.317398208006054,"x0,x1",4.729281548541579,-4.705888540681705
f6a19e01-d3b9-4675-8d8b-6e2597087754,branin,value,logei,11,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,6.67169325753929,1.1760852876347727,0.0739701782652959,20.705458127117893,0.4141091625423578,10.244388012199796,0.20906914310611827,0.074548475703184,24.706789776253604,"x0,x1",4.729281548541579,-4.705888540681705
d62dbc1f-dca7-4204-bbe9-10a1e04407d0,branin,value,logei,11,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,6.67169325753929,1.174504894827859,0.0755505710722097,20.1788443480366,0.403576886960732,9.066054547918768,0.1850215213860973,0.0761195103401448,24.72328563994169,"x0,x1",4.729281548541579,-4.705888540681705
