dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_x0,delta_excess_x1,delta_excess_x2,delta_excess_x3,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
iso_schwefel,composite,logei,gradient_boosting,gaussian,0.198663,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.04796036063436482,-18.342254408749525,-0.3668450881749905,12.0788514467054
iso_schwefel,composite,logei,gradient_boosting,gaussian,0.79465,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.9986673249717748,18.805433442831088,0.376108668856622,43.98876409002682
iso_schwefel,composite,logei,gradient_boosting,gaussian,3.973251,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,1.9247303093477246,65.15955292248267,1.3031910584496535,70.16933049070786
iso_schwefel,composite,qnei,gradient_boosting,gaussian,0.198663,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.4043334844144644,-6.435288662277486,-0.12870577324554988,-2.3079304940101935
iso_schwefel,composite,qnei,gradient_boosting,gaussian,0.79465,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.8569840139686797,4.486644055339838,0.08973288110679656,8.453161965519442
iso_schwefel,composite,qnei,gradient_boosting,gaussian,3.973251,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.30833588247411825,37.47219049721741,0.7494438099443479,18.668777265935688
iso_schwefel,composite,ucb,gradient_boosting,gaussian,0.198663,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,1.020009766283076,52.69150958522215,1.053830191704443,52.74376466239706
iso_schwefel,composite,ucb,gradient_boosting,gaussian,0.79465,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.7280856606783233,40.26210677245578,0.8052421354491157,35.58956832909842
iso_schwefel,composite,ucb,gradient_boosting,gaussian,3.973251,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.6571981613499811,55.79102624631071,1.1158205249262143,26.43358050830576
iso_schwefel,composite,ei,gradient_boosting,gaussian,0.198663,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.6611816004575015,3.0683399777926468,0.06136679955585311,23.595720717021877
iso_schwefel,composite,ei,gradient_boosting,gaussian,0.79465,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.9682457774346429,0.16815495717949602,0.0033630991435900093,14.689036010574554
iso_schwefel,composite,ei,gradient_boosting,gaussian,3.973251,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,1.1714967451584255,25.319429106782366,0.5063885821356475,23.103649627893418
iso_schwefel,composite,random,gradient_boosting,gaussian,0.198663,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_schwefel,composite,random,gradient_boosting,gaussian,0.79465,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_schwefel,composite,random,gradient_boosting,gaussian,3.973251,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_schwefel,composite,sobol,gradient_boosting,gaussian,0.198663,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_schwefel,composite,sobol,gradient_boosting,gaussian,0.79465,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_schwefel,composite,sobol,gradient_boosting,gaussian,3.973251,0,7,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_schwefel,composite,logei,gradient_boosting,gaussian,0.198663,0,8,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.11120455437062748,-29.594660081473762,-0.5918932016294751,-22.503087111705312
