run_id,dataset,objective,acquisition,seed,oracle_model,baseline,variant,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1,response_x2
5af2443f-f18a-4ce9-9852-e4530aee18a9,hartmann_3,value,logei,10,exact,True,,none,0.0,0,50,0,1,2,1.1061137750945342,3.0460908075340347,0.0088101346216928,81.34360004228145,1.626872000845629,17.642929529668834,0.3600597863197721,0.0088101346216928,17.642929529668834,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
9ade433a-660e-473d-a4b3-f98e51843702,hartmann_3,value,logei,10,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,1.1061137750945342,3.0464115095807216,0.008489432575006,55.26659753399633,1.1053319506799266,16.112400048325917,0.3288244907821616,3.750213656959165,130.29394921535226,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
086632ec-88a8-4052-8c3e-b6c371583e06,hartmann_3,value,logei,10,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,1.1061137750945342,3.0255650722750813,0.0293358698806462,55.500591374872,1.11001182749744,16.449790547231743,0.33571001116799476,0.0466433230813914,17.152579426938274,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
f6d8b237-ac93-49a3-867f-2ad4113853fe,hartmann_3,value,logei,10,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,1.1061137750945342,3.045868664719248,0.0090322774364794,57.63221098513228,1.1526442197026454,16.468671495889396,0.336095336650804,0.0787333551132771,18.907803714162593,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
34ca4345-0791-4b01-92d0-1efeaae286ab,hartmann_3,value,logei,10,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,1.1061137750945342,3.014433260143559,0.0404676820121685,82.35459616491995,1.6470919232983992,17.80566348490848,0.36338088744711183,0.8683360948851928,45.57591218618555,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
27a3cc87-34bc-4899-bd84-a76916556448,hartmann_3,value,logei,11,exact,True,,none,0.0,0,50,0,1,2,0.4900668224773924,3.0441473179914733,0.0107536241642542,85.19786957280712,1.7039573914561423,26.435177589101528,0.5394934201857454,0.0107536241642542,26.435177589101528,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
7fb89e95-e5bc-4bc8-b135-21cdaeae1592,hartmann_3,value,logei,11,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.4900668224773924,2.4846156693690813,0.5702852727866463,90.83866865951704,1.8167733731903408,56.60091155998896,1.1551206440814072,1.3587205156359798,78.27468081816554,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
347e335a-0d48-41cc-b1c5-252cb09e7c2e,hartmann_3,value,logei,11,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.4900668224773924,3.036404459288704,0.0184964828670239,95.17759507015091,1.9035519014030184,58.034508710538134,1.1843777287864925,1.3587205156359798,78.27468081816554,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
efff2a89-6924-430e-a0fb-53d6830c7890,hartmann_3,value,logei,11,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.4900668224773924,1.615464607761194,1.4394363343945336,126.78834343356236,2.535766868671247,82.92964240007278,1.6924416816341383,1.711573916906853,115.80414096509521,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
3b13b445-2c87-413f-95a2-b5f39d61f425,hartmann_3,value,logei,11,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.4900668224773924,2.9497676624088265,0.1051332797469011,68.6032618513748,1.372065237027496,40.62005094085461,0.8289806314460124,0.1860529532475108,43.071975196610474,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
d3b55dd4-e282-4e00-aede-4b7549d4b86c,hartmann_3,value,logei,7,exact,True,,none,0.0,0,50,0,1,2,0.7252271835108848,3.0530969936027144,0.0018039485530132,78.71673448397439,1.574334689679488,12.610058059978288,0.2573481236730263,0.0018039485530132,12.610058059978288,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
24387b6b-3348-4b97-b2c7-884b00c0744a,hartmann_3,value,logei,7,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.7252271835108848,3.0347277773770363,0.0201731647786913,114.13781045202076,2.282756209040416,66.38994350008488,1.3548968061241813,4.027611805932995,97.52174194364957,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
78f70014-fd36-41a5-89dd-998f1e72ae63,hartmann_3,value,logei,7,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.7252271835108848,3.002001399767069,0.0528995423886584,74.67526536480872,1.4935053072961744,20.465342009026845,0.4176600410005479,0.1143176298102393,22.94119170733844,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
51e6fad9-8274-4283-a98f-80500acc217a,hartmann_3,value,logei,7,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.7252271835108848,3.0425111777299043,0.0123897644258232,109.26206891948878,2.1852413783897755,60.90274755584768,1.242913215425463,1.291064816428618,118.55223175616271,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
becec9ad-00dc-46f1-830d-54b168e7f93d,hartmann_3,value,logei,7,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.7252271835108848,3.0324017601562008,0.0224991819995268,104.92478462714128,2.098495692542826,55.14281956454809,1.1253636645826142,0.0411061731008346,102.92774871456541,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
9b9cbe66-dae1-43de-b699-fc09989f339f,hartmann_3,value,logei,8,exact,True,,none,0.0,0,50,0,1,2,0.48173555592227335,3.053166867074104,0.0017340750816239,73.08778078254423,1.4617556156508846,30.061976951977552,0.6135097337138276,0.0017340750816239,30.061976951977552,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
b0852b62-9af8-45b4-a8d2-b3a718a134f4,hartmann_3,value,logei,8,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.48173555592227335,3.0448596214398727,0.0100413207158549,82.84437746105331,1.6568875492210662,39.631878288834145,0.8088138426292683,1.650657349510926,94.28749950767275,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
cd102597-821f-49e6-8b64-6a51034a6dcb,hartmann_3,value,logei,8,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.48173555592227335,3.0462096476118576,0.0086912945438699,53.723755025880855,1.0744751005176172,35.48398851055932,0.7241630308277412,0.0185087262052339,55.92234587804743,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
772b54f9-2345-4a43-825b-b8ac3d8b8a88,hartmann_3,value,logei,8,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.48173555592227335,2.990459932959934,0.0644410091957934,80.42337904410716,1.6084675808821434,47.92648745904362,0.9780915807968086,1.650657349510926,94.28749950767275,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
2614fd04-2b2e-49bc-9474-23551a117107,hartmann_3,value,logei,8,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.48173555592227335,3.047287471601949,0.0076134705537787,53.36850709822552,1.0673701419645103,36.51360351204743,0.7451755818785191,0.0518440403177042,42.30429841776309,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
14466b44-113e-46be-b928-df0fa9cfa102,hartmann_3,value,logei,9,exact,True,,none,0.0,0,50,0,1,2,0.5388384081554914,3.0530361093284557,0.0018648328272723,71.69826110659997,1.4339652221319994,14.205636895438266,0.28991095704976055,0.0018648328272723,14.205636895438266,"x0,x1,x2",-0.09271512104990587,0.42925742051600996,0.3122319704389458
79a99f77-5f27-4ae6-9642-ed0afced1c9e,hartmann_3,value,logei,9,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.5388384081554914,2.95837392796295,0.0965270141927776,66.70224660385648,1.3340449320771297,15.314284809781167,0.31253642468941156,0.0971119613408992,16.036270189023778,"x0,x1,x2",-0.09271512104990587,0.42925742051600996,0.3122319704389458
09a3cb9e-4bb1-4268-b77b-911730ff2b1d,hartmann_3,value,logei,9,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.5388384081554914,2.994119083763424,0.0607818583923038,59.55657145618364,1.1911314291236728,15.255226966764194,0.31133116258702437,0.13052860599293,16.74716229980629,"x0,x1,x2",-0.09271512104990587,0.42925742051600996,0.3122319704389458
5f4b7d95-6d4b-489e-a131-08cb3bb38eac,hartmann_3,value,logei,9,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.5388384081554914,3.020197538131111,0.0347034040246168,76.18841420055918,1.5237682840111837,14.72629409518133,0.3005366141873741,1.852952208880041,71.091577512082,"x0,x1,x2",-0.09271512104990587,0.42925742051600996,0.3122319704389458
9c79a40e-7799-427f-b0a4-9cff636ccf10,hartmann_3,value,logei,9,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.5388384081554914,3.0060011349124647,0.0488998072432629,60.82331272714352,1.2164662545428704,15.334310782601689,0.31294511801227937,1.852952208880041,71.091577512082,"x0,x1,x2",-0.09271512104990587,0.42925742051600996,0.3122319704389458
b5fd2513-c44a-4b69-a5c7-1a5d07fb2c7f,hartmann_3,value,qnei,10,exact,True,,none,0.0,0,50,0,1,2,1.1061137750945342,3.051573827197004,0.0033271149587239,120.08106319004966,2.401621263800993,15.706186985583447,0.3205344282772132,0.0033271149587239,15.706186985583447,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
97481331-220e-4a67-bcc1-bb3dc10c35d2,hartmann_3,value,qnei,10,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,1.1061137750945342,3.0441681264271168,0.0107328157286108,69.51127132508519,1.3902254265017038,13.635494939328334,0.278275406925068,0.0934985362130347,15.778371693463635,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
220c6fca-527f-49be-b4ec-4fd68e08ad9b,hartmann_3,value,qnei,10,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,1.1061137750945342,3.0503900511869992,0.0045108909687283,81.8560156555987,1.637120313111974,13.706045876093166,0.279715221961085,0.0934985362130347,15.778371693463635,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
2fc2e59c-36ed-4dce-aff4-c86a723f20c5,hartmann_3,value,qnei,10,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,1.1061137750945342,3.0439002373382884,0.0110007048174392,75.6578624657847,1.513157249315694,14.544818132991798,0.2968330231222816,0.1244407100455826,16.90635233040169,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
0a843289-dd7f-4524-a1d9-bae2d267bfa5,hartmann_3,value,qnei,10,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,1.1061137750945342,3.0447896646990418,0.0101112774566858,84.6217130364516,1.692434260729032,14.003312014043846,0.28578187783762954,0.1244407100455826,16.90635233040169,"x0,x1,x2",-0.806719586546955,0.30512280635741806,-0.6925252812540241
4a57a96e-4a9a-409c-bd6d-ca12bb810a50,hartmann_3,value,qnei,11,exact,True,,none,0.0,0,50,0,1,2,0.4900668224773924,3.053392021694756,0.0015089204609717,105.85660581657532,2.1171321163315064,33.482052359703395,0.683307191014355,0.0015089204609717,33.482052359703395,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
5474b4c5-cb18-482c-8205-3c251e2ec339,hartmann_3,value,qnei,11,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.4900668224773924,3.04202972275073,0.0128712194049978,80.71797446906719,1.6143594893813438,24.60162556304773,0.5020739910826068,0.1041417269331419,27.37434039565646,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
91e4c73e-95d9-40eb-8693-5bdb20ce206a,hartmann_3,value,qnei,11,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.4900668224773924,3.040547511347788,0.0143534308079398,71.90561791449973,1.4381123582899946,24.68225639679527,0.5037195183019443,0.1041417269331419,27.37434039565646,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
01a9da81-f3a5-4522-830a-9f2ec77764c7,hartmann_3,value,qnei,11,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.4900668224773924,3.036069320482986,0.0188316216727417,113.66567504653612,2.2733135009307226,73.24484119964649,1.4947926775438058,0.1488562247549634,111.15009672853968,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
b347837a-0974-40b0-9572-b26515570790,hartmann_3,value,qnei,11,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.4900668224773924,3.046130353779371,0.0087705883763566,94.07630052047952,1.8815260104095908,31.42448914873342,0.6413161050761923,0.1475680358242601,67.87362610864447,"x0,x1,x2",-0.09988119439725508,-0.35135177786265903,0.32671266533701215
77c29f8c-c74d-4d12-97ac-5c3fd192facb,hartmann_3,value,qnei,7,exact,True,,none,0.0,0,50,0,1,2,0.7252271835108848,3.054701079962649,0.0001998621930785,102.0962578138164,2.041925156276328,12.276901390717747,0.25054900797383156,0.0001998621930785,12.276901390717747,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
1734cd9d-f568-4c9e-af1e-fcb415c1c940,hartmann_3,value,qnei,7,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.7252271835108848,3.044414516107392,0.0104864260483354,69.4541801674974,1.389083603349948,13.193285619804767,0.2692507269347912,0.0111110861504468,14.271863810929883,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
7a4b4eec-bdff-4207-b3c9-1d306eddeb51,hartmann_3,value,qnei,7,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.7252271835108848,3.044414516107392,0.0104864260483354,69.4541801674974,1.389083603349948,13.193285619804767,0.2692507269347912,0.0111110861504468,14.271863810929883,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
c50450e5-1895-4324-a9cd-05a5391dec69,hartmann_3,value,qnei,7,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.7252271835108848,2.823643469371938,0.2312574727837897,127.04399716000654,2.5408799432001308,57.25525295871049,1.1684745501777651,3.8397380310381743,125.20506441298876,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
75966de0-af1b-4457-a69c-7acd26629d94,hartmann_3,value,qnei,7,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.7252271835108848,2.9713615645413807,0.0835393776143469,90.17428925972564,1.8034857851945123,23.310474531422173,0.47572397002902395,0.0835393776143469,35.38165417688184,"x0,x1,x2",-0.39988827661407517,-0.5970475160583502,0.09786775515106838
19e967ef-235d-4941-b111-51e397765c5f,hartmann_3,value,qnei,8,exact,True,,none,0.0,0,50,0,1,2,0.48173555592227335,3.054172219326956,0.000728722828772,110.34524913552234,2.2069049827104465,29.98571673646789,0.6119534027850589,0.000728722828772,29.98571673646789,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
2dd4068a-722f-4c9e-b663-81f0e90724eb,hartmann_3,value,qnei,8,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.48173555592227335,3.044094803551488,0.0108061386042397,59.187939012020486,1.1837587802404097,25.802363679826648,0.5265788506087071,0.0108061386042397,27.101557100843994,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
19840d90-ee1b-4fa7-b2dc-2701dc22a057,hartmann_3,value,qnei,8,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.48173555592227335,3.044094803551488,0.0108061386042397,59.187939012020486,1.1837587802404097,25.802363679826648,0.5265788506087071,0.0108061386042397,27.101557100843994,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
0b778198-44ab-4fd1-af13-379fbfc0a063,hartmann_3,value,qnei,8,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.48173555592227335,2.987933314394938,0.0669676277607895,117.12968113392304,2.3425936226784607,45.02825142331144,0.9189439065981926,0.2085222860648805,79.85470710174833,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
64e37352-8b41-482c-ae10-ad8332de2e8a,hartmann_3,value,qnei,8,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.48173555592227335,3.044928748930998,0.0099721932247289,74.17022064427441,1.4834044128854882,31.725998713930306,0.6474693615087818,0.0585341346658223,40.487226441882726,"x0,x1,x2",0.4615766592144682,-0.11738033164170958,0.0723739680536773
a1cd2e77-f548-46ce-b52d-b8337418436b,hartmann_3,value,qnei,9,exact,True,,none,0.0,0,50,0,1,2,0.5388384081554914,3.0535168033409765,0.001384138814751,113.85808564762284,2.277161712952457,17.594808242520365,0.3590777192351095,0.001384138814751,17.594808242520365,"x0,x1,x2",-0.09271512104990587,0.42925742051600996,0.3122319704389458
44f4a21d-b56c-4728-b58b-c1fc61181a2c,hartmann_3,value,qnei,9,exact,False,sp0.05-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.5388384081554914,3.046405068241183,0.0084958739145446,91.33825506296876,1.8267651012593755,12.550621306812674,0.25613512871046273,1.9750669219024928,80.38084129690631,"x0,x1,x2",-0.09271512104990587,0.42925742051600996,0.3122319704389458
67d2e640-72e3-4227-96b8-08bf5252337e,hartmann_3,value,qnei,9,exact,False,sp0.05-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.5388384081554914,3.0424933051780854,0.0124076369776422,72.2480766827405,1.44496153365481,14.901961865670616,0.30412167072797175,0.1594774072410625,19.81401637792356,"x0,x1,x2",-0.09271512104990587,0.42925742051600996,0.3122319704389458
46f039c7-5f5a-4aa0-a4e2-1c3cd755a95b,hartmann_3,value,qnei,9,exact,False,sp0.15-20_relevancepursuit,spike,0.25,0,50,0,1,2,0.5388384081554914,3.0020181495302745,0.0528827926254531,121.160566325218,2.42321132650436,43.496341947752796,0.8876804479133223,3.435473881862873,195.6458298061697,"x0,x1,x2",-0.09271512104990587,0.42925742051600996,0.3122319704389458
1bcb633e-4858-4502-a6e6-58793765cd11,hartmann_3,value,qnei,9,exact,False,sp0.15-5_relevancepursuit,spike,0.25,0,50,0,1,2,0.5388384081554914,2.180590990902078,0.874309951253649,145.2993280435984,2.905986560871968,58.56891397529187,1.195283958679426,1.027623439868274,167.22406202674782,"x0,x1,x2",-0.09271512104990587,0.42925742051600996,0.3122319704389458
