iteration,InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.3581354881787998,0.6428333350464057,0.7775340829201788,0.990679803992304,0.9690369535743633,True,-0.021642850417940784,logei,0.0,False,9,bfb80467-a7c0-4fb0-a86c-045099b2502e,gaussian,0.014918,0,extra_trees,composite,learned,0.00022254672400000001,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.40274074074074,0.990679803992304,1.412060936748436,1.412060936748436,1.412060936748436,1.412060936748436,0.990679803992304,1.412060936748436,provoice
2,0.7160746296035653,0.9238421084414568,0.8743542842645962,0.9182376290487624,1.1847974617974615,1.1878440009201505,True,0.0030465391226890404,logei,0.0,False,9,bfb80467-a7c0-4fb0-a86c-045099b2502e,gaussian,0.014918,0,extra_trees,composite,learned,0.00022254672400000001,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.40274074074074,1.1847974617974615,1.2179432789432785,2.6300042156917147,1.2179432789432785,1.3150021078458574,1.1847974617974615,1.2179432789432785,provoice
3,0.026587734467597213,0.4935232001165578,0.5364498942795592,0.06515419737010752,0.7344762752679413,0.7012251338024041,True,-0.033251141465537204,logei,0.0,False,9,bfb80467-a7c0-4fb0-a86c-045099b2502e,gaussian,0.014918,0,extra_trees,composite,learned,0.00022254672400000001,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.40274074074074,1.1847974617974615,1.6682644654727987,4.298268681164513,1.2179432789432785,1.4327562270548377,1.1847974617974615,1.2179432789432785,provoice
4,0.005626050679392924,0.8475592932741313,0.984972019857558,0.7846098526726796,1.177625841750842,1.1784818599227371,True,0.0008560181718950677,logei,0.0,False,9,bfb80467-a7c0-4fb0-a86c-045099b2502e,gaussian,0.014918,0,extra_trees,composite,learned,0.00022254672400000001,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.40274074074074,1.1847974617974615,1.225114898989898,5.5233835801544116,1.2179432789432785,1.3808458950386029,1.1847974617974615,1.2179432789432785,provoice
5,0.31560348997827314,0.7348003341305084,0.3692629658784221,0.7407484828757487,1.2034191468253967,1.2062910490798444,True,0.002871902254447667,logei,0.0,False,9,bfb80467-a7c0-4fb0-a86c-045099b2502e,gaussian,0.014918,0,extra_trees,composite,learned,0.00022254672400000001,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.40274074074074,1.2034191468253967,1.1993215939153432,6.7227051740697545,1.1993215939153432,1.3445410348139508,1.2034191468253967,1.1993215939153432,provoice
6,0.05716371586676451,0.8807763274400809,0.1,0.8885189363550439,1.534750191450844,1.5831375339977038,True,0.048387342546859946,logei,0.3227442999923369,False,9,bfb80467-a7c0-4fb0-a86c-045099b2502e,gaussian,0.014918,0,extra_trees,composite,learned,0.00022254672400000001,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.40274074074074,1.534750191450844,0.867990549289896,7.590695723359651,0.867990549289896,1.265115953893275,1.534750191450844,0.867990549289896,provoice
7,0.05716371586676451,0.8807763274400809,0.1,0.8885189363550439,1.534750191450844,1.560671990598303,True,0.02592179914745918,logei,0.0,False,9,bfb80467-a7c0-4fb0-a86c-045099b2502e,gaussian,0.014918,0,extra_trees,composite,learned,0.00022254672400000001,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.40274074074074,1.534750191450844,0.867990549289896,8.458686272649548,0.867990549289896,1.2083837532356496,1.534750191450844,0.867990549289896,provoice
8,1.0,1.0,0.1,1.0,1.598269841269832,1.6051524162608402,True,0.006882574991008195,logei,0.30517239999608137,False,9,bfb80467-a7c0-4fb0-a86c-045099b2502e,gaussian,0.014918,0,extra_trees,composite,learned,0.00022254672400000001,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.40274074074074,1.598269841269832,0.804470899470908,9.263157172120456,0.804470899470908,1.157894646515057,1.598269841269832,0.804470899470908,provoice
9,1.0,1.0,0.1,1.0,1.598269841269832,1.5906991799308237,True,-0.0075706613390083,logei,0.0,False,9,bfb80467-a7c0-4fb0-a86c-045099b2502e,gaussian,0.014918,0,extra_trees,composite,learned,0.00022254672400000001,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.40274074074074,1.598269841269832,0.804470899470908,10.067628071591365,0.804470899470908,1.1186253412879295,1.598269841269832,0.804470899470908,provoice
10,1.0,0.1272536514831767,0.1,1.0,1.4628379629629642,1.4723962461561024,True,0.009558283193138228,logei,0.3712863999971887,False,9,bfb80467-a7c0-4fb0-a86c-045099b2502e,gaussian,0.014918,0,extra_trees,composite,learned,0.00022254672400000001,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.40274074074074,1.598269841269832,0.9399027777777758,11.007530849369141,0.804470899470908,1.100753084936914,1.598269841269832,0.804470899470908,provoice
