dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_InterventionLightingTransparency,delta_excess_AuditoryAlertVolume,delta_excess_InterventionSymbolTransparency,delta_excess_LevelOfAutonomy,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
provoice,composite,qnei,extra_trees,gaussian,0.014918,20,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.025550102796015994,-0.002223729239539507,0.002739251518803776,-0.010219844910659859,0.027743493894947267,0.18525559881534792,3.64917288719996,0.07298345774399917,1.1334078033252588
provoice,composite,qnei,extra_trees,gaussian,0.074591,0,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.14971128664603728,3.510221044432761,0.0702044208886552,5.477422924778061
provoice,composite,qnei,extra_trees,gaussian,0.074591,20,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.039550396144867106,-0.00576883341208867,-0.029083891931443506,-0.017822206729321888,0.052545381307351084,0.23142821786296852,2.4756671811957602,0.04951334362391513,2.023966335071286
provoice,composite,qnei,extra_trees,gaussian,0.298364,0,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.24652444802169948,2.4888665454815637,0.04977733090963121,3.911051857959066
provoice,composite,qnei,extra_trees,gaussian,0.298364,20,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-0.04930608437958084,0.1692386228225048,0.027208640931312866,0.02403888653095665,0.17997494164100097,0.24315396742205064,2.794610669192984,0.055892213383859635,2.2291669523552216
provoice,composite,qnei,extra_trees,gaussian,1.49182,0,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.22084016471241363,2.6109544254326806,0.05221908850865353,4.586070897561392
provoice,composite,qnei,extra_trees,gaussian,1.49182,20,8,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.11494508037423168,0.13694079650831803,0.05481027506594699,0.07266550651352233,0.20062301797212273,0.08257011762986477,2.585000546784883,0.05170001093569765,0.23835230789473272
provoice,composite,logei,extra_trees,gaussian,0.014918,0,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0009523385565073372,1.193872879923667,0.023877457598473262,0.002588066721344262
provoice,composite,logei,extra_trees,gaussian,0.014918,20,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,-0.003664570412593382,0.0,0.0,0.003664570412593382,0.10484862128612504,-0.3104506140530958,-0.006209012281061965,3.2256871628413286
provoice,composite,logei,extra_trees,gaussian,0.074591,0,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.014752721815222358,-4.840757509673374,-0.09681515019346754,1.0007948017300556
provoice,composite,logei,extra_trees,gaussian,0.074591,20,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,-0.01938805304726654,0.0,0.0,0.01938805304726654,0.19903380647131597,-0.8279857066812752,-0.016559714133625558,3.717454027920777
provoice,composite,logei,extra_trees,gaussian,0.298364,0,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.1671804029304067,2.336794772276086,0.0467358954455217,8.04609471818075
provoice,composite,logei,extra_trees,gaussian,0.298364,20,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,-0.010688644414274084,0.0,0.0,0.010688644414274084,0.03854493114909996,-1.8306662336731137,-0.036613324673462344,1.811211591344918
provoice,composite,logei,extra_trees,gaussian,1.49182,0,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.2510156186406196,-3.3836345033831066,-0.06767269006766219,7.442069815296993
provoice,composite,logei,extra_trees,gaussian,1.49182,20,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,-0.5319798620877756,0.0,0.2805852031451494,0.6014404624656821,0.06585974596391564,0.9301117532273011,0.018602235064545947,0.8542117270116698
provoice,composite,qnei,extra_trees,gaussian,0.014918,0,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.13841468253969125,-4.636377332248095,-0.09272754664496197,-2.476067129629797
provoice,composite,qnei,extra_trees,gaussian,0.014918,20,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.007689642544027708,0.0,0.0,0.007689642544027708,-0.03310505698006416,-1.2025411976551652,-0.024050823953103317,0.21581682437933125
provoice,composite,qnei,extra_trees,gaussian,0.074591,0,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.012106481481484632,0.952982906919928,0.019059658138398494,-0.17790376984133616
provoice,composite,qnei,extra_trees,gaussian,0.074591,20,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.33500213668039247,0.0,0.0,0.33500213668039247,-0.09842013888889345,-2.0768385278096986,-0.04153677055619398,-0.37196155753972704
provoice,composite,qnei,extra_trees,gaussian,0.298364,0,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.2335096206169378,16.583799394389253,0.33167598788778496,14.830039071102746
provoice,composite,qnei,extra_trees,gaussian,0.298364,20,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.2745257000293302,0.0,0.0,0.2745257000293302,-0.025648453398458892,1.415871333496689,0.028317426669933754,0.29642251729748637
provoice,composite,qnei,extra_trees,gaussian,1.49182,0,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.09683862433863055,5.99817916934785,0.1199635833869569,1.5759773333449942
provoice,composite,qnei,extra_trees,gaussian,1.49182,20,7,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.3359416234389604,0.0,0.0,0.3359416234389604,0.017986111111111036,1.1355454304105521,0.02271090860821101,0.40550892857142173
provoice,composite,logei,extra_trees,gaussian,0.014918,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.17924915824916443,-0.24951048956933164,-0.004990209791386646,4.605509800384933
provoice,composite,logei,extra_trees,gaussian,0.014918,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.001195526695525917,2.1251116960834437,0.04250223392166885,0.06931493506492004
provoice,composite,logei,extra_trees,gaussian,0.074591,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.12254347041847491,-1.1635976286605683,-0.023271952573211352,1.5042700517075716
provoice,composite,logei,extra_trees,gaussian,0.074591,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.023750000000000382,-2.532914655175105,-0.05065829310350212,0.4717404401154539
provoice,composite,logei,extra_trees,gaussian,0.298364,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.16283071095570945,5.568932239537098,0.11137864479074189,3.4110214900838294
provoice,composite,logei,extra_trees,gaussian,0.298364,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",1.0,-0.3409915924405804,-0.9,-1.0,1.7106359244781348,0.05494911415744963,-4.316073282684307,-0.08632146565368615,1.5024739758698722
provoice,composite,logei,extra_trees,gaussian,1.49182,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.1464785827598396,0.5449355919407068,0.010898711838814079,2.6989813699029312
provoice,composite,logei,extra_trees,gaussian,1.49182,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,-0.9,-0.1284435837478538,-0.2809932386251496,0.9515539681799674,0.14345683020683553,0.42536126176938893,0.008507225235387716,3.9136189273690825
provoice,composite,qnei,extra_trees,gaussian,0.014918,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.0018935586018942185,-1.9457220015747367,-0.03891444003149469,-3.9794376603336374
provoice,composite,qnei,extra_trees,gaussian,0.014918,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,-0.0019395204055749349,0.01842143197647872,0.018523252831715985,0.18124056036556713,1.7500621193016954,0.03500124238603397,1.7707735389611088
provoice,composite,qnei,extra_trees,gaussian,0.074591,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.1675004810004861,1.9497479318295277,0.038994958636590527,2.9217423426814513
provoice,composite,qnei,extra_trees,gaussian,0.074591,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,-0.005784851654907552,0.025499770892653872,0.026147711644561256,0.13562415824916152,2.2179512072578618,0.044359024145157244,0.832151184463676
provoice,composite,qnei,extra_trees,gaussian,0.298364,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.04633441558441631,4.163830975729411,0.0832766195145882,0.8695948860064462
provoice,composite,qnei,extra_trees,gaussian,0.298364,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.9,-0.18195531588006644,-0.8419018338134013,1.245755367138903,-0.009027777777777857,0.41905411983466934,0.00838108239669344,-2.463083453583579
provoice,composite,qnei,extra_trees,gaussian,1.49182,0,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.09834251743626954,9.048673186301556,0.18097346372603118,5.320384807900357
provoice,composite,qnei,extra_trees,gaussian,1.49182,20,10,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",1.0,0.0,-0.18195531588006644,0.025499770892653872,1.0167388923871223,0.13657389369889295,2.002877947930628,0.040057558958612516,0.963726732757948
provoice,composite,logei,extra_trees,gaussian,0.014918,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.09781492504408984,2.081771784985044,0.04163543569970085,0.5357810549790258
provoice,composite,logei,extra_trees,gaussian,0.014918,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.00020792279259584934,0.0,0.0011830071082870042,0.0012011401691469801,0.08366920194003358,2.6185003265530113,0.052370006531060165,0.11932787698411929
provoice,composite,logei,extra_trees,gaussian,0.074591,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.013474246432581216,-3.2776660247212135,-0.0655533204944243,-3.5774525055410216
provoice,composite,logei,extra_trees,gaussian,0.074591,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.008267226423842367,0.0,0.00702162315089927,0.010846668816568617,0.04552513227513422,0.8471675813183239,0.0169433516263664,1.3090649928776124
provoice,composite,logei,extra_trees,gaussian,0.298364,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.044620590828923445,-4.127368153090295,-0.08254736306180599,-2.5340465052734906
provoice,composite,logei,extra_trees,gaussian,0.298364,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.010408447736021675,0.0,0.023517473540115352,0.02571784100548723,0.15422233245149952,0.5725410452543969,0.011450820905087866,2.0576184074413852
provoice,composite,logei,extra_trees,gaussian,1.49182,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.15850264550265414,-5.984646889771405,-0.11969293779542811,2.9441638431016095
provoice,composite,logei,extra_trees,gaussian,1.49182,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.11547377447441165,0.0,-0.17020919333282936,0.20568267327701611,0.21066519360270175,0.37156389488146147,0.007431277897629207,3.2037895064043305
provoice,composite,qnei,extra_trees,gaussian,0.014918,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.037304707638047496,1.5001924596054366,0.030003849192108634,1.7207939984400653
provoice,composite,qnei,extra_trees,gaussian,0.014918,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.001089187846250117,0.0,0.0,0.001089187846250117,-0.001026455026454265,0.34746629389982076,0.0069493258779963485,-0.024121693121671228
provoice,composite,qnei,extra_trees,gaussian,0.074591,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.0667445987654296,-1.104481545608273,-0.022089630912165537,-0.07525982312419188
provoice,composite,qnei,extra_trees,gaussian,0.074591,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0011760248928014416,0.0,0.0,0.0011760248928014416,0.0029828042328046145,0.8649223130827579,0.01729844626165511,0.07009589947090689
provoice,composite,qnei,extra_trees,gaussian,0.298364,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,-0.08461262040428186,1.9553223199481593,0.0391064463989631,-0.5804919817834531
provoice,composite,qnei,extra_trees,gaussian,0.298364,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,-0.00033308708470591863,0.0,0.0,0.00033308708470591863,0.05052606922398728,-0.09859417527216152,-0.001971883505443306,2.2084775874204645
provoice,composite,qnei,extra_trees,gaussian,1.49182,0,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.06690443121693535,3.8828315947758014,0.07765663189551597,2.8150972025661325
provoice,composite,qnei,extra_trees,gaussian,1.49182,20,12,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.1856155431887645,0.0,0.0,0.1856155431887645,0.12644697971782537,5.305288188671689,0.10610576377343373,2.9323716218198363
provoice,composite,logei,extra_trees,gaussian,0.014918,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.547419863315699,10.842880226741066,0.21685760453482128,10.700164322174832
provoice,composite,logei,extra_trees,gaussian,0.014918,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.006855185023440735,-0.0008203262753997409,0.006904092764709739,0.011001543209876008,1.9875144255760588,0.03975028851152118,1.1394167260208796
provoice,composite,logei,extra_trees,gaussian,0.074591,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.44184942680775774,4.676248207361972,0.09352496414723943,5.67170163531236
provoice,composite,logei,extra_trees,gaussian,0.074591,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.006147616142562984,-0.000717379495411008,0.0061893309474237304,0.36676044634377813,5.1764155983267415,0.10352831196653478,5.021172652964314
provoice,composite,logei,extra_trees,gaussian,0.298364,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.497673093881426,9.549999007259068,0.19099998014518138,11.324876478987274
provoice,composite,logei,extra_trees,gaussian,0.298364,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,-0.3502519137367276,0.13707853963028593,0.33450127279592223,0.5033468293388803,0.32137878171211476,6.419165565884228,0.12838331131768455,3.4563294498711308
provoice,composite,logei,extra_trees,gaussian,1.49182,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.6751681898348616,12.31636099304825,0.24632721986096495,14.534800230390328
provoice,composite,logei,extra_trees,gaussian,1.49182,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",-1.0,0.0,-0.7629214603697141,0.03353812522379801,1.2582424092901114,0.4952660680369019,16.948478940266227,0.3389695788053245,7.577968453228905
provoice,composite,qnei,extra_trees,gaussian,0.014918,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.19077737077736945,2.736407201793554,0.05472814403587112,6.198338524747832
provoice,composite,qnei,extra_trees,gaussian,0.014918,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.9508844245573762e-05,-0.001395877049403138,0.0005166945546221102,-0.00010946166156178272,0.0014927486818172467,-0.030024691358026434,-2.6858658513325224,-0.05371731702665039,-1.95839719848059
provoice,composite,qnei,extra_trees,gaussian,0.074591,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.13543874643874743,1.1436477509754823,0.0228729550195097,4.71198563165229
provoice,composite,qnei,extra_trees,gaussian,0.074591,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.003959602136943352,0.01276500399250513,-0.002223676226339122,-0.001120623520757258,0.013595010446719725,-0.06643805114638512,-1.7859254726172438,-0.03571850945234478,-1.832464853819058
provoice,composite,qnei,extra_trees,gaussian,0.298364,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.39195707070706964,10.450203148633165,0.20900406297266338,9.554074249872908
provoice,composite,qnei,extra_trees,gaussian,0.298364,20,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.09123657070292202,-0.020320054992735703,0.14820033256398224,-0.0602735640284241,0.18529235699645188,0.11173371998371939,4.872791855707668,0.0974558371141534,3.7172736060235607
provoice,composite,qnei,extra_trees,gaussian,1.49182,0,11,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.0,0.0,0.0,0.0,0.0,0.5411911375661371,19.69180454299086,0.3938360908598172,16.89196857869251
