iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.24904007775011222,0.24904007775011222,False,0.0,qnei,0.0,False,7,dcd8f5ea-3567-409e-adb3-0ab63647a190,gaussian,5.0,20,exact,value,self_report,1e-06,"x0,x1,x2",3.0549009421557276,0.24904007775011222,2.8058608644056156,2.8058608644056156,2.8058608644056156,2.8058608644056156,0.24904007775011222,2.8058608644056156,hartmann_3
2,0.22520718999059186,0.30016628491122543,0.8735534453962619,1.1754030797677335,1.1754030797677335,False,0.0,qnei,0.0,False,7,dcd8f5ea-3567-409e-adb3-0ab63647a190,gaussian,5.0,20,exact,value,self_report,1e-06,"x0,x1,x2",3.0549009421557276,1.1754030797677335,1.879497862387994,4.685358726793609,1.879497862387994,2.3426793633968046,1.1754030797677335,1.879497862387994,hartmann_3
3,0.005265304565574724,0.8212284183827663,0.7970694287520462,1.1880648068824795,1.1880648068824795,False,0.0,qnei,0.0,False,7,dcd8f5ea-3567-409e-adb3-0ab63647a190,gaussian,5.0,20,exact,value,self_report,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,1.866836135273248,6.552194862066857,1.866836135273248,2.184064954022286,1.1880648068824795,1.866836135273248,hartmann_3
4,0.4679349528437208,0.3030324268193135,0.2784256121007733,-0.26232363504763334,-0.26232363504763334,False,0.0,qnei,0.0,False,7,dcd8f5ea-3567-409e-adb3-0ab63647a190,gaussian,5.0,20,exact,value,self_report,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.317224577203361,9.869419439270217,1.866836135273248,2.4673548598175543,1.1880648068824795,1.866836135273248,hartmann_3
5,0.2548695876541246,0.4450763058826466,0.5045482589579533,-0.3085779726034354,-0.3085779726034354,False,0.0,qnei,0.0,False,7,dcd8f5ea-3567-409e-adb3-0ab63647a190,gaussian,5.0,20,exact,value,self_report,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.363478914759163,13.23289835402938,1.866836135273248,2.646579670805876,1.1880648068824795,1.866836135273248,hartmann_3
6,0.0,0.6347208798501356,0.956721223799347,1.8717328783431006,1.8717328783431006,False,0.0,qnei,0.2235045999987051,False,7,dcd8f5ea-3567-409e-adb3-0ab63647a190,gaussian,5.0,20,exact,value,self_report,1e-06,"x0,x1,x2",3.0549009421557276,1.8717328783431006,1.183168063812627,14.416066417842007,1.183168063812627,2.4026777363070013,1.8717328783431006,1.183168063812627,hartmann_3
7,0.0,1.0,1.0,-0.6369908231132015,-0.6369908231132015,False,0.0,qnei,0.16430850001052022,False,7,dcd8f5ea-3567-409e-adb3-0ab63647a190,gaussian,5.0,20,exact,value,self_report,1e-06,"x0,x1,x2",3.0549009421557276,1.8717328783431006,3.691891765268929,18.107958183110938,1.183168063812627,2.586851169015848,1.8717328783431006,1.183168063812627,hartmann_3
8,0.0,0.637273999047577,0.8376101978066127,2.7872608604987863,2.7872608604987863,False,0.0,qnei,0.437295699986862,False,7,dcd8f5ea-3567-409e-adb3-0ab63647a190,gaussian,5.0,20,exact,value,self_report,1e-06,"x0,x1,x2",3.0549009421557276,2.7872608604987863,0.2676400816569413,18.37559826476788,0.2676400816569413,2.296949783095985,2.7872608604987863,0.2676400816569413,hartmann_3
9,0.0,0.5717749083252641,0.8129933358039096,2.884183361355816,2.884183361355816,False,0.0,qnei,0.2574861000175588,False,7,dcd8f5ea-3567-409e-adb3-0ab63647a190,gaussian,5.0,20,exact,value,self_report,1e-06,"x0,x1,x2",3.0549009421557276,2.884183361355816,0.1707175807999115,18.546315845567793,0.1707175807999115,2.0607017606186435,2.884183361355816,0.1707175807999115,hartmann_3
10,1.0,0.5775775643654802,0.8211259714428998,2.5296373550191738,2.5296373550191738,False,0.0,qnei,0.24216280001564883,False,7,dcd8f5ea-3567-409e-adb3-0ab63647a190,gaussian,5.0,20,exact,value,self_report,1e-06,"x0,x1,x2",3.0549009421557276,2.884183361355816,0.5252635871365539,19.071579432704347,0.1707175807999115,1.9071579432704346,2.884183361355816,0.1707175807999115,hartmann_3
11,0.0,0.5715534149438347,0.8392280744172049,3.0173414566140924,3.0173414566140924,False,0.0,qnei,0.1865092999942135,False,7,dcd8f5ea-3567-409e-adb3-0ab63647a190,gaussian,5.0,20,exact,value,self_report,1e-06,"x0,x1,x2",3.0549009421557276,3.0173414566140924,0.03755948554163524,19.109138918245982,0.03755948554163524,1.7371944471132712,3.0173414566140924,0.03755948554163524,hartmann_3
12,1.0,0.354532047238918,0.8833626467509196,1.4900755333207134,1.4900755333207134,False,0.0,qnei,0.2600092999928165,False,7,dcd8f5ea-3567-409e-adb3-0ab63647a190,gaussian,5.0,20,exact,value,self_report,1e-06,"x0,x1,x2",3.0549009421557276,3.0173414566140924,1.5648254088350142,20.673964327080995,0.03755948554163524,1.722830360590083,3.0173414566140924,0.03755948554163524,hartmann_3
13,1.0,0.5189985962601888,0.6971831512756385,0.9939295939954707,0.9939295939954707,False,0.0,qnei,0.20055030001094565,False,7,dcd8f5ea-3567-409e-adb3-0ab63647a190,gaussian,5.0,20,exact,value,self_report,1e-06,"x0,x1,x2",3.0549009421557276,3.0173414566140924,2.060971348160257,22.734935675241253,0.03755948554163524,1.7488412057877887,3.0173414566140924,0.03755948554163524,hartmann_3
